Rk,School,G,W,L,W-L%,SRS,SOS,W_1,L_1,W_2,L_2,W_3,L_3,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,in_tourney
36,Cal State Northridge,29,14,15,0.483,-2.27,-2.2,8.0,10.0,9,4,4,10,2073,2009,,,0.381,0.314,0.542,51.5,53.2,,3.8,0.506,20.4,,0.268,False
37,California,31,22,9,0.71,11.78,7.58,13.0,5.0,13,1,7,4,2301,2171,,,0.33,0.291,0.547,50.7,57.5,,4.8,0.52,17.1,,0.225,True
38,Campbell,27,5,22,0.185,-19.8,-6.51,1.0,15.0,5,8,0,13,1756,2098,,,0.347,0.348,0.532,42.4,63.4,,4.7,0.499,20.6,,0.243,False
39,Canisius,28,10,18,0.357,-3.23,-2.34,6.0,12.0,6,7,3,10,1967,1992,,,0.272,0.287,0.517,49.1,59.3,,5.7,0.488,17.4,,0.192,False
40,Centenary (LA),28,14,14,0.5,-9.66,-3.88,,,9,1,5,10,2145,2117,,,0.428,0.241,0.56,46.6,50.7,,6.6,0.511,18.5,,0.325,False
41,Central Connecticut State,28,15,13,0.536,-8.15,-8.58,12.0,6.0,9,4,5,7,1891,1879,,,0.337,0.271,0.551,53.5,47.1,,3.0,0.513,20.1,,0.252,False
42,Central Michigan,32,25,7,0.781,6.72,1.79,14.0,4.0,12,1,9,5,2553,2346,,,0.46,0.335,0.611,52.1,58.3,,6.5,0.569,21.6,,0.351,True
43,Charleston Southern,28,14,14,0.5,-9.87,-8.91,8.0,6.0,9,4,5,9,1828,1839,,,0.302,0.247,0.515,49.6,51.4,,6.0,0.476,18.7,,0.225,False
44,Charlotte,29,13,16,0.448,5.5,6.95,8.0,8.0,11,4,2,11,1985,2027,,,0.337,0.398,0.491,50.7,60.9,,5.7,0.462,16.4,,0.213,False
45,Chattanooga,30,21,9,0.7,0.4,-3.64,11.0,5.0,11,3,8,5,2435,2221,,,0.39,0.351,0.587,53.5,60.2,,5.5,0.548,19.4,,0.295,False
46,Chicago State,30,3,27,0.1,-14.2,-2.43,0.0,14.0,2,10,0,14,1896,2249,,,0.375,0.215,0.504,49.9,51.4,,3.1,0.478,21.8,,0.232,False
47,Cincinnati,29,17,12,0.586,12.9,7.45,9.0,7.0,13,3,3,7,1954,1796,,,0.371,0.347,0.503,50.2,53.5,,8.1,0.463,13.6,,0.256,True
48,Clemson,28,15,13,0.536,5.67,5.35,5.0,11.0,13,4,1,8,1916,1907,,,0.404,0.251,0.518,51.6,51.2,,4.8,0.485,16.9,,0.265,False
49,Cleveland State,30,8,22,0.267,-6.95,0.62,3.0,13.0,5,8,2,12,1969,2196,,,0.412,0.31,0.535,47.5,59.1,,7.8,0.504,21.9,,0.271,False
50,Coastal Carolina,28,13,15,0.464,-12.45,-8.95,5.0,9.0,8,4,5,11,1886,1925,,,0.349,0.298,0.526,52.9,52.2,,3.3,0.487,20.7,,0.252,False
51,Colgate,28,14,14,0.5,-8.34,-6.46,9.0,5.0,9,4,5,8,1897,1869,,,0.264,0.327,0.524,49.6,56.9,,3.3,0.499,18.1,,0.182,False
52,College of Charleston,33,25,8,0.758,1.21,-3.18,13.0,3.0,12,2,8,5,2461,2233,,,0.336,0.406,0.546,48.2,56.6,,7.3,0.519,17.1,,0.229,False
53,Colorado,32,20,12,0.625,12.83,8.01,9.0,7.0,14,1,3,9,2405,2251,,,0.387,0.248,0.518,53.5,48.8,,10.6,0.484,16.1,,0.259,True
54,Colorado State,33,19,14,0.576,5.38,4.41,5.0,9.0,14,4,3,9,2450,2363,,,0.465,0.219,0.579,53.3,58.7,,7.8,0.545,20.7,,0.324,True
55,Columbia,27,2,25,0.074,-17.28,-4.83,0.0,14.0,1,9,1,13,1340,1676,,,0.352,0.366,0.468,48.8,57.3,,7.0,0.428,24.4,,0.237,False
56,Connecticut,33,23,10,0.697,15.84,7.63,10.0,6.0,14,2,5,6,2622,2351,,,0.358,0.247,0.545,53.4,52.1,,11.7,0.516,17.4,,0.242,True
57,Coppin State,28,11,17,0.393,-11.0,-7.39,11.0,7.0,5,4,6,11,1625,1726,,,0.325,0.234,0.521,48.6,43.7,,4.3,0.483,21.1,,0.238,False
58,Cornell,27,9,18,0.333,-12.23,-4.27,4.0,10.0,5,7,4,11,1641,1831,,,0.36,0.372,0.516,47.7,62.5,,4.2,0.492,20.9,,0.226,False
59,Creighton,34,29,5,0.853,15.32,1.03,15.0,3.0,17,0,7,4,2688,2202,,,0.347,0.354,0.59,51.2,59.0,,8.1,0.567,16.8,,0.24,True
60,Dartmouth,27,8,19,0.296,-10.63,-5.44,4.0,10.0,4,9,3,10,1625,1725,,,0.288,0.454,0.529,44.6,66.5,,5.1,0.5,17.8,,0.203,False
61,Davidson,27,17,10,0.63,0.21,-2.25,11.0,5.0,11,2,6,7,2180,1920,,,0.33,0.401,0.586,54.5,61.4,,3.1,0.55,20.7,,0.257,False
62,Dayton,30,24,6,0.8,11.0,5.17,14.0,2.0,17,1,7,4,2182,2007,,,0.41,0.386,0.558,53.6,61.2,,5.2,0.52,16.9,,0.292,True
63,Delaware,29,15,14,0.517,-1.22,-1.54,9.0,9.0,8,5,5,8,1990,1981,,,0.316,0.348,0.503,47.9,58.0,,6.5,0.467,16.4,,0.223,False
64,Delaware State,27,15,12,0.556,-9.94,-9.57,13.0,5.0,11,0,4,11,1680,1690,,,0.345,0.361,0.538,48.4,55.4,,6.7,0.507,19.2,,0.237,False
65,Denver,32,17,15,0.531,1.53,-0.28,7.0,8.0,10,3,2,9,2268,2210,,,0.333,0.377,0.513,50.8,59.3,,3.0,0.473,16.2,,0.243,False
66,DePaul,29,16,13,0.552,8.83,6.49,8.0,8.0,13,3,3,9,1949,1881,,,0.401,0.246,0.527,55.1,54.9,,3.8,0.484,18.8,,0.288,False
67,Detroit Mercy,30,18,12,0.6,5.87,-0.09,9.0,7.0,10,3,6,8,2128,1935,,,0.342,0.235,0.551,52.4,50.4,,5.0,0.521,15.5,,0.239,False
68,Drake,30,10,20,0.333,-4.29,1.46,5.0,13.0,6,7,3,11,2017,2106,,,0.416,0.312,0.561,51.2,58.2,,3.4,0.518,19.6,,0.308,False
69,Drexel,31,19,12,0.613,1.56,-1.45,12.0,6.0,7,4,11,6,2127,2020,,,0.334,0.326,0.516,49.6,60.7,,8.5,0.486,16.9,,0.225,False
70,Duke,33,26,7,0.788,19.86,8.37,11.0,5.0,15,0,3,6,2677,2298,,,0.453,0.339,0.556,51.0,49.5,,9.4,0.514,16.1,,0.323,True
71,Duquesne,30,9,21,0.3,-4.38,2.29,3.0,13.0,5,8,3,11,2001,2201,,,0.385,0.293,0.534,49.1,53.5,,6.4,0.498,23.2,,0.266,False
72,East Carolina,27,12,15,0.444,1.81,4.73,3.0,13.0,8,6,3,9,1760,1757,,,0.359,0.28,0.492,51.9,52.1,,6.5,0.453,16.3,,0.247,False
73,East Tennessee State,31,20,11,0.645,-0.9,-2.94,11.0,5.0,11,2,5,8,2543,2332,,,0.409,0.245,0.551,51.7,49.8,,8.1,0.508,19.5,,0.299,True
74,Eastern Illinois,29,14,15,0.483,-3.17,-1.92,9.0,7.0,10,2,4,12,2242,2269,,,0.326,0.285,0.537,49.2,58.8,,3.8,0.495,15.3,,0.251,False
75,Eastern Kentucky,28,11,17,0.393,-10.98,-5.03,5.0,11.0,8,6,3,11,2172,2185,,,0.358,0.287,0.537,49.1,55.6,,5.0,0.506,16.8,,0.244,False
76,Eastern Michigan,28,14,14,0.5,-3.84,-0.91,8.0,10.0,11,3,2,10,2210,2202,,,0.507,0.274,0.545,50.7,55.3,,5.2,0.513,17.5,,0.327,False
77,Eastern Washington,31,18,13,0.581,2.53,-0.8,9.0,5.0,9,2,7,9,2189,2073,,,0.45,0.256,0.563,50.5,61.9,,5.0,0.518,21.4,,0.33,False
78,Elon,27,12,15,0.444,-13.62,-7.97,8.0,6.0,6,6,6,9,1706,1835,,,0.352,0.249,0.5,51.9,49.6,,5.6,0.468,20.5,,0.232,False
79,Evansville,28,12,16,0.429,-0.71,2.97,8.0,10.0,9,5,3,10,1960,2063,,,0.451,0.302,0.582,50.4,65.8,,6.1,0.543,21.0,,0.329,False
80,Fairfield,31,19,12,0.613,-0.25,-1.06,13.0,5.0,8,7,9,4,2197,2172,,,0.462,0.244,0.533,52.1,53.3,,9.1,0.483,20.3,,0.334,False
81,FDU,29,15,14,0.517,-11.53,-9.91,9.0,9.0,10,2,4,11,2106,2153,,,0.325,0.415,0.541,45.0,55.2,,4.1,0.51,17.9,,0.229,False
82,Florida,33,25,8,0.758,18.55,7.76,12.0,4.0,15,1,8,3,2484,2128,,,0.33,0.396,0.578,50.8,61.4,,7.0,0.553,16.9,,0.232,True
83,Florida A&M,29,17,12,0.586,-10.58,-10.3,11.0,7.0,9,4,7,7,2073,2084,,,0.44,0.391,0.542,52.1,47.6,,3.4,0.507,20.9,,0.298,False
84,Florida Atlantic,28,7,21,0.25,-12.55,-4.18,3.0,13.0,4,6,1,15,1951,2151,,,0.29,0.306,0.48,47.6,48.5,,6.6,0.45,18.8,,0.193,False
85,Florida International,29,8,21,0.276,-5.26,-0.19,1.0,13.0,5,10,2,11,1755,1869,,,0.422,0.234,0.481,52.2,45.7,,4.4,0.448,20.3,,0.258,False
86,Florida State,29,14,15,0.483,9.0,7.75,4.0,12.0,12,5,1,9,1974,1930,,,0.315,0.336,0.517,48.4,56.3,,7.8,0.488,18.4,,0.212,False
87,Fordham,28,2,26,0.071,-9.47,4.03,1.0,15.0,1,13,1,13,1810,2188,,,0.331,0.366,0.497,46.1,52.3,,5.5,0.473,21.2,,0.205,False
88,Fresno State,28,20,8,0.714,5.29,0.44,13.0,5.0,14,1,6,7,2006,1870,,,0.327,0.319,0.537,54.1,57.0,,8.1,0.505,19.1,,0.231,False
89,Furman,31,14,17,0.452,-7.33,-3.15,8.0,8.0,10,5,3,10,2047,2053,,,0.317,0.294,0.509,52.6,54.7,,5.5,0.477,18.8,,0.219,False
90,Gardner-Webb,29,5,24,0.172,-11.04,-3.36,2.0,14.0,4,7,1,15,1964,2171,,,0.202,0.417,0.486,48.7,62.4,,5.1,0.462,19.4,,0.142,False
91,George Mason,28,16,12,0.571,2.27,-1.31,11.0,7.0,10,3,6,8,1794,1694,,,0.384,0.273,0.503,53.8,51.4,,4.2,0.465,19.8,,0.261,False
92,George Washington,29,12,17,0.414,2.82,3.34,5.0,11.0,7,4,5,10,2070,2085,,,0.485,0.321,0.534,52.1,55.7,,5.7,0.493,19.6,,0.327,False
93,Georgetown,34,19,15,0.559,12.86,6.27,6.0,10.0,11,6,6,7,2584,2360,,,0.424,0.232,0.522,51.3,59.2,,10.7,0.469,17.8,,0.315,False
94,Georgia,27,19,8,0.704,17.3,11.3,11.0,5.0,13,1,5,6,2138,1976,,,0.352,0.287,0.552,50.5,62.7,,7.2,0.519,13.9,,0.251,False
95,Georgia Southern,29,16,13,0.552,-7.77,-5.61,8.0,8.0,8,5,6,7,2226,2207,,,0.366,0.279,0.537,51.5,50.2,,6.0,0.513,18.3,,0.234,False
96,Georgia State,29,14,15,0.483,-6.1,-5.85,8.0,8.0,9,6,5,9,2145,2137,,,0.33,0.312,0.541,49.0,50.2,,8.3,0.51,17.6,,0.232,False
97,Georgia Tech,31,16,15,0.516,12.2,7.94,7.0,9.0,13,3,2,12,2297,2165,,,0.353,0.272,0.53,52.4,57.9,,9.0,0.498,17.8,,0.241,False
98,Gonzaga,33,24,9,0.727,12.26,3.8,12.0,2.0,11,2,9,3,2558,2279,,,0.446,0.345,0.573,54.1,60.3,,6.2,0.533,17.5,,0.323,True
99,Grambling,30,12,18,0.4,-17.04,-7.47,9.0,9.0,9,2,3,14,2188,2397,,,0.283,0.287,0.512,47.2,50.4,,6.4,0.482,18.7,,0.199,False
100,Green Bay,30,10,20,0.333,-3.31,0.69,4.0,12.0,9,6,0,13,2029,2159,,,0.419,0.252,0.524,53.5,49.8,,4.5,0.474,18.8,,0.308,False
101,Hampton,30,19,11,0.633,-7.85,-10.51,13.0,5.0,10,4,7,6,2144,2064,,,0.403,0.331,0.538,51.3,57.8,,6.8,0.507,21.0,,0.266,False
102,Hartford,29,16,13,0.552,-5.47,-5.5,10.0,6.0,11,2,4,9,1907,1856,,,0.357,0.266,0.499,52.3,51.7,,4.6,0.469,17.3,,0.228,False
103,Harvard,27,12,15,0.444,-5.8,-3.65,4.0,10.0,6,7,6,7,1929,1980,,,0.3,0.351,0.523,51.4,61.1,,4.2,0.495,19.8,,0.204,False
104,Hawaii,31,19,12,0.613,4.53,1.56,9.0,9.0,15,1,3,11,2180,2088,,,0.386,0.281,0.542,50.5,65.2,,5.6,0.509,18.4,,0.266,False
105,High Point,27,7,20,0.259,-15.76,-9.08,3.0,11.0,4,6,2,12,1850,2022,,,0.361,0.288,0.52,49.9,47.6,,3.6,0.492,19.7,,0.234,False
106,Hofstra,29,8,21,0.276,-8.57,-2.06,6.0,12.0,5,8,2,11,1859,2048,,,0.309,0.368,0.486,54.1,55.8,,5.0,0.466,21.9,,0.182,False
107,Holy Cross,31,26,5,0.839,5.26,-5.38,13.0,1.0,12,0,12,3,2180,1821,,,0.423,0.285,0.552,56.0,64.4,,8.7,0.514,17.8,,0.299,True
108,Houston,28,8,20,0.286,-3.03,4.94,6.0,10.0,6,7,2,11,1631,1854,,,0.29,0.348,0.485,50.9,50.7,,7.4,0.456,22.5,,0.191,False
109,Howard,30,13,17,0.433,-10.35,-10.72,9.0,9.0,5,6,5,10,2196,2185,,,0.369,0.288,0.52,49.4,42.9,,5.1,0.484,17.8,,0.254,False
110,Idaho,28,13,15,0.464,-4.16,-2.49,9.0,9.0,8,6,5,8,1759,1776,,,0.324,0.305,0.505,50.8,54.6,,5.5,0.469,18.0,,0.228,False
111,Idaho State,29,15,14,0.517,-3.25,-2.66,7.0,7.0,10,2,3,10,2064,2046,,,0.353,0.276,0.52,48.7,56.1,,6.2,0.494,18.0,,0.227,False
112,Illinois,32,25,7,0.781,19.83,6.76,11.0,5.0,15,0,4,6,2388,1970,,,0.336,0.355,0.574,52.1,66.9,,5.7,0.544,16.7,,0.244,True
113,Illinois State,29,8,21,0.276,-3.41,2.17,5.0,13.0,5,9,2,11,1873,2035,,,0.284,0.275,0.531,49.3,48.6,,4.7,0.503,19.6,,0.2,False
114,Illinois-Chicago,30,21,9,0.7,6.15,-0.11,12.0,4.0,11,2,9,6,2249,2062,,,0.378,0.263,0.541,53.0,58.5,,6.1,0.526,15.2,,0.223,False
115,Indiana,34,21,13,0.618,12.63,9.81,8.0,8.0,11,1,2,9,2376,2280,,,0.411,0.393,0.537,50.3,59.6,,8.8,0.494,15.1,,0.295,True
116,Indiana State,31,7,24,0.226,-6.96,2.37,2.0,16.0,5,9,0,12,1749,2038,,,0.278,0.265,0.472,46.3,59.0,,5.3,0.439,18.3,,0.19,False
117,Iona,29,17,12,0.586,-0.09,-3.59,11.0,7.0,10,2,4,8,2174,2073,,,0.418,0.275,0.551,50.0,62.9,,7.7,0.511,18.4,,0.299,False
118,Iowa,31,17,14,0.548,8.44,5.83,7.0,9.0,11,7,6,6,2141,2060,,,0.425,0.304,0.538,52.3,59.9,,7.1,0.495,19.1,,0.304,False
119,Iowa State,31,17,14,0.548,9.82,6.05,5.0,11.0,14,5,2,8,2187,2052,,,0.315,0.263,0.532,52.1,45.6,,9.9,0.504,16.6,,0.214,False
120,IU Indy,34,20,14,0.588,-2.43,-1.8,10.0,4.0,9,3,7,8,2423,2406,,,0.417,0.337,0.545,50.4,54.9,,3.3,0.507,19.7,,0.292,True
121,Jackson State,28,10,18,0.357,-11.97,-7.93,9.0,9.0,8,2,2,16,1972,2085,,,0.405,0.342,0.509,45.4,54.7,,4.5,0.47,18.9,,0.275,False
122,Jacksonville,29,13,16,0.448,-10.41,-6.12,8.0,8.0,9,3,3,9,1921,2011,,,0.352,0.286,0.513,49.4,50.4,,9.1,0.483,21.0,,0.232,False
123,Jacksonville State,30,20,10,0.667,-5.75,-7.23,10.0,6.0,10,1,7,7,2269,2145,70.5,106.4,0.357,0.35,0.549,49.8,60.0,14.7,7.7,0.522,18.0,35.9,0.241,False
124,James Madison,30,13,17,0.433,-4.76,-2.45,8.0,10.0,7,6,5,9,2017,2054,,,0.33,0.341,0.518,49.3,53.7,,8.7,0.488,18.8,,0.222,False
125,Kansas,38,30,8,0.789,25.0,10.53,14.0,2.0,15,1,7,2,3141,2541,,,0.379,0.228,0.556,55.2,55.2,,8.2,0.532,16.6,,0.248,True
126,Kansas City,29,9,20,0.31,-9.72,-2.35,7.0,7.0,4,8,4,8,1968,2182,,,0.313,0.459,0.513,45.9,51.5,,4.7,0.488,15.8,,0.204,False
127,Kansas State,30,13,17,0.433,10.14,7.38,4.0,12.0,11,5,1,9,2089,1985,,,0.369,0.28,0.531,52.0,60.3,,6.3,0.508,16.8,,0.232,False
128,Kent State,31,21,10,0.677,5.02,0.55,12.0,6.0,9,5,9,4,2381,2193,,,0.373,0.334,0.581,53.0,53.2,,3.7,0.553,16.4,,0.262,False
129,Kentucky,36,32,4,0.889,22.47,9.33,16.0,0.0,12,1,9,1,2782,2309,,,0.353,0.278,0.567,54.3,55.9,,8.8,0.538,17.0,,0.248,True
130,La Salle,29,12,17,0.414,0.06,3.16,5.0,11.0,9,6,3,10,1981,2071,,,0.405,0.334,0.503,48.8,50.5,,3.6,0.452,17.5,,0.296,False
131,Lafayette,29,13,16,0.448,-8.14,-5.22,6.0,8.0,9,5,3,10,1969,1976,,,0.332,0.372,0.549,49.0,57.8,,6.7,0.517,18.8,,0.236,False
132,Lamar,27,13,14,0.481,-9.22,-8.11,10.0,10.0,10,3,3,11,1771,1781,,,0.426,0.319,0.522,51.2,48.1,,8.1,0.483,22.0,,0.29,False
133,Lehigh,28,16,12,0.571,-6.59,-6.62,8.0,6.0,11,2,4,9,1829,1779,,,0.364,0.279,0.528,51.2,55.2,,5.8,0.486,18.7,,0.267,False
134,Liberty,29,14,15,0.483,-13.91,-10.35,8.0,6.0,11,5,3,10,1900,2016,,,0.467,0.35,0.514,50.0,53.9,,5.3,0.455,22.2,,0.345,False
135,Lipscomb,28,8,20,0.286,,,,,8,6,0,12,2158,2227,74.3,102.4,0.45,0.394,0.561,48.8,60.9,5.7,7.4,0.518,20.0,29.1,0.327,False
136,Little Rock,30,18,12,0.6,-0.94,-0.91,8.0,6.0,11,2,4,8,2125,2111,,,0.439,0.342,0.556,49.3,49.5,,4.6,0.521,20.7,,0.303,False
137,Long Beach State,27,5,22,0.185,-12.82,-0.78,4.0,14.0,5,8,0,14,1711,2013,,,0.402,0.349,0.532,47.5,55.8,,4.9,0.49,22.2,,0.286,False
138,Long Island University,28,9,19,0.321,-13.65,-7.72,7.0,11.0,3,7,6,11,2102,2268,,,0.33,0.304,0.515,52.6,51.9,,3.5,0.484,19.2,,0.223,False
139,Louisiana,30,20,10,0.667,7.92,1.24,12.0,3.0,10,1,8,7,2326,2085,,,0.376,0.354,0.554,50.8,53.9,,6.9,0.529,18.1,,0.248,False
140,Louisiana State,32,21,11,0.656,16.08,6.83,8.0,8.0,16,2,2,6,2326,2030,,,0.358,0.323,0.562,51.7,60.5,,7.4,0.542,17.7,,0.231,True
141,Louisiana Tech,27,12,15,0.444,-1.39,2.93,9.0,9.0,9,4,3,10,1855,1914,,,0.369,0.241,0.509,50.6,46.4,,6.1,0.471,17.5,,0.256,False
142,Louisiana-Monroe,28,12,16,0.429,-10.89,-6.66,10.0,10.0,7,5,5,11,2013,2122,,,0.399,0.246,0.487,50.6,49.2,,5.7,0.457,18.7,,0.246,False
143,Louisville,32,25,7,0.781,19.81,6.84,11.0,5.0,16,2,8,3,2612,2197,,,0.395,0.386,0.564,51.5,58.6,,8.3,0.532,15.5,,0.275,True
144,Loyola (IL),31,15,16,0.484,0.81,0.97,9.0,7.0,10,2,5,11,2309,2314,,,0.335,0.329,0.511,50.4,44.8,,6.9,0.471,16.1,,0.243,False
145,Loyola (MD),28,4,24,0.143,-16.71,-3.71,1.0,17.0,3,11,1,11,1653,2017,,,0.44,0.343,0.496,48.0,50.8,,4.6,0.448,22.7,,0.303,False
146,Loyola Marymount,31,11,20,0.355,-3.22,0.04,4.0,10.0,7,6,1,10,2182,2282,,,0.438,0.231,0.513,47.5,59.3,,7.6,0.465,18.8,,0.309,False
147,Maine,30,14,16,0.467,-4.37,-5.03,8.0,8.0,10,3,3,9,2205,2082,,,0.299,0.353,0.569,52.2,61.1,,9.1,0.553,21.9,,0.194,False
148,Manhattan,30,23,7,0.767,5.78,-1.99,14.0,4.0,7,2,12,3,2274,2041,,,0.411,0.277,0.55,49.1,54.0,,6.9,0.495,17.0,,0.324,True
149,Marist,29,13,16,0.448,-4.96,-2.17,8.0,10.0,6,7,5,7,2069,2150,,,0.331,0.356,0.521,47.4,57.3,,5.9,0.475,16.4,,0.258,False
150,Marquette,33,27,6,0.818,16.28,7.28,14.0,2.0,15,1,7,3,2589,2292,,,0.406,0.272,0.58,53.1,59.2,,6.0,0.536,16.4,,0.313,True
