Rk,School,G,W,L,W-L%,SRS,SOS,W_1,L_1,W_2,L_2,W_3,L_3,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,in_tourney
21,Bethune-Cookman,29,12,17,0.414,-14.33,-8.26,8.0,10.0,6.0,7.0,5.0,9.0,1983,2140,,,0.454,0.275,0.521,49.2,38.5,,4.1,0.476,20.9,,0.313,False
22,Binghamton,28,9,19,0.321,-13.87,-9.4,6.0,10.0,3.0,8.0,4.0,8.0,1811,1936,,,0.345,0.371,0.507,48.2,51.5,,8.0,0.468,19.8,,0.244,False
23,Birmingham-Southern,27,13,14,0.481,,,,,,,,,1698,1724,,96.6,0.361,0.423,0.517,51.1,56.5,10.0,12.5,0.487,20.7,33.8,0.236,False
24,Boise State,30,13,17,0.433,-1.63,2.09,6.0,12.0,9.0,6.0,3.0,11.0,1877,1973,,,0.321,0.326,0.499,47.7,54.2,,5.8,0.464,18.5,,0.223,False
25,Boston College,32,20,12,0.625,8.96,5.92,8.0,8.0,11.0,5.0,5.0,4.0,2354,2257,,,0.406,0.329,0.516,49.6,53.8,,5.8,0.474,16.4,,0.282,True
26,Boston University,32,22,10,0.688,-4.68,-7.8,13.0,3.0,11.0,2.0,9.0,6.0,2147,2047,,,0.368,0.321,0.517,51.9,53.3,,4.8,0.481,16.7,,0.254,True
27,Bowling Green,33,24,9,0.727,7.69,1.47,12.0,6.0,13.0,1.0,7.0,6.0,2464,2238,,,0.463,0.304,0.591,51.2,56.7,,5.5,0.547,18.1,,0.347,False
28,Bradley,29,9,20,0.31,-3.55,0.73,5.0,13.0,6.0,7.0,2.0,10.0,1759,1883,,,0.418,0.286,0.487,51.4,53.0,,6.8,0.434,18.7,,0.299,False
29,Brigham Young,30,18,12,0.6,9.35,5.35,7.0,7.0,17.0,0.0,1.0,11.0,2115,1951,,,0.454,0.283,0.574,51.7,59.1,,5.7,0.526,18.3,,0.345,False
30,Brown,27,17,10,0.63,-3.54,-5.89,8.0,6.0,9.0,4.0,7.0,6.0,2090,1997,,,0.418,0.281,0.556,48.8,62.6,,5.1,0.509,17.0,,0.315,False
31,Bucknell,29,13,16,0.448,-10.24,-7.07,8.0,6.0,7.0,3.0,4.0,11.0,1791,1883,,,0.42,0.313,0.511,49.1,57.7,,5.4,0.482,21.5,,0.261,False
32,Buffalo,30,12,18,0.4,-2.77,-0.47,7.0,11.0,7.0,5.0,4.0,11.0,2018,2087,,,0.39,0.347,0.509,51.0,56.1,,4.2,0.476,19.0,,0.255,False
33,Butler,32,26,6,0.813,11.15,-0.38,12.0,4.0,11.0,2.0,10.0,3.0,2251,1849,,,0.332,0.419,0.558,49.8,59.4,,4.9,0.532,13.8,,0.227,False
34,Cal Poly,27,15,12,0.556,-1.28,-1.48,9.0,9.0,11.0,2.0,4.0,9.0,1870,1833,,,0.327,0.359,0.517,48.8,55.3,,4.8,0.487,17.2,,0.223,False
35,Cal State Fullerton,27,5,22,0.185,-11.41,-1.06,2.0,16.0,4.0,9.0,1.0,13.0,1689,1922,,,0.387,0.354,0.493,47.2,56.8,,6.2,0.456,19.3,,0.254,False
36,Cal State Northridge,28,12,16,0.429,-2.88,0.41,11.0,7.0,7.0,6.0,5.0,9.0,1911,1946,,,0.407,0.3,0.504,48.1,58.9,,4.1,0.466,19.4,,0.271,False
37,California,32,23,9,0.719,13.08,7.45,12.0,6.0,18.0,1.0,4.0,7.0,2310,2130,,,0.362,0.322,0.533,48.8,58.3,,7.6,0.502,16.3,,0.245,True
38,Campbell,27,8,19,0.296,-15.38,-5.19,6.0,14.0,7.0,6.0,1.0,13.0,1909,2158,,,0.351,0.3,0.531,46.5,55.3,,4.3,0.496,18.3,,0.246,False
39,Canisius,30,10,20,0.333,-8.16,-4.82,5.0,13.0,6.0,7.0,2.0,12.0,1965,2065,,,0.306,0.352,0.475,47.3,57.2,,5.6,0.439,15.8,,0.21,False
40,Centenary (LA),27,14,13,0.519,-5.98,-1.48,,,11.0,2.0,2.0,11.0,1947,1872,,,0.393,0.287,0.538,49.8,51.0,,5.0,0.504,17.8,,0.269,False
41,Central Connecticut State,32,27,5,0.844,-1.1,-9.29,19.0,1.0,13.0,2.0,11.0,2.0,2280,2018,,,0.392,0.223,0.541,54.9,52.3,,5.8,0.497,18.5,,0.289,True
42,Central Michigan,28,9,19,0.321,-3.58,1.35,5.0,13.0,7.0,6.0,2.0,12.0,1960,2071,,,0.474,0.277,0.542,50.3,49.3,,4.2,0.5,19.7,,0.328,False
43,Charleston Southern,29,12,17,0.414,-14.18,-6.22,8.0,6.0,9.0,4.0,3.0,12.0,1823,1981,,,0.379,0.291,0.51,50.1,51.5,,5.5,0.475,23.0,,0.254,False
44,Charlotte,30,18,12,0.6,13.62,8.69,11.0,5.0,11.0,3.0,6.0,7.0,2205,2057,,,0.356,0.391,0.545,52.2,54.7,,6.2,0.511,16.8,,0.252,True
45,Chattanooga,30,16,14,0.533,1.21,0.57,9.0,7.0,12.0,2.0,3.0,9.0,2195,2115,,,0.337,0.282,0.526,52.2,48.2,,9.4,0.489,18.2,,0.242,False
46,Chicago State,28,2,26,0.071,-20.25,0.51,0.0,14.0,2.0,10.0,0.0,15.0,1766,2275,,,0.352,0.263,0.467,49.2,63.3,,3.5,0.436,21.6,,0.217,False
47,Cincinnati,35,31,4,0.886,24.59,6.76,14.0,2.0,18.0,0.0,7.0,3.0,2738,2115,,,0.405,0.279,0.554,54.0,49.6,,7.6,0.517,14.4,,0.287,True
48,Clemson,30,13,17,0.433,3.56,5.16,4.0,12.0,8.0,8.0,3.0,7.0,2257,2305,,,0.365,0.305,0.513,53.3,53.5,,5.7,0.487,17.5,,0.229,False
49,Cleveland State,28,12,16,0.429,-2.28,-1.46,6.0,10.0,9.0,6.0,3.0,9.0,1882,1905,,,0.399,0.302,0.523,49.5,48.3,,7.8,0.494,20.4,,0.255,False
50,Coastal Carolina,28,8,20,0.286,-16.41,-6.91,5.0,9.0,6.0,6.0,2.0,13.0,1947,2195,,,0.448,0.355,0.505,46.3,55.0,,2.6,0.458,20.3,,0.31,False
51,Colgate,28,17,11,0.607,-5.84,-7.15,8.0,6.0,9.0,4.0,8.0,6.0,2037,1935,,,0.414,0.274,0.538,49.6,54.6,,4.1,0.499,16.3,,0.29,False
52,College of Charleston,30,21,9,0.7,4.92,-3.12,9.0,7.0,10.0,4.0,7.0,4.0,2082,1824,,,0.377,0.271,0.526,52.2,51.9,,8.3,0.485,16.8,,0.27,False
53,Colorado,29,15,14,0.517,6.17,4.99,5.0,11.0,12.0,4.0,2.0,9.0,2312,2258,,,0.363,0.292,0.535,54.0,60.9,,7.2,0.505,16.4,,0.245,False
54,Colorado State,30,12,18,0.4,3.09,4.28,3.0,11.0,7.0,7.0,3.0,9.0,2064,2047,,,0.446,0.243,0.555,53.4,62.2,,6.6,0.523,22.0,,0.301,False
55,Columbia,28,11,17,0.393,-6.14,-3.72,4.0,10.0,5.0,6.0,4.0,10.0,1543,1596,,,0.409,0.441,0.53,50.8,65.2,,9.0,0.491,24.2,,0.284,False
56,Connecticut,34,27,7,0.794,15.38,7.59,13.0,3.0,13.0,1.0,7.0,3.0,2646,2354,,,0.391,0.194,0.555,53.0,50.8,,10.8,0.521,18.6,,0.272,True
57,Coppin State,31,6,25,0.194,-18.75,-7.82,3.0,15.0,3.0,7.0,2.0,12.0,1803,2130,,,0.33,0.272,0.46,50.1,42.8,,5.5,0.414,20.5,,0.235,False
58,Cornell,27,5,22,0.185,-13.0,-2.58,2.0,12.0,4.0,8.0,1.0,13.0,1558,1797,,,0.259,0.443,0.48,47.2,62.7,,4.7,0.449,19.6,,0.18,False
59,Creighton,32,23,9,0.719,8.39,1.39,14.0,4.0,12.0,3.0,7.0,5.0,2421,2197,,,0.369,0.338,0.563,52.8,57.5,,7.2,0.527,17.6,,0.27,True
60,Dartmouth,27,9,18,0.333,-14.02,-5.71,2.0,12.0,4.0,9.0,4.0,8.0,1698,1887,,,0.288,0.494,0.55,42.7,62.2,,4.4,0.525,18.2,,0.199,False
61,Davidson,31,21,10,0.677,0.61,0.72,11.0,5.0,11.0,2.0,7.0,6.0,2192,2046,,,0.323,0.397,0.534,51.2,62.4,,6.4,0.506,19.2,,0.22,True
62,Dayton,32,21,11,0.656,12.74,3.39,10.0,6.0,13.0,4.0,6.0,6.0,2339,2040,,,0.394,0.346,0.543,55.8,67.1,,5.9,0.51,16.7,,0.268,False
63,Delaware,30,14,16,0.467,-1.56,-1.39,9.0,9.0,8.0,4.0,4.0,9.0,2002,2007,,,0.304,0.37,0.51,51.4,57.2,,4.9,0.473,17.0,,0.22,False
64,Delaware State,29,16,13,0.552,-9.37,-10.54,12.0,6.0,7.0,3.0,8.0,9.0,1880,1846,,,0.319,0.423,0.518,45.8,61.3,,4.1,0.478,17.0,,0.235,False
65,Denver,28,8,20,0.286,-8.16,-1.6,3.0,12.0,6.0,7.0,2.0,12.0,1820,1958,,,0.271,0.274,0.516,47.5,54.9,,3.2,0.488,16.5,,0.19,False
66,DePaul,28,9,19,0.321,0.36,5.55,2.0,14.0,5.0,8.0,2.0,9.0,1981,2138,,,0.356,0.308,0.494,50.4,65.4,,4.0,0.461,19.1,,0.233,False
67,Detroit Mercy,31,18,13,0.581,2.4,1.05,11.0,5.0,11.0,1.0,7.0,9.0,2037,1995,,,0.322,0.291,0.501,52.1,50.9,,6.2,0.476,15.2,,0.203,False
68,Drake,29,14,15,0.483,-2.16,-0.54,9.0,9.0,9.0,4.0,4.0,10.0,2007,2054,,,0.404,0.397,0.562,49.6,59.6,,2.3,0.524,17.9,,0.292,False
69,Drexel,28,14,14,0.5,-2.83,-2.4,11.0,7.0,10.0,2.0,3.0,10.0,2040,2052,,,0.377,0.339,0.503,49.8,62.3,,7.7,0.465,15.2,,0.256,False
70,Duke,35,31,4,0.886,28.91,9.16,13.0,3.0,13.0,0.0,7.0,3.0,3112,2421,,,0.41,0.376,0.59,50.7,57.2,,5.3,0.563,16.0,,0.283,True
71,Duquesne,28,9,19,0.321,-4.71,3.43,4.0,12.0,7.0,6.0,2.0,12.0,1792,2020,,,0.365,0.294,0.515,47.6,51.9,,4.3,0.472,20.4,,0.265,False
72,East Carolina,30,12,18,0.4,-0.78,6.66,5.0,11.0,10.0,5.0,0.0,12.0,1932,2068,,,0.376,0.406,0.493,49.7,53.6,,8.2,0.451,18.4,,0.259,False
73,East Tennessee State,28,18,10,0.643,3.25,-1.55,11.0,5.0,12.0,1.0,6.0,8.0,2281,2039,,,0.395,0.246,0.536,51.7,47.7,,7.0,0.498,18.4,,0.278,False
74,Eastern Illinois,31,15,16,0.484,-8.06,-1.7,7.0,9.0,10.0,3.0,4.0,11.0,2305,2397,,,0.381,0.32,0.523,48.7,55.2,,4.9,0.484,17.7,,0.266,False
75,Eastern Kentucky,27,7,20,0.259,-14.12,-2.33,3.0,13.0,7.0,6.0,0.0,14.0,1971,2158,,,0.301,0.34,0.496,49.1,57.8,,4.6,0.458,18.1,,0.217,False
76,Eastern Michigan,30,6,24,0.2,-14.72,-0.68,2.0,16.0,4.0,11.0,1.0,11.0,1994,2370,,,0.471,0.274,0.515,49.0,52.0,,4.7,0.468,20.4,,0.325,False
77,Eastern Washington,30,17,13,0.567,-2.11,-1.32,10.0,4.0,8.0,3.0,6.0,8.0,2094,2068,,,0.477,0.307,0.571,48.2,62.9,,5.2,0.531,22.1,,0.338,False
78,Elon,29,13,16,0.448,-13.42,-7.06,7.0,7.0,10.0,2.0,1.0,13.0,2016,2117,,,0.35,0.218,0.485,48.8,48.0,,6.2,0.447,19.4,,0.235,False
79,Evansville,28,7,21,0.25,-8.36,0.68,4.0,14.0,6.0,8.0,1.0,12.0,1893,2146,,,0.382,0.321,0.544,48.9,62.4,,4.9,0.505,21.3,,0.275,False
80,Fairfield,29,12,17,0.414,-5.63,-4.29,9.0,9.0,7.0,5.0,4.0,11.0,2078,2117,,,0.445,0.287,0.531,50.8,56.4,,11.5,0.481,21.1,,0.325,False
81,FDU,29,4,25,0.138,-19.56,-10.28,4.0,16.0,2.0,10.0,2.0,12.0,2073,2342,,,0.401,0.37,0.528,45.3,54.7,,4.4,0.491,21.1,,0.274,False
82,Florida,31,22,9,0.71,22.27,8.37,10.0,6.0,13.0,2.0,6.0,4.0,2495,2064,,,0.362,0.346,0.561,52.9,58.2,,7.9,0.531,17.2,,0.252,True
83,Florida A&M,28,9,19,0.321,-14.55,-7.48,9.0,9.0,6.0,3.0,3.0,15.0,1863,2061,,,0.398,0.34,0.494,47.5,46.7,,5.8,0.457,21.0,,0.261,False
84,Florida Atlantic,31,19,12,0.613,-3.94,-5.32,13.0,7.0,10.0,3.0,6.0,8.0,2303,2235,,,0.304,0.262,0.5,50.9,56.2,,6.0,0.471,17.1,,0.202,True
85,Florida International,30,10,20,0.333,-5.42,-0.49,4.0,10.0,8.0,6.0,1.0,11.0,1908,2027,,,0.312,0.214,0.492,49.8,41.5,,5.3,0.47,19.6,,0.19,False
86,Florida State,29,12,17,0.414,4.31,9.16,4.0,12.0,10.0,6.0,1.0,10.0,2082,2145,,,0.341,0.285,0.508,52.5,50.3,,5.9,0.478,18.8,,0.224,False
87,Fordham,28,8,20,0.286,-4.36,3.46,4.0,12.0,5.0,5.0,2.0,12.0,1980,2199,,,0.353,0.241,0.502,51.3,54.0,,5.2,0.485,21.7,,0.202,False
88,Fresno State,34,19,15,0.559,6.78,5.21,9.0,9.0,12.0,5.0,5.0,8.0,2481,2390,,,0.366,0.35,0.529,49.6,62.2,,8.6,0.499,18.1,,0.244,False
89,Furman,31,17,14,0.548,-1.61,-1.23,7.0,9.0,11.0,4.0,3.0,9.0,2143,2046,,,0.314,0.313,0.518,49.6,60.8,,3.9,0.492,17.3,,0.205,False
90,George Mason,29,19,10,0.655,0.82,-2.29,13.0,5.0,11.0,3.0,7.0,6.0,2024,1934,,,0.377,0.289,0.521,49.2,58.0,,5.4,0.481,17.2,,0.266,False
91,George Washington,28,12,16,0.429,-2.24,3.48,5.0,11.0,6.0,5.0,3.0,8.0,1946,2106,,,0.436,0.344,0.513,47.9,57.3,,6.7,0.464,19.1,,0.312,False
92,Georgetown,30,19,11,0.633,13.16,4.2,9.0,7.0,12.0,5.0,6.0,4.0,2433,2112,,,0.444,0.255,0.539,52.2,58.0,,9.9,0.492,17.5,,0.322,False
93,Georgia,32,22,10,0.688,14.68,9.24,10.0,6.0,12.0,2.0,6.0,6.0,2444,2271,,,0.357,0.302,0.537,51.5,56.8,,5.8,0.496,16.7,,0.263,True
94,Georgia Southern,28,16,12,0.571,0.76,-0.79,9.0,7.0,12.0,2.0,4.0,9.0,2230,2088,,,0.377,0.286,0.526,53.7,51.8,,5.8,0.502,17.5,,0.238,False
95,Georgia State,31,20,11,0.645,-0.79,-4.42,14.0,6.0,11.0,3.0,7.0,6.0,2388,2268,,,0.36,0.329,0.557,49.9,51.3,,6.5,0.523,17.3,,0.258,False
96,Georgia Tech,31,15,16,0.484,8.47,8.66,7.0,9.0,10.0,7.0,4.0,6.0,2370,2376,,,0.329,0.359,0.529,51.1,57.7,,5.6,0.498,17.6,,0.228,False
97,Gonzaga,33,29,4,0.879,13.9,0.75,13.0,1.0,13.0,0.0,11.0,2.0,2677,2197,,,0.443,0.314,0.573,56.0,57.6,,5.6,0.531,16.4,,0.324,True
98,Grambling,28,9,19,0.321,-19.76,-9.91,7.0,11.0,8.0,4.0,1.0,15.0,2188,2427,,,0.321,0.248,0.514,50.0,52.3,,7.4,0.485,18.5,,0.216,False
99,Green Bay,30,9,21,0.3,-4.41,-0.72,4.0,12.0,5.0,8.0,2.0,12.0,1970,2044,,,0.406,0.333,0.576,48.7,59.4,,3.9,0.543,20.1,,0.288,False
100,Hampton,33,26,7,0.788,-0.42,-8.92,17.0,1.0,10.0,0.0,11.0,4.0,2623,2344,,,0.415,0.317,0.565,52.0,50.4,,5.8,0.537,17.4,,0.278,True
101,Hartford,32,14,18,0.438,-12.82,-8.2,10.0,6.0,8.0,5.0,5.0,10.0,1949,2097,,,0.367,0.294,0.477,52.2,45.9,,5.8,0.446,20.3,,0.229,False
102,Harvard,26,14,12,0.538,-6.63,-6.09,7.0,7.0,9.0,3.0,4.0,9.0,1666,1680,,,0.27,0.315,0.492,50.8,57.2,,4.3,0.47,19.8,,0.171,False
103,Hawaii,33,27,6,0.818,9.82,1.15,15.0,3.0,16.0,1.0,7.0,3.0,2367,2081,,,0.394,0.349,0.548,49.0,66.7,,6.3,0.516,15.9,,0.27,True
104,High Point,30,11,19,0.367,-14.07,-6.26,5.0,9.0,8.0,8.0,1.0,10.0,2077,2218,,,0.335,0.306,0.501,50.3,51.0,,4.4,0.462,18.6,,0.238,False
105,Hofstra,32,12,20,0.375,-5.88,-1.38,5.0,13.0,6.0,5.0,1.0,12.0,2106,2250,,,0.399,0.284,0.477,52.5,56.6,,8.0,0.433,20.5,,0.269,False
106,Holy Cross,33,18,15,0.545,-1.61,-5.1,9.0,5.0,9.0,3.0,6.0,8.0,2083,1968,,,0.462,0.257,0.499,54.3,63.1,,6.3,0.449,18.4,,0.32,True
107,Houston,33,18,15,0.545,4.43,5.46,9.0,7.0,9.0,5.0,6.0,7.0,2371,2401,,,0.475,0.222,0.553,51.5,53.4,,7.3,0.516,19.7,,0.324,False
108,Howard,31,18,13,0.581,-7.43,-9.23,11.0,7.0,10.0,2.0,5.0,10.0,2323,2267,,,0.35,0.332,0.517,48.0,46.9,,4.5,0.481,15.3,,0.245,False
109,Idaho,28,9,19,0.321,-9.91,-1.24,6.0,12.0,5.0,9.0,4.0,9.0,1544,1764,,,0.324,0.326,0.463,49.1,50.9,,3.4,0.425,17.8,,0.218,False
110,Idaho State,27,10,17,0.37,-9.98,-4.06,3.0,11.0,8.0,4.0,1.0,12.0,1892,2002,,,0.351,0.365,0.511,48.0,55.1,,6.1,0.478,17.7,,0.236,False
111,Illinois,35,26,9,0.743,19.2,9.94,11.0,5.0,13.0,1.0,5.0,6.0,2708,2369,,,0.446,0.358,0.578,53.1,65.0,,7.2,0.536,17.9,,0.33,True
112,Illinois State,31,17,14,0.548,0.73,1.51,12.0,6.0,11.0,2.0,4.0,9.0,2081,2105,,,0.327,0.262,0.534,48.8,58.5,,4.0,0.491,18.5,,0.253,False
113,Illinois-Chicago,34,20,14,0.588,1.46,1.43,8.0,8.0,11.0,2.0,3.0,10.0,2503,2400,,,0.411,0.317,0.536,49.0,53.6,,2.6,0.506,15.7,,0.27,True
114,Indiana,37,25,12,0.676,19.19,12.08,11.0,5.0,10.0,1.0,6.0,5.0,2607,2316,,,0.365,0.331,0.558,51.2,59.6,,9.3,0.528,17.9,,0.254,True
115,Indiana State,28,6,22,0.214,-4.45,1.73,4.0,14.0,4.0,10.0,2.0,11.0,1730,1903,,,0.375,0.327,0.502,45.7,56.8,,5.5,0.472,17.5,,0.239,False
116,Iona,30,13,17,0.433,-5.58,-4.25,10.0,8.0,5.0,6.0,5.0,8.0,2132,2172,,,0.455,0.263,0.524,51.1,57.3,,8.9,0.479,21.4,,0.315,False
117,Iowa,35,19,16,0.543,12.39,7.91,5.0,11.0,13.0,4.0,2.0,9.0,2541,2384,,,0.445,0.289,0.549,54.0,58.1,,6.3,0.511,18.9,,0.308,False
118,Iowa State,31,12,19,0.387,4.02,4.89,4.0,12.0,11.0,6.0,0.0,10.0,2161,2162,,,0.477,0.166,0.547,52.7,46.4,,7.3,0.492,18.7,,0.357,False
119,IU Indy,30,15,15,0.5,-2.08,-0.3,6.0,8.0,8.0,5.0,4.0,8.0,2256,2230,,,0.375,0.318,0.536,50.1,59.0,,4.8,0.508,17.6,,0.248,False
120,Jackson State,28,9,19,0.321,-16.2,-10.81,8.0,10.0,6.0,7.0,3.0,12.0,2047,2199,,,0.399,0.287,0.507,45.6,63.8,,4.4,0.481,17.2,,0.244,False
121,Jacksonville,30,18,12,0.6,-3.25,-5.25,12.0,8.0,10.0,3.0,8.0,6.0,2130,1981,,,0.346,0.357,0.519,53.7,45.7,,9.0,0.489,19.6,,0.23,False
122,Jacksonville State,29,13,16,0.448,-9.35,-6.43,8.0,12.0,7.0,5.0,5.0,10.0,2037,2073,,,0.399,0.321,0.526,52.3,51.7,,4.3,0.49,19.2,,0.272,False
123,James Madison,29,14,15,0.483,-3.16,-3.34,6.0,12.0,7.0,5.0,4.0,9.0,2031,2008,,,0.381,0.306,0.512,52.4,44.3,,6.3,0.473,16.1,,0.264,False
124,Kansas,37,33,4,0.892,24.38,9.36,16.0,0.0,13.0,0.0,11.0,1.0,3365,2765,,,0.349,0.216,0.58,55.5,60.9,,8.5,0.551,17.2,,0.251,True
125,Kansas City,29,18,11,0.621,-0.83,-1.8,7.0,7.0,10.0,5.0,6.0,4.0,1852,1796,,,0.297,0.34,0.507,47.9,50.4,,6.8,0.465,14.7,,0.225,False
126,Kansas State,29,13,16,0.448,3.81,6.77,6.0,10.0,12.0,5.0,0.0,10.0,1985,2050,,,0.38,0.269,0.52,49.1,57.2,,6.9,0.488,18.0,,0.252,False
127,Kent State,36,30,6,0.833,13.67,2.1,17.0,1.0,12.0,0.0,10.0,3.0,2732,2305,,,0.35,0.292,0.557,53.7,49.0,,3.7,0.522,13.8,,0.255,True
128,Kentucky,32,22,10,0.688,19.15,11.99,10.0,6.0,12.0,3.0,5.0,4.0,2460,2183,,,0.316,0.342,0.529,53.7,52.0,,8.1,0.502,16.5,,0.213,True
129,La Salle,32,15,17,0.469,0.77,2.64,6.0,10.0,7.0,6.0,4.0,7.0,2128,2188,,,0.33,0.296,0.502,51.2,52.8,,5.5,0.459,18.3,,0.242,False
130,Lafayette,29,15,14,0.517,-6.43,-6.15,8.0,6.0,9.0,4.0,5.0,9.0,2106,2071,,,0.399,0.404,0.576,46.0,59.3,,5.7,0.536,19.6,,0.298,False
131,Lamar,29,15,14,0.517,-9.36,-7.89,11.0,9.0,6.0,6.0,7.0,8.0,2032,2071,,,0.406,0.364,0.521,49.5,45.7,,6.7,0.482,18.6,,0.278,False
132,Lehigh,28,5,23,0.179,-14.16,-6.5,2.0,12.0,4.0,8.0,1.0,14.0,1853,2025,,,0.358,0.317,0.517,48.5,63.2,,6.1,0.48,20.9,,0.25,False
133,Liberty,30,5,25,0.167,-22.01,-7.25,2.0,12.0,4.0,9.0,1.0,12.0,1907,2307,,,0.386,0.263,0.476,48.4,47.3,,5.1,0.444,23.4,,0.239,False
134,Lipscomb,27,6,21,0.222,,,,,,,,,1876,2099,,95.3,0.399,0.374,0.528,46.4,48.7,9.0,6.9,0.489,20.5,28.5,0.279,False
135,Little Rock,29,18,11,0.621,2.67,-2.51,8.0,6.0,11.0,2.0,7.0,8.0,2152,1940,,,0.4,0.342,0.566,52.1,51.9,,4.0,0.533,20.0,,0.282,False
136,Long Beach State,30,13,17,0.433,-2.65,0.92,9.0,9.0,7.0,7.0,4.0,9.0,2135,2165,,,0.349,0.335,0.538,48.7,54.8,,5.2,0.516,19.8,,0.223,False
137,Long Island University,27,5,22,0.185,-23.18,-7.7,5.0,15.0,3.0,10.0,2.0,11.0,2055,2473,,,0.299,0.314,0.51,44.3,50.9,,3.1,0.48,17.0,,0.205,False
138,Louisiana,31,20,11,0.645,2.16,0.16,11.0,4.0,13.0,1.0,5.0,8.0,2146,2056,,,0.397,0.26,0.504,51.1,59.2,,8.8,0.472,19.1,,0.255,False
