Rk,School,G,W,L,W-L%,SRS,SOS,W_1,L_1,W_2,L_2,W_3,L_3,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,in_tourney
224,Rice,33,22,11,0.667,7.52,3.99,12.0,6.0,12,3,6,7,2446,2310,,,0.417,0.267,0.558,50.5,56.7,,6.0,0.521,19.4,,0.296,False
225,Richmond,33,20,13,0.606,10.07,5.07,10.0,6.0,9,4,8,7,2129,1964,,,0.361,0.339,0.507,50.0,55.1,,8.3,0.463,17.1,,0.26,True
226,Rider,31,17,14,0.548,-5.61,-4.94,10.0,8.0,9,4,5,9,2112,2134,,,0.318,0.374,0.515,49.0,55.9,,4.6,0.481,16.8,,0.223,False
227,Robert Morris,29,14,15,0.483,-10.38,-7.52,10.0,8.0,9,3,4,11,1989,2039,,,0.334,0.378,0.563,48.7,49.4,,3.5,0.527,18.2,,0.252,False
228,Rutgers,33,20,13,0.606,8.53,6.88,7.0,9.0,16,2,2,9,2266,2163,,,0.378,0.356,0.52,50.9,56.3,,10.4,0.481,17.8,,0.266,False
229,Sacramento State,28,13,15,0.464,-4.2,-2.39,7.0,7.0,10,4,3,11,1989,1981,,,0.377,0.373,0.508,48.3,56.3,,5.3,0.472,17.5,,0.253,False
230,Sacred Heart,27,12,15,0.444,-11.66,-7.66,8.0,10.0,8,4,4,11,1986,2094,,,0.311,0.255,0.511,49.5,52.6,,6.9,0.482,18.3,,0.209,False
231,Saint Francis (PA),28,13,15,0.464,-10.66,-7.7,10.0,8.0,10,1,3,13,1873,1956,,,0.385,0.263,0.531,48.9,49.8,,3.7,0.488,17.9,,0.282,False
232,Saint Joseph's,32,30,2,0.938,20.03,4.97,16.0,0.0,9,0,13,0,2476,1994,,,0.337,0.425,0.586,47.3,60.0,,6.2,0.561,14.9,,0.237,True
233,Saint Louis,32,19,13,0.594,7.75,5.03,9.0,7.0,13,3,4,9,2005,1918,,,0.378,0.347,0.526,47.9,61.7,,3.0,0.488,17.5,,0.266,False
234,Saint Mary's (CA),31,19,12,0.613,8.04,1.79,9.0,5.0,10,3,6,7,2377,2082,,,0.433,0.343,0.569,53.5,48.8,,5.5,0.53,19.5,,0.312,False
235,Saint Peter's,29,17,12,0.586,-2.43,-2.81,12.0,6.0,9,2,6,8,2196,2185,,,0.385,0.412,0.526,47.1,50.7,,5.9,0.487,15.3,,0.27,False
236,Sam Houston,28,13,15,0.464,-12.48,-6.81,8.0,8.0,10,3,3,11,2100,2133,,,0.41,0.293,0.533,48.5,71.9,,6.8,0.494,20.0,,0.285,False
237,Samford,28,12,16,0.429,-8.67,-2.55,7.0,9.0,9,3,3,12,1838,1828,,,0.303,0.511,0.61,48.8,71.3,,3.7,0.589,21.4,,0.217,False
238,San Diego,30,4,26,0.133,-10.28,2.52,1.0,13.0,4,7,0,16,2042,2398,,,0.357,0.321,0.546,48.5,65.5,,2.4,0.518,22.8,,0.241,False
239,San Diego State,30,14,16,0.467,4.92,5.81,5.0,9.0,11,4,1,10,2125,2117,,,0.29,0.307,0.507,50.6,53.8,,5.0,0.476,16.0,,0.202,False
240,San Francisco,31,17,14,0.548,-1.95,1.86,7.0,7.0,10,3,5,9,2016,2102,,,0.332,0.294,0.509,50.6,56.0,,4.6,0.481,19.9,,0.216,False
241,San Jose State,29,6,23,0.207,-4.34,3.59,1.0,17.0,4,10,0,12,1779,1957,,,0.303,0.297,0.509,47.6,55.4,,3.3,0.483,18.1,,0.2,False
242,Santa Clara,32,16,16,0.5,0.82,2.62,6.0,8.0,12,6,3,8,2103,2131,,,0.348,0.377,0.514,50.9,54.6,,5.2,0.479,17.9,,0.24,False
243,Savannah State,28,4,24,0.143,-22.3,-3.53,,,3,6,1,16,1691,2217,,,0.276,0.248,0.429,47.1,42.3,,6.7,0.406,20.0,,0.158,False
244,Seton Hall,31,21,10,0.677,14.28,7.78,10.0,6.0,13,2,6,5,2228,2028,,,0.346,0.296,0.544,51.7,50.4,,5.3,0.51,16.4,,0.247,True
245,Siena,30,14,16,0.467,-4.65,-2.32,9.0,9.0,9,7,5,9,2071,2141,,,0.352,0.258,0.485,54.0,58.8,,5.7,0.447,17.4,,0.239,False
246,South Alabama,28,12,16,0.429,-4.37,-1.21,6.0,9.0,8,5,3,10,1845,1886,,,0.286,0.401,0.51,47.3,47.0,,3.7,0.486,17.6,,0.187,False
247,South Carolina,34,23,11,0.676,12.77,5.33,8.0,8.0,14,3,5,6,2383,2130,,,0.354,0.355,0.524,49.3,59.0,,9.3,0.492,16.4,,0.239,True
248,South Carolina State,29,18,11,0.621,-6.82,-10.14,14.0,4.0,10,1,6,6,2003,1888,,,0.43,0.288,0.543,53.5,47.4,,3.8,0.498,20.3,,0.311,False
249,South Florida,27,7,20,0.259,-2.3,4.92,1.0,15.0,6,9,1,11,1654,1849,,,0.387,0.279,0.507,48.7,59.2,,9.2,0.473,20.2,,0.253,False
250,Southeast Missouri State,27,11,16,0.407,-5.49,-3.25,4.0,12.0,8,5,2,11,1918,1930,,,0.316,0.35,0.547,48.8,53.4,,4.0,0.516,15.8,,0.225,False
251,Southeastern Louisiana,29,20,9,0.69,-5.07,-7.95,11.0,5.0,14,1,5,7,2132,1982,,,0.429,0.309,0.541,51.2,54.2,,5.8,0.505,17.0,,0.293,False
252,Southern,28,12,16,0.429,-13.0,-12.78,9.0,9.0,8,4,4,11,1947,1930,,,0.372,0.258,0.506,48.5,46.0,,7.0,0.479,19.2,,0.233,False
253,Southern California,28,13,15,0.464,3.12,6.51,8.0,10.0,7,7,6,6,2111,2206,,,0.374,0.36,0.519,49.6,51.3,,5.7,0.487,17.4,,0.248,False
254,Southern Illinois,30,25,5,0.833,10.71,2.64,17.0,1.0,13,1,11,2,2131,1889,,,0.304,0.309,0.524,50.5,53.9,,5.9,0.495,15.1,,0.21,True
255,Southern Methodist,30,12,18,0.4,0.69,4.79,5.0,13.0,4,8,5,8,1937,2060,,,0.337,0.36,0.519,47.1,54.0,,5.2,0.489,19.0,,0.227,False
256,Southern Mississippi,28,13,15,0.464,-1.7,3.0,6.0,10.0,8,4,2,10,1817,1912,,,0.381,0.246,0.498,52.1,52.9,,4.7,0.461,18.4,,0.254,False
257,Southern Utah,28,10,18,0.357,-8.38,-0.61,6.0,10.0,7,6,3,11,1804,1947,,,0.399,0.317,0.573,46.1,52.0,,4.4,0.548,21.3,,0.267,False
258,St. Bonaventure,28,7,21,0.25,-7.09,4.19,3.0,13.0,7,6,0,12,1904,2220,,,0.254,0.398,0.488,44.3,51.7,,3.3,0.457,15.9,,0.182,False
259,St. Francis (NY),28,15,13,0.536,-7.22,-8.76,12.0,6.0,8,4,6,7,1997,1954,,,0.307,0.438,0.53,48.5,53.7,,7.5,0.505,18.5,,0.204,False
260,St. John's (NY),27,6,21,0.222,-1.07,7.85,1.0,15.0,5,11,1,10,1673,1914,,,0.269,0.237,0.461,49.7,45.5,,7.7,0.434,18.6,,0.172,False
261,Stanford,32,30,2,0.938,17.46,4.33,17.0,1.0,14,0,10,1,2356,1936,,,0.368,0.262,0.566,55.0,60.4,,8.0,0.527,17.9,,0.276,True
262,Stephen F. Austin,30,21,9,0.7,-2.1,-9.33,10.0,6.0,16,0,5,9,2138,1821,,,0.32,0.28,0.541,50.7,48.5,,3.1,0.51,17.4,,0.226,False
263,Stetson,27,12,15,0.444,-10.23,-3.87,10.0,10.0,8,6,4,8,1835,1958,,,0.374,0.254,0.489,50.3,46.2,,3.8,0.446,17.9,,0.261,False
264,Stony Brook,30,10,20,0.333,-11.54,-6.48,5.0,13.0,5,9,4,10,1877,2029,,,0.385,0.268,0.506,49.6,48.2,,4.7,0.466,19.7,,0.265,False
265,Syracuse,31,23,8,0.742,13.06,7.61,11.0,5.0,14,3,6,3,2265,2096,,,0.366,0.235,0.528,50.6,54.9,,11.1,0.502,15.6,,0.235,True
266,TCU,29,12,17,0.414,1.39,4.97,7.0,9.0,8,9,3,7,1941,2045,,,0.405,0.348,0.511,48.9,55.5,,4.2,0.472,18.4,,0.274,False
267,Temple,29,15,14,0.517,5.58,5.16,9.0,7.0,8,5,6,6,1889,1877,,,0.333,0.42,0.475,50.0,38.4,,5.5,0.441,11.6,,0.217,False
268,Tennessee,29,15,14,0.517,7.38,7.18,7.0,9.0,14,3,1,10,2063,2057,,,0.432,0.29,0.538,52.2,61.8,,5.7,0.491,18.5,,0.313,False
269,Tennessee State,28,7,21,0.25,-11.41,-1.91,6.0,10.0,5,7,2,14,1932,2179,,,0.262,0.379,0.507,44.4,56.3,,3.2,0.482,15.0,,0.177,False
270,Tennessee Tech,28,13,15,0.464,-6.23,-2.75,7.0,9.0,11,4,2,11,2150,2126,,,0.296,0.366,0.55,51.4,55.5,,3.8,0.521,17.3,,0.212,False
271,Tennessee-Martin,28,10,18,0.357,-8.57,-2.72,5.0,11.0,8,4,1,13,2037,2138,,,0.339,0.335,0.521,49.8,59.6,,4.5,0.491,18.4,,0.228,False
272,Texas,33,25,8,0.758,18.52,8.4,12.0,4.0,15,1,6,3,2529,2195,,,0.355,0.298,0.529,54.5,49.4,,6.7,0.497,14.0,,0.241,True
273,Texas A&M,28,7,21,0.25,-1.51,3.03,0.0,16.0,5,9,2,11,2013,2140,,,0.377,0.311,0.505,53.3,59.0,,2.3,0.467,17.3,,0.258,False
274,Texas A&M-Corpus Christi,26,15,11,0.577,-5.73,-4.64,,,10,3,5,8,1901,1840,,,0.383,0.241,0.543,55.1,59.7,,3.0,0.505,20.4,,0.273,False
275,Texas Southern,29,14,15,0.483,-13.84,-12.98,10.0,8.0,11,1,2,13,1918,1923,,,0.532,0.26,0.495,51.9,47.3,,4.4,0.447,22.0,,0.348,False
276,Texas State,28,13,15,0.464,-9.19,-7.01,8.0,8.0,9,3,3,9,1933,1933,,,0.343,0.39,0.542,50.3,60.5,,3.8,0.505,19.0,,0.251,False
277,Texas Tech,34,23,11,0.676,14.71,8.21,9.0,7.0,15,1,4,7,2490,2269,,,0.354,0.187,0.537,48.7,54.8,,6.1,0.496,15.5,,0.262,True
278,Texas-Rio Grande Valley,28,14,14,0.5,-8.91,-3.0,,,10,3,4,10,2005,1996,,,0.402,0.39,0.51,51.2,57.5,,5.3,0.467,18.8,,0.282,False
279,The Citadel,28,6,22,0.214,-19.91,-3.37,2.0,14.0,5,11,1,10,1640,2003,,,0.266,0.39,0.462,47.1,51.9,,6.1,0.431,21.1,,0.18,False
280,Toledo,31,20,11,0.645,2.23,0.97,12.0,6.0,11,1,8,9,2379,2340,,,0.374,0.321,0.563,48.8,54.8,,4.4,0.529,17.9,,0.269,False
281,Towson,29,8,21,0.276,-10.09,-1.71,4.0,14.0,5,8,2,13,1772,2015,,,0.365,0.3,0.482,47.5,62.5,,7.3,0.444,19.6,,0.242,False
282,Troy,31,24,7,0.774,4.57,-5.7,18.0,2.0,10,2,10,4,2624,2253,,,0.259,0.482,0.555,48.9,58.6,,6.3,0.53,12.9,,0.186,False
283,Tulane,28,11,17,0.393,-3.16,1.91,4.0,12.0,11,7,0,9,1830,1947,,,0.356,0.31,0.491,50.4,61.3,,7.2,0.459,19.9,,0.23,False
284,Tulsa,29,9,20,0.31,1.28,4.62,5.0,13.0,7,7,2,11,1982,2079,,,0.329,0.313,0.518,46.1,46.4,,6.5,0.49,17.0,,0.219,False
285,UAB,32,22,10,0.688,11.75,5.62,12.0,4.0,14,1,5,5,2414,2218,,,0.327,0.322,0.521,46.6,63.9,,6.5,0.493,15.7,,0.218,True
286,UC Irvine,28,11,17,0.393,-3.33,-0.1,6.0,12.0,7,5,1,11,1782,1852,,,0.439,0.304,0.548,51.8,62.5,,4.7,0.512,21.6,,0.301,False
287,UC Riverside,28,11,17,0.393,-3.62,-0.21,7.0,11.0,8,4,2,12,1932,1973,,,0.353,0.37,0.538,47.2,51.0,,5.7,0.502,17.8,,0.252,False
288,UC Santa Barbara,28,16,12,0.571,2.4,-0.63,10.0,8.0,10,2,5,6,1847,1735,,,0.396,0.293,0.535,52.9,59.1,,4.1,0.504,19.3,,0.262,False
289,UCF,31,25,6,0.806,1.86,-5.87,17.0,3.0,12,1,11,3,2181,1916,,,0.294,0.38,0.552,53.3,65.7,,8.6,0.524,19.3,,0.211,True
290,UCLA,28,11,17,0.393,3.35,6.82,7.0,11.0,9,6,1,9,1863,1960,,,0.351,0.256,0.529,51.1,57.9,,4.5,0.504,20.1,,0.225,False
291,UNC Asheville,29,9,20,0.31,-14.67,-4.01,6.0,10.0,5,8,4,12,1827,2054,,,0.266,0.367,0.491,46.8,59.8,,8.2,0.462,19.4,,0.182,False
292,UNC Greensboro,28,11,17,0.393,-7.37,-4.11,7.0,9.0,7,5,4,11,2043,2103,,,0.307,0.293,0.54,48.5,49.8,,7.0,0.507,20.0,,0.224,False
293,UNC Wilmington,30,15,15,0.5,1.44,-0.46,9.0,9.0,9,3,4,10,1844,1787,,,0.339,0.35,0.501,48.5,55.6,,2.6,0.467,18.0,,0.229,False
294,UT Arlington,29,17,12,0.586,-6.13,-6.47,11.0,5.0,12,2,5,8,2097,2036,,,0.491,0.242,0.56,52.3,50.4,,5.2,0.508,20.4,,0.366,False
295,Utah,33,24,9,0.727,11.37,4.53,9.0,5.0,15,1,6,5,2134,1893,,,0.341,0.31,0.563,56.0,55.5,,6.7,0.531,19.6,,0.247,True
296,Utah State,29,25,4,0.862,9.03,-1.43,17.0,1.0,15,1,10,2,2009,1684,,,0.417,0.3,0.6,55.5,62.7,,5.6,0.569,18.1,,0.3,False
297,UTEP,32,24,8,0.75,11.42,3.55,13.0,5.0,16,1,6,5,2479,2161,,,0.467,0.293,0.58,49.9,62.7,,4.6,0.533,17.2,,0.351,True
298,UTSA,33,19,14,0.576,-7.22,-6.11,11.0,5.0,11,5,7,5,2400,2367,,,0.409,0.342,0.53,50.6,51.8,,5.0,0.491,19.9,,0.285,True
299,Valparaiso,31,18,13,0.581,-0.09,0.01,11.0,5.0,10,5,4,6,2217,2201,,,0.425,0.307,0.53,51.6,62.0,,5.4,0.487,19.3,,0.3,True
300,Vanderbilt,33,23,10,0.697,15.69,7.57,8.0,8.0,15,2,4,6,2414,2146,,,0.352,0.382,0.552,50.4,64.3,,6.2,0.519,16.1,,0.25,True
301,Vermont,31,22,9,0.71,-2.74,-6.36,15.0,3.0,10,2,10,5,2045,1933,,,0.317,0.355,0.511,51.8,60.9,,5.1,0.48,16.2,,0.215,True
302,Villanova,35,18,17,0.514,10.04,8.25,6.0,10.0,8,7,6,7,2471,2404,,,0.383,0.352,0.553,52.1,57.7,,7.4,0.514,20.3,,0.279,False
303,Virginia,31,18,13,0.581,9.07,9.65,6.0,10.0,14,4,3,8,2305,2323,,,0.404,0.319,0.534,46.4,55.9,,6.9,0.499,16.9,,0.276,False
304,Virginia Commonwealth,31,23,8,0.742,6.8,-0.17,14.0,4.0,15,2,8,5,2202,1986,,,0.36,0.31,0.551,53.2,50.2,,6.8,0.536,20.3,,0.218,True
305,VMI,28,6,22,0.214,-19.8,-5.57,4.0,12.0,6,6,0,13,1608,1942,,,0.321,0.319,0.474,47.3,59.0,,4.8,0.445,23.0,,0.203,False
306,Virginia Tech,29,15,14,0.517,3.29,4.36,7.0,9.0,11,4,3,8,1931,1962,,,0.384,0.27,0.48,49.3,54.9,,6.6,0.452,16.1,,0.23,False
307,Wagner,29,13,16,0.448,-10.53,-7.13,10.0,8.0,5,7,6,9,1932,2024,,,0.405,0.328,0.503,54.1,50.8,,5.3,0.466,19.4,,0.266,False
308,Wake Forest,31,21,10,0.677,18.45,11.03,9.0,7.0,12,4,5,5,2590,2360,,,0.447,0.33,0.576,52.2,55.2,,5.2,0.539,16.9,,0.318,True
309,Washington,31,19,12,0.613,9.46,6.42,12.0,6.0,11,3,6,7,2543,2449,,,0.412,0.298,0.556,49.9,56.3,,4.9,0.518,17.1,,0.294,True
310,Washington State,29,13,16,0.448,2.97,5.04,7.0,11.0,5,5,6,8,1678,1730,,,0.296,0.368,0.502,48.1,56.0,,3.8,0.461,17.4,,0.222,False
311,Weber State,29,15,14,0.517,-1.89,-2.15,7.0,7.0,8,5,5,8,1980,1927,,,0.442,0.306,0.55,52.1,50.8,,1.6,0.508,17.8,,0.313,False
312,West Virginia,31,17,14,0.548,6.08,6.28,7.0,9.0,10,4,4,7,2035,2041,,,0.342,0.402,0.537,45.6,63.6,,10.0,0.505,17.5,,0.237,False
313,Western Carolina,28,13,15,0.464,-7.17,-3.84,6.0,10.0,9,5,3,9,2092,1966,,,0.468,0.289,0.56,50.1,55.1,,3.3,0.514,21.5,,0.342,False
314,Western Illinois,28,3,25,0.107,-13.93,-1.15,1.0,15.0,3,10,0,14,1844,2204,,,0.435,0.357,0.534,45.1,61.7,,2.2,0.493,22.2,,0.304,False
315,Western Kentucky,28,15,13,0.536,1.63,-0.1,8.0,6.0,10,4,5,8,2137,1989,,,0.412,0.329,0.551,55.1,53.1,,4.2,0.531,18.1,,0.256,False
316,Western Michigan,31,26,5,0.839,12.0,0.2,15.0,3.0,13,0,8,4,2434,2049,,,0.397,0.318,0.556,54.2,56.1,,5.0,0.518,15.8,,0.286,True
317,Wichita State,32,21,11,0.656,8.94,2.62,12.0,6.0,11,5,7,4,2297,2076,,,0.394,0.344,0.566,54.0,66.9,,4.2,0.526,19.2,,0.292,False
318,William & Mary,28,7,21,0.25,-5.76,-0.76,4.0,14.0,5,7,1,13,2007,2147,,,0.395,0.346,0.526,51.8,63.6,,3.4,0.488,18.7,,0.275,False
319,Winthrop,28,16,12,0.571,-6.29,-6.64,10.0,6.0,10,4,5,7,1856,1782,,,0.37,0.32,0.522,51.8,55.4,,9.0,0.485,18.4,,0.258,False
320,Wisconsin,32,25,7,0.781,18.96,7.49,12.0,4.0,15,0,5,6,2190,1823,,,0.405,0.334,0.544,52.0,56.4,,5.6,0.503,13.7,,0.292,True
321,Wofford,29,9,20,0.31,-12.31,-1.93,4.0,12.0,6,6,2,13,2118,2266,,,0.341,0.377,0.534,47.7,62.0,,6.4,0.516,21.1,,0.211,False
322,Wright State,28,14,14,0.5,-2.1,-0.95,10.0,6.0,8,6,6,8,1857,1890,,,0.393,0.274,0.531,50.1,48.9,,1.9,0.492,16.9,,0.276,False
323,Wyoming,28,11,17,0.393,5.52,4.55,4.0,10.0,10,5,0,11,1959,1932,,,0.395,0.319,0.526,51.5,47.6,,6.2,0.491,18.3,,0.266,False
324,Xavier,37,26,11,0.703,13.84,5.84,10.0,6.0,13,3,6,6,2635,2339,,,0.378,0.367,0.543,51.6,54.4,,4.2,0.51,15.9,,0.26,True
325,Yale,27,12,15,0.444,-4.05,-2.51,7.0,7.0,7,4,3,10,1788,1798,,,0.322,0.295,0.544,50.3,60.8,,6.8,0.519,19.9,,0.215,False
326,Youngstown State,28,8,20,0.286,-6.67,0.37,4.0,12.0,7,6,1,14,1876,2029,,,0.433,0.243,0.52,48.7,57.4,,5.3,0.48,20.4,,0.294,False
