Team,Conf,record,AdjOE,oe Rank,AdjDE,de Rank,Barthag,rank.1,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,AdjTempo
Duke,ACC,35-5,121.7770839771536,1,89.13951386734469,6,0.9730873917022378,1,35,5,13,3,13-3,0.7433266615229914,0.594699540435544,0.8398077694483144,0.7433266615229914,0.594699540435544,0.8398077694483144,0.6563323681855568,0.7706868470344307,108.18397654219632,96.62466023628994,108.18397654219632,96.62466023628994,119.73966756588337,88.23923711612673,131.4151428693045,95.97093405234844,0.9737792516043408,18,0.0139795308513225,1176.0,991.0,1053.5375,1.1162393365210064,0.940640461302991,0,0.8125,8.414450230622066,3,133,64.76768459839178
Kansas,B12,33-3,120.99474073337711,2,91.03983576895055,11,0.963426561160678,2,33,3,15,1,15-1,0.7149603053123675,0.5669193546829384,0.8260095616331371,0.7149603053123675,0.5669193546829384,0.8260095616331371,0.6712991914826802,0.7913163867502934,108.78970608403056,98.56945899260258,108.78970608403056,98.56945899260258,122.30512986946472,90.148302503455,132.3458356845185,97.42787967747982,0.9713217738549124,14,0.0896154376499137,1273.0,1074.0,1102.5375,1.1546092536535038,0.9741165266487534,0,0.9375,11.695280949932766,1,18,66.9844721082449
Syracuse,BE,30-5,118.5478018012704,6,91.4107273110335,14,0.9520958906882896,3,30,5,15,3,15-3,0.6920826871602124,0.4911609305668797,0.8101360455961605,0.6920826871602124,0.4911609305668797,0.8101360455961605,0.7050055617613185,0.8386166854722301,108.95784387893796,99.74094048024055,108.95784387893796,99.74094048024055,115.58550768854248,90.8459165157138,125.04984087141447,96.00927253050592,0.954308621900968,15,0.0361284496238833,1389.0,1243.0,1254.2500000000002,1.1074347219453855,0.9910304963125371,0,0.8333333333333334,7.533775379994573,5,82,69.49080254855434
Kentucky,SEC,35-3,115.52054627295573,20,89.08702487995032,5,0.9520335788658536,4,35,3,14,2,14-2,0.6846497445081429,0.5202525065094739,0.7825820929718301,0.6846497445081429,0.5202525065094739,0.7825820929718301,0.743682842771235,0.8790463523536999,107.25125932168886,99.08650029042644,107.25125932168886,99.08650029042644,113.8361255588998,88.1360247707526,109.60293189965918,85.60982362572128,0.944863940273362,9,0.0699046147952445,1230.0,1069.0,1136.4625,1.082305839391973,0.9406381644796902,0,0.875,8.677504850049926,2,35,68.07200513838939
Ohio St.,B10,29-8,118.0115404983027,9,92.7647308798608,23,0.9409348562925032,5,29,8,14,4,14-4,0.6702003432981866,0.4872830813609114,0.7550872574364745,0.6702003432981866,0.4872830813609114,0.7550872574364745,0.6896936663318803,0.7721559966841844,106.68905570521864,98.61482892098616,106.68905570521864,98.61482892098616,114.36484999394878,90.7360221748406,126.36868274373306,97.2905922522771,0.9529013031792724,15,0.0114597745863033,1233.0,1089.0,1138.2625,1.0832299227990028,0.9567213186764916,0,0.7777777777777778,5.62532847247607,8,140,64.54810701777463
Kansas St.,B12,28-8,116.94332112918076,14,91.98584212892705,18,0.9405108439640262,6,28,8,11,5,11-5,0.7521383808974564,0.5913222773994206,0.8360890468080324,0.7521383808974564,0.5913222773994206,0.8360890468080324,0.6384216111007953,0.7876655266112697,110.1607683240411,97.3084944467538,110.1607683240411,97.3084944467538,112.73566437630184,89.83232815783141,132.7626260374509,100.8936619998674,0.959171912099376,18,0.0443865988004351,1228.0,1132.0,1158.8375,1.0596826561101105,0.9768410152415676,0,0.6875,6.736066315220042,6,65,68.93522540294114
Baylor,B12,27-8,120.39724505289726,4,95.25553052067649,48,0.9366530465591856,7,27,8,11,5,11-5,0.7156255958045806,0.4876506627769518,0.8396631281615273,0.7156255958045806,0.4876506627769518,0.8396631281615273,0.6528929888055616,0.8143760586948882,108.65865495797394,97.99608487565708,108.65865495797394,97.99608487565708,120.59230210399107,96.16894401765305,133.6492441584959,102.15042513318372,0.956515044799063,16,0.0372961252014095,1229.0,1124.0,1080.8625000000002,1.1370548982872473,1.0399102568550578,0,0.6875,5.548131395131075,9,80,64.06285890233558
West Virginia,BE,31-7,117.25575325662436,12,92.843135395454,25,0.9361136040231696,8,31,7,13,5,13-5,0.7646252011927219,0.6281944795886798,0.8168127223543918,0.7646252011927219,0.6281944795886798,0.8168127223543918,0.6338807499543884,0.7418664768379634,110.5692614527294,97.53450808642395,110.5692614527294,97.53450808642395,116.79506092192678,93.04077069361983,125.76666032505416,102.14473159903784,0.9162483626728556,20,0.0950423597100498,1353.0,1213.0,1204.4875,1.1232993285526005,1.0070673211635657,0,0.7222222222222222,8.024232515946359,4,12,62.04758740754328
Wisconsin,B10,24-9,116.07163173952156,18,92.0590734055994,19,0.9349560292503184,9,24,9,13,5,13-5,0.7010485368895167,0.5712680831649194,0.7694242588041881,0.7010485368895167,0.5712680831649194,0.7694242588041881,0.6889897625078836,0.7751575863892103,108.6617614980283,98.93304660816725,108.6617614980283,98.93304660816725,116.45905928946974,88.90673319129436,146.94188526353446,116.45587092344402,0.935476995328944,13,-0.0341497553341569,1156.0,983.0,1043.375,1.1079429735234216,0.9421348987660236,0,0.7222222222222222,3.8340902158507233,19,247,58.844328952423105
Purdue,B10,29-6,109.24002336176484,69,87.68699007827075,3,0.9260405209557272,10,29,6,14,4,14-4,0.6938721434927775,0.5148285752467635,0.7661574374721002,0.6938721434927775,0.5148285752467635,0.7661574374721002,0.6857928869694756,0.8304903834318272,108.57366130528813,98.71458733640912,108.57366130528813,98.71458733640912,111.6671953299916,88.3963238950808,124.19877348393024,99.21341696799828,0.9297604499420394,15,0.0923173661579588,1214.0,1098.0,1151.4,1.0543685947542123,0.9536216779572696,0,0.7777777777777778,6.538550558867607,7,14,65.99891224370884
BYU,MWC,29-6,117.66195758357075,10,94.59062945189454,39,0.9248370611778012,11,29,6,13,3,13-3,0.5952968698500722,0.5152713117816491,0.6178836621165038,0.5952968698500722,0.5152713117816491,0.6178836621165038,0.7675719462675906,0.8085028955632728,105.2780235951288,100.99795199810636,105.2780235951288,100.99795199810636,114.44567124298102,91.5035480839896,118.85223174479924,102.69324403573272,0.8429771296307788,9,0.0208334876755053,1300.0,1053.0,1143.35,1.137009664582149,0.9209778283115408,0,0.8125,4.089488271516679,16,116,70.30581589194149
Texas A&M,B12,23-10,112.27576878149998,42,91.12004393981016,12,0.9169014730664136,12,23,10,11,5,11-5,0.7277193367398072,0.5461829584136081,0.8379047944010626,0.7277193367398072,0.5461829584136081,0.8379047944010626,0.6301550162021173,0.7572300535264641,110.0030058643636,98.3223374607757,110.0030058643636,98.3223374607757,110.74245409480396,90.6482476787188,117.9959957147866,95.39761975542248,0.9201852147989013,17,0.0327506402368754,1103.0,1052.0,1056.8,1.0437168811506434,0.9954579863739592,0,0.6875,4.3346978844731625,14,87,64.58050310168785
California,P10,24-11,120.44693039207272,3,97.83553043304416,80,0.9161458439213956,13,24,11,13,5,13-5,0.7189229040027905,0.6694486741856777,0.7273284399487852,0.7189229040027905,0.6694486741856777,0.7273284399487852,0.6991995045882681,0.7023581255348846,107.27886882098736,97.06153327399186,107.27886882098736,97.06153327399186,118.63042870667492,97.81412026658045,123.5808839669864,105.0991192713846,0.8656355053112955,11,-0.0436267034971283,1370.0,1219.0,1211.275,1.1310396070256548,1.0063775773461847,0,0.7222222222222222,1.7210105868709178,34,268,66.84228121633232
Butler,Horz,33-5,109.80346670821098,63,89.55460967328666,7,0.9124721256491636,14,33,5,18,0,18-0,0.6562055799182224,0.7369182397753143,0.5210904156411775,0.6562055799182224,0.7369182397753143,0.5210904156411775,0.7370799884517677,0.6786921620338296,107.39634093606809,99.59138813179024,107.39634093606809,99.59138813179024,109.58459253001796,92.24028285569229,130.40350308457252,103.29001390774548,0.935870182467246,11,0.1100204698268151,1296.0,1058.0,1154.7875,1.122284402974573,0.9161858783542426,0,1.0,4.644664469965103,13,8,62.86145620764408
Maryland,ACC,23-9,118.29632552150832,7,96.7233579007435,66,0.9101431906376862,15,23,9,13,3,13-3,0.6838414492217718,0.4553314696982934,0.8399500800352088,0.6838414492217718,0.4553314696982934,0.8399500800352088,0.6870357741960577,0.8464998862164859,106.97053511492452,97.89958501485626,106.97053511492452,97.89958501485626,122.15617961370108,94.76805285383206,125.49817399742614,104.4118987303088,0.8923907054350725,14,0.0136093258172738,1247.0,1127.0,1119.7375,1.1136538697685845,1.0064858951316715,0,0.8125,3.3223702650701945,23,137,68.77980277302424
Georgetown,BE,23-11,116.75173881892763,15,95.8681197337147,56,0.906053884501357,16,23,11,10,8,10-8,0.7404585732725151,0.5896906619348801,0.8018240677820739,0.7404585732725151,0.5896906619348801,0.8018240677820739,0.6473185816016745,0.7568586415841662,109.62731588933228,97.2538256191496,109.62731588933228,97.2538256191496,114.3510016202254,95.88188314948772,125.21466501031423,100.00351412812272,0.9299211632978466,16,0.0178669846618406,1305.0,1241.0,1194.2125,1.0927703402870093,1.0391785381579912,0,0.5555555555555556,4.261127933966533,15,123,65.16136935927831
Clemson,ACC,21-11,111.41007305314284,49,91.52930878451608,16,0.905545806200979,17,21,11,9,7,9-7,0.6840563289235658,0.4715578535637598,0.8505787463739137,0.6840563289235658,0.4715578535637598,0.8505787463739137,0.6894969811836557,0.8557923622917503,106.77676931537368,97.52883323671657,106.77676931537368,97.52883323671657,108.98886243945378,87.92291268024144,115.69001107565558,98.8054879615062,0.8598751247193561,14,-0.042488295748059,1093.0,1058.0,1103.6875,0.9903165524661646,0.9586046775015572,0,0.5625,1.5104427698482903,37,264,67.97024421962055
Xavier,A10,26-9,116.61904925345137,16,95.84117195517028,55,0.9052125801708536,18,26,9,14,2,14-2,0.675452111176573,0.6539014795424709,0.6273439971756898,0.675452111176573,0.6539014795424709,0.6273439971756898,0.7036211086949432,0.6933608422483462,106.63461156311376,98.07959593944004,106.63461156311376,98.07959593944004,115.22378260439912,95.34006663797648,117.07670195011464,99.46260876556458,0.8670411048766468,13,0.0305015710409739,1293.0,1090.0,1148.9625,1.1253630993178627,0.9486819630753832,0,0.875,2.8855275889266205,25,96,68.32898443244669
Temple,A10,29-6,108.24606979332503,85,88.98718966531726,4,0.9049105712991408,19,29,6,14,2,14-2,0.6462450725139917,0.6269193862915405,0.6326660007188318,0.6462450725139917,0.6269193862915405,0.6326660007188318,0.7578944518188389,0.7472654588587009,106.83107798314066,100.0041988258454,106.83107798314066,100.0041988258454,109.02491925074484,89.84065630877383,116.16682844690928,102.31085645355016,0.8116294326309637,10,0.0627237871606223,1081.0,928.0,1009.95,1.0703500173275906,0.918857369176692,0,0.875,5.436115270217169,11,44,60.01409411758883
Villanova,BE,25-8,117.4665094964766,11,96.59856852282806,65,0.9045881925993297,20,25,8,13,5,13-5,0.701655419572666,0.5145564727177191,0.8193033878551229,0.701655419572666,0.5145564727177191,0.8193033878551229,0.6732321182636823,0.8040130017549133,108.91219615164536,98.79025954501203,108.91219615164536,98.79025954501203,119.98629733691992,95.40445582086102,128.74526152574936,104.14771906826168,0.919701105920806,16,0.0764384584560626,1469.0,1361.0,1298.3125,1.1314687334520772,1.0482838299715975,0,0.7222222222222222,5.492471195668764,10,25,70.79610228832922
Missouri,B12,23-11,112.13582015523168,43,92.2748813429814,22,0.9039405926694194,21,23,11,10,6,10-6,0.6659287371546593,0.4418437314134052,0.8407944212935718,0.6659287371546593,0.4418437314134052,0.8407944212935718,0.6878888194952917,0.8440787208259608,107.34758732720024,99.00506824912289,107.34758732720024,99.00506824912289,109.6304909932302,88.56943506622181,121.72976111516508,101.91323742616088,0.8852728586737955,13,-0.0178498914671061,1170.0,1109.0,1136.5500000000002,1.0294311732875807,0.97575997536404,0,0.625,1.607846714561553,36,213,69.10655455295287
Texas,B12,24-10,114.07538830709568,29,94.00089761751278,35,0.902550011345498,22,24,10,9,7,9-7,0.6989596391894766,0.5185814074999435,0.8397453908322303,0.6989596391894766,0.5185814074999435,0.8397453908322303,0.6804644987674159,0.8318827654432048,107.88589309104913,98.12264041346944,107.88589309104913,98.12264041346944,113.20800551852145,94.19281184902162,119.90657244397391,101.51186639560385,0.8715996974310011,13,0.021349340974897,1240.0,1191.0,1159.825,1.0691268079236091,1.0268790550298537,0,0.5625,3.8320607691075783,20,114,71.21735296955822
Michigan St.,B10,28-9,113.51420946345124,32,93.7390024800361,31,0.900362353060968,23,28,9,14,4,14-4,0.6979684768791202,0.5164416904723772,0.775676814245768,0.6979684768791202,0.5164416904723772,0.775676814245768,0.6901239387548255,0.821405695972797,108.0496766432872,98.49662075336283,108.0496766432872,98.49662075336283,110.3859097146835,90.69866946562014,117.03774279239258,98.99797751985056,0.8727023024639556,15,0.0665256131000918,1194.0,1103.0,1139.9249999999995,1.047437331403382,0.9676075180384676,0,0.7777777777777778,3.508332014817586,22,40,65.28079224880584
Utah St.,WAC,26-8,116.25521810395672,17,96.14102552360332,59,0.8988649193651431,24,26,8,14,2,14-2,0.5455680709113108,0.5129282099098338,0.5404443273458786,0.5455680709113108,0.5129282099098338,0.5404443273458786,0.8372470097784334,0.8391184921310267,104.78884797504077,103.14258051299406,104.78884797504077,103.14258051299406,115.07724492027256,94.10911251717616,131.1629827542525,117.20623084604344,0.7847922193256512,2,-0.0705556194174853,1170.0,943.0,989.2625,1.1826992330144932,0.9532353647287752,0,0.875,-0.2006735438594228,61,314,60.27588382503479
Minnesota,B10,21-14,114.47027632457105,25,94.74564060477688,41,0.8979702631627714,25,21,14,9,9,9-9,0.6783398433128663,0.4805428521831802,0.7558634671428865,0.6783398433128663,0.4805428521831802,0.7558634671428865,0.6901789490611174,0.8264796045302581,108.04773302531402,99.06538852165254,108.04773302531402,99.06538852165254,114.0661687366289,98.61164536391536,120.45252823134302,98.53842401436606,0.909644771996148,15,-0.0861098504913965,1232.0,1214.0,1147.875,1.0732875966459765,1.05760644669498,0,0.5,-0.3548678047784833,63,331,65.63418025816286
Marquette,BE,22-12,115.38840614367686,22,95.52540609655983,50,0.8977511930117182,26,22,12,11,7,11-7,0.6821975047560379,0.4556510362466173,0.7886882968223435,0.6821975047560379,0.4556510362466173,0.7886882968223435,0.6792316775615053,0.805973289832465,108.21516944650544,99.44326990144566,108.21516944650544,99.44326990144566,114.4460743988006,93.19224689893956,118.53856718919177,99.93903427486283,0.8768353660156952,17,-0.0276043234353082,1269.0,1180.0,1157.1875,1.0966243586281397,1.0197137456116665,0,0.6111111111111112,1.7165692331451965,35,233,62.54288856345919
Northern Iowa,MVC,30-5,109.48269434605294,66,90.7478361127882,9,0.8964456859110352,27,30,5,15,3,15-3,0.6262096728965748,0.5032317685508024,0.6435342122789856,0.6262096728965748,0.5032317685508024,0.6435342122789856,0.7832039330296355,0.8523870868770301,106.4593387062,100.98994226574972,106.4593387062,100.98994226574972,104.9592115847181,87.78681596459242,113.01728415441151,94.36541139351615,0.8883712278006552,4,0.0800027182579,1098.0,966.0,1062.375,1.0335333568655136,0.9092834451111896,0,0.8333333333333334,3.8885191891254234,18,21,58.713439112714994
Washington,P10,26-10,113.02096612911052,38,93.73701144046176,30,0.8958016448509719,28,26,10,11,7,11-7,0.6882250370529338,0.5602464694975512,0.7296455369854714,0.6882250370529338,0.5602464694975512,0.7296455369854714,0.7377096038144677,0.8333986416227113,107.62771106142608,99.02833596658728,107.62771106142608,99.02833596658728,111.92024913925292,95.8714327830132,121.75328363879495,104.64365867129338,0.850879095109193,10,-0.0076128375556199,1375.0,1272.0,1285.4625,1.0696539183367852,0.9895271157268296,0,0.6111111111111112,1.20143385568509,40,183,71.68331582087072
Oklahoma St.,B12,22-11,114.376578454844,26,95.05984431203984,46,0.893536163552168,29,22,11,9,7,9-7,0.6781230342992578,0.4563112022657886,0.8408980755756146,0.6781230342992578,0.4563112022657886,0.8408980755756146,0.6928586218920841,0.8791740787378092,107.5081228369034,98.78019388192176,107.5081228369034,98.78019388192176,114.9615992621447,93.17318822724638,121.85046624770024,103.54607704691644,0.8666832732966896,11,-0.0147445133483578,1188.0,1153.0,1118.05,1.0625642860337194,1.0312597826573051,0,0.5625,1.794806267056354,33,199,66.04015717021147
Notre Dame,BE,23-12,120.27507988613432,5,100.40330446689968,125,0.8886220684660777,30,23,12,10,8,10-8,0.6559809559546241,0.3833957552705593,0.8041203135734831,0.6559809559546241,0.3833957552705593,0.8041203135734831,0.7247621783232644,0.9266340796993376,107.34235756445422,99.89488336468234,107.34235756445422,99.89488336468234,121.86756531388777,100.9186378703173,128.0705321105655,103.9370603708852,0.9169149239768172,13,-0.0484642661102071,1327.0,1290.0,1168.75,1.1354010695187169,1.1037433155080214,0,0.5555555555555556,0.4450192498957364,45,281,63.1484676424421
Georgia Tech,ACC,22-13,109.80681146136288,62,91.67288607972364,17,0.8885191066881466,31,22,13,7,9,7-9,0.7220590805424364,0.4949397137317781,0.8477315910846168,0.7220590805424364,0.4949397137317781,0.8477315910846168,0.6552763485372641,0.8417796144906556,107.62680234604235,96.74225623310907,107.62680234604235,96.74225623310907,111.05276845986126,93.57409772101752,122.5765929573063,104.01736667547937,0.8685329670971097,14,-0.0051956259321452,1132.0,1146.0,1130.1625,1.0016258723856084,1.0140134715140523,0,0.4375,1.3513160520785676,39,178,68.12065919282472
Florida St.,ACC,22-10,104.5136840409381,144,87.28615215953411,2,0.8880972552643783,32,22,10,10,6,10-6,0.6857238082795887,0.4851854249620615,0.8438438482175714,0.6857238082795887,0.4851854249620615,0.8438438482175714,0.6843533272008444,0.8059800556231577,107.54132554988924,98.73300326344672,107.54132554988924,98.73300326344672,105.46233336362444,87.3810761468484,106.01549449308706,94.07114023441916,0.7981288511024457,13,0.0241018343733797,1038.0,1012.0,1061.4375,0.9779190955661544,0.9534240122475416,0,0.625,2.8041743851983707,26,109,65.60746445730506
Tennessee,SEC,28-9,109.47021949969113,67,91.50356097270908,15,0.8871203583974833,33,28,9,11,5,11-5,0.6946003139189675,0.5275500151660203,0.7890483986732995,0.6946003139189675,0.5275500151660203,0.7890483986732995,0.6919980046396017,0.8012141427352094,108.0131364296318,98.42031126829608,108.0131364296318,98.42031126829608,105.81739515368028,89.80342577808385,113.89756532893672,94.94621647320582,0.8902084828506222,14,0.0874234738213303,1109.0,1060.0,1100.825,1.0074262484954466,0.9629141780028616,0,0.6875,3.8922625248543774,17,19,67.51973757952288
UNLV,MWC,24-9,111.55184048071156,47,93.30257625529032,27,0.8863894002396409,34,24,9,11,5,11-5,0.612193451176091,0.539891384292572,0.6228097275615254,0.612193451176091,0.539891384292572,0.6228097275615254,0.7715731780803181,0.8380281688385254,105.6851198394364,100.12069218072344,105.6851198394364,100.12069218072344,112.65052522645549,92.56266194692635,122.20317795484264,99.7328154010896,0.9118703115540964,8,-0.0234824251119295,1161.0,1008.0,1059.325,1.0959809312533924,0.95154933566186,0,0.6875,1.016269783512855,43,227,66.18144574441236
UTEP,CUSA,26-7,108.39354072081088,82,90.8548918573856,10,0.8838911595096418,35,26,7,15,1,15-1,0.5790772249065531,0.4565501176057776,0.6421335541570987,0.5790772249065531,0.4565501176057776,0.6421335541570987,0.7915581296737959,0.8391940677990792,104.42110960369097,101.32303817228468,104.42110960369097,101.32303817228468,104.36471144807844,87.56813502203566,115.69107200133452,100.44450568901476,0.8355052316888156,5,0.0201619476558739,1143.0,991.0,1102.3375,1.0368875231043124,0.8989987186319979,0,0.9375,2.2662252659284317,29,118,67.79950333369027
Pittsburgh,BE,25-9,111.78109120912151,46,93.72164229479124,29,0.8835465862525638,36,25,9,13,5,13-5,0.6916661752663849,0.5060923679714892,0.8091743312174422,0.6916661752663849,0.5060923679714892,0.8091743312174422,0.7023317776396991,0.8667361566848866,108.79991141660838,99.24861220760886,108.79991141660838,99.24861220760886,115.03629182348284,95.21759853989876,119.50428710835844,101.7545901842865,0.8640173528663938,14,0.0610078048752775,1261.0,1186.0,1147.0375,1.099353770038033,1.033967939147587,0,0.7222222222222222,3.680080229964198,21,46,60.87543163739503
Dayton,A10,25-12,107.21418551434508,103,90.28674172812916,8,0.8782686906334375,37,25,12,8,8,8-8,0.6559302811741813,0.5987999203633254,0.6528263191761013,0.6559302811741813,0.5987999203633254,0.6528263191761013,0.7377440495104308,0.7575528421803845,106.43391369605968,99.1672143638481,106.43391369605968,99.1672143638481,104.8608849337948,89.96707185253871,109.74619197972989,88.75995727922627,0.9198786559692884,11,-0.027550072643357,1118.0,997.0,1092.4374999999998,1.023399507981006,0.9126380227701816,0,0.5,-2.014100724838971,79,232,65.14195413657711
Gonzaga,WCC,26-7,112.41824621751432,41,94.97310848962094,42,0.8742723029865452,38,26,7,12,2,12-2,0.5881791172002508,0.6101055965390026,0.5026136668179942,0.5881791172002508,0.6101055965390026,0.5026136668179942,0.7573394606236359,0.7191664827387195,106.2059293522568,101.37086711292746,106.2059293522568,101.37086711292746,113.5861605972976,95.30823666705,110.26570671265362,90.92925392899032,0.901794879443637,9,0.0655440434418117,1101.0,931.0,961.525,1.145056030784431,0.9682535555497778,0,0.8571428571428571,2.57077965415584,28,41,67.79751530084219
Old Dominion,CAA,27-9,108.0717433343846,88,91.31404676439888,13,0.8740929389300749,39,27,9,15,3,15-3,0.572688271856365,0.6240648141441782,0.4944802751906075,0.572688271856365,0.6240648141441782,0.4944802751906075,0.7778074414558507,0.7044156754373844,105.51574370833993,101.55627504182084,105.51574370833993,101.55627504182084,106.19900327696368,92.15649397946817,104.43895692518034,93.24646223318226,0.7864404566617833,9,0.0068188184924653,1210.0,1037.0,1126.575,1.0740518829194683,0.9204890930475113,0,0.8333333333333334,0.7591938966222874,44,154,62.06406463576296
