season,round,round_num,team1,seed1,score1,team2,seed2,score2,winner,winner_idx,score_diff
2003,R32,2,Michigan State,7.0,68.0,Florida,2.0,46.0,Michigan State,1.0,22.0
2003,S16,3,Texas,1.0,82.0,UConn,5.0,78.0,Texas,1.0,4.0
2003,S16,3,Maryland,6.0,58.0,Michigan State,7.0,60.0,Michigan State,2.0,-2.0
2003,E8,4,Texas,1.0,85.0,Michigan State,7.0,76.0,Texas,1.0,9.0
2003,R64,1,Arizona,1.0,80.0,Vermont,16.0,51.0,Arizona,1.0,29.0
2003,R64,1,Cincinnati,8.0,69.0,Gonzaga,9.0,74.0,Gonzaga,2.0,-5.0
2003,R64,1,Notre Dame,5.0,70.0,Milwaukee,12.0,69.0,Notre Dame,1.0,1.0
2003,R64,1,Illinois,4.0,65.0,Western Kentucky,13.0,60.0,Illinois,1.0,5.0
2003,R64,1,Creighton,6.0,73.0,Central Michigan,11.0,79.0,Central Michigan,2.0,-6.0
2003,R64,1,Duke,3.0,67.0,Colorado State,14.0,57.0,Duke,1.0,10.0
2003,R64,1,Memphis,7.0,71.0,Arizona State,10.0,84.0,Arizona State,2.0,-13.0
2003,R64,1,Kansas,2.0,64.0,Utah State,15.0,61.0,Kansas,1.0,3.0
2003,R32,2,Arizona,1.0,96.0,Gonzaga,9.0,95.0,Arizona,1.0,1.0
2003,R32,2,Notre Dame,5.0,68.0,Illinois,4.0,60.0,Notre Dame,1.0,8.0
2003,R32,2,Central Michigan,11.0,60.0,Duke,3.0,86.0,Duke,2.0,-26.0
2003,R32,2,Arizona State,10.0,76.0,Kansas,2.0,108.0,Kansas,2.0,-32.0
2003,S16,3,Arizona,1.0,88.0,Notre Dame,5.0,71.0,Arizona,1.0,17.0
2003,S16,3,Duke,3.0,65.0,Kansas,2.0,69.0,Kansas,2.0,-4.0
2003,E8,4,Arizona,1.0,75.0,Kansas,2.0,78.0,Kansas,2.0,-3.0
2003,F4,5,Syracuse,3.0,95.0,Texas,1.0,84.0,Syracuse,1.0,11.0
2003,F4,5,Marquette,3.0,61.0,Kansas,2.0,94.0,Kansas,2.0,-33.0
2003,Championship,6,Syracuse,3.0,81.0,Kansas,2.0,78.0,Syracuse,1.0,3.0
2004,R64,1,Duke,1.0,96.0,Alabama State,16.0,61.0,Duke,1.0,35.0
2004,R64,1,Seton Hall,8.0,80.0,Arizona,9.0,76.0,Seton Hall,1.0,4.0
2004,R64,1,Illinois,5.0,72.0,Murray State,12.0,53.0,Illinois,1.0,19.0
2004,R64,1,Cincinnati,4.0,80.0,ETSU,13.0,77.0,Cincinnati,1.0,3.0
2004,R64,1,UNC,6.0,63.0,Air Force,11.0,52.0,UNC,1.0,11.0
2004,R64,1,Texas,3.0,66.0,Princeton,14.0,49.0,Texas,1.0,17.0
2004,R64,1,Xavier,7.0,80.0,Louisville,10.0,70.0,Xavier,1.0,10.0
2004,R64,1,Mississippi State,2.0,85.0,Monmouth,15.0,52.0,Mississippi State,1.0,33.0
2004,R32,2,Duke,1.0,90.0,Seton Hall,8.0,62.0,Duke,1.0,28.0
2004,R32,2,Illinois,5.0,92.0,Cincinnati,4.0,68.0,Illinois,1.0,24.0
2004,R32,2,UNC,6.0,75.0,Texas,3.0,78.0,Texas,2.0,-3.0
2004,R32,2,Xavier,7.0,89.0,Mississippi State,2.0,74.0,Xavier,1.0,15.0
2004,S16,3,Duke,1.0,72.0,Illinois,5.0,62.0,Duke,1.0,10.0
2004,S16,3,Texas,3.0,71.0,Xavier,7.0,79.0,Xavier,2.0,-8.0
2004,E8,4,Duke,1.0,66.0,Xavier,7.0,63.0,Duke,1.0,3.0
2004,R64,1,Saint Joseph's,1.0,82.0,Liberty,16.0,63.0,Saint Joseph's,1.0,19.0
2004,R64,1,Texas Tech,8.0,76.0,Charlotte,9.0,73.0,Texas Tech,1.0,3.0
2004,R64,1,Florida,5.0,60.0,Manhattan,12.0,75.0,Manhattan,2.0,-15.0
2004,R64,1,Wake Forest,4.0,79.0,VCU,13.0,78.0,Wake Forest,1.0,1.0
2004,R64,1,Wisconsin,6.0,76.0,Richmond,11.0,64.0,Wisconsin,1.0,12.0
2004,R64,1,Pitt,3.0,53.0,UCF,14.0,44.0,Pitt,1.0,9.0
2004,R64,1,Memphis,7.0,59.0,South Carolina,10.0,43.0,Memphis,1.0,16.0
2004,R64,1,Oklahoma State,2.0,75.0,Eastern Washington,15.0,56.0,Oklahoma State,1.0,19.0
2004,R32,2,Saint Joseph's,1.0,70.0,Texas Tech,8.0,65.0,Saint Joseph's,1.0,5.0
2004,R32,2,Manhattan,12.0,80.0,Wake Forest,4.0,84.0,Wake Forest,2.0,-4.0
2004,R32,2,Wisconsin,6.0,55.0,Pitt,3.0,59.0,Pitt,2.0,-4.0
2004,R32,2,Memphis,7.0,53.0,Oklahoma State,2.0,70.0,Oklahoma State,2.0,-17.0
2004,S16,3,Saint Joseph's,1.0,84.0,Wake Forest,4.0,80.0,Saint Joseph's,1.0,4.0
2004,S16,3,Pitt,3.0,51.0,Oklahoma State,2.0,63.0,Oklahoma State,2.0,-12.0
2004,E8,4,Saint Joseph's,1.0,62.0,Oklahoma State,2.0,64.0,Oklahoma State,2.0,-2.0
2004,R64,1,Stanford,1.0,71.0,UTSA,16.0,45.0,Stanford,1.0,26.0
2004,R64,1,Alabama,8.0,65.0,Southern Illinois,9.0,64.0,Alabama,1.0,1.0
2004,R64,1,Syracuse,5.0,80.0,BYU,12.0,75.0,Syracuse,1.0,5.0
2004,R64,1,Maryland,4.0,86.0,UTEP,13.0,83.0,Maryland,1.0,3.0
2004,R64,1,Vanderbilt,6.0,71.0,Western Michigan,11.0,58.0,Vanderbilt,1.0,13.0
2004,R64,1,NC State,3.0,61.0,Louisiana,14.0,52.0,NC State,1.0,9.0
2004,R64,1,DePaul,7.0,76.0,Dayton,10.0,69.0,DePaul,1.0,7.0
2004,R64,1,UConn,2.0,70.0,Vermont,15.0,53.0,UConn,1.0,17.0
2004,R32,2,Stanford,1.0,67.0,Alabama,8.0,70.0,Alabama,2.0,-3.0
2004,R32,2,Syracuse,5.0,72.0,Maryland,4.0,70.0,Syracuse,1.0,2.0
2004,R32,2,Vanderbilt,6.0,75.0,NC State,3.0,73.0,Vanderbilt,1.0,2.0
2004,R32,2,DePaul,7.0,55.0,UConn,2.0,72.0,UConn,2.0,-17.0
2004,S16,3,Alabama,8.0,80.0,Syracuse,5.0,71.0,Alabama,1.0,9.0
2004,S16,3,Vanderbilt,6.0,53.0,UConn,2.0,73.0,UConn,2.0,-20.0
2004,E8,4,Alabama,8.0,71.0,UConn,2.0,87.0,UConn,2.0,-16.0
2004,R64,1,Kentucky,1.0,96.0,Florida A&M,16.0,76.0,Kentucky,1.0,20.0
2004,R64,1,Washington,8.0,100.0,UAB,9.0,102.0,UAB,2.0,-2.0
2004,R64,1,Providence,5.0,58.0,Pacific,12.0,66.0,Pacific,2.0,-8.0
2004,R64,1,Kansas,4.0,78.0,UIC,13.0,53.0,Kansas,1.0,25.0
2004,R64,1,Boston College,6.0,58.0,Utah,11.0,51.0,Boston College,1.0,7.0
2004,R64,1,Georgia Tech,3.0,65.0,Northern Iowa,14.0,60.0,Georgia Tech,1.0,5.0
2004,R64,1,Michigan State,7.0,66.0,Nevada,10.0,72.0,Nevada,2.0,-6.0
2004,R64,1,Gonzaga,2.0,76.0,Valparaiso,15.0,49.0,Gonzaga,1.0,27.0
2004,R32,2,Kentucky,1.0,75.0,UAB,9.0,76.0,UAB,2.0,-1.0
2004,R32,2,Pacific,12.0,63.0,Kansas,4.0,78.0,Kansas,2.0,-15.0
2004,R32,2,Boston College,6.0,54.0,Georgia Tech,3.0,57.0,Georgia Tech,2.0,-3.0
2004,R32,2,Nevada,10.0,91.0,Gonzaga,2.0,72.0,Nevada,1.0,19.0
2004,S16,3,UAB,9.0,74.0,Kansas,4.0,100.0,Kansas,2.0,-26.0
2004,S16,3,Georgia Tech,3.0,72.0,Nevada,10.0,67.0,Georgia Tech,1.0,5.0
2004,E8,4,Kansas,4.0,71.0,Georgia Tech,3.0,79.0,Georgia Tech,2.0,-8.0
2004,F4,5,Duke,1.0,78.0,UConn,2.0,79.0,UConn,2.0,-1.0
2004,F4,5,Oklahoma State,2.0,65.0,Georgia Tech,3.0,67.0,Georgia Tech,2.0,-2.0
2004,Championship,6,UConn,2.0,82.0,Georgia Tech,3.0,73.0,UConn,1.0,9.0
2005,R64,1,Washington,1.0,88.0,Montana,16.0,77.0,Washington,1.0,11.0
2005,R64,1,Pacific,8.0,79.0,Pitt,9.0,71.0,Pacific,1.0,8.0
2005,R64,1,Georgia Tech,5.0,80.0,George Washington,12.0,68.0,Georgia Tech,1.0,12.0
2005,R64,1,Louisville,4.0,68.0,Louisiana,13.0,62.0,Louisville,1.0,6.0
2005,R64,1,Texas Tech,6.0,78.0,UCLA,11.0,66.0,Texas Tech,1.0,12.0
2005,R64,1,Gonzaga,3.0,74.0,Winthrop,14.0,64.0,Gonzaga,1.0,10.0
2005,R64,1,West Virginia,7.0,63.0,Creighton,10.0,61.0,West Virginia,1.0,2.0
2005,R64,1,Wake Forest,2.0,70.0,Chattanooga,15.0,54.0,Wake Forest,1.0,16.0
2005,R32,2,Washington,1.0,97.0,Pacific,8.0,79.0,Washington,1.0,18.0
2005,R32,2,Georgia Tech,5.0,54.0,Louisville,4.0,76.0,Louisville,2.0,-22.0
2005,R32,2,Texas Tech,6.0,71.0,Gonzaga,3.0,69.0,Texas Tech,1.0,2.0
2005,R32,2,West Virginia,7.0,111.0,Wake Forest,2.0,105.0,West Virginia,1.0,6.0
2005,S16,3,Washington,1.0,79.0,Louisville,4.0,93.0,Louisville,2.0,-14.0
2005,S16,3,Texas Tech,6.0,60.0,West Virginia,7.0,65.0,West Virginia,2.0,-5.0
2005,E8,4,Louisville,4.0,93.0,West Virginia,7.0,85.0,Louisville,1.0,8.0
2005,R64,1,Duke,1.0,57.0,Delaware State,16.0,46.0,Duke,1.0,11.0
2005,R64,1,Stanford,8.0,70.0,Mississippi State,9.0,93.0,Mississippi State,2.0,-23.0
2005,R64,1,Michigan State,5.0,89.0,Old Dominion,12.0,81.0,Michigan State,1.0,8.0
2005,R64,1,Syracuse,4.0,57.0,Vermont,13.0,60.0,Vermont,2.0,-3.0
2005,R64,1,Utah,6.0,60.0,UTEP,11.0,54.0,Utah,1.0,6.0
2005,R64,1,Oklahoma,3.0,84.0,Niagara,14.0,67.0,Oklahoma,1.0,17.0
2005,R64,1,Cincinnati,7.0,76.0,Iowa,10.0,64.0,Cincinnati,1.0,12.0
2005,R64,1,Kentucky,2.0,72.0,Eastern Kentucky,15.0,64.0,Kentucky,1.0,8.0
2005,R32,2,Duke,1.0,63.0,Mississippi State,9.0,55.0,Duke,1.0,8.0
2005,R32,2,Michigan State,5.0,72.0,Vermont,13.0,61.0,Michigan State,1.0,11.0
2005,R32,2,Utah,6.0,67.0,Oklahoma,3.0,58.0,Utah,1.0,9.0
2005,R32,2,Cincinnati,7.0,60.0,Kentucky,2.0,69.0,Kentucky,2.0,-9.0
2005,S16,3,Duke,1.0,68.0,Michigan State,5.0,78.0,Michigan State,2.0,-10.0
2005,S16,3,Utah,6.0,52.0,Kentucky,2.0,62.0,Kentucky,2.0,-10.0
2005,E8,4,Michigan State,5.0,94.0,Kentucky,2.0,88.0,Michigan State,1.0,6.0
2005,R64,1,Illinois,1.0,67.0,FDU,16.0,55.0,Illinois,1.0,12.0
2005,R64,1,Texas,8.0,57.0,Nevada,9.0,61.0,Nevada,2.0,-4.0
2005,R64,1,Alabama,5.0,73.0,Milwaukee,12.0,83.0,Milwaukee,2.0,-10.0
2005,R64,1,Boston College,4.0,85.0,Penn,13.0,65.0,Boston College,1.0,20.0
2005,R64,1,LSU,6.0,68.0,UAB,11.0,82.0,UAB,2.0,-14.0
2005,R64,1,Arizona,3.0,66.0,Utah State,14.0,53.0,Arizona,1.0,13.0
2005,R64,1,Southern Illinois,7.0,65.0,Saint Mary's,10.0,56.0,Southern Illinois,1.0,9.0
2005,R64,1,Oklahoma State,2.0,63.0,Southeastern Louisiana,15.0,50.0,Oklahoma State,1.0,13.0
2005,R32,2,Illinois,1.0,71.0,Nevada,9.0,59.0,Illinois,1.0,12.0
2005,R32,2,Milwaukee,12.0,83.0,Boston College,4.0,75.0,Milwaukee,1.0,8.0
2005,R32,2,UAB,11.0,63.0,Arizona,3.0,85.0,Arizona,2.0,-22.0
2005,R32,2,Southern Illinois,7.0,77.0,Oklahoma State,2.0,85.0,Oklahoma State,2.0,-8.0
2005,S16,3,Illinois,1.0,77.0,Milwaukee,12.0,63.0,Illinois,1.0,14.0
2005,S16,3,Arizona,3.0,79.0,Oklahoma State,2.0,78.0,Arizona,1.0,1.0
2005,E8,4,Illinois,1.0,90.0,Arizona,3.0,89.0,Illinois,1.0,1.0
2005,R64,1,UNC,1.0,96.0,Oakland,16.0,68.0,UNC,1.0,28.0
2005,R64,1,Minnesota,8.0,53.0,Iowa State,9.0,64.0,Iowa State,2.0,-11.0
2005,R64,1,Villanova,5.0,55.0,New Mexico,12.0,47.0,Villanova,1.0,8.0
2005,R64,1,Florida,4.0,67.0,Ohio,13.0,62.0,Florida,1.0,5.0
2005,R64,1,Wisconsin,6.0,57.0,Northern Iowa,11.0,52.0,Wisconsin,1.0,5.0
2005,R64,1,Kansas,3.0,63.0,Bucknell,14.0,64.0,Bucknell,2.0,-1.0
2005,R64,1,Charlotte,7.0,63.0,NC State,10.0,75.0,NC State,2.0,-12.0
2005,R64,1,UConn,2.0,77.0,UCF,15.0,71.0,UConn,1.0,6.0
2005,R32,2,UNC,1.0,92.0,Iowa State,9.0,65.0,UNC,1.0,27.0
2005,R32,2,Villanova,5.0,76.0,Florida,4.0,65.0,Villanova,1.0,11.0
2005,R32,2,Wisconsin,6.0,71.0,Bucknell,14.0,62.0,Wisconsin,1.0,9.0
2005,R32,2,NC State,10.0,65.0,UConn,2.0,62.0,NC State,1.0,3.0
2005,S16,3,UNC,1.0,67.0,Villanova,5.0,66.0,UNC,1.0,1.0
2005,S16,3,Wisconsin,6.0,65.0,NC State,10.0,56.0,Wisconsin,1.0,9.0
2005,E8,4,UNC,1.0,88.0,Wisconsin,6.0,82.0,UNC,1.0,6.0
2005,F4,5,Louisville,4.0,57.0,Illinois,1.0,72.0,Illinois,2.0,-15.0
2005,F4,5,Michigan State,5.0,71.0,UNC,1.0,87.0,UNC,2.0,-16.0
2005,Championship,6,Illinois,1.0,70.0,UNC,1.0,75.0,UNC,2.0,-5.0
2006,R64,1,Duke,1.0,70.0,Southern,16.0,54.0,Duke,1.0,16.0
2006,R64,1,George Washington,8.0,88.0,UNC Wilmington,9.0,85.0,George Washington,1.0,3.0
2006,R64,1,Syracuse,5.0,58.0,Texas A&M,12.0,66.0,Texas A&M,2.0,-8.0
2006,R64,1,LSU,4.0,80.0,Iona,13.0,64.0,LSU,1.0,16.0
2006,R64,1,West Virginia,6.0,64.0,Southern Illinois,11.0,46.0,West Virginia,1.0,18.0
2006,R64,1,Iowa,3.0,63.0,Northwestern State,14.0,64.0,Northwestern State,2.0,-1.0
2006,R64,1,California,7.0,52.0,NC State,10.0,58.0,NC State,2.0,-6.0
2006,R64,1,Texas,2.0,60.0,Penn,15.0,52.0,Texas,1.0,8.0
2006,R32,2,Duke,1.0,74.0,George Washington,8.0,61.0,Duke,1.0,13.0
2006,R32,2,Texas A&M,12.0,57.0,LSU,4.0,58.0,LSU,2.0,-1.0
2006,R32,2,West Virginia,6.0,67.0,Northwestern State,14.0,54.0,West Virginia,1.0,13.0
2006,R32,2,NC State,10.0,54.0,Texas,2.0,75.0,Texas,2.0,-21.0
2006,S16,3,Duke,1.0,54.0,LSU,4.0,62.0,LSU,2.0,-8.0
2006,S16,3,West Virginia,6.0,71.0,Texas,2.0,74.0,Texas,2.0,-3.0
2006,E8,4,LSU,4.0,70.0,Texas,2.0,60.0,LSU,1.0,10.0
2006,R64,1,Villanova,1.0,58.0,Monmouth,16.0,45.0,Villanova,1.0,13.0
2006,R64,1,Arizona,8.0,94.0,Wisconsin,9.0,75.0,Arizona,1.0,19.0
2006,R64,1,Nevada,5.0,79.0,Montana,12.0,87.0,Montana,2.0,-8.0
2006,R64,1,Boston College,4.0,88.0,Pacific,13.0,76.0,Boston College,1.0,12.0
2006,R64,1,Oklahoma,6.0,74.0,Milwaukee,11.0,82.0,Milwaukee,2.0,-8.0
2006,R64,1,Florida,3.0,76.0,South Alabama,14.0,50.0,Florida,1.0,26.0
2006,R64,1,Georgetown,7.0,54.0,Northern Iowa,10.0,49.0,Georgetown,1.0,5.0
2006,R64,1,Ohio State,2.0,70.0,Davidson,15.0,62.0,Ohio State,1.0,8.0
2006,R32,2,Villanova,1.0,82.0,Arizona,8.0,78.0,Villanova,1.0,4.0
2006,R32,2,Montana,12.0,56.0,Boston College,4.0,69.0,Boston College,2.0,-13.0
2006,R32,2,Milwaukee,11.0,60.0,Florida,3.0,82.0,Florida,2.0,-22.0
2006,R32,2,Georgetown,7.0,70.0,Ohio State,2.0,52.0,Georgetown,1.0,18.0
2006,S16,3,Villanova,1.0,60.0,Boston College,4.0,59.0,Villanova,1.0,1.0
2006,S16,3,Florida,3.0,57.0,Georgetown,7.0,53.0,Florida,1.0,4.0
2006,E8,4,Villanova,1.0,62.0,Florida,3.0,75.0,Florida,2.0,-13.0
2006,R64,1,Memphis,1.0,94.0,Oral Roberts,16.0,78.0,Memphis,1.0,16.0
2006,R64,1,Arkansas,8.0,55.0,Bucknell,9.0,59.0,Bucknell,2.0,-4.0
2006,R64,1,Pitt,5.0,79.0,Kent State,12.0,64.0,Pitt,1.0,15.0
2006,R64,1,Kansas,4.0,73.0,Bradley,13.0,77.0,Bradley,2.0,-4.0
2006,R64,1,Indiana,6.0,87.0,San Diego State,11.0,83.0,Indiana,1.0,4.0
2006,R64,1,Gonzaga,3.0,79.0,Xavier,14.0,75.0,Gonzaga,1.0,4.0
2006,R64,1,Marquette,7.0,85.0,Alabama,10.0,90.0,Alabama,2.0,-5.0
2006,R64,1,UCLA,2.0,78.0,Belmont,15.0,44.0,UCLA,1.0,34.0
2006,R32,2,Memphis,1.0,72.0,Bucknell,9.0,56.0,Memphis,1.0,16.0
2006,R32,2,Pitt,5.0,66.0,Bradley,13.0,72.0,Bradley,2.0,-6.0
2006,R32,2,Indiana,6.0,80.0,Gonzaga,3.0,90.0,Gonzaga,2.0,-10.0
2006,R32,2,Alabama,10.0,59.0,UCLA,2.0,62.0,UCLA,2.0,-3.0
2006,S16,3,Memphis,1.0,80.0,Bradley,13.0,64.0,Memphis,1.0,16.0
2006,S16,3,Gonzaga,3.0,71.0,UCLA,2.0,73.0,UCLA,2.0,-2.0
2006,E8,4,Memphis,1.0,45.0,UCLA,2.0,50.0,UCLA,2.0,-5.0
2006,R64,1,UConn,1.0,72.0,Albany (NY),16.0,59.0,UConn,1.0,13.0
2006,R64,1,Kentucky,8.0,69.0,UAB,9.0,64.0,Kentucky,1.0,5.0
2006,R64,1,Washington,5.0,75.0,Utah State,12.0,61.0,Washington,1.0,14.0
2006,R64,1,Illinois,4.0,78.0,Air Force,13.0,69.0,Illinois,1.0,9.0
2006,R64,1,Michigan State,6.0,65.0,George Mason,11.0,75.0,George Mason,2.0,-10.0
2006,R64,1,UNC,3.0,69.0,Murray State,14.0,65.0,UNC,1.0,4.0
2006,R64,1,Wichita State,7.0,86.0,Seton Hall,10.0,66.0,Wichita State,1.0,20.0
2006,R64,1,Tennessee,2.0,63.0,Winthrop,15.0,61.0,Tennessee,1.0,2.0
2006,R32,2,UConn,1.0,87.0,Kentucky,8.0,83.0,UConn,1.0,4.0
2006,R32,2,Washington,5.0,67.0,Illinois,4.0,64.0,Washington,1.0,3.0
2006,R32,2,George Mason,11.0,65.0,UNC,3.0,60.0,George Mason,1.0,5.0
2006,R32,2,Wichita State,7.0,80.0,Tennessee,2.0,73.0,Wichita State,1.0,7.0
2006,S16,3,UConn,1.0,98.0,Washington,5.0,92.0,UConn,1.0,6.0
2006,S16,3,George Mason,11.0,63.0,Wichita State,7.0,55.0,George Mason,1.0,8.0
2006,E8,4,UConn,1.0,84.0,George Mason,11.0,86.0,George Mason,2.0,-2.0
2006,F4,5,LSU,4.0,45.0,UCLA,2.0,59.0,UCLA,2.0,-14.0
2006,F4,5,Florida,3.0,73.0,George Mason,11.0,58.0,Florida,1.0,15.0
2006,Championship,6,UCLA,2.0,57.0,Florida,3.0,73.0,Florida,2.0,-16.0
2007,R64,1,UNC,1.0,86.0,Eastern Kentucky,16.0,65.0,UNC,1.0,21.0
2007,R64,1,Marquette,8.0,49.0,Michigan State,9.0,61.0,Michigan State,2.0,-12.0
2007,R64,1,USC,5.0,77.0,Arkansas,12.0,60.0,USC,1.0,17.0
2007,R64,1,Texas,4.0,79.0,New Mexico State,13.0,67.0,Texas,1.0,12.0
2007,R64,1,Vanderbilt,6.0,77.0,George Washington,11.0,44.0,Vanderbilt,1.0,33.0
2007,R64,1,Washington State,3.0,70.0,Oral Roberts,14.0,54.0,Washington State,1.0,16.0
2007,R64,1,Boston College,7.0,84.0,Texas Tech,10.0,75.0,Boston College,1.0,9.0
2007,R64,1,Georgetown,2.0,80.0,Belmont,15.0,55.0,Georgetown,1.0,25.0
2007,R32,2,UNC,1.0,81.0,Michigan State,9.0,67.0,UNC,1.0,14.0
2007,R32,2,USC,5.0,87.0,Texas,4.0,68.0,USC,1.0,19.0
2007,R32,2,Vanderbilt,6.0,78.0,Washington State,3.0,74.0,Vanderbilt,1.0,4.0
2007,R32,2,Boston College,7.0,55.0,Georgetown,2.0,62.0,Georgetown,2.0,-7.0
2007,S16,3,UNC,1.0,74.0,USC,5.0,64.0,UNC,1.0,10.0
2007,S16,3,Vanderbilt,6.0,65.0,Georgetown,2.0,66.0,Georgetown,2.0,-1.0
2007,E8,4,UNC,1.0,84.0,Georgetown,2.0,96.0,Georgetown,2.0,-12.0
2007,R64,1,Florida,1.0,112.0,Jackson State,16.0,69.0,Florida,1.0,43.0
2007,R64,1,Arizona,8.0,63.0,Purdue,9.0,72.0,Purdue,2.0,-9.0
2007,R64,1,Butler,5.0,57.0,Old Dominion,12.0,46.0,Butler,1.0,11.0
2007,R64,1,Maryland,4.0,82.0,Davidson,13.0,70.0,Maryland,1.0,12.0
2007,R64,1,Notre Dame,6.0,64.0,Winthrop,11.0,74.0,Winthrop,2.0,-10.0
2007,R64,1,Oregon,3.0,58.0,Miami (OH),14.0,56.0,Oregon,1.0,2.0
2007,R64,1,UNLV,7.0,67.0,Georgia Tech,10.0,63.0,UNLV,1.0,4.0
2007,R64,1,Wisconsin,2.0,76.0,Texas A&M-Corpus Christi,15.0,63.0,Wisconsin,1.0,13.0
2007,R32,2,Florida,1.0,74.0,Purdue,9.0,67.0,Florida,1.0,7.0
2007,R32,2,Butler,5.0,62.0,Maryland,4.0,59.0,Butler,1.0,3.0
2007,R32,2,Winthrop,11.0,61.0,Oregon,3.0,75.0,Oregon,2.0,-14.0
2007,R32,2,UNLV,7.0,74.0,Wisconsin,2.0,68.0,UNLV,1.0,6.0
2007,S16,3,Florida,1.0,65.0,Butler,5.0,57.0,Florida,1.0,8.0
2007,S16,3,Oregon,3.0,76.0,UNLV,7.0,72.0,Oregon,1.0,4.0
2007,E8,4,Florida,1.0,85.0,Oregon,3.0,77.0,Florida,1.0,8.0
2007,R64,1,Ohio State,1.0,78.0,Central Connecticut,16.0,57.0,Ohio State,1.0,21.0
2007,R64,1,BYU,8.0,77.0,Xavier,9.0,79.0,Xavier,2.0,-2.0
2007,R64,1,Tennessee,5.0,121.0,Long Beach State,12.0,86.0,Tennessee,1.0,35.0
2007,R64,1,Virginia,4.0,84.0,Albany (NY),13.0,57.0,Virginia,1.0,27.0
2007,R64,1,Louisville,6.0,78.0,Stanford,11.0,58.0,Louisville,1.0,20.0
2007,R64,1,Texas A&M,3.0,68.0,Penn,14.0,52.0,Texas A&M,1.0,16.0
2007,R64,1,Nevada,7.0,77.0,Creighton,10.0,71.0,Nevada,1.0,6.0
2007,R64,1,Memphis,2.0,73.0,North Texas,15.0,58.0,Memphis,1.0,15.0
2007,R32,2,Ohio State,1.0,78.0,Xavier,9.0,71.0,Ohio State,1.0,7.0
2007,R32,2,Tennessee,5.0,77.0,Virginia,4.0,74.0,Tennessee,1.0,3.0
2007,R32,2,Louisville,6.0,69.0,Texas A&M,3.0,72.0,Texas A&M,2.0,-3.0
2007,R32,2,Nevada,7.0,62.0,Memphis,2.0,78.0,Memphis,2.0,-16.0
2007,S16,3,Ohio State,1.0,85.0,Tennessee,5.0,84.0,Ohio State,1.0,1.0
2007,S16,3,Texas A&M,3.0,64.0,Memphis,2.0,65.0,Memphis,2.0,-1.0
2007,E8,4,Ohio State,1.0,92.0,Memphis,2.0,76.0,Ohio State,1.0,16.0
2007,R64,1,Kansas,1.0,107.0,Niagara,16.0,67.0,Kansas,1.0,40.0
2007,R64,1,Kentucky,8.0,67.0,Villanova,9.0,58.0,Kentucky,1.0,9.0
2007,R64,1,Virginia Tech,5.0,54.0,Illinois,12.0,52.0,Virginia Tech,1.0,2.0
2007,R64,1,Southern Illinois,4.0,61.0,Holy Cross,13.0,51.0,Southern Illinois,1.0,10.0
2007,R64,1,Duke,6.0,77.0,VCU,11.0,79.0,VCU,2.0,-2.0
2007,R64,1,Pitt,3.0,79.0,Wright State,14.0,58.0,Pitt,1.0,21.0
2007,R64,1,Indiana,7.0,70.0,Gonzaga,10.0,57.0,Indiana,1.0,13.0
2007,R64,1,UCLA,2.0,70.0,Weber State,15.0,42.0,UCLA,1.0,28.0
2007,R32,2,Kansas,1.0,88.0,Kentucky,8.0,76.0,Kansas,1.0,12.0
2007,R32,2,Virginia Tech,5.0,48.0,Southern Illinois,4.0,63.0,Southern Illinois,2.0,-15.0
2007,R32,2,VCU,11.0,79.0,Pitt,3.0,84.0,Pitt,2.0,-5.0
2007,R32,2,Indiana,7.0,49.0,UCLA,2.0,54.0,UCLA,2.0,-5.0
2007,S16,3,Kansas,1.0,61.0,Southern Illinois,4.0,58.0,Kansas,1.0,3.0
2007,S16,3,Pitt,3.0,55.0,UCLA,2.0,64.0,UCLA,2.0,-9.0
2007,E8,4,Kansas,1.0,55.0,UCLA,2.0,68.0,UCLA,2.0,-13.0
2007,F4,5,Georgetown,2.0,60.0,Ohio State,1.0,67.0,Ohio State,2.0,-7.0
2007,F4,5,Florida,1.0,76.0,UCLA,2.0,66.0,Florida,1.0,10.0
2007,Championship,6,Ohio State,1.0,75.0,Florida,1.0,84.0,Florida,2.0,-9.0
2008,R64,1,UNC,1.0,113.0,Mount St. Mary's,16.0,74.0,UNC,1.0,39.0
2008,R64,1,Indiana,8.0,72.0,Arkansas,9.0,86.0,Arkansas,2.0,-14.0
2008,R64,1,Notre Dame,5.0,68.0,George Mason,12.0,50.0,Notre Dame,1.0,18.0
2008,R64,1,Washington State,4.0,71.0,Winthrop,13.0,40.0,Washington State,1.0,31.0
2008,R64,1,Oklahoma,6.0,72.0,Saint Joseph's,11.0,64.0,Oklahoma,1.0,8.0
2008,R64,1,Louisville,3.0,79.0,Boise State,14.0,61.0,Louisville,1.0,18.0
2008,R64,1,Butler,7.0,81.0,South Alabama,10.0,61.0,Butler,1.0,20.0
2008,R64,1,Tennessee,2.0,72.0,American,15.0,57.0,Tennessee,1.0,15.0
2008,R32,2,UNC,1.0,108.0,Arkansas,9.0,77.0,UNC,1.0,31.0
2008,R32,2,Notre Dame,5.0,41.0,Washington State,4.0,61.0,Washington State,2.0,-20.0
2008,R32,2,Oklahoma,6.0,48.0,Louisville,3.0,78.0,Louisville,2.0,-30.0
2008,R32,2,Butler,7.0,71.0,Tennessee,2.0,76.0,Tennessee,2.0,-5.0
