season,round,round_num,team1,seed1,score1,team2,seed2,score2,winner,winner_idx,score_diff
2015,R64,1,Providence,6.0,53.0,Dayton,11.0,66.0,Dayton,2.0,-13.0
2015,R64,1,Oklahoma,3.0,69.0,Albany (NY),14.0,60.0,Oklahoma,1.0,9.0
2015,R64,1,Michigan State,7.0,70.0,Georgia,10.0,63.0,Michigan State,1.0,7.0
2015,R64,1,Virginia,2.0,79.0,Belmont,15.0,67.0,Virginia,1.0,12.0
2015,R32,2,Villanova,1.0,68.0,NC State,8.0,71.0,NC State,2.0,-3.0
2015,R32,2,Northern Iowa,5.0,53.0,Louisville,4.0,66.0,Louisville,2.0,-13.0
2015,R32,2,Dayton,11.0,66.0,Oklahoma,3.0,72.0,Oklahoma,2.0,-6.0
2015,R32,2,Michigan State,7.0,60.0,Virginia,2.0,54.0,Michigan State,1.0,6.0
2015,S16,3,NC State,8.0,65.0,Louisville,4.0,75.0,Louisville,2.0,-10.0
2015,S16,3,Oklahoma,3.0,58.0,Michigan State,7.0,62.0,Michigan State,2.0,-4.0
2015,E8,4,Louisville,4.0,70.0,Michigan State,7.0,76.0,Michigan State,2.0,-6.0
2015,R64,1,Kentucky,1.0,79.0,Hampton,16.0,56.0,Kentucky,1.0,23.0
2015,R64,1,Cincinnati,8.0,66.0,Purdue,9.0,65.0,Cincinnati,1.0,1.0
2015,R64,1,West Virginia,5.0,68.0,Buffalo,12.0,62.0,West Virginia,1.0,6.0
2015,R64,1,Maryland,4.0,65.0,Valparaiso,13.0,62.0,Maryland,1.0,3.0
2015,R64,1,Butler,6.0,56.0,Texas,11.0,48.0,Butler,1.0,8.0
2015,R64,1,Notre Dame,3.0,69.0,Northeastern,14.0,65.0,Notre Dame,1.0,4.0
2015,R64,1,Wichita State,7.0,81.0,Indiana,10.0,76.0,Wichita State,1.0,5.0
2015,R64,1,Kansas,2.0,75.0,New Mexico State,15.0,56.0,Kansas,1.0,19.0
2015,R32,2,Kentucky,1.0,64.0,Cincinnati,8.0,51.0,Kentucky,1.0,13.0
2015,R32,2,West Virginia,5.0,69.0,Maryland,4.0,59.0,West Virginia,1.0,10.0
2015,R32,2,Butler,6.0,64.0,Notre Dame,3.0,67.0,Notre Dame,2.0,-3.0
2015,R32,2,Wichita State,7.0,78.0,Kansas,2.0,65.0,Wichita State,1.0,13.0
2015,S16,3,Kentucky,1.0,78.0,West Virginia,5.0,39.0,Kentucky,1.0,39.0
2015,S16,3,Notre Dame,3.0,81.0,Wichita State,7.0,70.0,Notre Dame,1.0,11.0
2015,E8,4,Kentucky,1.0,68.0,Notre Dame,3.0,66.0,Kentucky,1.0,2.0
2015,R64,1,Duke,1.0,85.0,Robert Morris,16.0,56.0,Duke,1.0,29.0
2015,R64,1,San Diego State,8.0,76.0,St. John's (NY),9.0,64.0,San Diego State,1.0,12.0
2015,R64,1,Utah,5.0,57.0,Stephen F. Austin,12.0,50.0,Utah,1.0,7.0
2015,R64,1,Georgetown,4.0,84.0,Eastern Washington,13.0,74.0,Georgetown,1.0,10.0
2015,R64,1,SMU,6.0,59.0,UCLA,11.0,60.0,UCLA,2.0,-1.0
2015,R64,1,Iowa State,3.0,59.0,UAB,14.0,60.0,UAB,2.0,-1.0
2015,R64,1,Iowa,7.0,83.0,Davidson,10.0,52.0,Iowa,1.0,31.0
2015,R64,1,Gonzaga,2.0,86.0,North Dakota State,15.0,76.0,Gonzaga,1.0,10.0
2015,R32,2,Duke,1.0,68.0,San Diego State,8.0,49.0,Duke,1.0,19.0
2015,R32,2,Utah,5.0,75.0,Georgetown,4.0,64.0,Utah,1.0,11.0
2015,R32,2,UCLA,11.0,92.0,UAB,14.0,75.0,UCLA,1.0,17.0
2015,R32,2,Iowa,7.0,68.0,Gonzaga,2.0,87.0,Gonzaga,2.0,-19.0
2015,S16,3,Duke,1.0,63.0,Utah,5.0,57.0,Duke,1.0,6.0
2015,S16,3,UCLA,11.0,62.0,Gonzaga,2.0,74.0,Gonzaga,2.0,-12.0
2015,E8,4,Duke,1.0,66.0,Gonzaga,2.0,52.0,Duke,1.0,14.0
2015,R64,1,Wisconsin,1.0,86.0,Coastal Carolina,16.0,72.0,Wisconsin,1.0,14.0
2015,R64,1,Oregon,8.0,79.0,Oklahoma State,9.0,73.0,Oregon,1.0,6.0
2015,R64,1,Arkansas,5.0,56.0,Wofford,12.0,53.0,Arkansas,1.0,3.0
2015,R64,1,UNC,4.0,67.0,Harvard,13.0,65.0,UNC,1.0,2.0
2015,R64,1,Xavier,6.0,76.0,Ole Miss,11.0,57.0,Xavier,1.0,19.0
2015,R64,1,Baylor,3.0,56.0,Georgia State,14.0,57.0,Georgia State,2.0,-1.0
2015,R64,1,VCU,7.0,72.0,Ohio State,10.0,75.0,Ohio State,2.0,-3.0
2015,R64,1,Arizona,2.0,93.0,Texas Southern,15.0,72.0,Arizona,1.0,21.0
2015,R32,2,Wisconsin,1.0,72.0,Oregon,8.0,65.0,Wisconsin,1.0,7.0
2015,R32,2,Arkansas,5.0,78.0,UNC,4.0,87.0,UNC,2.0,-9.0
2015,R32,2,Xavier,6.0,75.0,Georgia State,14.0,67.0,Xavier,1.0,8.0
2015,R32,2,Ohio State,10.0,58.0,Arizona,2.0,73.0,Arizona,2.0,-15.0
2015,S16,3,Wisconsin,1.0,79.0,UNC,4.0,72.0,Wisconsin,1.0,7.0
2015,S16,3,Xavier,6.0,60.0,Arizona,2.0,68.0,Arizona,2.0,-8.0
2015,E8,4,Wisconsin,1.0,85.0,Arizona,2.0,78.0,Wisconsin,1.0,7.0
2015,F4,5,Michigan State,7.0,61.0,Duke,1.0,81.0,Duke,2.0,-20.0
2015,F4,5,Kentucky,1.0,64.0,Wisconsin,1.0,71.0,Wisconsin,2.0,-7.0
2015,Championship,6,Duke,1.0,68.0,Wisconsin,1.0,63.0,Duke,1.0,5.0
2016,R64,1,UNC,1.0,83.0,Florida Gulf Coast,16.0,67.0,UNC,1.0,16.0
2016,R64,1,USC,8.0,69.0,Providence,9.0,70.0,Providence,2.0,-1.0
2016,R64,1,Indiana,5.0,99.0,Chattanooga,12.0,74.0,Indiana,1.0,25.0
2016,R64,1,Kentucky,4.0,85.0,Stony Brook,13.0,57.0,Kentucky,1.0,28.0
2016,R64,1,Notre Dame,6.0,70.0,Michigan,11.0,63.0,Notre Dame,1.0,7.0
2016,R64,1,West Virginia,3.0,56.0,Stephen F. Austin,14.0,70.0,Stephen F. Austin,2.0,-14.0
2016,R64,1,Wisconsin,7.0,47.0,Pitt,10.0,43.0,Wisconsin,1.0,4.0
2016,R64,1,Xavier,2.0,71.0,Weber State,15.0,53.0,Xavier,1.0,18.0
2016,R32,2,UNC,1.0,85.0,Providence,9.0,66.0,UNC,1.0,19.0
2016,R32,2,Indiana,5.0,73.0,Kentucky,4.0,67.0,Indiana,1.0,6.0
2016,R32,2,Notre Dame,6.0,76.0,Stephen F. Austin,14.0,75.0,Notre Dame,1.0,1.0
2016,R32,2,Wisconsin,7.0,66.0,Xavier,2.0,63.0,Wisconsin,1.0,3.0
2016,S16,3,UNC,1.0,101.0,Indiana,5.0,86.0,UNC,1.0,15.0
2016,S16,3,Notre Dame,6.0,61.0,Wisconsin,7.0,56.0,Notre Dame,1.0,5.0
2016,E8,4,UNC,1.0,88.0,Notre Dame,6.0,74.0,UNC,1.0,14.0
2016,R64,1,Virginia,1.0,81.0,Hampton,16.0,45.0,Virginia,1.0,36.0
2016,R64,1,Texas Tech,8.0,61.0,Butler,9.0,71.0,Butler,2.0,-10.0
2016,R64,1,Purdue,5.0,83.0,Little Rock,12.0,85.0,Little Rock,2.0,-2.0
2016,R64,1,Iowa State,4.0,94.0,Iona,13.0,81.0,Iowa State,1.0,13.0
2016,R64,1,Seton Hall,6.0,52.0,Gonzaga,11.0,68.0,Gonzaga,2.0,-16.0
2016,R64,1,Utah,3.0,80.0,Fresno State,14.0,69.0,Utah,1.0,11.0
2016,R64,1,Dayton,7.0,51.0,Syracuse,10.0,70.0,Syracuse,2.0,-19.0
2016,R64,1,Michigan State,2.0,81.0,Middle Tennessee,15.0,90.0,Middle Tennessee,2.0,-9.0
2016,R32,2,Virginia,1.0,77.0,Butler,9.0,69.0,Virginia,1.0,8.0
2016,R32,2,Little Rock,12.0,61.0,Iowa State,4.0,78.0,Iowa State,2.0,-17.0
2016,R32,2,Gonzaga,11.0,82.0,Utah,3.0,59.0,Gonzaga,1.0,23.0
2016,R32,2,Syracuse,10.0,75.0,Middle Tennessee,15.0,50.0,Syracuse,1.0,25.0
2016,S16,3,Virginia,1.0,84.0,Iowa State,4.0,71.0,Virginia,1.0,13.0
2016,S16,3,Gonzaga,11.0,60.0,Syracuse,10.0,63.0,Syracuse,2.0,-3.0
2016,E8,4,Virginia,1.0,62.0,Syracuse,10.0,68.0,Syracuse,2.0,-6.0
2016,R64,1,Kansas,1.0,105.0,Austin Peay,16.0,79.0,Kansas,1.0,26.0
2016,R64,1,Colorado,8.0,67.0,UConn,9.0,74.0,UConn,2.0,-7.0
2016,R64,1,Maryland,5.0,79.0,South Dakota State,12.0,74.0,Maryland,1.0,5.0
2016,R64,1,California,4.0,66.0,Hawaii,13.0,77.0,Hawaii,2.0,-11.0
2016,R64,1,Arizona,6.0,55.0,Wichita State,11.0,65.0,Wichita State,2.0,-10.0
2016,R64,1,Miami (FL),3.0,79.0,Buffalo,14.0,72.0,Miami (FL),1.0,7.0
2016,R64,1,Iowa,7.0,72.0,Temple,10.0,70.0,Iowa,1.0,2.0
2016,R64,1,Villanova,2.0,86.0,UNC Asheville,15.0,56.0,Villanova,1.0,30.0
2016,R32,2,Kansas,1.0,73.0,UConn,9.0,61.0,Kansas,1.0,12.0
2016,R32,2,Maryland,5.0,73.0,Hawaii,13.0,60.0,Maryland,1.0,13.0
2016,R32,2,Wichita State,11.0,57.0,Miami (FL),3.0,65.0,Miami (FL),2.0,-8.0
2016,R32,2,Iowa,7.0,68.0,Villanova,2.0,87.0,Villanova,2.0,-19.0
2016,S16,3,Kansas,1.0,79.0,Maryland,5.0,63.0,Kansas,1.0,16.0
2016,S16,3,Miami (FL),3.0,69.0,Villanova,2.0,92.0,Villanova,2.0,-23.0
2016,E8,4,Kansas,1.0,59.0,Villanova,2.0,64.0,Villanova,2.0,-5.0
2016,R64,1,Oregon,1.0,91.0,Holy Cross,16.0,52.0,Oregon,1.0,39.0
2016,R64,1,Saint Joseph's,8.0,78.0,Cincinnati,9.0,76.0,Saint Joseph's,1.0,2.0
2016,R64,1,Baylor,5.0,75.0,Yale,12.0,79.0,Yale,2.0,-4.0
2016,R64,1,Duke,4.0,93.0,UNC Wilmington,13.0,85.0,Duke,1.0,8.0
2016,R64,1,Texas,6.0,72.0,Northern Iowa,11.0,75.0,Northern Iowa,2.0,-3.0
2016,R64,1,Texas A&M,3.0,92.0,Green Bay,14.0,65.0,Texas A&M,1.0,27.0
2016,R64,1,Oregon State,7.0,67.0,VCU,10.0,75.0,VCU,2.0,-8.0
2016,R64,1,Oklahoma,2.0,82.0,Cal State Bakersfield,15.0,68.0,Oklahoma,1.0,14.0
2016,R32,2,Oregon,1.0,69.0,Saint Joseph's,8.0,64.0,Oregon,1.0,5.0
2016,R32,2,Yale,12.0,64.0,Duke,4.0,71.0,Duke,2.0,-7.0
2016,R32,2,Northern Iowa,11.0,88.0,Texas A&M,3.0,92.0,Texas A&M,2.0,-4.0
2016,R32,2,VCU,10.0,81.0,Oklahoma,2.0,85.0,Oklahoma,2.0,-4.0
2016,S16,3,Oregon,1.0,82.0,Duke,4.0,68.0,Oregon,1.0,14.0
2016,S16,3,Texas A&M,3.0,63.0,Oklahoma,2.0,77.0,Oklahoma,2.0,-14.0
2016,E8,4,Oregon,1.0,68.0,Oklahoma,2.0,80.0,Oklahoma,2.0,-12.0
2016,F4,5,UNC,1.0,83.0,Syracuse,10.0,66.0,UNC,1.0,17.0
2016,F4,5,Villanova,2.0,95.0,Oklahoma,2.0,51.0,Villanova,1.0,44.0
2016,Championship,6,UNC,1.0,74.0,Villanova,2.0,77.0,Villanova,2.0,-3.0
2017,R64,1,Villanova,1.0,76.0,Mount St. Mary's,16.0,56.0,Villanova,1.0,20.0
2017,R64,1,Wisconsin,8.0,84.0,Virginia Tech,9.0,74.0,Wisconsin,1.0,10.0
2017,R64,1,Virginia,5.0,76.0,UNC Wilmington,12.0,71.0,Virginia,1.0,5.0
2017,R64,1,Florida,4.0,80.0,ETSU,13.0,65.0,Florida,1.0,15.0
2017,R64,1,SMU,6.0,65.0,USC,11.0,66.0,USC,2.0,-1.0
2017,R64,1,Baylor,3.0,91.0,New Mexico State,14.0,73.0,Baylor,1.0,18.0
2017,R64,1,South Carolina,7.0,93.0,Marquette,10.0,73.0,South Carolina,1.0,20.0
2017,R64,1,Duke,2.0,87.0,Troy,15.0,65.0,Duke,1.0,22.0
2017,R32,2,Villanova,1.0,62.0,Wisconsin,8.0,65.0,Wisconsin,2.0,-3.0
2017,R32,2,Virginia,5.0,39.0,Florida,4.0,65.0,Florida,2.0,-26.0
2017,R32,2,USC,11.0,78.0,Baylor,3.0,82.0,Baylor,2.0,-4.0
2017,R32,2,South Carolina,7.0,88.0,Duke,2.0,81.0,South Carolina,1.0,7.0
2017,S16,3,Wisconsin,8.0,83.0,Florida,4.0,84.0,Florida,2.0,-1.0
2017,S16,3,Baylor,3.0,50.0,South Carolina,7.0,70.0,South Carolina,2.0,-20.0
2017,E8,4,Florida,4.0,70.0,South Carolina,7.0,77.0,South Carolina,2.0,-7.0
2017,R64,1,Kansas,1.0,100.0,UC Davis,16.0,62.0,Kansas,1.0,38.0
2017,R64,1,Miami (FL),8.0,58.0,Michigan State,9.0,78.0,Michigan State,2.0,-20.0
2017,R64,1,Iowa State,5.0,84.0,Nevada,12.0,73.0,Iowa State,1.0,11.0
2017,R64,1,Purdue,4.0,80.0,Vermont,13.0,70.0,Purdue,1.0,10.0
2017,R64,1,Creighton,6.0,72.0,Rhode Island,11.0,84.0,Rhode Island,2.0,-12.0
2017,R64,1,Oregon,3.0,93.0,Iona,14.0,77.0,Oregon,1.0,16.0
2017,R64,1,Michigan,7.0,92.0,Oklahoma State,10.0,91.0,Michigan,1.0,1.0
2017,R64,1,Louisville,2.0,78.0,Jacksonville State,15.0,63.0,Louisville,1.0,15.0
2017,R32,2,Kansas,1.0,90.0,Michigan State,9.0,70.0,Kansas,1.0,20.0
2017,R32,2,Iowa State,5.0,76.0,Purdue,4.0,80.0,Purdue,2.0,-4.0
2017,R32,2,Rhode Island,11.0,72.0,Oregon,3.0,75.0,Oregon,2.0,-3.0
2017,R32,2,Michigan,7.0,73.0,Louisville,2.0,69.0,Michigan,1.0,4.0
2017,S16,3,Kansas,1.0,98.0,Purdue,4.0,66.0,Kansas,1.0,32.0
2017,S16,3,Oregon,3.0,69.0,Michigan,7.0,68.0,Oregon,1.0,1.0
2017,E8,4,Kansas,1.0,60.0,Oregon,3.0,74.0,Oregon,2.0,-14.0
2017,R64,1,UNC,1.0,103.0,Texas Southern,16.0,64.0,UNC,1.0,39.0
2017,R64,1,Arkansas,8.0,77.0,Seton Hall,9.0,71.0,Arkansas,1.0,6.0
2017,R64,1,Minnesota,5.0,72.0,Middle Tennessee,12.0,81.0,Middle Tennessee,2.0,-9.0
2017,R64,1,Butler,4.0,76.0,Winthrop,13.0,64.0,Butler,1.0,12.0
2017,R64,1,Cincinnati,6.0,75.0,Kansas State,11.0,61.0,Cincinnati,1.0,14.0
2017,R64,1,UCLA,3.0,97.0,Kent State,14.0,80.0,UCLA,1.0,17.0
2017,R64,1,Dayton,7.0,58.0,Wichita State,10.0,64.0,Wichita State,2.0,-6.0
2017,R64,1,Kentucky,2.0,79.0,Northern Kentucky,15.0,70.0,Kentucky,1.0,9.0
2017,R32,2,UNC,1.0,72.0,Arkansas,8.0,65.0,UNC,1.0,7.0
2017,R32,2,Middle Tennessee,12.0,65.0,Butler,4.0,74.0,Butler,2.0,-9.0
2017,R32,2,Cincinnati,6.0,67.0,UCLA,3.0,79.0,UCLA,2.0,-12.0
2017,R32,2,Wichita State,10.0,62.0,Kentucky,2.0,65.0,Kentucky,2.0,-3.0
2017,S16,3,UNC,1.0,92.0,Butler,4.0,80.0,UNC,1.0,12.0
2017,S16,3,UCLA,3.0,75.0,Kentucky,2.0,86.0,Kentucky,2.0,-11.0
2017,E8,4,UNC,1.0,75.0,Kentucky,2.0,73.0,UNC,1.0,2.0
2017,R64,1,Gonzaga,1.0,66.0,South Dakota State,16.0,46.0,Gonzaga,1.0,20.0
2017,R64,1,Northwestern,8.0,68.0,Vanderbilt,9.0,66.0,Northwestern,1.0,2.0
2017,R64,1,Notre Dame,5.0,60.0,Princeton,12.0,58.0,Notre Dame,1.0,2.0
2017,R64,1,West Virginia,4.0,86.0,Bucknell,13.0,80.0,West Virginia,1.0,6.0
2017,R64,1,Maryland,6.0,65.0,Xavier,11.0,76.0,Xavier,2.0,-11.0
2017,R64,1,Florida State,3.0,86.0,Florida Gulf Coast,14.0,80.0,Florida State,1.0,6.0
2017,R64,1,Saint Mary's,7.0,85.0,VCU,10.0,77.0,Saint Mary's,1.0,8.0
2017,R64,1,Arizona,2.0,100.0,North Dakota,15.0,82.0,Arizona,1.0,18.0
2017,R32,2,Gonzaga,1.0,79.0,Northwestern,8.0,73.0,Gonzaga,1.0,6.0
2017,R32,2,Notre Dame,5.0,71.0,West Virginia,4.0,83.0,West Virginia,2.0,-12.0
2017,R32,2,Xavier,11.0,91.0,Florida State,3.0,66.0,Xavier,1.0,25.0
2017,R32,2,Saint Mary's,7.0,60.0,Arizona,2.0,69.0,Arizona,2.0,-9.0
2017,S16,3,Gonzaga,1.0,61.0,West Virginia,4.0,58.0,Gonzaga,1.0,3.0
2017,S16,3,Xavier,11.0,73.0,Arizona,2.0,71.0,Xavier,1.0,2.0
2017,E8,4,Gonzaga,1.0,83.0,Xavier,11.0,59.0,Gonzaga,1.0,24.0
2017,F4,5,South Carolina,7.0,73.0,Gonzaga,1.0,77.0,Gonzaga,2.0,-4.0
2017,F4,5,Oregon,3.0,76.0,UNC,1.0,77.0,UNC,2.0,-1.0
2017,Championship,6,Gonzaga,1.0,65.0,UNC,1.0,71.0,UNC,2.0,-6.0
2018,R64,1,Villanova,1.0,87.0,Radford,16.0,61.0,Villanova,1.0,26.0
2018,R64,1,Virginia Tech,8.0,83.0,Alabama,9.0,86.0,Alabama,2.0,-3.0
2018,R64,1,West Virginia,5.0,85.0,Murray State,12.0,68.0,West Virginia,1.0,17.0
2018,R64,1,Wichita State,4.0,75.0,Marshall,13.0,81.0,Marshall,2.0,-6.0
2018,R64,1,Florida,6.0,77.0,St. Bonaventure,11.0,62.0,Florida,1.0,15.0
2018,R64,1,Texas Tech,3.0,70.0,Stephen F. Austin,14.0,60.0,Texas Tech,1.0,10.0
2018,R64,1,Arkansas,7.0,62.0,Butler,10.0,79.0,Butler,2.0,-17.0
2018,R64,1,Purdue,2.0,74.0,Cal State Fullerton,15.0,48.0,Purdue,1.0,26.0
2018,R32,2,Villanova,1.0,81.0,Alabama,9.0,58.0,Villanova,1.0,23.0
2018,R32,2,West Virginia,5.0,94.0,Marshall,13.0,71.0,West Virginia,1.0,23.0
2018,R32,2,Florida,6.0,66.0,Texas Tech,3.0,69.0,Texas Tech,2.0,-3.0
2018,R32,2,Butler,10.0,73.0,Purdue,2.0,76.0,Purdue,2.0,-3.0
2018,S16,3,Villanova,1.0,90.0,West Virginia,5.0,78.0,Villanova,1.0,12.0
2018,S16,3,Texas Tech,3.0,78.0,Purdue,2.0,65.0,Texas Tech,1.0,13.0
2018,E8,4,Villanova,1.0,71.0,Texas Tech,3.0,59.0,Villanova,1.0,12.0
2018,R64,1,Kansas,1.0,76.0,Penn,16.0,60.0,Kansas,1.0,16.0
2018,R64,1,Seton Hall,8.0,94.0,NC State,9.0,83.0,Seton Hall,1.0,11.0
2018,R64,1,Clemson,5.0,79.0,New Mexico State,12.0,68.0,Clemson,1.0,11.0
2018,R64,1,Auburn,4.0,62.0,College of Charleston,13.0,58.0,Auburn,1.0,4.0
2018,R64,1,TCU,6.0,52.0,Syracuse,11.0,57.0,Syracuse,2.0,-5.0
2018,R64,1,Michigan State,3.0,82.0,Bucknell,14.0,78.0,Michigan State,1.0,4.0
2018,R64,1,Rhode Island,7.0,83.0,Oklahoma,10.0,78.0,Rhode Island,1.0,5.0
2018,R64,1,Duke,2.0,89.0,Iona,15.0,67.0,Duke,1.0,22.0
2018,R32,2,Kansas,1.0,83.0,Seton Hall,8.0,79.0,Kansas,1.0,4.0
2018,R32,2,Clemson,5.0,84.0,Auburn,4.0,53.0,Clemson,1.0,31.0
2018,R32,2,Syracuse,11.0,55.0,Michigan State,3.0,53.0,Syracuse,1.0,2.0
2018,R32,2,Rhode Island,7.0,62.0,Duke,2.0,87.0,Duke,2.0,-25.0
2018,S16,3,Kansas,1.0,80.0,Clemson,5.0,76.0,Kansas,1.0,4.0
2018,S16,3,Syracuse,11.0,65.0,Duke,2.0,69.0,Duke,2.0,-4.0
2018,E8,4,Kansas,1.0,85.0,Duke,2.0,81.0,Kansas,1.0,4.0
2018,R64,1,Virginia,1.0,54.0,UMBC,16.0,74.0,UMBC,2.0,-20.0
2018,R64,1,Creighton,8.0,59.0,Kansas State,9.0,69.0,Kansas State,2.0,-10.0
2018,R64,1,Kentucky,5.0,78.0,Davidson,12.0,73.0,Kentucky,1.0,5.0
2018,R64,1,Arizona,4.0,68.0,Buffalo,13.0,89.0,Buffalo,2.0,-21.0
2018,R64,1,Miami (FL),6.0,62.0,Loyola (IL),11.0,64.0,Loyola (IL),2.0,-2.0
2018,R64,1,Tennessee,3.0,73.0,Wright State,14.0,47.0,Tennessee,1.0,26.0
2018,R64,1,Nevada,7.0,87.0,Texas,10.0,83.0,Nevada,1.0,4.0
2018,R64,1,Cincinnati,2.0,68.0,Georgia State,15.0,53.0,Cincinnati,1.0,15.0
2018,R32,2,UMBC,16.0,43.0,Kansas State,9.0,50.0,Kansas State,2.0,-7.0
2018,R32,2,Kentucky,5.0,95.0,Buffalo,13.0,75.0,Kentucky,1.0,20.0
2018,R32,2,Loyola (IL),11.0,63.0,Tennessee,3.0,62.0,Loyola (IL),1.0,1.0
2018,R32,2,Nevada,7.0,75.0,Cincinnati,2.0,73.0,Nevada,1.0,2.0
2018,S16,3,Kansas State,9.0,61.0,Kentucky,5.0,58.0,Kansas State,1.0,3.0
2018,S16,3,Loyola (IL),11.0,69.0,Nevada,7.0,68.0,Loyola (IL),1.0,1.0
2018,E8,4,Kansas State,9.0,62.0,Loyola (IL),11.0,78.0,Loyola (IL),2.0,-16.0
2018,R64,1,Xavier,1.0,102.0,Texas Southern,16.0,83.0,Xavier,1.0,19.0
2018,R64,1,Missouri,8.0,54.0,Florida State,9.0,67.0,Florida State,2.0,-13.0
2018,R64,1,Ohio State,5.0,81.0,South Dakota State,12.0,73.0,Ohio State,1.0,8.0
2018,R64,1,Gonzaga,4.0,68.0,UNC Greensboro,13.0,64.0,Gonzaga,1.0,4.0
2018,R64,1,Houston,6.0,67.0,San Diego State,11.0,65.0,Houston,1.0,2.0
2018,R64,1,Michigan,3.0,61.0,Montana,14.0,47.0,Michigan,1.0,14.0
2018,R64,1,Texas A&M,7.0,73.0,Providence,10.0,69.0,Texas A&M,1.0,4.0
2018,R64,1,UNC,2.0,84.0,Lipscomb,15.0,66.0,UNC,1.0,18.0
2018,R32,2,Xavier,1.0,70.0,Florida State,9.0,75.0,Florida State,2.0,-5.0
2018,R32,2,Ohio State,5.0,84.0,Gonzaga,4.0,90.0,Gonzaga,2.0,-6.0
2018,R32,2,Houston,6.0,63.0,Michigan,3.0,64.0,Michigan,2.0,-1.0
2018,R32,2,Texas A&M,7.0,86.0,UNC,2.0,65.0,Texas A&M,1.0,21.0
2018,S16,3,Florida State,9.0,75.0,Gonzaga,4.0,60.0,Florida State,1.0,15.0
2018,S16,3,Michigan,3.0,99.0,Texas A&M,7.0,72.0,Michigan,1.0,27.0
2018,E8,4,Florida State,9.0,54.0,Michigan,3.0,58.0,Michigan,2.0,-4.0
2018,F4,5,Villanova,1.0,95.0,Kansas,1.0,79.0,Villanova,1.0,16.0
2018,F4,5,Loyola (IL),11.0,57.0,Michigan,3.0,69.0,Michigan,2.0,-12.0
2018,Championship,6,Villanova,1.0,79.0,Michigan,3.0,62.0,Villanova,1.0,17.0
2019,R64,1,Duke,1.0,85.0,North Dakota State,16.0,62.0,Duke,1.0,23.0
2019,R64,1,VCU,8.0,58.0,UCF,9.0,73.0,UCF,2.0,-15.0
2019,R64,1,Mississippi State,5.0,76.0,Liberty,12.0,80.0,Liberty,2.0,-4.0
2019,R64,1,Virginia Tech,4.0,66.0,Saint Louis,13.0,52.0,Virginia Tech,1.0,14.0
2019,R64,1,Maryland,6.0,79.0,Belmont,11.0,77.0,Maryland,1.0,2.0
2019,R64,1,LSU,3.0,79.0,Yale,14.0,74.0,LSU,1.0,5.0
2019,R64,1,Louisville,7.0,76.0,Minnesota,10.0,86.0,Minnesota,2.0,-10.0
2019,R64,1,Michigan State,2.0,76.0,Bradley,15.0,65.0,Michigan State,1.0,11.0
2019,R32,2,Duke,1.0,77.0,UCF,9.0,76.0,Duke,1.0,1.0
2019,R32,2,Liberty,12.0,58.0,Virginia Tech,4.0,67.0,Virginia Tech,2.0,-9.0
2019,R32,2,Maryland,6.0,67.0,LSU,3.0,69.0,LSU,2.0,-2.0
2019,R32,2,Minnesota,10.0,50.0,Michigan State,2.0,70.0,Michigan State,2.0,-20.0
2019,S16,3,Duke,1.0,75.0,Virginia Tech,4.0,73.0,Duke,1.0,2.0
2019,S16,3,LSU,3.0,63.0,Michigan State,2.0,80.0,Michigan State,2.0,-17.0
2019,E8,4,Duke,1.0,67.0,Michigan State,2.0,68.0,Michigan State,2.0,-1.0
2019,R64,1,UNC,1.0,88.0,Iona,16.0,73.0,UNC,1.0,15.0
2019,R64,1,Utah State,8.0,61.0,Washington,9.0,78.0,Washington,2.0,-17.0
2019,R64,1,Auburn,5.0,78.0,New Mexico State,12.0,77.0,Auburn,1.0,1.0
2019,R64,1,Kansas,4.0,87.0,Northeastern,13.0,53.0,Kansas,1.0,34.0
2019,R64,1,Iowa State,6.0,59.0,Ohio State,11.0,62.0,Ohio State,2.0,-3.0
2019,R64,1,Houston,3.0,84.0,Georgia State,14.0,55.0,Houston,1.0,29.0
2019,R64,1,Wofford,7.0,84.0,Seton Hall,10.0,68.0,Wofford,1.0,16.0
2019,R64,1,Kentucky,2.0,79.0,Abilene Christian,15.0,44.0,Kentucky,1.0,35.0
2019,R32,2,UNC,1.0,81.0,Washington,9.0,59.0,UNC,1.0,22.0
2019,R32,2,Auburn,5.0,89.0,Kansas,4.0,75.0,Auburn,1.0,14.0
2019,R32,2,Ohio State,11.0,59.0,Houston,3.0,74.0,Houston,2.0,-15.0
2019,R32,2,Wofford,7.0,56.0,Kentucky,2.0,62.0,Kentucky,2.0,-6.0
2019,S16,3,UNC,1.0,80.0,Auburn,5.0,97.0,Auburn,2.0,-17.0
2019,S16,3,Houston,3.0,58.0,Kentucky,2.0,62.0,Kentucky,2.0,-4.0
2019,E8,4,Auburn,5.0,77.0,Kentucky,2.0,71.0,Auburn,1.0,6.0
2019,R64,1,Virginia,1.0,71.0,Gardner-Webb,16.0,56.0,Virginia,1.0,15.0
2019,R64,1,Ole Miss,8.0,72.0,Oklahoma,9.0,95.0,Oklahoma,2.0,-23.0
2019,R64,1,Wisconsin,5.0,54.0,Oregon,12.0,72.0,Oregon,2.0,-18.0
2019,R64,1,Kansas State,4.0,64.0,UC Irvine,13.0,70.0,UC Irvine,2.0,-6.0
2019,R64,1,Villanova,6.0,61.0,Saint Mary's,11.0,57.0,Villanova,1.0,4.0
