Rk,School,G,W,L,W-L%,SRS,SOS,W_1,L_1,W_2,L_2,W_3,L_3,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,in_tourney
38,California,33,22,11,0.667,13.3,7.21,11.0,7.0,16.0,2.0,6,6,2472,2271,,,0.343,0.266,0.575,51.6,57.1,,4.9,0.54,15.7,,0.259,True
39,Campbell,30,14,16,0.467,-7.97,-3.42,11.0,9.0,10.0,4.0,4,10,2164,2153,,,0.407,0.292,0.527,51.3,63.4,,7.1,0.484,19.5,,0.289,False
40,Canisius,31,11,20,0.355,-6.46,-1.68,4.0,14.0,5.0,8.0,5,12,1949,2097,,,0.339,0.311,0.48,50.0,52.5,,11.1,0.453,20.1,,0.209,False
41,Centenary (LA),31,8,23,0.258,-8.46,-1.56,6.0,12.0,4.0,5.0,2,15,1993,2207,,,0.319,0.391,0.503,43.4,53.6,,7.2,0.47,17.7,,0.217,False
42,Central Arkansas,29,10,19,0.345,,,3.0,13.0,4.0,8.0,1,10,1841,2008,66.5,95.5,0.412,0.313,0.491,48.4,50.9,8.4,8.7,0.451,17.4,31.5,0.272,False
43,Central Connecticut State,30,13,17,0.433,-10.35,-6.76,8.0,10.0,8.0,5.0,5,12,1943,2043,,,0.329,0.247,0.523,49.4,54.2,,7.2,0.487,18.8,,0.237,False
44,Central Michigan,31,12,19,0.387,-7.06,-4.15,7.0,9.0,8.0,6.0,3,11,1928,2018,,,0.378,0.329,0.502,49.6,45.0,,7.6,0.473,18.9,,0.238,False
45,Charleston Southern,29,9,20,0.31,-14.07,-5.46,4.0,14.0,7.0,9.0,2,10,2000,2091,,,0.277,0.339,0.514,52.2,51.6,,8.8,0.494,16.9,,0.175,False
46,Charlotte,31,11,20,0.355,0.79,2.47,5.0,11.0,9.0,6.0,2,11,2130,2182,,,0.328,0.386,0.503,48.1,56.1,,9.7,0.469,16.1,,0.224,False
47,Chattanooga,35,18,17,0.514,-6.25,-3.13,11.0,9.0,13.0,3.0,5,10,2657,2687,,,0.467,0.41,0.543,51.7,54.4,,6.8,0.51,18.4,,0.307,True
48,Chicago State,32,19,13,0.594,-5.97,-4.51,,,11.0,3.0,6,9,2693,2577,,,0.372,0.351,0.551,50.7,53.0,,9.7,0.521,16.6,,0.254,False
49,Cincinnati,32,18,14,0.563,7.83,6.77,8.0,10.0,14.0,5.0,4,7,2187,2123,,,0.301,0.376,0.512,52.6,58.8,,8.4,0.486,16.9,,0.198,False
50,Clemson,32,23,9,0.719,15.56,6.59,9.0,7.0,13.0,3.0,7,5,2507,2177,,,0.315,0.347,0.553,51.3,52.4,,14.2,0.528,16.8,,0.217,True
51,Cleveland State,37,26,11,0.703,6.97,2.12,12.0,6.0,13.0,2.0,8,8,2455,2203,,,0.357,0.283,0.514,50.4,58.0,,9.0,0.476,16.0,,0.25,True
52,Coastal Carolina,31,11,20,0.355,-11.74,-6.98,5.0,13.0,8.0,6.0,2,13,2148,2193,,,0.327,0.371,0.525,50.7,57.9,,8.8,0.506,19.6,,0.201,False
53,Colgate,30,10,20,0.333,-13.26,-6.12,5.0,9.0,4.0,7.0,6,13,1701,1895,,,0.379,0.319,0.492,47.1,52.5,,8.7,0.453,20.3,,0.254,False
54,College of Charleston,36,27,9,0.75,-1.33,-5.87,15.0,5.0,12.0,4.0,11,5,2781,2616,,,0.32,0.365,0.562,49.1,47.9,,9.6,0.541,15.4,,0.211,False
55,Colorado,31,9,22,0.29,-0.06,5.04,1.0,15.0,8.0,9.0,0,10,1951,2091,,,0.395,0.334,0.553,45.1,52.7,,4.6,0.512,19.8,,0.289,False
56,Colorado State,31,9,22,0.29,-1.16,3.88,4.0,12.0,6.0,9.0,2,11,2142,2300,,,0.385,0.315,0.526,49.6,46.0,,6.7,0.484,17.3,,0.276,False
57,Columbia,28,12,16,0.429,-9.92,-6.46,7.0,7.0,9.0,6.0,3,9,1689,1740,,,0.348,0.292,0.486,49.4,53.8,,5.8,0.45,18.5,,0.233,False
58,Connecticut,36,31,5,0.861,22.17,8.57,15.0,3.0,14.0,2.0,9,1,2819,2313,,,0.464,0.23,0.549,55.8,56.9,,17.1,0.513,15.1,,0.315,True
59,Coppin State,32,13,19,0.406,-9.56,-4.59,9.0,7.0,7.0,2.0,4,14,2043,2161,,,0.314,0.302,0.503,45.0,42.1,,4.3,0.465,16.6,,0.226,False
60,Cornell,31,21,10,0.677,2.71,-4.01,11.0,3.0,14.0,0.0,5,8,2281,2007,,,0.314,0.338,0.572,52.2,58.7,,10.0,0.542,16.6,,0.229,True
61,Creighton,35,27,8,0.771,8.69,0.92,14.0,4.0,16.0,3.0,8,4,2565,2293,,,0.398,0.377,0.559,47.5,57.5,,10.9,0.516,15.7,,0.298,False
62,Dartmouth,28,9,19,0.321,-13.28,-6.03,7.0,7.0,6.0,9.0,3,9,1750,1897,,,0.312,0.274,0.489,48.2,42.4,,11.2,0.458,17.8,,0.205,False
63,Davidson,35,27,8,0.771,8.26,-3.33,18.0,2.0,12.0,3.0,11,3,2724,2306,,,0.329,0.392,0.537,51.0,51.4,,8.9,0.506,14.8,,0.23,False
64,Dayton,35,27,8,0.771,7.16,1.76,11.0,5.0,18.0,0.0,5,5,2339,2150,,,0.381,0.294,0.502,53.2,58.4,,10.8,0.47,17.0,,0.247,True
65,Delaware,32,13,19,0.406,-4.83,-2.64,6.0,12.0,8.0,7.0,3,11,2174,2244,,,0.379,0.391,0.518,47.6,57.0,,7.1,0.478,16.5,,0.266,False
66,Delaware State,32,8,24,0.25,-14.53,-4.78,6.0,10.0,5.0,6.0,3,14,1847,2098,,,0.281,0.338,0.504,47.9,46.0,,10.9,0.48,21.1,,0.183,False
67,Denver,31,15,16,0.484,-4.58,-4.97,9.0,9.0,12.0,3.0,2,12,1884,1872,,,0.361,0.482,0.6,44.6,65.7,,6.3,0.57,20.6,,0.267,False
68,DePaul,33,9,24,0.273,-1.21,6.88,0.0,18.0,6.0,10.0,1,11,2123,2390,,,0.317,0.331,0.48,46.9,47.8,,7.7,0.455,15.8,,0.195,False
69,Detroit Mercy,30,7,23,0.233,-8.08,0.65,2.0,16.0,4.0,8.0,3,15,1694,1937,,,0.4,0.238,0.486,49.7,50.8,,9.1,0.449,22.4,,0.258,False
70,Drake,33,17,16,0.515,1.32,1.41,7.0,11.0,12.0,7.0,4,7,2128,2063,,,0.393,0.464,0.544,50.0,55.6,,6.9,0.497,17.7,,0.296,False
71,Drexel,29,15,14,0.517,-0.8,-1.28,10.0,8.0,8.0,5.0,7,8,1788,1774,,,0.39,0.296,0.461,53.4,53.0,,9.5,0.416,15.9,,0.262,False
72,Duke,37,30,7,0.811,20.1,9.07,11.0,5.0,16.0,1.0,6,5,2867,2439,,,0.414,0.35,0.548,51.9,50.7,,9.4,0.505,14.8,,0.301,True
73,Duquesne,34,21,13,0.618,6.04,2.48,9.0,7.0,10.0,5.0,8,7,2683,2541,,,0.374,0.415,0.573,48.2,60.3,,8.8,0.545,16.6,,0.26,False
74,East Carolina,30,13,17,0.433,-3.0,1.26,5.0,11.0,10.0,6.0,3,10,2176,2214,,,0.363,0.414,0.557,48.7,59.9,,7.1,0.52,15.8,,0.266,False
75,East Tennessee State,34,23,11,0.676,3.21,-1.87,14.0,6.0,11.0,2.0,9,6,2657,2383,,,0.396,0.289,0.547,50.9,45.4,,11.2,0.51,16.4,,0.281,True
76,Eastern Illinois,30,12,18,0.4,-9.18,-5.47,8.0,10.0,9.0,5.0,3,13,1936,1982,,,0.322,0.268,0.525,51.1,54.7,,6.0,0.49,17.3,,0.231,False
77,Eastern Kentucky,31,18,13,0.581,-2.82,-5.45,10.0,8.0,12.0,2.0,5,11,2247,2061,,,0.28,0.467,0.581,46.6,61.4,,5.8,0.561,14.9,,0.194,False
78,Eastern Michigan,32,8,24,0.25,-11.69,-1.79,6.0,10.0,5.0,9.0,3,12,1834,2040,,,0.347,0.306,0.475,50.4,55.0,,9.4,0.449,20.7,,0.21,False
79,Eastern Washington,30,12,18,0.4,-7.13,-1.81,6.0,10.0,9.0,5.0,3,13,1905,2055,,,0.318,0.309,0.502,49.7,51.1,,6.2,0.468,16.7,,0.22,False
80,Elon,31,11,20,0.355,-11.97,-4.62,7.0,13.0,8.0,6.0,2,14,2041,2197,,,0.328,0.311,0.516,47.7,56.8,,8.8,0.49,18.0,,0.211,False
81,Evansville,31,17,14,0.548,1.87,2.29,8.0,10.0,15.0,4.0,2,9,2081,2038,,,0.453,0.189,0.521,50.3,62.2,,3.9,0.477,17.0,,0.314,False
82,Fairfield,32,17,15,0.531,-2.29,-0.44,9.0,9.0,9.0,4.0,6,9,2093,2152,,,0.36,0.342,0.509,49.2,57.8,,9.8,0.478,17.3,,0.236,False
83,FDU,30,7,23,0.233,-17.59,-5.18,6.0,12.0,4.0,9.0,3,14,1909,2282,,,0.424,0.271,0.492,46.2,49.6,,10.3,0.456,20.9,,0.27,False
84,Florida,36,25,11,0.694,12.83,3.88,9.0,7.0,19.0,2.0,2,7,2774,2427,,,0.3,0.376,0.569,50.3,59.4,,7.3,0.546,15.1,,0.208,False
85,Florida A&M,31,10,21,0.323,-17.22,-5.72,6.0,10.0,7.0,3.0,1,16,1899,2228,,,0.327,0.379,0.477,43.0,49.8,,5.5,0.449,17.8,,0.204,False
86,Florida Atlantic,32,6,26,0.188,-9.68,-2.1,2.0,16.0,5.0,7.0,0,18,2079,2319,,,0.33,0.299,0.506,48.3,53.1,,8.3,0.463,16.0,,0.244,False
87,Florida Gulf Coast,31,11,20,0.355,,,7.0,13.0,10.0,6.0,0,14,2021,2218,71.1,91.7,0.439,0.303,0.502,48.2,62.9,10.8,8.5,0.453,21.3,31.2,0.307,False
88,Florida International,33,13,20,0.394,-7.71,-1.52,7.0,11.0,10.0,7.0,3,12,2071,2240,,,0.395,0.319,0.504,50.4,54.8,,7.9,0.472,19.5,,0.252,False
89,Florida State,35,25,10,0.714,11.37,7.91,10.0,6.0,13.0,3.0,8,5,2392,2271,,,0.392,0.335,0.535,50.6,51.6,,16.0,0.492,19.7,,0.284,True
90,Fordham,28,3,25,0.107,-14.14,1.08,1.0,15.0,2.0,13.0,1,11,1718,2144,,,0.309,0.35,0.461,42.5,49.1,,7.7,0.431,15.8,,0.194,False
91,Fresno State,34,13,21,0.382,-4.11,0.96,3.0,13.0,9.0,8.0,3,10,2299,2372,,,0.365,0.383,0.535,48.2,60.0,,11.6,0.505,18.6,,0.245,False
92,Furman,30,6,24,0.2,-16.07,-4.62,4.0,16.0,6.0,7.0,0,16,1830,2130,,,0.357,0.331,0.495,47.0,53.3,,8.4,0.455,18.8,,0.248,False
93,Gardner-Webb,30,13,17,0.433,-8.32,-5.04,9.0,9.0,7.0,5.0,6,12,2220,2244,,,0.321,0.369,0.526,50.9,62.2,,6.8,0.496,17.4,,0.221,False
94,George Mason,33,22,11,0.667,3.78,-1.98,13.0,5.0,14.0,0.0,6,11,2189,1999,,,0.33,0.297,0.522,51.9,47.0,,9.2,0.498,15.8,,0.212,False
95,George Washington,28,10,18,0.357,-2.08,0.31,4.0,12.0,7.0,5.0,3,10,1853,1920,,,0.385,0.303,0.528,50.2,54.4,,13.4,0.494,19.0,,0.261,False
96,Georgetown,31,16,15,0.516,14.39,8.97,7.0,11.0,11.0,5.0,3,8,2148,1980,,,0.419,0.364,0.567,49.8,57.3,,10.5,0.53,19.2,,0.299,False
97,Georgia,32,12,20,0.375,-1.81,5.5,3.0,13.0,10.0,8.0,1,9,2077,2237,,,0.302,0.324,0.493,50.5,54.9,,9.3,0.467,20.9,,0.193,False
98,Georgia Southern,30,8,22,0.267,-13.5,-3.7,5.0,15.0,6.0,7.0,1,13,2114,2363,,,0.303,0.347,0.52,47.0,45.1,,6.3,0.495,18.1,,0.201,False
99,Georgia State,32,12,20,0.375,-6.13,-1.83,8.0,10.0,6.0,8.0,4,11,1929,2036,,,0.303,0.329,0.491,49.1,51.5,,7.5,0.468,17.0,,0.187,False
100,Georgia Tech,31,12,19,0.387,5.56,7.32,2.0,14.0,10.0,9.0,2,10,2208,2216,,,0.356,0.263,0.506,51.4,56.7,,12.5,0.479,19.3,,0.224,False
101,Gonzaga,34,28,6,0.824,17.95,3.55,14.0,0.0,11.0,2.0,9,1,2684,2142,,,0.351,0.324,0.58,52.2,52.9,,13.6,0.551,14.3,,0.252,True
102,Grambling,29,6,23,0.207,-23.07,-10.1,4.0,14.0,4.0,8.0,1,14,1766,2084,,,0.326,0.334,0.49,47.4,53.6,,7.1,0.467,19.9,,0.199,False
103,Green Bay,33,22,11,0.667,5.63,0.73,13.0,5.0,13.0,2.0,7,7,2399,2196,,,0.383,0.365,0.568,48.9,58.0,,7.3,0.52,16.5,,0.301,False
104,Hampton,32,16,16,0.5,-10.79,-7.58,8.0,8.0,6.0,6.0,7,8,1851,1902,,,0.38,0.358,0.466,49.3,55.2,,11.4,0.424,21.1,,0.251,False
105,Hartford,33,7,26,0.212,-13.24,-2.93,2.0,14.0,4.0,8.0,1,16,1998,2316,,,0.282,0.474,0.502,45.1,61.2,,5.4,0.47,18.8,,0.2,False
106,Harvard,28,14,14,0.5,-7.57,-6.05,6.0,8.0,7.0,6.0,7,8,1890,1888,,,0.422,0.34,0.567,47.4,54.6,,8.7,0.527,19.2,,0.308,False
107,Hawaii,30,13,17,0.433,-2.51,-1.34,5.0,11.0,11.0,9.0,2,7,1921,1956,,,0.448,0.241,0.51,53.3,58.9,,10.2,0.458,20.2,,0.32,False
108,High Point,30,9,21,0.3,-13.1,-5.89,4.0,14.0,5.0,10.0,4,11,1931,2001,,,0.273,0.329,0.497,52.3,52.5,,13.6,0.476,19.9,,0.17,False
109,Hofstra,32,21,11,0.656,-3.42,-2.9,11.0,7.0,10.0,3.0,8,6,2128,2126,,,0.382,0.31,0.487,53.5,49.8,,14.1,0.442,18.2,,0.265,False
110,Holy Cross,32,18,14,0.563,-3.56,-5.91,11.0,3.0,12.0,4.0,6,10,2067,1992,,,0.372,0.271,0.509,55.2,60.6,,10.2,0.472,20.0,,0.252,False
111,Houston,33,21,12,0.636,8.26,1.29,10.0,6.0,12.0,3.0,6,8,2501,2259,,,0.365,0.29,0.516,48.8,45.7,,10.1,0.47,11.8,,0.272,False
112,Houston Christian,30,5,25,0.167,,,,,2.0,7.0,1,14,2050,2469,72.3,94.1,0.318,0.405,0.5,45.3,48.8,10.1,6.8,0.471,18.8,28.9,0.209,False
113,Howard,31,8,23,0.258,-16.62,-6.58,6.0,10.0,8.0,5.0,0,14,1900,2186,,,0.408,0.338,0.505,45.4,47.6,,7.9,0.472,20.9,,0.261,False
114,Idaho,33,17,16,0.515,-0.56,-0.15,9.0,7.0,13.0,3.0,4,12,2176,2167,,,0.409,0.319,0.544,47.2,57.8,,10.1,0.516,16.9,,0.268,False
115,Idaho State,32,13,19,0.406,-3.22,0.17,9.0,7.0,11.0,4.0,2,14,2089,2189,63.1,100.8,0.381,0.236,0.535,49.7,52.8,8.8,11.5,0.5,17.6,31.0,0.262,False
116,Illinois,34,24,10,0.706,14.38,6.73,11.0,7.0,14.0,3.0,5,5,2204,1944,,,0.225,0.288,0.534,49.9,69.3,,9.7,0.511,16.9,,0.16,True
117,Illinois State,34,24,10,0.706,7.83,1.52,11.0,7.0,13.0,2.0,7,7,2414,2155,,,0.342,0.414,0.55,53.4,54.7,,8.0,0.521,16.4,,0.237,False
118,Illinois-Chicago,31,16,15,0.516,0.98,0.02,7.0,11.0,8.0,6.0,8,8,2087,2035,,,0.325,0.308,0.512,52.2,53.9,,10.0,0.466,16.5,,0.249,False
119,Indiana,31,6,25,0.194,-2.03,8.98,1.0,17.0,5.0,10.0,0,11,1862,2190,,,0.379,0.325,0.515,49.6,55.2,,5.9,0.485,23.1,,0.246,False
120,Indiana State,32,11,21,0.344,-3.38,2.04,7.0,11.0,5.0,9.0,4,10,2019,2181,,,0.36,0.423,0.526,47.7,56.1,,8.0,0.484,19.1,,0.262,False
121,Iona,31,12,19,0.387,-3.24,-2.37,7.0,11.0,5.0,6.0,5,10,1930,1957,,,0.475,0.34,0.511,50.4,59.3,,9.2,0.47,20.5,,0.313,False
122,Iowa,32,15,17,0.469,6.65,6.84,5.0,13.0,13.0,4.0,1,11,1927,1908,,,0.338,0.483,0.565,49.6,57.7,,6.8,0.53,19.0,,0.251,False
123,Iowa State,32,15,17,0.469,3.48,5.68,4.0,12.0,13.0,6.0,2,10,2078,2100,,,0.283,0.394,0.529,48.8,60.7,,9.1,0.5,16.5,,0.2,False
124,IU Indy,30,16,14,0.533,-2.92,-2.51,9.0,9.0,8.0,5.0,7,6,1964,1899,,,0.35,0.284,0.549,51.1,54.4,,12.0,0.526,17.7,,0.229,False
125,Jackson State,33,18,15,0.545,-9.5,-8.22,15.0,3.0,9.0,0.0,6,14,2307,2328,,,0.429,0.272,0.518,51.7,56.1,,7.0,0.472,18.9,,0.303,False
126,Jacksonville,32,18,14,0.563,1.62,-0.05,15.0,5.0,10.0,5.0,8,8,2363,2210,,,0.407,0.312,0.538,53.8,51.0,,9.7,0.501,17.3,,0.281,False
127,Jacksonville State,28,11,17,0.393,-8.2,-4.78,5.0,13.0,6.0,6.0,5,11,1962,1981,,,0.413,0.29,0.521,50.8,62.0,,5.9,0.488,17.1,,0.27,False
128,James Madison,36,21,15,0.583,-1.14,-2.91,9.0,9.0,9.0,4.0,8,7,2540,2465,,,0.372,0.363,0.554,49.5,49.1,,5.9,0.511,18.0,,0.282,False
129,Kansas,35,27,8,0.771,18.02,7.9,14.0,2.0,18.0,0.0,6,4,2674,2290,,,0.395,0.296,0.569,55.1,58.7,,11.6,0.532,17.8,,0.287,True
130,Kansas City,31,7,24,0.226,-10.11,-1.25,3.0,15.0,3.0,9.0,3,14,2008,2263,,,0.347,0.332,0.495,48.5,48.4,,4.9,0.453,16.7,,0.246,False
131,Kansas State,34,22,12,0.647,12.18,5.24,9.0,7.0,16.0,3.0,5,6,2556,2266,,,0.419,0.31,0.518,54.3,54.2,,8.6,0.485,16.1,,0.272,False
132,Kennesaw State,29,7,22,0.241,,,3.0,17.0,5.0,8.0,1,14,1690,1990,64.1,90.5,0.234,0.385,0.468,45.3,51.6,11.6,9.6,0.442,18.7,33.3,0.155,False
133,Kent State,34,19,15,0.559,0.66,-0.97,10.0,6.0,13.0,3.0,5,9,2343,2199,,,0.341,0.302,0.516,49.3,50.6,,7.5,0.489,16.3,,0.221,False
134,Kentucky,36,22,14,0.611,12.69,4.82,8.0,8.0,13.0,6.0,5,7,2669,2386,,,0.401,0.295,0.578,53.6,60.8,,17.2,0.533,20.8,,0.31,False
135,La Salle,31,18,13,0.581,3.45,1.12,9.0,7.0,11.0,6.0,6,4,2207,2135,,,0.398,0.284,0.526,53.5,51.7,,9.1,0.489,17.5,,0.272,False
136,Lafayette,30,8,22,0.267,-14.08,-6.14,4.0,10.0,6.0,8.0,2,14,1959,2197,,,0.342,0.453,0.518,47.3,60.5,,6.3,0.474,21.1,,0.256,False
137,Lamar,30,15,15,0.5,-5.0,-1.04,6.0,10.0,9.0,5.0,5,9,2198,2156,,,0.407,0.297,0.529,51.3,56.3,,11.0,0.483,16.5,,0.297,False
138,Lehigh,29,15,14,0.517,-8.31,-8.28,5.0,9.0,8.0,6.0,7,8,1854,1827,,,0.389,0.305,0.479,51.9,54.4,,6.7,0.434,16.8,,0.268,False
139,Liberty,35,23,12,0.657,-5.39,-5.49,12.0,6.0,15.0,3.0,6,8,2644,2493,,,0.352,0.446,0.565,48.9,58.3,,4.5,0.535,16.4,,0.25,False
140,Lipscomb,31,17,14,0.548,-2.58,-3.49,12.0,8.0,12.0,4.0,5,10,2368,2161,,,0.448,0.33,0.563,54.6,60.8,,5.8,0.532,19.3,,0.301,False
141,Little Rock,31,23,8,0.742,-0.66,-3.72,15.0,3.0,11.0,4.0,11,3,2059,1964,,,0.449,0.28,0.534,51.7,56.8,,9.7,0.497,19.4,,0.301,False
142,Long Beach State,30,15,15,0.5,-1.57,-0.27,10.0,6.0,9.0,5.0,6,9,2138,2177,,,0.376,0.369,0.543,49.4,57.1,,7.2,0.513,17.9,,0.254,False
143,Long Island University,30,16,14,0.533,-6.92,-8.63,12.0,6.0,12.0,3.0,4,11,2119,2058,,,0.425,0.329,0.513,52.7,48.4,,5.3,0.464,16.1,,0.306,False
144,Longwood,31,17,14,0.548,-12.38,-6.51,,,13.0,2.0,3,11,2400,2349,,,0.311,0.365,0.519,45.7,58.1,,6.4,0.49,16.4,,0.211,False
