Rk,School,G,W,L,W-L%,SRS,SOS,W_1,L_1,W_2,L_2,W_3,L_3,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,in_tourney
136,Lafayette,30,8,22,0.267,-14.08,-6.14,4.0,10.0,6.0,8.0,2,14,1959,2197,1205.0,655,1628,0.402,232,737,0.315,417,557,0.749,311.0,980,396,189,72,505,587,False
137,Lamar,30,15,15,0.5,-5.0,-1.04,6.0,10.0,9.0,5.0,5,9,2198,2156,1210.0,760,1741,0.437,161,517,0.311,517,708,0.73,360.0,1105,428,215,124,410,581,False
138,Lehigh,29,15,14,0.517,-8.31,-8.28,5.0,9.0,8.0,6.0,7,8,1854,1827,1180.0,629,1632,0.385,159,497,0.32,437,635,0.688,353.0,1147,342,175,70,390,529,False
139,Liberty,35,23,12,0.657,-5.39,-5.49,12.0,6.0,15.0,3.0,6,8,2644,2493,1445.0,911,2003,0.455,321,893,0.359,501,706,0.71,370.0,1247,531,243,57,460,589,False
140,Lipscomb,31,17,14,0.548,-2.58,-3.49,12.0,8.0,12.0,4.0,5,10,2368,2161,1255.0,819,1734,0.472,208,573,0.363,522,777,0.672,389.0,1222,498,243,70,502,585,False
141,Little Rock,31,23,8,0.742,-0.66,-3.72,15.0,3.0,11.0,4.0,11,3,2059,1964,1255.0,711,1589,0.447,159,445,0.357,478,714,0.669,335.0,1079,404,171,108,465,608,False
142,Long Beach State,30,15,15,0.5,-1.57,-0.27,10.0,6.0,9.0,5.0,6,9,2138,2177,1245.0,755,1671,0.452,203,616,0.33,425,629,0.676,317.0,1009,431,213,78,429,562,False
143,Long Island University,30,16,14,0.533,-6.92,-8.63,12.0,6.0,12.0,3.0,4,11,2119,2058,1215.0,701,1718,0.408,192,566,0.339,525,731,0.718,399.0,1174,339,185,62,396,545,False
144,Longwood,31,17,14,0.548,-12.38,-6.51,,,13.0,2.0,3,11,2400,2349,1240.0,864,2015,0.429,246,736,0.334,426,626,0.681,393.0,1077,502,310,84,452,679,False
145,Louisiana,30,10,20,0.333,-6.3,-2.23,7.0,11.0,9.0,7.0,1,13,1999,2116,1220.0,707,1701,0.416,205,639,0.321,380,562,0.676,347.0,986,292,180,131,419,599,False
146,Louisiana State,35,27,8,0.771,11.87,3.27,13.0,3.0,19.0,2.0,6,3,2617,2316,1410.0,937,2093,0.448,213,572,0.372,530,740,0.716,475.0,1365,529,267,212,425,609,True
147,Louisiana Tech,33,15,18,0.455,-2.38,-1.98,6.0,10.0,8.0,4.0,5,12,2088,2083,1325.0,720,1653,0.436,182,491,0.371,466,704,0.662,375.0,1105,346,181,108,504,583,False
148,Louisiana-Monroe,30,10,20,0.333,-11.75,-3.2,6.0,12.0,8.0,6.0,2,14,1961,2155,1205.0,658,1630,0.404,179,526,0.34,466,653,0.714,350.0,1023,305,181,86,459,586,False
149,Louisville,37,31,6,0.838,20.87,8.41,16.0,2.0,16.0,2.0,8,1,2748,2287,1485.0,1001,2189,0.457,305,827,0.369,441,687,0.642,464.0,1395,625,335,223,508,625,True
150,Loyola (IL),32,14,18,0.438,-5.51,-0.67,6.0,12.0,8.0,8.0,5,10,2026,2154,1280.0,731,1795,0.407,158,506,0.312,406,598,0.679,418.0,1095,382,218,113,416,569,False
151,Loyola (MD),32,12,20,0.375,-5.65,-0.65,7.0,11.0,5.0,8.0,6,10,2147,2294,1285.0,719,1843,0.39,187,593,0.315,522,673,0.776,420.0,1116,369,214,107,432,678,False
152,Loyola Marymount,31,3,28,0.097,-14.79,1.8,2.0,12.0,3.0,10.0,0,15,1726,2214,1240.0,588,1673,0.351,150,531,0.282,400,581,0.688,372.0,994,306,197,55,456,539,False
153,Maine,30,9,21,0.3,-11.33,-4.4,4.0,12.0,5.0,8.0,3,11,1980,2085,1220.0,689,1625,0.424,186,554,0.336,416,617,0.674,344.0,1039,384,216,95,439,516,False
154,Manhattan,30,16,14,0.533,-4.09,-3.4,9.0,9.0,9.0,5.0,7,7,1931,1927,1200.0,653,1635,0.399,154,489,0.315,471,728,0.647,382.0,1099,298,224,108,414,569,False
155,Marist,33,10,23,0.303,-7.24,-1.85,4.0,14.0,7.0,7.0,2,14,2111,2289,1340.0,739,1826,0.405,241,669,0.36,392,619,0.633,318.0,1166,355,188,88,513,673,False
156,Marquette,35,25,10,0.714,15.06,7.87,12.0,6.0,16.0,2.0,7,4,2739,2432,1405.0,914,2023,0.452,243,701,0.347,668,918,0.728,425.0,1247,526,275,100,408,623,True
157,Marshall,32,15,17,0.469,0.14,2.73,7.0,9.0,13.0,3.0,2,9,2276,2255,1290.0,775,1755,0.442,195,615,0.317,531,743,0.715,374.0,1043,419,199,68,418,615,False
158,Maryland,35,21,14,0.6,11.1,8.99,7.0,9.0,14.0,4.0,2,6,2512,2419,1415.0,924,2179,0.424,201,604,0.333,463,611,0.758,464.0,1274,511,268,145,428,582,True
159,Maryland-Baltimore County,32,15,17,0.469,-8.74,-4.16,7.0,9.0,8.0,5.0,5,12,2102,2207,1300.0,783,1796,0.436,116,368,0.315,420,595,0.706,318.0,1045,418,164,79,314,530,False
160,Maryland-Eastern Shore,30,7,23,0.233,-22.6,-8.8,3.0,13.0,5.0,6.0,2,16,1757,2089,1200.0,588,1579,0.372,152,490,0.31,429,694,0.618,446.0,1077,290,150,48,492,591,False
161,Massachusetts,30,12,18,0.4,0.64,3.54,7.0,9.0,6.0,7.0,3,10,2146,2211,1210.0,764,1767,0.432,262,721,0.363,356,511,0.697,317.0,1037,430,200,166,422,511,False
162,McNeese State,29,11,18,0.379,-5.47,-3.99,5.0,11.0,9.0,5.0,2,13,1853,1865,1165.0,692,1610,0.43,142,440,0.323,327,506,0.646,363.0,1131,356,162,170,457,480,False
163,Memphis,37,33,4,0.892,20.92,4.63,16.0,0.0,19.0,1.0,10,1,2779,2176,1485.0,979,2176,0.45,222,681,0.326,599,868,0.69,498.0,1452,526,328,222,464,654,True
164,Mercer,32,17,15,0.531,-7.1,0.12,11.0,9.0,8.0,4.0,7,11,2392,2429,1310.0,816,1894,0.431,232,701,0.331,528,734,0.719,442.0,1258,390,186,105,504,616,False
165,Miami (FL),32,19,13,0.594,11.76,9.04,7.0,9.0,12.0,4.0,5,7,2325,2123,1295.0,796,1865,0.427,251,682,0.368,482,706,0.683,463.0,1272,406,194,122,427,539,False
166,Miami (OH),30,17,13,0.567,3.16,0.46,10.0,6.0,9.0,2.0,7,10,1847,1766,1215.0,658,1512,0.435,160,482,0.332,371,523,0.709,291.0,956,370,178,90,404,513,False
167,Michigan,35,21,14,0.6,11.9,9.74,9.0,9.0,14.0,3.0,3,8,2341,2213,1420.0,812,1910,0.425,305,912,0.334,412,544,0.757,336.0,1087,542,223,92,402,535,True
168,Michigan State,38,31,7,0.816,17.71,9.37,15.0,3.0,12.0,2.0,9,1,2737,2420,1520.0,962,2135,0.451,201,567,0.354,612,877,0.698,533.0,1482,611,248,107,532,734,True
169,Middle Tennessee,32,18,14,0.563,-1.32,-2.78,10.0,8.0,10.0,6.0,6,7,2254,2114,1285.0,811,1799,0.451,154,485,0.318,478,689,0.694,385.0,1090,394,192,47,379,653,False
170,Milwaukee,31,17,14,0.548,-0.54,0.8,11.0,7.0,12.0,3.0,3,10,2108,2108,1245.0,706,1777,0.397,246,724,0.34,450,626,0.719,381.0,1182,358,159,98,400,579,False
171,Minnesota,33,22,11,0.667,11.32,7.19,9.0,9.0,16.0,3.0,4,6,2189,2032,1325.0,782,1772,0.441,188,575,0.327,437,611,0.715,397.0,1136,466,274,201,477,588,True
172,Mississippi,31,16,15,0.516,5.82,5.41,7.0,9.0,12.0,4.0,3,8,2254,2241,1245.0,792,1830,0.433,215,633,0.34,455,625,0.728,399.0,1151,362,173,103,409,580,False
173,Mississippi State,36,23,13,0.639,9.1,4.62,9.0,7.0,13.0,5.0,6,5,2677,2479,1465.0,890,2058,0.432,296,819,0.361,601,847,0.71,407.0,1384,447,250,271,518,604,True
174,Mississippi Valley State,32,7,25,0.219,-18.44,-7.22,7.0,11.0,7.0,3.0,0,19,2029,2388,1280.0,710,1850,0.384,197,609,0.323,412,607,0.679,408.0,1076,359,239,52,492,716,False
175,Missouri,38,31,7,0.816,19.56,6.72,12.0,4.0,18.0,0.0,5,4,3096,2571,1520.0,1124,2381,0.472,263,746,0.353,585,871,0.672,486.0,1393,699,388,140,449,758,True
176,Missouri State,31,11,20,0.355,-1.9,1.9,3.0,15.0,9.0,8.0,2,11,1887,1984,1250.0,641,1597,0.401,193,607,0.318,412,607,0.679,340.0,1006,352,162,69,407,617,False
177,Monmouth,31,8,23,0.258,-14.84,-5.91,6.0,12.0,6.0,8.0,1,14,1925,2188,1240.0,673,1642,0.41,196,585,0.335,383,547,0.7,324.0,1003,434,173,84,465,573,False
178,Montana,29,17,12,0.586,-2.92,-3.53,11.0,5.0,12.0,3.0,5,9,1905,1868,1160.0,664,1457,0.456,174,460,0.378,403,553,0.729,248.0,913,357,124,115,337,524,False
179,Montana State,31,14,17,0.452,-6.38,-2.45,6.0,10.0,7.0,5.0,7,11,2053,2152,1260.0,707,1703,0.415,189,590,0.32,450,670,0.672,388.0,1082,351,165,102,429,559,False
180,Morehead State,36,20,16,0.556,-3.14,-3.61,12.0,6.0,12.0,1.0,4,12,2511,2411,1450.0,865,1978,0.437,188,565,0.333,593,823,0.721,498.0,1400,464,239,139,557,657,True
181,Morgan State,35,23,12,0.657,-2.29,-6.53,13.0,3.0,8.0,2.0,10,7,2333,2182,1400.0,857,2047,0.419,181,537,0.337,438,675,0.649,508.0,1330,393,232,110,456,673,True
182,Mount St. Mary's,33,19,14,0.576,-1.47,-5.78,12.0,6.0,12.0,2.0,7,12,2241,2079,1325.0,829,1839,0.451,158,475,0.333,425,631,0.674,397.0,1146,414,223,120,431,572,False
183,Murray State,31,19,12,0.613,-0.09,-3.95,13.0,5.0,12.0,2.0,6,6,2119,1959,1245.0,739,1671,0.442,155,496,0.313,486,680,0.715,384.0,1062,397,223,65,406,564,False
184,Navy,30,19,11,0.633,-5.35,-7.68,8.0,6.0,12.0,3.0,7,7,2129,2059,1230.0,717,1740,0.412,216,657,0.329,479,662,0.724,309.0,1114,378,199,75,419,620,False
185,NC State,30,16,14,0.533,8.38,6.74,6.0,10.0,14.0,4.0,2,8,2189,2087,1215.0,773,1626,0.475,202,538,0.375,441,615,0.717,340.0,1075,458,168,114,435,480,False
186,Nebraska,31,18,13,0.581,8.92,4.82,8.0,8.0,14.0,4.0,4,8,1999,1872,1245.0,686,1571,0.437,206,571,0.361,421,600,0.702,225.0,861,410,265,52,357,553,False
187,Nevada,34,21,13,0.618,4.28,1.4,11.0,5.0,13.0,8.0,8,5,2400,2249,1365.0,826,1934,0.427,165,540,0.306,583,781,0.746,409.0,1241,407,227,163,406,655,False
188,Nevada-Las Vegas,32,21,11,0.656,8.68,4.34,9.0,7.0,15.0,4.0,6,7,2200,2061,1290.0,749,1770,0.423,244,708,0.345,458,671,0.683,325.0,1056,437,229,123,378,548,False
189,New Hampshire,30,14,16,0.467,-9.4,-5.57,8.0,8.0,8.0,5.0,5,10,1876,1936,1220.0,647,1676,0.386,240,743,0.323,342,534,0.64,375.0,1081,323,164,84,398,619,False
190,New Mexico,34,22,12,0.647,11.37,3.6,12.0,4.0,16.0,2.0,6,7,2510,2246,1375.0,841,1824,0.461,239,627,0.381,589,839,0.702,340.0,1174,522,218,110,424,708,False
191,New Mexico State,32,17,15,0.531,2.25,0.28,9.0,7.0,12.0,4.0,4,10,2443,2380,1290.0,865,1859,0.465,222,555,0.4,491,700,0.701,352.0,1106,457,231,122,428,593,False
192,New Orleans,30,11,19,0.367,-9.79,-4.08,6.0,12.0,9.0,6.0,2,13,1863,2000,1200.0,672,1540,0.436,105,361,0.291,414,628,0.659,288.0,952,292,187,53,449,540,False
193,Niagara,35,26,9,0.743,6.21,-2.25,14.0,4.0,11.0,3.0,10,6,2665,2369,1410.0,889,2142,0.415,260,841,0.309,627,883,0.71,536.0,1363,492,346,165,461,640,False
194,Nicholls State,31,20,11,0.645,-3.08,-4.08,12.0,4.0,11.0,3.0,7,6,2029,1866,1250.0,709,1488,0.476,211,588,0.359,400,590,0.678,258.0,895,460,271,43,442,631,False
195,NJIT,31,1,30,0.032,,,,,1.0,12.0,0,15,1545,2083,,548,1602,0.342,139,561,0.248,310,491,0.631,337.0,1037,275,225,93,567,635,False
196,Norfolk State,31,13,18,0.419,-13.31,-9.49,9.0,7.0,6.0,4.0,5,10,2119,2219,1240.0,764,1768,0.432,160,481,0.333,431,663,0.65,398.0,1068,318,269,111,500,628,False
197,North Carolina,38,34,4,0.895,25.46,8.35,13.0,3.0,14.0,1.0,8,2,3413,2735,1525.0,1205,2509,0.48,264,682,0.387,739,983,0.752,556.0,1594,685,325,196,472,608,True
198,North Carolina A&T,32,16,16,0.5,-13.0,-8.37,9.0,7.0,10.0,2.0,4,13,2145,2138,1290.0,782,1842,0.425,209,630,0.332,372,587,0.634,414.0,1204,387,256,156,579,586,False
199,North Carolina Central,31,4,27,0.129,,,,,2.0,6.0,0,17,1888,2468,,664,1780,0.373,171,569,0.301,389,567,0.686,344.0,954,364,274,93,543,626,False
200,North Dakota State,33,26,7,0.788,6.18,-2.72,16.0,2.0,12.0,1.0,10,4,2659,2279,1345.0,943,1936,0.487,238,578,0.412,535,724,0.739,363.0,1171,486,230,108,370,539,True
201,North Florida,30,8,22,0.267,,,6.0,14.0,5.0,6.0,2,14,1697,2095,,629,1558,0.404,134,405,0.331,305,515,0.592,297.0,933,327,192,75,459,593,False
202,North Texas,32,20,12,0.625,-1.14,-2.77,11.0,7.0,12.0,4.0,7,6,2472,2390,1305.0,806,1850,0.436,212,592,0.358,648,885,0.732,406.0,1195,391,166,89,413,676,False
203,Northeastern,32,19,13,0.594,1.91,-0.24,12.0,6.0,7.0,5.0,11,7,2001,1932,1295.0,685,1580,0.434,185,544,0.34,446,609,0.732,322.0,989,371,236,87,402,554,False
204,Northern Arizona,27,8,19,0.296,-6.14,-1.7,5.0,11.0,7.0,5.0,1,14,1795,1829,1100.0,678,1410,0.481,165,466,0.354,274,444,0.617,260.0,844,413,199,65,399,468,False
205,Northern Colorado,32,14,18,0.438,-4.57,-3.64,8.0,8.0,10.0,4.0,3,13,2259,2266,1295.0,751,1638,0.458,226,563,0.401,531,734,0.723,309.0,1032,397,219,53,494,627,False
206,Northern Illinois,30,10,20,0.333,-10.0,-5.13,5.0,11.0,7.0,5.0,2,11,1985,2123,1210.0,704,1668,0.422,185,533,0.347,392,662,0.592,383.0,1060,373,239,94,481,610,False
207,Northern Iowa,34,23,11,0.676,5.63,2.24,14.0,4.0,11.0,4.0,8,4,2290,2158,1390.0,766,1692,0.453,217,628,0.346,541,718,0.753,297.0,1140,418,146,83,397,619,True
208,Northwestern,31,17,14,0.548,8.56,6.93,8.0,10.0,13.0,4.0,4,9,1967,1876,1245.0,697,1568,0.445,255,661,0.386,318,461,0.69,266.0,877,472,225,89,346,554,False
209,Northwestern State,31,11,20,0.355,-18.7,-3.34,3.0,13.0,6.0,7.0,3,12,2188,2475,1245.0,780,1934,0.403,164,561,0.292,464,713,0.651,489.0,1272,421,269,168,599,701,False
210,Notre Dame,36,21,15,0.583,12.26,8.7,8.0,10.0,15.0,3.0,3,8,2727,2544,1445.0,988,2283,0.433,319,802,0.398,432,609,0.709,440.0,1404,601,192,95,343,544,False
211,Oakland,36,23,13,0.639,1.8,-1.6,13.0,5.0,12.0,0.0,7,10,2699,2546,1460.0,962,2008,0.479,267,719,0.371,508,728,0.698,408.0,1224,545,217,167,456,602,False
212,Ohio,32,15,17,0.469,-1.56,-1.4,7.0,9.0,11.0,2.0,2,13,2075,2080,1285.0,709,1634,0.434,208,573,0.363,449,639,0.703,297.0,990,436,222,59,459,645,False
213,Ohio State,33,22,11,0.667,12.48,8.23,10.0,8.0,15.0,3.0,4,6,2206,2046,1335.0,778,1618,0.481,216,576,0.375,434,619,0.701,266.0,1024,440,194,175,439,501,True
214,Oklahoma,36,30,6,0.833,18.07,6.88,13.0,3.0,16.0,1.0,7,3,2833,2430,1445.0,982,1997,0.492,242,689,0.351,627,929,0.675,435.0,1402,521,249,156,500,616,True
215,Oklahoma State,35,23,12,0.657,13.78,7.44,9.0,7.0,14.0,2.0,4,6,2830,2608,1410.0,948,2059,0.46,327,851,0.384,607,812,0.748,346.0,1223,446,266,82,431,745,True
216,Old Dominion,35,25,10,0.714,2.86,-2.23,12.0,6.0,16.0,3.0,8,7,2333,2110,1415.0,877,1978,0.443,168,515,0.326,411,643,0.639,496.0,1332,542,252,122,430,516,False
217,Oral Roberts,31,16,15,0.516,3.68,-0.05,14.0,4.0,9.0,2.0,6,10,2194,2058,1255.0,776,1752,0.443,167,536,0.312,475,712,0.667,388.0,1121,397,220,94,439,599,False
218,Oregon,31,8,23,0.258,1.51,10.28,2.0,16.0,6.0,9.0,1,10,2088,2360,1250.0,702,1751,0.401,237,662,0.358,447,664,0.673,376.0,973,372,243,96,459,642,False
219,Oregon State,36,18,18,0.5,4.25,7.55,7.0,11.0,13.0,7.0,5,10,2189,2279,1465.0,805,1725,0.467,222,624,0.356,357,553,0.646,293.0,1038,465,242,68,477,557,False
220,Pacific,34,21,13,0.618,2.22,-1.59,10.0,6.0,12.0,4.0,7,8,2254,2120,1385.0,794,1712,0.464,243,631,0.385,423,623,0.679,345.0,1092,465,211,68,413,587,False
221,Penn State,38,27,11,0.711,9.49,5.71,10.0,8.0,17.0,3.0,6,6,2545,2378,1535.0,904,2040,0.443,282,780,0.362,455,691,0.658,405.0,1290,493,192,64,412,551,False
222,Pennsylvania,28,10,18,0.357,-7.78,-3.33,6.0,8.0,3.0,11.0,6,7,1835,1935,1125.0,633,1521,0.416,166,529,0.314,403,591,0.682,282.0,931,402,192,85,398,602,False
223,Pepperdine,32,9,23,0.281,-11.23,1.88,5.0,9.0,5.0,10.0,2,11,1974,2342,1290.0,717,1857,0.386,171,543,0.315,369,524,0.704,404.0,1143,341,215,101,508,574,False
224,Pittsburgh,36,31,5,0.861,21.21,8.61,15.0,3.0,19.0,0.0,7,2,2787,2320,1440.0,1040,2174,0.478,225,640,0.352,482,713,0.676,533.0,1433,633,246,139,436,585,True
225,Portland,32,19,13,0.594,2.89,-0.05,9.0,5.0,12.0,2.0,5,10,2249,2154,1295.0,803,1727,0.465,256,613,0.418,387,579,0.668,342.0,1071,492,179,71,454,652,False
226,Portland State,33,23,10,0.697,1.14,-3.16,11.0,5.0,13.0,1.0,7,7,2417,2262,1350.0,861,1899,0.453,317,835,0.38,378,557,0.679,388.0,1116,503,245,93,453,553,True
227,Prairie View,33,17,16,0.515,-12.47,-9.81,12.0,6.0,11.0,2.0,5,12,2318,2235,1330.0,832,1932,0.431,192,590,0.325,462,731,0.632,488.0,1237,422,249,80,480,616,False
228,Presbyterian,29,12,17,0.414,,,0.0,0.0,9.0,2.0,3,14,1729,1867,,608,1435,0.424,165,525,0.314,348,517,0.673,274.0,948,305,203,87,483,514,False
229,Princeton,27,13,14,0.481,-7.82,-7.66,8.0,6.0,8.0,6.0,5,8,1561,1545,1090.0,548,1276,0.429,185,496,0.373,280,372,0.753,206.0,822,302,156,79,354,521,False
230,Providence,33,19,14,0.576,7.82,7.23,10.0,8.0,13.0,5.0,4,6,2577,2531,1325.0,905,2014,0.449,227,708,0.321,540,795,0.679,451.0,1238,490,261,119,479,545,False
231,Purdue,37,27,10,0.73,16.44,7.17,11.0,7.0,15.0,3.0,5,5,2555,2212,1495.0,914,2071,0.441,244,704,0.347,483,687,0.703,363.0,1271,552,265,176,426,650,True
232,Purdue Fort Wayne,30,13,17,0.433,-5.42,-0.64,8.0,10.0,8.0,5.0,5,11,1970,2055,1205.0,681,1566,0.435,195,477,0.409,413,563,0.734,259.0,909,326,146,96,386,554,False
233,Quinnipiac,31,15,16,0.484,-9.16,-8.57,10.0,8.0,6.0,7.0,9,7,2058,2088,1250.0,758,1757,0.431,139,438,0.317,403,649,0.621,467.0,1180,379,205,77,448,571,False
234,Radford,33,21,12,0.636,-4.55,-4.37,15.0,3.0,12.0,5.0,9,6,2491,2372,1345.0,884,1917,0.461,163,463,0.352,560,825,0.679,418.0,1372,466,225,154,539,607,True
235,Rhode Island,34,23,11,0.676,7.89,1.21,11.0,5.0,12.0,2.0,10,7,2696,2469,1395.0,994,2072,0.48,215,548,0.392,493,707,0.697,441.0,1235,543,257,120,454,597,False
236,Rice,32,10,22,0.313,-5.05,3.18,4.0,12.0,5.0,10.0,2,11,2040,2273,1285.0,717,1690,0.424,218,570,0.382,388,563,0.689,292.0,1021,443,153,70,425,590,False
237,Richmond,36,20,16,0.556,2.61,1.08,9.0,7.0,11.0,7.0,7,7,2518,2431,1455.0,912,1998,0.456,246,718,0.343,448,662,0.677,346.0,1119,434,262,124,432,707,False
238,Rider,32,19,13,0.594,-2.63,-2.98,12.0,6.0,11.0,4.0,7,8,2303,2271,1290.0,830,1874,0.443,225,638,0.353,418,620,0.674,373.0,1157,417,230,116,446,605,False
239,Robert Morris,35,24,11,0.686,-0.7,-5.23,15.0,3.0,14.0,3.0,9,7,2467,2288,1405.0,880,1859,0.473,226,573,0.394,481,683,0.704,353.0,1161,536,301,121,530,693,True
240,Rutgers,32,11,21,0.344,1.07,6.6,2.0,16.0,8.0,10.0,3,10,2021,2131,1285.0,725,1748,0.415,167,565,0.296,404,562,0.719,382.0,1176,355,191,189,495,563,False
241,Sacramento State,29,2,27,0.069,-17.77,-2.29,1.0,15.0,2.0,11.0,0,16,1652,2100,1160.0,574,1433,0.401,153,424,0.361,351,507,0.692,248.0,830,298,129,46,420,522,False
242,Sacred Heart,31,17,14,0.548,-4.4,-6.85,12.0,6.0,10.0,4.0,7,10,2277,2167,1250.0,857,1772,0.484,241,611,0.394,322,460,0.7,324.0,1040,520,240,118,493,546,False
243,Saint Francis (PA),29,6,23,0.207,-15.7,-6.24,3.0,15.0,4.0,8.0,2,15,1771,2041,1165.0,618,1450,0.426,167,514,0.325,368,503,0.732,279.0,900,391,177,56,463,566,False
244,Saint Joseph's,32,17,15,0.531,4.21,2.21,9.0,7.0,7.0,6.0,8,6,2184,2120,1305.0,757,1722,0.44,162,485,0.334,508,692,0.734,329.0,1104,472,207,119,429,538,False
245,Saint Louis,32,18,14,0.563,1.02,0.99,8.0,8.0,14.0,3.0,2,9,1977,1944,1310.0,689,1605,0.429,171,503,0.34,428,617,0.694,313.0,1038,377,154,80,403,526,False
246,Saint Mary's (CA),35,28,7,0.8,9.52,1.49,10.0,4.0,15.0,1.0,8,4,2569,2243,1400.0,898,2027,0.443,231,696,0.332,542,781,0.694,493.0,1389,471,255,172,437,563,False
247,Saint Peter's,30,11,19,0.367,-8.39,-3.43,8.0,10.0,7.0,7.0,4,11,1780,1911,1200.0,618,1559,0.396,147,429,0.343,397,599,0.663,363.0,986,297,242,124,459,595,False
248,Sam Houston,30,18,12,0.6,-0.39,-2.59,12.0,4.0,11.0,4.0,7,7,2279,2078,1220.0,768,1726,0.445,243,659,0.369,500,713,0.701,402.0,1136,546,243,74,451,650,False
249,Samford,32,16,16,0.5,-8.28,-6.38,9.0,11.0,10.0,4.0,4,12,1972,1990,1280.0,680,1458,0.466,264,731,0.361,348,511,0.681,197.0,845,439,209,40,416,475,False
250,San Diego,32,16,16,0.5,-0.37,1.57,6.0,8.0,9.0,6.0,4,7,1973,1953,1290.0,719,1647,0.437,157,453,0.347,378,537,0.704,290.0,972,369,186,113,425,586,False
251,San Diego State,36,26,10,0.722,11.54,4.74,11.0,5.0,16.0,2.0,6,5,2416,2147,1450.0,868,1953,0.444,212,607,0.349,468,664,0.705,435.0,1220,467,287,90,459,600,False
252,San Francisco,30,11,19,0.367,-5.91,0.3,3.0,11.0,7.0,5.0,3,13,2030,2113,1215.0,692,1599,0.433,207,579,0.358,439,633,0.694,300.0,960,375,160,64,395,568,False
253,San Jose State,30,13,17,0.433,-2.64,0.44,6.0,10.0,7.0,7.0,5,10,2024,2040,1205.0,749,1676,0.447,122,413,0.295,404,597,0.677,378.0,1083,380,173,90,441,484,False
254,Santa Clara,33,16,17,0.485,-0.55,0.41,7.0,7.0,11.0,3.0,4,10,2164,2119,1340.0,771,1667,0.463,188,540,0.348,434,613,0.708,324.0,1163,421,187,156,549,584,False
255,Savannah State,29,15,14,0.517,-12.95,-1.16,,,13.0,3.0,2,11,1733,1805,1170.0,626,1518,0.412,121,388,0.312,360,522,0.69,324.0,968,349,253,65,495,556,False
256,Seton Hall,32,17,15,0.531,7.53,6.47,7.0,11.0,10.0,6.0,4,7,2376,2331,1295.0,853,1942,0.439,201,608,0.331,469,653,0.718,378.0,1082,415,276,110,394,639,False
257,Siena,35,27,8,0.771,8.05,0.99,16.0,2.0,17.0,0.0,9,4,2709,2462,1415.0,1007,2157,0.467,184,558,0.33,511,769,0.664,438.0,1273,534,309,159,462,521,True
258,South Alabama,33,20,13,0.606,-2.62,-3.75,10.0,8.0,11.0,5.0,6,7,2301,2204,1325.0,831,1768,0.47,149,403,0.37,490,737,0.665,401.0,1246,444,151,173,449,566,False
259,South Carolina,31,21,10,0.677,8.78,4.2,10.0,6.0,16.0,3.0,5,6,2425,2209,1250.0,891,1986,0.449,215,579,0.371,428,670,0.639,408.0,1114,341,284,155,421,584,False
260,South Carolina State,31,17,14,0.548,-10.31,-9.47,10.0,6.0,10.0,4.0,5,8,2166,2092,1245.0,792,1729,0.458,142,459,0.309,440,655,0.672,404.0,1232,431,198,106,556,522,False
261,South Carolina Upstate,30,9,21,0.3,,,8.0,12.0,7.0,4.0,1,16,1812,2055,,650,1606,0.405,163,516,0.316,349,528,0.661,337.0,1028,377,183,126,472,501,False
262,South Dakota State,33,13,20,0.394,-5.83,-1.45,7.0,11.0,10.0,3.0,1,15,2280,2346,1340.0,810,1837,0.441,218,636,0.343,442,631,0.7,387.0,1130,390,151,50,426,601,False
263,South Florida,31,9,22,0.29,2.63,8.18,4.0,14.0,7.0,7.0,1,12,1830,2002,1245.0,663,1660,0.399,157,528,0.297,347,580,0.598,385.0,1098,385,162,84,389,551,False
264,Southeast Missouri State,30,3,27,0.1,-18.72,-3.75,0.0,18.0,2.0,11.0,0,15,2035,2416,1200.0,726,1689,0.43,150,463,0.324,433,621,0.697,309.0,1010,338,166,101,459,509,False
265,Southeastern Louisiana,30,13,17,0.433,-6.22,-2.89,7.0,9.0,9.0,4.0,4,12,2127,2007,1205.0,797,1707,0.467,180,524,0.344,353,551,0.641,338.0,1087,448,200,130,429,586,False
266,Southern,31,8,23,0.258,-17.64,-11.5,8.0,10.0,6.0,7.0,2,13,1957,2173,1250.0,688,1694,0.406,162,501,0.323,419,640,0.655,405.0,1151,329,175,76,526,516,False
267,Southern California,35,22,13,0.629,14.09,9.15,9.0,9.0,15.0,2.0,2,8,2397,2224,1410.0,872,1843,0.473,129,396,0.326,524,778,0.674,409.0,1247,438,224,165,487,584,True
268,Southern Illinois,31,13,18,0.419,0.35,3.19,8.0,10.0,8.0,6.0,5,8,1966,2037,1250.0,668,1596,0.419,192,510,0.376,438,607,0.722,325.0,992,400,194,73,463,661,False
269,SIU Edwardsville,30,10,20,0.333,,,,,,,1,11,2116,2292,,771,1746,0.442,208,591,0.352,366,535,0.684,109.0,976,404,220,101,258,586,False
270,Southern Methodist,30,9,21,0.3,-3.27,3.62,3.0,13.0,9.0,8.0,0,12,1937,2047,1205.0,710,1629,0.436,182,507,0.359,335,521,0.643,356.0,1056,334,180,108,447,533,False
271,Southern Mississippi,32,15,17,0.469,1.54,3.81,4.0,12.0,11.0,6.0,1,8,2136,2133,1295.0,763,1761,0.433,109,358,0.304,501,689,0.727,340.0,1088,337,148,60,320,595,False
