Rk,School,G,W,L,W-L%,SRS,SOS,W_1,L_1,W_2,L_2,W_3,L_3,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,in_tourney
16,Auburn,36,24,12,0.667,9.93,3.56,10.0,6.0,18.0,4.0,5,5,2620,2354,1445.0,928,2116,0.439,278,832,0.334,486,802,0.606,422.0,1323,507,327,123,470,674,False
17,Austin Peay,33,19,14,0.576,-4.2,-3.69,13.0,5.0,9.0,5.0,9,7,2485,2449,1340.0,885,1877,0.471,225,616,0.365,490,712,0.688,359.0,1121,486,224,105,446,610,False
18,Ball State,31,14,17,0.452,-5.5,-3.02,7.0,9.0,10.0,6.0,3,10,1795,1852,1255.0,646,1572,0.411,134,395,0.339,369,604,0.611,333.0,1071,333,158,63,406,572,False
19,Baylor,39,24,15,0.615,12.54,7.93,5.0,11.0,14.0,5.0,4,7,2965,2732,1565.0,1024,2191,0.467,320,876,0.365,597,838,0.712,411.0,1332,484,282,146,501,717,False
20,Belmont,33,20,13,0.606,0.39,-1.37,14.0,6.0,12.0,3.0,8,9,2528,2334,1330.0,869,1961,0.443,336,950,0.354,454,664,0.684,390.0,1186,549,261,84,479,638,False
21,Bethune-Cookman,33,17,16,0.515,-12.41,-9.76,9.0,7.0,8.0,4.0,7,10,1926,1941,1340.0,685,1725,0.397,136,489,0.278,420,665,0.632,418.0,1163,307,222,92,474,643,False
22,Binghamton,32,23,9,0.719,-3.27,-5.62,13.0,3.0,12.0,2.0,9,6,2239,2156,1295.0,778,1764,0.441,192,575,0.334,491,733,0.67,357.0,1101,383,227,134,431,652,True
23,Boise State,32,19,13,0.594,-0.95,0.54,9.0,7.0,13.0,3.0,6,9,2329,2315,1290.0,875,1849,0.473,200,584,0.342,379,544,0.697,314.0,1097,510,200,117,476,576,False
24,Boston College,34,22,12,0.647,10.36,7.23,9.0,7.0,15.0,4.0,5,5,2528,2397,1370.0,885,2000,0.443,217,649,0.334,541,733,0.738,485.0,1259,503,208,147,457,614,True
25,Boston University,30,17,13,0.567,-2.61,-4.91,11.0,5.0,9.0,6.0,8,6,2058,1989,1250.0,698,1646,0.424,267,740,0.361,395,578,0.683,345.0,1039,380,202,97,408,513,False
26,Bowling Green,33,19,14,0.576,0.09,-1.75,11.0,5.0,10.0,4.0,6,9,2126,2020,1335.0,775,1796,0.432,206,583,0.353,370,548,0.675,380.0,1186,415,221,120,427,569,False
27,Bradley,36,21,15,0.583,2.48,1.95,10.0,8.0,14.0,4.0,5,9,2415,2387,1450.0,806,1833,0.44,216,658,0.328,587,816,0.719,388.0,1160,453,282,125,521,648,False
28,Brigham Young,33,25,8,0.758,15.12,4.15,12.0,4.0,14.0,2.0,9,3,2544,2150,1325.0,909,1879,0.484,238,624,0.381,488,669,0.729,302.0,1196,537,241,119,375,607,True
29,Brown,28,9,19,0.321,-12.39,-5.02,3.0,11.0,8.0,5.0,1,14,1712,1898,1125.0,599,1406,0.426,163,514,0.317,351,533,0.659,235.0,914,373,129,84,403,425,False
30,Bryant,29,8,21,0.276,,,,,4.0,7.0,3,14,1670,1969,,581,1479,0.393,207,629,0.329,301,455,0.662,266.0,847,351,172,71,389,514,False
31,Bucknell,30,7,23,0.233,-11.59,-4.12,4.0,10.0,6.0,8.0,1,15,1928,2152,1240.0,679,1767,0.384,212,618,0.343,358,528,0.678,321.0,1124,338,145,75,425,601,False
32,Buffalo,33,21,12,0.636,1.44,-0.9,11.0,5.0,9.0,4.0,7,7,2155,2078,1335.0,778,1864,0.417,174,506,0.344,425,659,0.645,457.0,1215,406,215,91,466,608,False
33,Butler,32,26,6,0.813,10.07,2.07,15.0,3.0,15.0,2.0,11,3,2168,1854,1280.0,705,1609,0.438,257,731,0.352,501,692,0.724,328.0,1094,417,193,102,400,568,True
34,Cal Poly,28,7,21,0.25,-8.32,-1.32,3.0,13.0,3.0,12.0,3,8,1822,1964,1125.0,645,1591,0.405,189,560,0.338,343,487,0.704,295.0,929,300,165,80,327,429,False
35,Cal State Bakersfield,29,8,21,0.276,,,,,5.0,6.0,3,14,1875,2094,,646,1644,0.393,185,582,0.318,398,587,0.678,372.0,950,307,158,66,382,532,False
36,Cal State Fullerton,32,15,17,0.469,-4.2,-1.26,7.0,9.0,7.0,6.0,7,7,2345,2356,1290.0,824,1890,0.436,259,753,0.344,438,614,0.713,372.0,1074,421,212,115,422,592,False
37,Cal State Northridge,31,17,14,0.548,2.65,-0.14,11.0,5.0,10.0,2.0,5,11,2282,2178,1250.0,821,1808,0.454,215,609,0.353,425,611,0.696,403.0,1150,430,276,83,549,683,True
38,California,33,22,11,0.667,13.3,7.21,11.0,7.0,16.0,2.0,6,6,2472,2271,1340.0,892,1848,0.483,210,492,0.427,478,633,0.755,333.0,1113,509,159,66,399,560,True
39,Campbell,30,14,16,0.467,-7.97,-3.42,11.0,9.0,10.0,4.0,4,10,2164,2153,1200.0,744,1722,0.432,178,502,0.355,498,701,0.71,377.0,1104,472,250,76,497,624,False
40,Canisius,31,11,20,0.355,-6.46,-1.68,4.0,14.0,5.0,8.0,5,12,1949,2097,1255.0,714,1747,0.409,156,544,0.287,365,593,0.616,390.0,1170,375,160,141,509,638,False
41,Centenary (LA),31,8,23,0.258,-8.46,-1.56,6.0,12.0,4.0,5.0,2,15,1993,2207,1245.0,694,1722,0.403,232,673,0.345,373,549,0.679,,924,372,276,82,425,680,False
42,Central Arkansas,29,10,19,0.345,,,3.0,13.0,4.0,8.0,1,10,1841,2008,,627,1567,0.4,160,491,0.326,427,646,0.661,333.0,1007,319,161,93,395,535,False
43,Central Connecticut State,30,13,17,0.433,-10.35,-6.76,8.0,10.0,8.0,5.0,5,12,1943,2043,1205.0,719,1606,0.448,125,396,0.316,380,528,0.72,332.0,970,390,184,82,429,440,False
44,Central Michigan,31,12,19,0.387,-7.06,-4.15,7.0,9.0,8.0,6.0,3,11,1928,2018,1260.0,680,1628,0.418,180,536,0.336,388,615,0.631,362.0,981,306,244,79,447,696,False
45,Charleston Southern,29,9,20,0.31,-14.07,-5.46,4.0,14.0,7.0,9.0,2,10,2000,2091,1165.0,752,1721,0.437,195,583,0.334,301,476,0.632,368.0,1100,388,177,92,396,516,False
46,Charlotte,31,11,20,0.355,0.79,2.47,5.0,11.0,9.0,6.0,2,11,2130,2182,1265.0,752,1832,0.41,216,707,0.306,410,601,0.682,396.0,1095,422,200,103,406,578,False
47,Chattanooga,35,18,17,0.514,-6.25,-3.13,11.0,9.0,13.0,3.0,5,10,2657,2687,1415.0,877,2002,0.438,289,821,0.352,614,935,0.657,438.0,1374,477,218,79,551,648,True
48,Chicago State,32,19,13,0.594,-5.97,-4.51,,,11.0,3.0,6,9,2693,2577,1305.0,956,2077,0.46,253,730,0.347,528,773,0.683,461.0,1220,507,321,123,486,668,False
49,Cincinnati,32,18,14,0.563,7.83,6.77,8.0,10.0,14.0,5.0,4,7,2187,2123,1295.0,792,1869,0.424,233,702,0.332,370,563,0.657,457.0,1205,466,183,103,436,588,False
50,Clemson,32,23,9,0.719,15.56,6.59,9.0,7.0,13.0,3.0,7,5,2507,2177,1285.0,912,1971,0.463,256,684,0.374,427,621,0.688,462.0,1189,478,298,187,456,575,True
51,Cleveland State,37,26,11,0.703,6.97,2.12,12.0,6.0,13.0,2.0,8,8,2455,2203,1480.0,882,2043,0.432,180,578,0.311,511,729,0.701,441.0,1267,512,320,118,454,680,True
52,Coastal Carolina,31,11,20,0.355,-11.74,-6.98,5.0,13.0,8.0,6.0,2,13,2148,2193,1255.0,786,1770,0.444,220,656,0.335,356,578,0.616,386.0,1140,455,207,95,500,525,False
53,Colgate,30,10,20,0.333,-13.26,-6.12,5.0,9.0,4.0,7.0,6,13,1701,1895,1210.0,590,1466,0.402,148,467,0.317,373,556,0.671,273.0,945,310,135,99,441,508,False
54,College of Charleston,36,27,9,0.75,-1.33,-5.87,15.0,5.0,12.0,4.0,11,5,2781,2616,1445.0,1014,2150,0.472,300,785,0.382,453,687,0.659,422.0,1281,486,243,149,452,581,False
55,Colorado,31,9,22,0.29,-0.06,5.04,1.0,15.0,8.0,9.0,0,10,1951,2091,1255.0,675,1486,0.454,172,497,0.346,429,587,0.731,201.0,855,356,185,50,436,574,False
56,Colorado State,31,9,22,0.29,-1.16,3.88,4.0,12.0,6.0,9.0,2,11,2142,2300,1255.0,737,1722,0.428,193,542,0.356,475,663,0.716,344.0,1022,339,180,74,425,601,False
57,Columbia,28,12,16,0.429,-9.92,-6.46,7.0,7.0,9.0,6.0,3,9,1689,1740,1125.0,602,1490,0.404,138,435,0.317,347,519,0.669,306.0,955,324,184,54,395,525,False
58,Connecticut,36,31,5,0.861,22.17,8.57,15.0,3.0,14.0,2.0,9,1,2819,2313,1475.0,996,2102,0.474,165,484,0.341,662,976,0.678,511.0,1559,567,209,280,458,471,True
59,Coppin State,32,13,19,0.406,-9.56,-4.59,9.0,7.0,7.0,2.0,4,14,2043,2161,1285.0,729,1767,0.413,185,534,0.346,400,555,0.721,337.0,993,307,252,45,404,529,False
60,Cornell,31,21,10,0.677,2.71,-4.01,11.0,3.0,14.0,0.0,5,8,2281,2007,1250.0,821,1736,0.473,241,587,0.411,398,545,0.73,321.0,1105,482,203,121,398,556,True
61,Creighton,35,27,8,0.771,8.69,0.92,14.0,4.0,16.0,3.0,8,4,2565,2293,1405.0,857,1929,0.444,276,727,0.38,575,768,0.749,344.0,1140,493,287,138,428,658,False
62,Dartmouth,28,9,19,0.321,-13.28,-6.03,7.0,7.0,6.0,9.0,3,9,1750,1897,1140.0,642,1560,0.412,146,427,0.342,320,486,0.658,309.0,920,272,185,122,389,559,False
63,Davidson,35,27,8,0.771,8.26,-3.33,18.0,2.0,12.0,3.0,11,3,2724,2306,1400.0,957,2194,0.436,305,859,0.355,505,722,0.699,457.0,1357,492,285,113,439,715,False
64,Dayton,35,27,8,0.771,7.16,1.76,11.0,5.0,18.0,0.0,5,5,2339,2150,1410.0,831,1972,0.421,190,579,0.328,487,752,0.648,484.0,1328,485,227,124,476,672,True
65,Delaware,32,13,19,0.406,-4.83,-2.64,6.0,12.0,8.0,7.0,3,11,2174,2244,1290.0,735,1778,0.413,231,696,0.332,473,673,0.703,329.0,1089,419,180,92,416,583,False
66,Delaware State,32,8,24,0.25,-14.53,-4.78,6.0,10.0,5.0,6.0,3,14,1847,2098,1290.0,683,1615,0.423,185,546,0.339,296,454,0.652,355.0,979,314,165,123,489,516,False
67,Denver,31,15,16,0.484,-4.58,-4.97,9.0,9.0,12.0,3.0,2,12,1884,1872,1265.0,642,1339,0.479,243,645,0.377,357,484,0.738,145.0,739,422,160,63,406,645,False
68,DePaul,33,9,24,0.273,-1.21,6.88,0.0,18.0,6.0,10.0,1,11,2123,2390,1320.0,780,1920,0.406,188,635,0.296,375,609,0.616,426.0,1144,373,223,102,414,501,False
69,Detroit Mercy,30,7,23,0.233,-8.08,0.65,2.0,16.0,4.0,8.0,3,15,1694,1937,1205.0,610,1464,0.417,96,348,0.276,378,585,0.646,306.0,931,310,196,89,504,622,False
70,Drake,33,17,16,0.515,1.32,1.41,7.0,11.0,12.0,7.0,4,7,2128,2063,1330.0,687,1649,0.417,266,765,0.348,488,648,0.753,304.0,1079,382,208,73,421,515,False
71,Drexel,29,15,14,0.517,-0.8,-1.28,10.0,8.0,8.0,5.0,7,8,1788,1774,1165.0,609,1635,0.372,142,484,0.293,428,637,0.672,445.0,1159,323,142,111,367,578,False
72,Duke,37,30,7,0.811,20.1,9.07,11.0,5.0,16.0,1.0,6,5,2867,2439,1485.0,971,2186,0.444,267,766,0.349,658,904,0.728,490.0,1348,492,311,146,454,671,True
73,Duquesne,34,21,13,0.618,6.04,2.48,9.0,7.0,10.0,5.0,8,7,2683,2541,1380.0,935,1987,0.471,296,825,0.359,517,743,0.696,375.0,1135,564,257,116,465,594,False
74,East Carolina,30,13,17,0.433,-3.0,1.26,5.0,11.0,10.0,6.0,3,10,2176,2214,1210.0,736,1666,0.442,261,689,0.379,443,605,0.732,316.0,1018,441,169,88,367,506,False
75,East Tennessee State,34,23,11,0.676,3.21,-1.87,14.0,6.0,11.0,2.0,9,6,2657,2383,1370.0,944,2044,0.462,195,590,0.331,574,810,0.709,395.0,1290,429,287,131,477,622,True
76,Eastern Illinois,30,12,18,0.4,-9.18,-5.47,8.0,10.0,9.0,5.0,3,13,1936,1982,1205.0,706,1599,0.442,154,428,0.36,370,515,0.718,321.0,1024,386,149,57,387,527,False
77,Eastern Kentucky,31,18,13,0.581,-2.82,-5.45,10.0,8.0,12.0,2.0,5,11,2247,2061,1255.0,798,1707,0.467,320,798,0.401,331,478,0.692,327.0,922,490,240,58,338,498,False
78,Eastern Michigan,32,8,24,0.25,-11.69,-1.79,6.0,10.0,5.0,9.0,3,12,1834,2040,1295.0,666,1656,0.402,154,507,0.304,348,574,0.606,369.0,1102,366,194,114,503,539,False
79,Eastern Washington,30,12,18,0.4,-7.13,-1.81,6.0,10.0,9.0,5.0,3,13,1905,2055,1210.0,689,1647,0.418,165,509,0.324,362,524,0.691,320.0,964,352,174,64,380,575,False
80,Elon,31,11,20,0.355,-11.97,-4.62,7.0,13.0,8.0,6.0,2,14,2041,2197,1260.0,747,1712,0.436,185,532,0.348,362,561,0.645,317.0,1008,424,223,104,434,564,False
81,Evansville,31,17,14,0.548,1.87,2.29,8.0,10.0,15.0,4.0,2,9,2081,2038,1245.0,733,1642,0.446,99,311,0.318,516,744,0.694,311.0,1041,456,183,41,408,619,False
82,Fairfield,32,17,15,0.531,-2.29,-0.44,9.0,9.0,9.0,4.0,6,9,2093,2152,1280.0,739,1756,0.421,200,601,0.333,415,632,0.657,372.0,1104,427,205,118,429,569,False
83,FDU,30,7,23,0.233,-17.59,-5.18,6.0,12.0,4.0,9.0,3,14,1909,2282,1215.0,675,1614,0.418,123,438,0.281,436,685,0.636,346.0,963,335,175,131,511,517,False
84,Florida,36,25,11,0.694,12.83,3.88,9.0,7.0,19.0,2.0,2,7,2774,2427,1440.0,1018,2134,0.477,294,802,0.367,444,641,0.693,399.0,1234,605,294,97,434,576,False
85,Florida A&M,31,10,21,0.323,-17.22,-5.72,6.0,10.0,7.0,3.0,1,16,1899,2228,1260.0,669,1724,0.388,210,654,0.321,351,564,0.622,,961,333,215,66,432,591,False
86,Florida Atlantic,32,6,26,0.188,-9.68,-2.1,2.0,16.0,5.0,7.0,0,18,2079,2319,1280.0,736,1777,0.414,173,532,0.325,434,587,0.739,357.0,1069,391,143,104,392,594,False
87,Florida Gulf Coast,31,11,20,0.355,,,7.0,13.0,10.0,6.0,0,14,2021,2218,,671,1666,0.403,167,504,0.331,512,732,0.699,351.0,1097,422,238,91,544,628,False
88,Florida International,33,13,20,0.394,-7.71,-1.52,7.0,11.0,10.0,7.0,3,12,2071,2240,1330.0,721,1731,0.417,193,553,0.349,436,683,0.638,375.0,1134,395,177,95,498,628,False
89,Florida State,35,25,10,0.714,11.37,7.91,10.0,6.0,13.0,3.0,8,5,2392,2271,1410.0,820,1886,0.435,216,631,0.342,536,739,0.725,399.0,1253,423,284,202,548,657,True
90,Fordham,28,3,25,0.107,-14.14,1.08,1.0,15.0,2.0,13.0,1,11,1718,2144,1120.0,617,1626,0.379,169,569,0.297,315,503,0.626,302.0,851,303,174,80,350,546,False
91,Fresno State,34,13,21,0.382,-4.11,0.96,3.0,13.0,9.0,8.0,3,10,2299,2372,1380.0,803,1832,0.438,244,701,0.348,449,669,0.671,350.0,1137,482,223,161,491,569,False
92,Furman,30,6,24,0.2,-16.07,-4.62,4.0,16.0,6.0,7.0,0,16,1830,2130,1210.0,638,1581,0.404,162,524,0.309,392,565,0.694,314.0,928,340,161,88,428,600,False
93,Gardner-Webb,30,13,17,0.433,-8.32,-5.04,9.0,9.0,7.0,5.0,6,12,2220,2244,1215.0,789,1830,0.431,238,676,0.352,404,588,0.687,392.0,1143,491,222,78,445,598,False
94,George Mason,33,22,11,0.667,3.78,-1.98,13.0,5.0,14.0,0.0,6,11,2189,1999,1335.0,813,1813,0.448,178,538,0.331,385,598,0.644,382.0,1191,382,201,106,393,519,False
95,George Washington,28,10,18,0.357,-2.08,0.31,4.0,12.0,7.0,5.0,3,10,1853,1920,1140.0,651,1484,0.439,163,450,0.362,388,571,0.68,318.0,987,354,166,128,411,542,False
96,Georgetown,31,16,15,0.516,14.39,8.97,7.0,11.0,11.0,5.0,3,8,2148,1980,1260.0,742,1581,0.469,191,575,0.332,473,662,0.715,311.0,1015,425,245,122,450,550,False
97,Georgia,32,12,20,0.375,-1.81,5.5,3.0,13.0,10.0,8.0,1,9,2077,2237,1290.0,759,1842,0.412,204,597,0.342,355,556,0.638,405.0,1203,417,233,122,556,535,False
98,Georgia Southern,30,8,22,0.267,-13.5,-3.7,5.0,15.0,6.0,7.0,1,13,2114,2363,1200.0,772,1776,0.435,213,616,0.346,357,539,0.662,356.0,1022,348,204,73,449,600,False
99,Georgia State,32,12,20,0.375,-6.13,-1.83,8.0,10.0,6.0,8.0,4,11,1929,2036,1300.0,715,1717,0.416,178,565,0.315,321,521,0.616,354.0,1048,368,220,77,401,564,False
100,Georgia Tech,31,12,19,0.387,5.56,7.32,2.0,14.0,10.0,9.0,2,10,2208,2216,1260.0,815,1868,0.436,159,492,0.323,419,665,0.63,404.0,1211,462,256,154,522,608,False
101,Gonzaga,34,28,6,0.824,17.95,3.55,14.0,0.0,11.0,2.0,9,1,2684,2142,1370.0,967,1982,0.488,251,643,0.39,499,696,0.717,345.0,1276,512,246,174,386,551,True
102,Grambling,29,6,23,0.207,-23.07,-10.1,4.0,14.0,4.0,8.0,1,14,1766,2084,1180.0,644,1559,0.413,168,520,0.323,310,509,0.609,308.0,949,345,147,79,448,523,False
103,Green Bay,33,22,11,0.667,5.63,0.73,13.0,5.0,13.0,2.0,7,7,2399,2196,1330.0,796,1788,0.445,268,653,0.41,539,685,0.787,362.0,1068,462,231,83,417,626,False
104,Hampton,32,16,16,0.5,-10.79,-7.58,8.0,8.0,6.0,6.0,7,8,1851,1902,1300.0,632,1683,0.376,164,602,0.272,423,639,0.662,421.0,1125,349,269,124,530,553,False
105,Hartford,33,7,26,0.212,-13.24,-2.93,2.0,14.0,4.0,8.0,1,16,1998,2316,1335.0,695,1754,0.396,258,832,0.31,350,494,0.709,273.0,1001,425,216,54,460,683,False
106,Harvard,28,14,14,0.5,-7.57,-6.05,6.0,8.0,7.0,6.0,7,8,1890,1888,1135.0,645,1387,0.465,173,472,0.367,427,586,0.729,227.0,826,352,206,94,396,486,False
107,Hawaii,30,13,17,0.433,-2.51,-1.34,5.0,11.0,11.0,9.0,2,7,1921,1956,1205.0,659,1554,0.424,106,374,0.283,497,696,0.714,393.0,1040,388,172,114,477,564,False
108,High Point,30,9,21,0.3,-13.1,-5.89,4.0,14.0,5.0,10.0,4,11,1931,2001,1205.0,730,1720,0.424,178,566,0.314,293,469,0.625,401.0,1134,383,211,133,482,517,False
109,Hofstra,32,21,11,0.656,-3.42,-2.9,11.0,7.0,10.0,3.0,8,6,2128,2126,1300.0,729,1851,0.394,180,573,0.314,490,707,0.693,487.0,1306,363,210,168,487,677,False
110,Holy Cross,32,18,14,0.563,-3.56,-5.91,11.0,3.0,12.0,4.0,6,10,2067,1992,1285.0,742,1727,0.43,147,468,0.314,436,643,0.678,436.0,1151,450,271,102,509,632,False
111,Houston,33,21,12,0.636,8.26,1.29,10.0,6.0,12.0,3.0,6,8,2501,2259,1330.0,873,2064,0.423,193,598,0.323,562,753,0.746,419.0,1222,399,267,137,323,577,False
112,Houston Christian,30,5,25,0.167,,,,,2.0,7.0,1,14,2050,2469,1205.0,723,1781,0.406,232,722,0.321,372,566,0.657,339.0,995,353,220,79,476,627,False
113,Howard,31,8,23,0.258,-16.62,-6.58,6.0,10.0,8.0,5.0,0,14,1900,2186,1250.0,660,1576,0.419,169,532,0.318,411,643,0.639,283.0,964,314,148,100,497,551,False
114,Idaho,33,17,16,0.515,-0.56,-0.15,9.0,7.0,13.0,3.0,4,12,2176,2167,1320.0,767,1673,0.458,193,534,0.361,449,685,0.655,308.0,1002,443,213,113,406,602,False
115,Idaho State,32,13,19,0.406,-3.22,0.17,9.0,7.0,11.0,4.0,2,14,2089,2189,1315.0,763,1654,0.461,129,390,0.331,434,631,0.688,308.0,1016,403,182,120,418,632,False
116,Illinois,34,24,10,0.706,14.38,6.73,11.0,7.0,14.0,3.0,5,5,2204,1944,1370.0,859,1865,0.461,188,537,0.35,298,419,0.711,320.0,1127,595,199,122,420,521,True
117,Illinois State,34,24,10,0.706,7.83,1.52,11.0,7.0,13.0,2.0,7,7,2414,2155,1400.0,835,1887,0.443,297,781,0.38,447,646,0.692,385.0,1257,457,238,95,431,604,False
118,Illinois-Chicago,31,16,15,0.516,0.98,0.02,7.0,11.0,8.0,6.0,8,8,2087,2035,1245.0,724,1767,0.41,199,545,0.365,440,574,0.767,398.0,1156,390,191,103,403,515,False
119,Indiana,31,6,25,0.194,-2.03,8.98,1.0,17.0,5.0,10.0,0,11,1862,2190,1245.0,659,1532,0.43,167,498,0.335,377,581,0.649,314.0,952,364,191,64,542,601,False
120,Indiana State,32,11,21,0.344,-3.38,2.04,7.0,11.0,5.0,9.0,4,10,2019,2181,1300.0,674,1640,0.411,241,693,0.348,430,590,0.729,311.0,1016,378,166,91,454,592,False
121,Iona,31,12,19,0.387,-3.24,-2.37,7.0,11.0,5.0,6.0,5,10,1930,1957,1260.0,637,1541,0.413,174,524,0.332,482,732,0.658,332.0,1026,378,205,91,486,616,False
122,Iowa,32,15,17,0.469,6.65,6.84,5.0,13.0,13.0,4.0,1,11,1927,1908,1300.0,650,1469,0.442,258,709,0.364,369,496,0.744,250.0,928,375,152,68,401,537,False
123,Iowa State,32,15,17,0.469,3.48,5.68,4.0,12.0,13.0,6.0,2,10,2078,2100,1285.0,748,1732,0.432,236,683,0.346,346,491,0.705,249.0,1078,454,127,110,388,505,False
124,IU Indy,30,16,14,0.533,-2.92,-2.51,9.0,9.0,8.0,5.0,7,6,1964,1899,1205.0,733,1533,0.478,147,436,0.337,351,537,0.654,286.0,930,399,216,109,384,464,False
125,Jackson State,33,18,15,0.545,-9.5,-8.22,15.0,3.0,9.0,0.0,6,14,2307,2328,1325.0,806,1851,0.435,135,503,0.268,560,795,0.704,420.0,1203,452,240,91,520,640,False
126,Jacksonville,32,18,14,0.563,1.62,-0.05,15.0,5.0,10.0,5.0,8,8,2363,2210,1295.0,822,1841,0.446,201,574,0.35,518,749,0.692,456.0,1195,419,261,117,460,645,False
127,Jacksonville State,28,11,17,0.393,-8.2,-4.78,5.0,13.0,6.0,6.0,5,11,1962,1981,1130.0,682,1575,0.433,173,457,0.379,425,651,0.653,365.0,977,423,184,64,389,516,False
128,James Madison,36,21,15,0.583,-1.14,-2.91,9.0,9.0,9.0,4.0,8,7,2540,2465,1455.0,870,1948,0.447,251,708,0.355,549,725,0.757,351.0,1220,427,225,79,503,621,False
129,Kansas,35,27,8,0.771,18.02,7.9,14.0,2.0,18.0,0.0,6,4,2674,2290,1405.0,945,1979,0.478,217,585,0.371,567,782,0.725,421.0,1371,555,239,155,508,664,True
130,Kansas City,31,7,24,0.226,-10.11,-1.25,3.0,15.0,3.0,9.0,3,14,2008,2263,1245.0,702,1742,0.403,175,579,0.302,429,605,0.709,353.0,1007,340,208,55,406,631,False
131,Kansas State,34,22,12,0.647,12.18,5.24,9.0,7.0,16.0,3.0,5,6,2556,2266,1375.0,887,2057,0.431,223,637,0.35,559,862,0.648,555.0,1333,481,242,103,472,711,False
132,Kennesaw State,29,7,22,0.241,,,3.0,17.0,5.0,8.0,1,14,1690,1990,,620,1626,0.381,198,626,0.316,252,381,0.661,356.0,886,320,217,102,415,502,False
133,Kent State,34,19,15,0.559,0.66,-0.97,10.0,6.0,13.0,3.0,5,9,2343,2199,1390.0,857,1953,0.439,197,589,0.334,432,665,0.65,409.0,1204,434,274,91,441,682,False
134,Kentucky,36,22,14,0.611,12.69,4.82,8.0,8.0,13.0,6.0,5,7,2669,2386,1440.0,933,1940,0.481,202,572,0.353,601,777,0.773,382.0,1330,567,238,238,608,634,False
135,La Salle,31,18,13,0.581,3.45,1.12,9.0,7.0,11.0,6.0,6,4,2207,2135,1260.0,779,1766,0.441,168,501,0.335,481,702,0.685,404.0,1186,403,210,114,444,528,False
