Rk,School,G,W,L,W-L%,SRS,SOS,W_1,L_1,W_2,L_2,W_3,L_3,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,in_tourney
65,Denver,31,20,11,0.645,4.55,-0.45,12.0,3.0,12,1,6,9,2266,2076,,,0.347,0.302,0.561,47.9,58.9,,8.2,0.532,16.7,,0.243,False
66,DePaul,31,20,11,0.645,8.94,4.62,10.0,6.0,14,3,5,7,2120,1986,,,0.341,0.295,0.524,53.6,56.3,,6.4,0.493,15.6,,0.233,False
67,Detroit Mercy,30,14,16,0.467,1.62,1.0,9.0,7.0,9,5,3,11,1840,1809,,,0.35,0.262,0.506,54.7,47.9,,5.9,0.476,17.7,,0.229,False
68,Drake,29,13,16,0.448,2.26,4.57,7.0,11.0,9,6,3,9,2010,2077,,,0.464,0.334,0.527,52.5,53.3,,5.4,0.475,19.3,,0.335,False
69,Drexel,29,17,12,0.586,1.82,-1.91,12.0,6.0,8,3,8,8,2022,1914,,,0.419,0.368,0.535,48.7,59.9,,8.9,0.5,15.7,,0.283,False
70,Duke,33,27,6,0.818,23.01,10.05,11.0,5.0,14,1,5,4,2581,2153,,,0.429,0.398,0.56,51.1,49.4,,11.0,0.521,16.5,,0.305,True
71,Duquesne,30,8,22,0.267,-6.6,0.9,5.0,11.0,4,9,3,11,2014,2239,,,0.267,0.311,0.507,48.0,59.6,,7.2,0.469,17.3,,0.204,False
72,East Carolina,28,9,19,0.321,-2.61,5.7,4.0,12.0,6,7,1,11,1793,1934,,,0.386,0.257,0.472,52.4,54.6,,7.4,0.436,19.1,,0.243,False
73,East Tennessee State,29,10,19,0.345,-9.75,-3.25,4.0,12.0,8,6,1,13,2228,2283,,,0.313,0.293,0.535,49.3,41.6,,3.8,0.509,19.2,,0.213,False
74,Eastern Illinois,28,12,16,0.429,-7.74,-3.08,7.0,9.0,9,4,2,12,1914,2016,,,0.364,0.303,0.545,51.0,57.7,,6.1,0.507,20.2,,0.266,False
75,Eastern Kentucky,31,22,9,0.71,-2.68,-5.18,11.0,5.0,12,1,8,7,2256,2078,,,0.313,0.311,0.554,52.1,56.8,,7.2,0.531,18.1,,0.21,True
76,Eastern Michigan,30,12,18,0.4,-2.33,0.82,5.0,13.0,9,5,1,12,2178,2204,,,0.505,0.312,0.54,48.3,52.5,,4.5,0.494,18.4,,0.35,False
77,Eastern Washington,28,8,20,0.286,-8.61,-2.35,5.0,9.0,5,6,2,13,1736,1893,,,0.346,0.364,0.509,49.1,63.5,,3.4,0.478,21.1,,0.229,False
78,Elon,31,8,23,0.258,-10.92,-2.79,5.0,11.0,5,8,2,13,1868,2090,66.3,90.2,0.367,0.334,0.492,47.9,50.8,11.6,5.8,0.464,20.0,28.5,0.227,False
79,Evansville,28,11,17,0.393,0.86,2.96,5.0,13.0,10,5,1,10,1986,2045,,,0.357,0.392,0.553,47.1,63.0,,3.7,0.528,18.1,,0.239,False
80,Fairfield,30,15,15,0.5,-2.19,-3.23,11.0,7.0,7,5,6,8,2041,2010,,,0.328,0.303,0.511,49.4,59.5,,11.7,0.472,16.4,,0.237,False
81,FDU,33,20,13,0.606,-4.13,-6.91,13.0,5.0,12,3,7,8,2432,2310,,,0.324,0.317,0.534,50.8,55.7,,7.8,0.508,17.0,,0.216,True
82,Florida,32,24,8,0.75,20.19,7.13,12.0,4.0,13,3,6,4,2438,2020,,,0.409,0.358,0.583,54.2,56.3,,8.4,0.552,17.5,,0.289,True
83,Florida A&M,29,14,15,0.483,-15.07,-9.24,10.0,8.0,7,3,6,11,1972,2141,,,0.38,0.288,0.506,50.4,46.7,,2.5,0.473,20.5,,0.25,False
84,Florida Atlantic,27,10,17,0.37,-9.02,-7.13,10.0,10.0,3,8,7,8,2073,2124,,,0.353,0.323,0.522,50.7,47.7,,7.2,0.496,19.0,,0.227,False
85,Florida International,30,13,17,0.433,-3.91,0.33,4.0,10.0,8,7,3,9,2028,2136,,,0.471,0.277,0.522,53.8,56.3,,5.8,0.486,22.5,,0.305,False
86,Florida State,31,12,19,0.387,6.82,8.99,4.0,12.0,9,7,3,8,2128,2170,,,0.375,0.333,0.541,49.0,52.1,,5.8,0.512,20.1,,0.249,False
87,Fordham,29,13,16,0.448,-1.79,-0.34,8.0,8.0,9,4,3,10,1829,1871,,,0.349,0.364,0.511,49.7,59.0,,7.7,0.484,21.0,,0.224,False
88,Fresno State,30,16,14,0.533,1.13,0.31,9.0,9.0,10,6,5,7,2143,2109,,,0.359,0.353,0.526,51.0,58.8,,6.5,0.498,19.0,,0.235,False
89,Furman,29,16,13,0.552,-3.96,-3.72,9.0,7.0,11,2,5,8,2120,1903,,,0.306,0.421,0.575,49.3,62.3,,4.0,0.552,18.8,,0.214,False
90,Gardner-Webb,30,18,12,0.6,-5.88,-8.1,13.0,7.0,11,2,5,9,2172,2055,,,0.299,0.391,0.526,51.6,57.3,,5.4,0.495,18.3,,0.211,False
91,George Mason,29,16,13,0.552,0.93,-2.83,10.0,8.0,10,2,5,8,2127,2018,,,0.397,0.338,0.544,48.8,56.8,,5.5,0.509,15.5,,0.276,False
92,George Washington,30,22,8,0.733,10.62,1.05,11.0,5.0,10,3,8,4,2308,2021,,,0.396,0.255,0.555,52.2,58.1,,7.6,0.522,17.7,,0.274,True
93,Georgetown,32,19,13,0.594,9.86,6.54,8.0,8.0,12,5,4,6,2061,1955,,,0.301,0.426,0.557,49.6,63.0,,9.1,0.53,19.2,,0.212,False
94,Georgia,28,8,20,0.286,-1.21,6.47,2.0,14.0,8,9,0,9,1683,1898,,,0.384,0.346,0.481,47.1,46.3,,6.3,0.447,19.6,,0.243,False
95,Georgia Southern,31,18,13,0.581,-2.32,-5.32,10.0,6.0,12,1,5,9,2506,2331,,,0.374,0.301,0.52,49.9,52.5,,7.6,0.478,16.7,,0.268,False
96,Georgia State,29,14,15,0.483,-8.09,-5.66,11.0,9.0,8,4,5,11,2049,2097,,,0.293,0.413,0.531,47.3,51.9,,8.1,0.502,16.4,,0.205,False
97,Georgia Tech,32,20,12,0.625,17.21,9.77,8.0,8.0,13,3,4,6,2371,2133,,,0.372,0.304,0.537,51.6,55.5,,8.6,0.503,17.9,,0.257,True
98,Gonzaga,31,26,5,0.839,13.29,4.36,12.0,2.0,14,0,6,3,2454,2159,,,0.468,0.237,0.59,55.8,56.8,,5.8,0.548,16.7,,0.346,True
99,Grambling,26,14,12,0.538,-17.12,-12.75,11.0,7.0,9,3,5,8,1732,1806,,,0.312,0.323,0.488,48.5,58.8,,6.3,0.464,18.8,,0.192,False
100,Green Bay,28,17,11,0.607,-1.94,-0.09,10.0,6.0,10,4,7,6,1883,1927,,,0.341,0.327,0.549,47.4,57.5,,3.7,0.512,17.7,,0.251,False
101,Hampton,30,17,13,0.567,-9.2,-10.97,13.0,5.0,7,2,8,9,1973,1920,,,0.43,0.275,0.511,51.8,51.1,,5.0,0.483,21.3,,0.264,False
102,Hartford,28,8,20,0.286,-15.12,-4.23,4.0,14.0,7,5,0,13,1665,1954,,,0.265,0.277,0.457,48.2,39.7,,3.8,0.431,18.3,,0.167,False
103,Harvard,27,12,15,0.444,-6.73,-4.47,7.0,7.0,8,4,4,10,1813,1874,,,0.353,0.337,0.516,51.3,55.8,,6.2,0.478,21.2,,0.249,False
104,Hawaii,29,16,13,0.552,4.06,1.86,7.0,11.0,13,4,2,8,1990,1926,,,0.28,0.31,0.514,49.5,65.8,,7.4,0.49,16.1,,0.185,False
105,High Point,31,13,18,0.419,-7.69,-7.39,7.0,9.0,10,4,3,12,2310,2206,,,0.388,0.301,0.519,51.3,54.2,,5.9,0.488,18.9,,0.252,False
106,Hofstra,30,21,9,0.7,2.74,-2.53,12.0,6.0,10,2,10,6,2157,1982,,,0.371,0.361,0.54,51.0,51.4,,8.2,0.514,17.4,,0.242,False
107,Holy Cross,32,25,7,0.781,5.89,-4.21,13.0,1.0,13,3,12,4,2140,1817,,,0.365,0.318,0.526,53.2,58.7,,10.2,0.497,17.5,,0.24,False
108,Houston,32,18,14,0.563,4.63,3.91,9.0,7.0,12,2,4,10,2226,2203,,,0.316,0.427,0.498,46.2,50.1,,8.6,0.472,15.1,,0.2,False
109,Howard,28,5,23,0.179,-20.49,-9.84,2.0,16.0,2,9,3,13,1792,2065,,,0.32,0.393,0.469,46.1,43.1,,5.8,0.433,18.7,,0.215,False
110,Idaho,30,8,22,0.267,-6.94,-1.55,6.0,12.0,6,6,2,13,1856,1979,,,0.275,0.301,0.482,49.4,47.8,,5.6,0.457,16.7,,0.176,False
111,Idaho State,27,9,18,0.333,-14.85,-5.9,3.0,11.0,7,6,1,11,1776,1893,,,0.409,0.319,0.508,46.2,56.7,,6.7,0.465,18.8,,0.284,False
112,Illinois,39,37,2,0.949,24.11,8.48,15.0,1.0,15,0,9,1,3002,2382,,,0.288,0.388,0.585,52.3,66.6,,5.9,0.56,14.3,,0.21,True
113,Illinois State,30,17,13,0.567,3.59,3.34,8.0,10.0,10,5,5,7,2003,1961,,,0.366,0.348,0.546,49.9,59.1,,5.1,0.521,18.8,,0.24,False
114,Illinois-Chicago,29,15,14,0.517,1.14,1.11,8.0,8.0,10,5,5,8,2035,1994,,,0.345,0.266,0.517,51.5,52.0,,5.5,0.483,15.9,,0.238,False
115,Indiana,29,15,14,0.517,10.19,10.02,10.0,6.0,12,4,2,8,1850,1845,,,0.391,0.345,0.525,47.9,53.7,,8.6,0.483,17.5,,0.279,False
116,Indiana State,31,11,20,0.355,0.6,4.44,5.0,13.0,10,4,0,12,1890,2009,,,0.39,0.306,0.491,47.9,57.0,,3.2,0.446,17.3,,0.273,False
117,Iona,31,15,16,0.484,-3.11,-3.43,9.0,9.0,9,4,3,11,2221,2211,,,0.415,0.239,0.531,50.1,58.4,,10.3,0.489,18.5,,0.293,False
118,Iowa,33,21,12,0.636,14.98,9.34,7.0,9.0,13,3,3,6,2407,2221,,,0.407,0.305,0.551,50.9,59.6,,9.2,0.517,17.9,,0.281,True
119,Iowa State,31,19,12,0.613,11.37,8.4,9.0,7.0,13,3,4,7,2112,2005,,,0.352,0.216,0.504,49.6,56.6,,6.9,0.469,16.2,,0.24,True
120,IU Indy,29,16,13,0.552,-0.56,-2.15,9.0,7.0,9,4,5,8,2068,1991,,,0.318,0.392,0.54,49.7,56.6,,5.7,0.511,14.5,,0.221,False
121,Jackson State,32,15,17,0.469,-15.63,-10.76,10.0,8.0,9,5,5,9,2058,2196,,,0.343,0.273,0.461,48.6,51.4,,8.3,0.42,20.1,,0.233,False
122,Jacksonville,29,16,13,0.552,-13.98,-9.5,11.0,9.0,9,5,6,7,2049,2159,,,0.409,0.284,0.536,47.7,55.0,,9.2,0.508,21.5,,0.264,False
123,Jacksonville State,29,7,22,0.241,-12.85,-4.92,2.0,14.0,6,6,0,13,2013,2178,67.9,100.9,0.36,0.315,0.54,49.0,53.9,10.9,9.2,0.503,18.7,31.2,0.259,False
124,James Madison,28,6,22,0.214,-14.41,-2.22,3.0,15.0,4,9,2,12,1695,2022,,,0.397,0.285,0.492,48.4,50.2,,6.5,0.455,21.9,,0.26,False
125,Kansas,30,23,7,0.767,20.68,10.85,12.0,4.0,15,1,6,4,2251,1956,,,0.385,0.32,0.565,52.4,61.8,,6.7,0.534,17.9,,0.268,True
126,Kansas City,28,16,12,0.571,-3.34,-2.68,12.0,4.0,9,4,7,7,2060,2023,,,0.375,0.353,0.547,48.8,55.8,,5.0,0.515,16.2,,0.259,False
127,Kansas State,29,17,12,0.586,9.98,7.72,6.0,10.0,13,5,2,6,2003,1911,,,0.371,0.273,0.525,51.5,64.7,,3.9,0.49,15.9,,0.254,False
128,Kent State,33,20,13,0.606,5.53,2.85,11.0,7.0,12,2,5,10,2322,2209,,,0.328,0.36,0.537,50.8,60.6,,3.3,0.508,17.4,,0.225,False
129,Kentucky,34,28,6,0.824,19.16,8.1,14.0,2.0,14,1,7,3,2503,2127,,,0.375,0.327,0.548,50.9,56.5,,8.0,0.521,16.3,,0.249,True
130,La Salle,29,10,19,0.345,-4.39,1.16,5.0,11.0,4,7,5,10,1817,1978,,,0.333,0.428,0.515,44.6,59.3,,3.7,0.475,18.3,,0.242,False
131,Lafayette,28,9,19,0.321,-11.65,-2.91,5.0,9.0,7,6,2,13,1879,2098,,,0.368,0.399,0.51,48.3,54.8,,5.1,0.464,21.2,,0.27,False
132,Lamar,29,18,11,0.621,-2.19,-4.39,9.0,7.0,12,4,6,7,2338,2167,,,0.435,0.306,0.529,49.6,54.7,,7.4,0.492,16.9,,0.293,False
133,Lehigh,29,14,15,0.483,-6.73,-6.77,7.0,7.0,8,5,5,10,1783,1756,,,0.4,0.357,0.495,49.8,64.7,,4.3,0.447,18.1,,0.283,False
134,Liberty,28,13,15,0.464,-12.82,-6.01,11.0,5.0,8,5,5,10,1902,2082,,,0.405,0.318,0.499,49.7,52.3,,5.0,0.465,18.9,,0.26,False
135,Lipscomb,28,16,12,0.571,-12.11,-10.49,11.0,9.0,12,2,4,9,1939,1936,68.1,100.3,0.367,0.378,0.525,53.1,54.1,9.2,6.2,0.496,19.4,35.2,0.241,False
136,Little Rock,28,18,10,0.643,-0.47,0.89,10.0,4.0,13,1,4,8,1891,1870,,,0.387,0.261,0.544,49.4,55.7,,5.8,0.504,19.6,,0.282,False
137,Long Beach State,30,10,20,0.333,-6.21,-0.14,7.0,11.0,8,5,1,13,1820,1990,,,0.32,0.313,0.494,50.1,50.8,,5.6,0.464,20.8,,0.211,False
138,Long Island University,29,14,15,0.483,-12.31,-7.92,10.0,8.0,10,3,4,11,1955,2068,,,0.362,0.363,0.512,49.3,54.5,,4.1,0.48,19.3,,0.239,False
139,Longwood,31,1,30,0.032,,,,,0,9,0,11,1978,2490,74.3,85.5,0.236,0.334,0.457,47.2,53.1,9.2,9.3,0.434,19.7,29.9,0.149,False
140,Louisiana,31,20,11,0.645,5.7,1.9,11.0,4.0,11,1,5,9,2239,2109,,,0.363,0.334,0.53,52.2,46.6,,5.3,0.502,18.6,,0.239,True
141,Louisiana State,30,20,10,0.667,11.6,7.77,12.0,4.0,14,1,4,6,2257,2142,,,0.405,0.338,0.56,53.3,57.0,,7.3,0.52,16.7,,0.296,True
142,Louisiana Tech,29,14,15,0.483,1.06,1.23,9.0,9.0,8,4,5,9,2040,2045,,,0.377,0.273,0.51,51.9,60.2,,4.6,0.485,17.9,,0.234,False
143,Louisiana-Monroe,27,8,19,0.296,-13.52,-4.81,2.0,14.0,6,7,2,12,1751,1895,,,0.357,0.294,0.505,50.5,53.4,,5.8,0.478,20.5,,0.226,False
144,Louisville,38,33,5,0.868,22.56,6.17,14.0,2.0,15,2,10,1,3066,2436,,,0.436,0.418,0.586,54.1,58.4,,7.0,0.55,17.0,,0.315,True
145,Loyola (IL),30,13,17,0.433,-1.68,1.01,8.0,8.0,7,6,5,11,2018,2081,,,0.35,0.335,0.536,47.1,51.5,,6.5,0.504,19.8,,0.242,False
146,Loyola (MD),28,6,22,0.214,-14.01,-4.41,5.0,13.0,5,8,1,12,1846,2115,,,0.424,0.244,0.497,50.3,52.1,,4.7,0.456,21.0,,0.282,False
147,Loyola Marymount,28,11,17,0.393,-1.18,2.86,3.0,11.0,6,6,4,10,1899,1976,,,0.296,0.26,0.494,48.0,61.7,,5.8,0.455,16.6,,0.217,False
148,Maine,29,14,15,0.483,-7.03,-4.21,8.0,10.0,7,4,6,9,1844,1886,,,0.291,0.35,0.512,51.6,53.6,,7.3,0.479,22.4,,0.208,False
149,Manhattan,29,15,14,0.517,-1.12,-2.41,9.0,9.0,11,2,3,11,2118,2037,,,0.385,0.278,0.526,48.3,50.1,,9.2,0.49,14.9,,0.264,False
150,Marist,28,11,17,0.393,-7.02,-4.31,8.0,10.0,7,6,4,11,1961,2037,,,0.36,0.393,0.546,48.7,63.0,,3.9,0.517,17.4,,0.244,False
