Rk,School,G,W,L,W-L%,SRS,SOS,W_1,L_1,W_2,L_2,W_3,L_3,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,in_tourney
304,Tennessee-Martin,33,22,11,0.667,-5.92,-9.06,13,7,12,3,8,6,2303,2085,1325,788,1873,0.421,265,871,0.304,462,682,0.677,458,1317,448,292,143,475,552,False
305,Texas,32,18,14,0.563,16.17,10.3,9,9,12,5,4,6,2681,2458,1290,905,1862,0.486,237,671,0.353,634,843,0.752,384,1205,394,184,94,353,603,True
306,Texas A&M,32,21,11,0.656,16.76,8.6,11,7,14,4,6,5,2807,2546,1310,946,2065,0.458,346,956,0.362,569,772,0.737,391,1207,580,260,103,347,619,True
307,Texas A&M-Corpus Christi,33,18,15,0.545,-2.48,-1.62,13,9,10,5,7,9,2393,2234,1325,848,1855,0.457,211,592,0.356,486,718,0.677,377,1191,441,251,99,436,666,False
308,Texas Christian,33,22,11,0.667,15.75,9.51,11,7,14,5,5,5,2584,2378,1335,896,2000,0.448,244,737,0.331,548,774,0.708,410,1194,516,254,150,361,538,True
309,Texas Southern,30,12,18,0.4,-14.05,-7.98,10,8,9,5,3,12,2251,2339,1221,789,1753,0.45,185,563,0.329,488,681,0.717,311,1069,338,204,102,409,590,False
310,Texas State,32,19,13,0.594,-7.26,-6.69,11,7,16,1,3,9,2365,2271,1295,865,1846,0.469,151,458,0.33,484,638,0.759,364,1142,419,268,115,405,576,False
311,Texas Tech,32,22,10,0.688,21.95,14.17,12,6,14,2,5,5,2573,2324,1285,913,1953,0.467,369,938,0.393,378,529,0.715,369,1182,507,185,119,346,523,True
312,Texas-Rio Grande Valley,33,19,14,0.576,0.93,-2.2,14,8,10,5,8,8,2505,2293,1335,889,1876,0.474,310,828,0.374,417,547,0.762,314,1152,546,200,93,399,592,False
313,The Citadel,33,11,22,0.333,-16.51,-5.91,7,11,7,8,3,12,2322,2558,1345,817,1930,0.423,314,959,0.327,374,556,0.673,345,1087,422,183,81,343,537,False
314,Toledo,34,19,15,0.559,0.78,-1.57,11,7,11,4,5,9,2755,2603,1360,1020,2084,0.489,246,673,0.366,469,618,0.759,351,1155,550,262,103,347,504,False
315,Towson,34,19,15,0.559,-0.82,-1.44,9,9,11,3,3,10,2354,2248,1365,858,2028,0.423,217,715,0.303,421,606,0.695,460,1332,346,204,114,351,533,False
316,Troy,33,22,11,0.667,-0.76,-4.57,12,6,10,3,9,7,2649,2412,1370,905,2014,0.449,307,917,0.335,532,721,0.738,420,1264,527,263,112,392,552,True
317,Tulane,33,18,15,0.545,-2.5,1.13,8,10,10,8,6,4,2389,2493,1330,764,1806,0.423,261,814,0.321,600,783,0.766,264,1027,424,254,148,354,584,False
318,Tulsa,33,26,7,0.788,11.14,0.78,13,5,13,2,8,4,2824,2409,1335,929,1949,0.477,350,903,0.388,616,789,0.781,371,1254,515,209,81,345,532,False
319,UAB,32,20,12,0.625,3.56,-0.24,11,7,8,9,10,2,2535,2361,1295,915,2064,0.443,177,629,0.281,528,749,0.705,413,1278,459,253,113,285,457,False
320,UC Davis,33,19,14,0.576,-1.09,-1.13,11,9,12,4,6,9,2562,2478,1330,849,1903,0.446,285,820,0.348,579,772,0.75,304,1097,512,265,89,423,618,False
321,UC Irvine,34,23,11,0.676,3.65,-1.42,15,5,12,4,7,5,2632,2327,1375,965,2078,0.464,196,576,0.34,506,731,0.692,396,1373,547,264,201,433,535,False
322,UC Riverside,32,10,22,0.313,-7.76,-0.3,5,15,7,7,3,15,2334,2492,1280,810,1872,0.433,235,727,0.323,479,645,0.743,330,1111,407,171,132,418,610,False
323,UC San Diego,34,23,11,0.676,2.32,-1.68,12,8,10,5,8,5,2573,2390,1360,919,2008,0.458,284,858,0.331,451,649,0.695,328,1256,512,259,89,389,544,False
324,UC Santa Barbara,32,18,14,0.563,1.15,-1.82,11,9,11,4,5,8,2483,2328,1300,840,1794,0.468,289,775,0.373,514,674,0.763,337,1123,455,205,76,411,601,False
325,UCF,32,21,11,0.656,13.3,10.8,9,9,13,5,5,5,2591,2511,1290,940,2017,0.466,251,694,0.362,460,622,0.74,396,1190,504,181,96,358,560,True
326,UCLA,34,23,11,0.676,18.28,11.55,13,7,17,1,4,6,2643,2414,1375,934,1984,0.471,272,712,0.382,503,656,0.767,339,1098,555,223,99,302,582,True
327,UNC Asheville,32,15,17,0.469,-6.17,-3.89,8,8,9,7,4,9,2349,2334,1295,820,1800,0.456,221,633,0.349,488,710,0.687,336,1114,351,174,114,386,576,False
328,UNC Greensboro,34,15,19,0.441,-11.31,-6.02,9,9,8,6,4,9,2673,2736,1375,909,1983,0.458,283,785,0.361,572,809,0.707,342,1204,436,189,63,346,549,False
329,UNC Wilmington,32,26,6,0.813,2.5,-5.04,15,3,15,3,11,2,2465,2166,1280,836,1876,0.446,256,717,0.357,537,782,0.687,423,1279,433,169,77,320,549,False
330,UT Arlington,32,18,14,0.563,-1.74,-1.7,9,9,9,4,8,8,2240,2134,1295,776,1776,0.437,157,540,0.291,531,739,0.719,392,1187,373,245,119,444,600,False
331,Utah,32,10,22,0.313,6.19,10.94,2,16,8,9,1,10,2379,2531,1285,848,1867,0.454,247,700,0.353,436,591,0.738,321,1075,438,171,109,366,517,False
332,Utah State,34,28,6,0.824,17.36,6.51,15,5,14,1,7,5,2806,2392,1365,990,1986,0.498,293,818,0.358,531,751,0.707,371,1176,599,299,99,360,642,True
333,Utah Tech,34,19,15,0.559,-3.56,-1.3,11,7,11,3,6,10,2612,2548,1395,941,1989,0.473,266,766,0.347,464,636,0.73,324,1155,498,245,108,420,551,False
334,Utah Valley,33,25,8,0.758,5.36,-1.77,14,4,15,0,6,7,2646,2259,1335,971,1931,0.503,220,643,0.342,484,699,0.692,392,1210,608,311,182,465,606,False
335,UTEP,31,11,20,0.355,-6.66,-0.41,7,13,9,7,2,11,2149,2244,1255,746,1748,0.427,228,675,0.338,429,613,0.7,303,1009,364,236,111,362,571,False
336,UTSA,30,5,25,0.167,-14.21,1.44,1,17,2,12,2,12,2084,2422,1200,743,1865,0.398,225,757,0.297,373,540,0.691,370,1087,326,198,130,359,509,False
337,Valparaiso,33,18,15,0.545,-0.03,0.66,11,9,13,4,4,10,2376,2358,1345,808,1923,0.42,240,705,0.34,520,736,0.707,397,1195,399,197,115,348,587,False
338,Vanderbilt,34,26,8,0.765,22.83,11.68,11,7,13,3,8,4,2936,2557,1370,991,2085,0.475,323,909,0.355,631,796,0.793,364,1201,557,277,156,323,657,True
339,Vermont,34,22,12,0.647,-6.82,-10.2,12,4,13,3,8,7,2496,2330,1375,886,1915,0.463,292,859,0.34,432,605,0.714,299,1183,432,156,100,320,574,False
340,Villanova,32,24,8,0.75,16.3,9.93,15,5,13,3,9,3,2469,2265,1295,873,1912,0.457,308,873,0.353,415,598,0.694,369,1103,496,238,70,324,513,True
341,Virginia,34,29,5,0.853,21.6,9.36,15,3,16,1,8,2,2742,2326,1385,952,2058,0.463,344,957,0.359,494,680,0.726,449,1367,563,219,220,368,597,True
342,Virginia Commonwealth,34,27,7,0.794,13.19,3.11,15,3,15,2,7,3,2773,2430,1360,909,1974,0.46,317,864,0.367,638,863,0.739,380,1247,479,251,148,358,588,True
343,VMI,32,6,26,0.188,-20.72,-6.03,1,17,5,9,1,14,2303,2560,1280,776,1932,0.402,343,1044,0.329,408,564,0.723,325,1064,403,225,77,321,535,False
344,Virginia Tech,32,19,13,0.594,13.28,9.38,8,10,14,3,3,7,2521,2396,1315,878,1943,0.452,274,771,0.355,491,661,0.743,353,1113,460,205,102,334,548,False
345,Wagner,31,14,17,0.452,-11.79,-8.69,8,10,8,5,6,12,2210,2222,1265,786,1798,0.437,229,655,0.35,409,560,0.73,368,1155,389,172,78,396,576,False
346,Wake Forest,33,17,16,0.515,12.57,10.79,7,11,12,6,2,7,2602,2543,1335,886,1967,0.45,296,860,0.344,534,690,0.774,332,1094,471,258,115,357,619,False
347,Washington,33,16,17,0.485,14.17,10.68,7,13,10,6,4,9,2545,2430,1335,929,2029,0.458,221,702,0.315,466,610,0.764,392,1226,459,189,137,347,557,False
348,Washington State,32,12,20,0.375,3.49,5.1,7,11,9,6,1,11,2435,2480,1280,857,1836,0.467,303,822,0.369,418,563,0.742,314,1097,444,180,93,417,570,False
349,Weber State,32,16,16,0.5,-2.82,-2.59,10,8,11,5,5,10,2598,2474,1295,918,1959,0.469,228,653,0.349,534,728,0.734,371,1183,430,230,50,354,588,False
350,West Georgia,32,15,17,0.469,-10.95,-5.78,8,10,10,5,4,11,2450,2547,1295,905,2026,0.447,227,675,0.336,413,590,0.7,385,1185,408,207,159,360,538,False
351,West Virginia,32,18,14,0.563,12.8,8.37,9,9,15,3,3,6,2214,2072,1295,773,1753,0.441,247,752,0.328,421,622,0.677,335,1106,411,205,94,363,493,False
352,Western Carolina,31,15,16,0.484,-6.41,-3.72,10,8,10,3,4,12,2432,2397,1250,872,1961,0.445,269,806,0.334,419,585,0.716,428,1205,397,190,85,355,590,False
353,Western Illinois,31,5,26,0.161,-23.44,-8.16,1,19,4,11,1,15,2011,2381,1245,702,1742,0.403,182,580,0.314,425,639,0.665,321,988,261,161,61,365,499,False
354,Western Kentucky,32,18,14,0.563,0.47,-0.47,11,9,12,4,5,7,2537,2436,1290,819,1984,0.413,270,791,0.341,629,829,0.759,411,1245,426,244,74,332,633,False
355,Western Michigan,31,10,21,0.323,-8.32,-2.15,4,14,7,8,3,13,2318,2464,1245,815,1851,0.44,228,649,0.351,460,620,0.742,342,1126,392,142,82,376,578,False
356,Wichita State,33,22,11,0.667,8.72,2.1,13,5,14,3,7,4,2562,2324,1350,907,2050,0.442,240,704,0.341,508,736,0.69,484,1353,383,200,132,342,573,False
357,William & Mary,32,20,12,0.625,-0.06,-2.69,10,8,11,2,6,9,2660,2487,1280,895,1864,0.48,263,793,0.332,607,815,0.745,284,1117,573,256,126,388,561,False
358,Winthrop,34,23,11,0.676,-0.64,-4.42,13,3,13,1,7,9,2844,2566,1365,927,2125,0.436,320,944,0.339,670,917,0.731,474,1403,486,239,99,370,653,False
359,Wisconsin,34,24,10,0.706,19.52,12.44,14,6,15,2,6,4,2822,2581,1380,947,2106,0.45,400,1108,0.361,528,672,0.786,353,1207,543,193,105,304,584,True
360,Wofford,32,19,13,0.594,-7.38,-7.18,11,7,10,5,9,7,2520,2468,1285,869,1913,0.454,293,839,0.349,489,695,0.704,353,1114,450,185,98,300,554,False
361,Wright State,34,23,11,0.676,0.12,-4.44,15,5,11,5,9,5,2745,2497,1365,975,1996,0.488,241,667,0.361,554,753,0.736,383,1204,469,252,148,383,590,True
362,Wyoming,32,18,14,0.563,7.55,4.07,9,11,14,4,3,9,2467,2335,1280,852,1880,0.453,262,795,0.33,501,673,0.744,387,1138,447,205,75,353,667,False
363,Xavier,33,15,18,0.455,7.87,10.15,6,14,12,6,1,10,2586,2661,1330,925,2084,0.444,309,846,0.365,427,586,0.729,329,1133,575,214,132,330,577,False
364,Yale,30,24,6,0.8,6.13,-2.51,11,3,10,2,9,3,2453,2129,1215,871,1756,0.496,255,637,0.4,456,603,0.756,318,1056,492,167,96,280,470,False
365,Youngstown State,32,15,17,0.469,-4.44,-4.64,8,12,10,5,4,11,2495,2338,1285,869,1879,0.462,318,918,0.346,439,594,0.739,347,1106,471,231,116,405,554,False
