Rk,School,G,W,L,W-L%,SRS,SOS,W_1,L_1,W_2,L_2,W_3,L_3,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,in_tourney
128,Kentucky,32,22,10,0.688,19.15,11.99,10.0,6.0,12.0,3.0,5.0,4.0,2460,2183,1295.0,905,2021,0.448,219,692,0.316,431,638,0.676,492.0,1283,471,252,153,460,581.0,True
129,La Salle,32,15,17,0.469,0.77,2.64,6.0,10.0,7.0,6.0,4.0,7.0,2128,2188,1295.0,754,1833,0.411,176,542,0.325,444,604,0.735,454.0,1193,398,209,102,475,577.0,False
130,Lafayette,29,15,14,0.517,-6.43,-6.15,8.0,6.0,9.0,4.0,5.0,9.0,2106,2071,1165.0,713,1536,0.464,222,620,0.358,458,613,0.747,235.0,901,423,244,95,445,555.0,False
131,Lamar,29,15,14,0.517,-9.36,-7.89,11.0,9.0,6.0,6.0,7.0,8.0,2032,2071,1160.0,691,1635,0.423,195,595,0.328,455,663,0.686,323.0,1114,316,180,120,446,530.0,False
132,Lehigh,28,5,23,0.179,-14.16,-6.5,2.0,12.0,4.0,8.0,1.0,14.0,1853,2025,1130.0,655,1531,0.428,160,485,0.33,383,548,0.699,266.0,941,414,213,94,474,573.0,False
133,Liberty,30,5,25,0.167,-22.01,-7.25,2.0,12.0,4.0,9.0,1.0,12.0,1907,2307,1215.0,689,1692,0.407,125,445,0.281,404,653,0.619,378.0,1091,326,264,90,613,633.0,False
134,Lipscomb,27,6,21,0.222,,,,,,,,,1876,2099,,632,1493,0.423,195,559,0.349,417,596,0.7,270.0,879,308,177,77,457,553.0,False
135,Little Rock,29,18,11,0.621,2.67,-2.51,8.0,6.0,11.0,2.0,7.0,8.0,2152,1940,1165.0,746,1597,0.467,210,546,0.385,450,639,0.704,324.0,1034,387,271,63,476,559.0,False
136,Long Beach State,30,13,17,0.433,-2.65,0.92,9.0,9.0,7.0,7.0,4.0,9.0,2135,2165,1205.0,781,1701,0.459,193,570,0.339,380,594,0.64,335.0,1005,428,231,87,490,466.0,False
137,Long Island University,27,5,22,0.185,-23.18,-7.7,5.0,15.0,3.0,10.0,2.0,11.0,2055,2473,1095.0,763,1763,0.433,168,553,0.304,361,528,0.684,328.0,906,388,206,54,413,538.0,False
138,Louisiana,31,20,11,0.645,2.16,0.16,11.0,4.0,13.0,1.0,5.0,8.0,2146,2056,1240.0,775,1790,0.433,140,466,0.3,456,710,0.642,422.0,1202,459,227,159,502,582.0,False
139,Louisiana State,34,19,15,0.559,10.24,5.82,6.0,10.0,12.0,5.0,3.0,7.0,2324,2176,1370.0,850,1860,0.457,204,561,0.364,420,626,0.671,373.0,1217,468,280,79,518,571.0,False
140,Louisiana Tech,32,22,10,0.688,7.59,2.52,14.0,4.0,13.0,2.0,9.0,7.0,2340,2154,1295.0,821,1826,0.45,162,489,0.331,536,767,0.699,435.0,1310,410,190,90,447,603.0,False
141,Louisiana-Monroe,32,20,12,0.625,-5.45,-4.42,15.0,5.0,14.0,0.0,5.0,10.0,2274,2268,1280.0,835,1917,0.436,182,546,0.333,422,649,0.65,418.0,1204,440,252,217,498,574.0,False
142,Louisville,32,19,13,0.594,11.7,7.36,8.0,8.0,16.0,3.0,2.0,8.0,2431,2292,1285.0,853,2022,0.422,261,776,0.336,464,734,0.632,459.0,1255,475,248,124,476,727.0,False
143,Loyola (IL),30,17,13,0.567,0.47,-0.53,9.0,7.0,11.0,2.0,4.0,10.0,2170,2111,1210.0,765,1829,0.418,147,509,0.289,493,707,0.697,477.0,1191,418,223,86,436,644.0,False
144,Loyola (MD),28,5,23,0.179,-17.17,-6.17,4.0,14.0,3.0,9.0,2.0,13.0,1649,1957,1145.0,542,1461,0.371,129,478,0.27,436,667,0.654,307.0,945,257,209,40,459,535.0,False
145,Loyola Marymount,29,9,20,0.31,-7.45,-0.1,2.0,12.0,5.0,9.0,3.0,9.0,2002,2182,1165.0,696,1673,0.416,144,487,0.296,466,600,0.777,329.0,1015,407,177,67,430,576.0,False
146,Maine,30,12,18,0.4,-12.93,-9.55,7.0,9.0,4.0,7.0,5.0,8.0,1908,1998,1220.0,670,1516,0.442,167,498,0.335,401,597,0.672,326.0,1082,386,186,182,499,483.0,False
147,Manhattan,29,20,9,0.69,2.65,-5.39,12.0,6.0,12.0,1.0,6.0,7.0,2176,1943,1165.0,747,1667,0.448,141,404,0.349,541,733,0.738,385.0,1036,374,286,105,448,666.0,False
148,Marist,28,19,9,0.679,1.63,-5.19,13.0,5.0,10.0,4.0,9.0,5.0,2079,1888,1120.0,702,1614,0.435,207,583,0.355,468,627,0.746,281.0,951,427,230,113,329,545.0,False
149,Marquette,33,26,7,0.788,17.17,4.78,13.0,3.0,16.0,0.0,5.0,6.0,2413,2004,1320.0,871,1841,0.473,173,456,0.379,498,720,0.692,420.0,1170,462,279,113,455,599.0,True
150,Marshall,30,15,15,0.5,-1.42,1.23,8.0,10.0,10.0,4.0,4.0,9.0,2328,2322,1215.0,824,1751,0.471,252,595,0.424,428,620,0.69,347.0,1065,465,193,98,443,539.0,False
151,Maryland,36,32,4,0.889,23.46,9.35,15.0,1.0,15.0,0.0,7.0,2.0,3060,2552,1440.0,1083,2248,0.482,217,580,0.374,677,933,0.726,473.0,1479,714,302,216,495,640.0,True
152,Maryland-Baltimore County,29,20,9,0.69,-8.07,-11.62,15.0,5.0,9.0,2.0,8.0,6.0,2140,2037,1185.0,764,1740,0.439,129,379,0.34,483,716,0.675,381.0,1127,430,251,93,438,589.0,False
153,Maryland-Eastern Shore,29,11,18,0.379,-15.59,-9.07,7.0,11.0,5.0,5.0,5.0,12.0,1910,2099,1180.0,664,1715,0.387,208,619,0.336,374,573,0.653,422.0,1020,327,174,65,379,589.0,False
154,Massachusetts,29,13,16,0.448,2.88,4.43,6.0,10.0,8.0,6.0,3.0,9.0,1865,1910,1165.0,677,1624,0.417,204,587,0.348,307,459,0.669,358.0,1024,424,170,107,426,592.0,False
155,McNeese State,30,21,9,0.7,-0.59,-5.79,17.0,3.0,13.0,0.0,8.0,8.0,2102,1909,1205.0,743,1687,0.44,171,466,0.367,445,681,0.653,406.0,1139,387,260,153,480,576.0,True
156,Memphis,36,27,9,0.75,15.29,4.72,12.0,4.0,19.0,2.0,6.0,4.0,2879,2477,1445.0,1045,2276,0.459,181,501,0.361,608,912,0.667,588.0,1539,555,266,157,519,699.0,False
157,Mercer,29,6,23,0.207,-14.5,-2.75,4.0,16.0,5.0,7.0,0.0,14.0,1912,2232,1175.0,705,1668,0.423,149,485,0.307,353,532,0.664,370.0,1062,362,161,95,476,531.0,False
158,Miami (FL),32,24,8,0.75,13.0,5.53,10.0,6.0,13.0,2.0,5.0,4.0,2395,2156,1300.0,818,1902,0.43,236,684,0.345,523,678,0.771,388.0,1174,525,285,190,460,590.0,True
159,Miami (OH),31,13,18,0.419,1.2,3.69,9.0,9.0,10.0,4.0,2.0,11.0,1981,2058,1260.0,707,1676,0.422,149,430,0.347,418,563,0.742,377.0,1021,325,168,98,377,595.0,False
160,Michigan,29,11,18,0.379,3.54,8.18,5.0,11.0,9.0,6.0,1.0,10.0,1951,2052,1165.0,691,1595,0.433,185,542,0.341,384,509,0.754,305.0,908,370,154,89,411,520.0,False
161,Michigan State,31,19,12,0.613,14.91,9.61,10.0,6.0,15.0,2.0,4.0,5.0,2150,1978,1240.0,764,1654,0.462,180,458,0.393,442,573,0.771,377.0,1163,438,155,93,461,581.0,True
162,Middle Tennessee,29,14,15,0.483,-3.49,-0.79,6.0,8.0,11.0,2.0,2.0,12.0,1941,1948,1175.0,713,1598,0.446,205,607,0.338,310,451,0.687,307.0,1009,378,229,98,500,483.0,False
163,Milwaukee,29,16,13,0.552,4.32,0.82,11.0,5.0,10.0,4.0,4.0,8.0,2193,2036,1170.0,784,1772,0.442,257,725,0.354,368,551,0.668,330.0,1002,476,264,75,416,560.0,False
164,Minnesota,31,18,13,0.581,12.83,7.05,9.0,7.0,14.0,4.0,3.0,8.0,2330,2151,1240.0,842,1799,0.468,205,591,0.347,441,625,0.706,404.0,1118,490,252,150,448,602.0,False
165,Mississippi,31,20,11,0.645,13.62,6.86,9.0,7.0,13.0,1.0,4.0,7.0,2232,1993,1245.0,745,1618,0.46,235,618,0.38,507,687,0.738,334.0,1031,427,226,57,476,609.0,True
166,Mississippi State,35,27,8,0.771,14.43,7.34,10.0,6.0,14.0,1.0,7.0,5.0,2582,2334,1415.0,943,1965,0.48,192,551,0.348,504,772,0.653,457.0,1359,566,294,123,583,618.0,True
167,Mississippi Valley State,29,12,17,0.414,-15.15,-12.74,9.0,9.0,8.0,3.0,4.0,12.0,2206,2279,1165.0,807,1920,0.42,258,787,0.328,334,488,0.684,419.0,1047,398,261,69,393,534.0,False
168,Missouri,36,24,12,0.667,14.22,6.8,9.0,7.0,14.0,3.0,4.0,6.0,2877,2610,1440.0,1031,2253,0.458,326,834,0.391,489,709,0.69,535.0,1415,539,264,154,511,689.0,True
169,Missouri State,32,17,15,0.531,2.65,0.02,11.0,7.0,12.0,3.0,4.0,8.0,2267,2183,1300.0,788,1758,0.448,201,495,0.406,490,651,0.753,385.0,1162,368,183,80,447,629.0,False
170,Monmouth,30,18,12,0.6,-7.02,-7.32,14.0,6.0,8.0,4.0,8.0,6.0,2052,2043,1215.0,746,1606,0.465,181,561,0.323,379,584,0.649,280.0,995,447,254,102,482,557.0,False
171,Montana,31,16,15,0.516,-4.19,-1.71,7.0,7.0,9.0,4.0,4.0,8.0,2218,2263,1240.0,760,1670,0.455,213,596,0.357,485,721,0.673,306.0,1047,452,164,120,464,646.0,True
172,Montana State,30,20,10,0.667,0.91,-1.94,12.0,2.0,11.0,3.0,8.0,6.0,2083,1979,1200.0,710,1519,0.467,219,591,0.371,444,626,0.709,268.0,890,388,178,58,419,463.0,False
173,Morehead State,29,18,11,0.621,-3.16,-3.12,11.0,5.0,12.0,2.0,6.0,8.0,2236,2182,1170.0,796,1647,0.483,159,461,0.345,485,619,0.784,287.0,941,476,222,46,431,488.0,False
174,Morgan State,28,3,25,0.107,-19.34,-7.69,2.0,16.0,1.0,8.0,1.0,16.0,1830,2156,1135.0,671,1591,0.422,129,378,0.341,359,528,0.68,313.0,912,291,185,73,502,646.0,False
175,Morris Brown,29,5,24,0.172,-26.38,-1.84,,,4.0,5.0,0.0,17.0,1596,2188,1175.0,566,1522,0.372,127,454,0.28,337,579,0.582,,958,228,202,66,567,,False
176,Mount St. Mary's,27,3,24,0.111,-23.96,-8.85,2.0,18.0,2.0,11.0,1.0,13.0,1640,2048,1080.0,565,1555,0.363,142,482,0.295,368,560,0.657,359.0,878,335,190,54,430,541.0,False
177,Murray State,32,19,13,0.594,0.67,-1.91,10.0,6.0,11.0,4.0,5.0,8.0,2514,2349,1285.0,941,2093,0.45,210,652,0.322,422,584,0.723,510.0,1281,465,258,158,456,614.0,True
178,Navy,30,10,20,0.333,-8.92,-5.51,5.0,9.0,8.0,6.0,2.0,10.0,2082,2163,1225.0,695,1695,0.41,178,511,0.348,514,717,0.717,416.0,1072,381,259,64,551,672.0,False
179,NC State,34,23,11,0.676,15.83,8.16,9.0,7.0,14.0,4.0,6.0,5.0,2565,2304,1360.0,863,1910,0.452,278,773,0.36,561,743,0.755,354.0,1119,547,269,72,452,643.0,True
180,Nebraska,28,13,15,0.464,4.41,6.08,6.0,10.0,12.0,4.0,1.0,10.0,1954,1980,1125.0,656,1668,0.393,267,729,0.366,375,555,0.676,320.0,998,396,203,88,317,502.0,False
181,Nevada,30,17,13,0.567,2.77,1.88,9.0,9.0,10.0,4.0,6.0,8.0,2210,2153,1210.0,720,1702,0.423,126,388,0.325,644,952,0.676,427.0,1199,321,218,94,460,633.0,False
182,Nevada-Las Vegas,32,21,11,0.656,7.69,4.88,9.0,5.0,17.0,3.0,4.0,8.0,2505,2415,1310.0,869,1882,0.462,174,500,0.348,593,830,0.714,349.0,1067,472,315,122,457,646.0,False
183,New Hampshire,28,11,17,0.393,-14.65,-7.35,8.0,8.0,7.0,7.0,4.0,9.0,1935,2087,1120.0,615,1558,0.395,216,625,0.346,489,685,0.714,360.0,1089,368,185,64,472,537.0,False
184,New Mexico,30,16,14,0.533,6.3,3.87,6.0,8.0,14.0,5.0,2.0,9.0,2206,2133,1220.0,776,1718,0.452,180,477,0.377,474,712,0.666,399.0,1100,383,179,119,391,584.0,False
185,New Mexico State,32,20,12,0.625,3.68,-0.19,11.0,4.0,12.0,4.0,5.0,7.0,2492,2343,1305.0,896,1938,0.462,197,541,0.364,503,707,0.711,444.0,1197,425,229,114,486,589.0,False
186,New Orleans,29,15,14,0.517,-3.96,-1.33,9.0,6.0,8.0,4.0,7.0,8.0,1920,1962,1165.0,653,1486,0.439,128,384,0.333,486,753,0.645,346.0,1082,351,186,96,516,501.0,False
187,Niagara,32,18,14,0.563,-3.58,-4.68,12.0,6.0,8.0,4.0,5.0,8.0,2369,2334,1280.0,805,1856,0.434,213,623,0.342,546,769,0.71,453.0,1182,402,250,86,504,685.0,False
188,Nicholls State,27,2,25,0.074,-24.39,-4.39,1.0,19.0,2.0,10.0,0.0,15.0,1602,2113,1080.0,581,1602,0.363,156,542,0.288,284,465,0.611,318.0,840,284,174,52,408,469.0,False
189,Norfolk State,29,10,19,0.345,-14.14,-7.0,9.0,9.0,5.0,5.0,5.0,12.0,1997,2204,1190.0,722,1732,0.417,167,524,0.319,386,618,0.625,359.0,1087,376,203,117,485,454.0,False
190,North Carolina,28,8,20,0.286,3.86,10.5,4.0,12.0,6.0,9.0,1.0,9.0,2022,2208,1120.0,707,1612,0.439,212,606,0.35,396,574,0.69,305.0,966,476,167,100,461,509.0,False
191,North Carolina A&T,28,11,17,0.393,-12.95,-7.17,10.0,8.0,6.0,4.0,4.0,12.0,1881,2031,1135.0,640,1613,0.397,154,493,0.312,447,695,0.643,398.0,1076,306,203,58,509,560.0,False
192,North Texas,29,15,14,0.517,-0.86,1.14,8.0,7.0,10.0,3.0,4.0,10.0,2274,2269,1165.0,771,1722,0.448,179,523,0.342,553,781,0.708,387.0,1063,352,218,99,448,558.0,False
193,Northeastern,28,7,21,0.25,-12.41,-8.34,5.0,11.0,4.0,7.0,3.0,11.0,1989,2103,1125.0,726,1745,0.416,206,609,0.338,331,525,0.63,373.0,919,386,272,70,417,642.0,False
194,Northern Arizona,28,14,14,0.5,-5.52,-3.04,7.0,7.0,9.0,3.0,5.0,10.0,1893,1895,1135.0,675,1496,0.451,129,438,0.295,414,604,0.685,282.0,1000,362,148,61,458,519.0,False
195,Northern Illinois,28,12,16,0.429,-3.22,-0.85,8.0,10.0,6.0,6.0,5.0,9.0,2172,2231,1135.0,781,1700,0.459,181,481,0.376,429,633,0.678,390.0,1041,432,232,100,476,671.0,False
196,Northern Iowa,29,14,15,0.483,-1.24,0.9,8.0,10.0,8.0,4.0,4.0,9.0,2056,2118,1170.0,699,1573,0.444,217,601,0.361,441,602,0.733,277.0,853,383,205,50,364,536.0,False
197,Northwestern,29,16,13,0.552,5.58,5.1,7.0,9.0,10.0,3.0,3.0,7.0,1729,1715,1160.0,596,1425,0.418,209,622,0.336,328,542,0.605,253.0,891,420,219,92,385,464.0,False
198,Northwestern State,31,13,18,0.419,-9.42,-5.55,9.0,11.0,6.0,4.0,5.0,12.0,2266,2361,1250.0,776,1846,0.42,202,609,0.332,512,741,0.691,418.0,1155,414,279,175,503,673.0,False
199,Notre Dame,33,22,11,0.667,15.67,6.14,10.0,6.0,9.0,4.0,7.0,4.0,2601,2256,1340.0,934,2037,0.459,244,644,0.379,489,690,0.709,436.0,1351,629,259,163,435,548.0,True
200,Oakland,30,17,13,0.567,0.54,-0.57,10.0,4.0,10.0,1.0,6.0,9.0,2266,2220,1210.0,784,1761,0.445,219,657,0.333,479,726,0.66,395.0,1003,466,287,69,417,562.0,False
201,Ohio,28,17,11,0.607,3.02,-0.19,11.0,7.0,8.0,5.0,8.0,5.0,2104,2014,1120.0,741,1531,0.484,168,451,0.373,454,666,0.682,302.0,939,399,216,109,395,532.0,False
202,Ohio State,32,24,8,0.75,16.14,7.26,11.0,5.0,15.0,2.0,5.0,5.0,2362,2078,1285.0,825,1702,0.485,175,466,0.376,537,795,0.675,351.0,1052,483,193,75,421,605.0,True
203,Oklahoma,36,31,5,0.861,21.02,7.69,13.0,3.0,16.0,0.0,7.0,4.0,2807,2327,1455.0,1011,2281,0.443,236,674,0.35,549,716,0.767,543.0,1439,517,325,134,427,716.0,True
204,Oklahoma State,32,23,9,0.719,14.4,6.81,10.0,6.0,13.0,2.0,5.0,5.0,2293,2050,1285.0,835,1863,0.448,167,510,0.327,456,708,0.644,481.0,1279,460,247,110,486,578.0,True
205,Old Dominion,29,13,16,0.448,-1.56,-2.14,7.0,11.0,9.0,6.0,3.0,10.0,1947,1930,1165.0,681,1679,0.406,181,541,0.335,404,559,0.723,417.0,1079,422,200,107,390,571.0,False
206,Oral Roberts,31,17,14,0.548,3.07,-3.26,10.0,4.0,9.0,4.0,5.0,8.0,2359,2173,1260.0,799,1772,0.451,218,560,0.389,543,767,0.708,348.0,1116,503,194,156,445,625.0,False
207,Oregon,35,26,9,0.743,19.67,6.94,14.0,4.0,17.0,0.0,5.0,7.0,2994,2538,1415.0,1014,2082,0.487,304,721,0.422,662,861,0.769,384.0,1280,580,261,114,482,631.0,True
208,Oregon State,29,12,17,0.414,4.04,7.92,4.0,14.0,8.0,7.0,4.0,8.0,1866,1928,1160.0,643,1431,0.449,187,528,0.354,393,542,0.725,226.0,876,401,129,71,414,494.0,False
209,Pacific,30,20,10,0.667,2.92,-1.3,11.0,7.0,12.0,2.0,6.0,7.0,2102,1948,1200.0,705,1555,0.453,228,625,0.365,464,624,0.744,281.0,1017,418,161,41,391,572.0,False
210,Penn State,28,7,21,0.25,-1.88,7.12,3.0,13.0,6.0,8.0,0.0,12.0,1777,2029,1120.0,614,1559,0.394,213,619,0.344,336,483,0.696,294.0,840,362,152,101,431,588.0,False
211,Pennsylvania,32,25,7,0.781,7.96,-1.51,11.0,3.0,13.0,3.0,10.0,2.0,2342,2039,1300.0,815,1701,0.479,266,668,0.398,446,609,0.732,265.0,1035,561,209,108,421,564.0,True
212,Pepperdine,31,22,9,0.71,8.59,3.36,13.0,1.0,11.0,1.0,7.0,6.0,2519,2319,1265.0,906,1990,0.455,233,635,0.367,474,661,0.717,410.0,1176,445,229,159,449,643.0,True
213,Pittsburgh,35,29,6,0.829,14.68,4.53,13.0,3.0,16.0,1.0,7.0,2.0,2530,2133,1430.0,928,1974,0.47,220,682,0.323,454,751,0.605,464.0,1345,590,235,156,498,611.0,True
214,Portland,30,6,24,0.2,-7.43,1.03,2.0,12.0,5.0,9.0,1.0,11.0,2154,2408,1225.0,711,1775,0.401,242,684,0.354,490,712,0.688,355.0,1057,441,188,65,528,678.0,False
215,Portland State,28,12,16,0.429,-7.99,-1.03,6.0,8.0,5.0,6.0,5.0,9.0,2040,2212,1130.0,723,1513,0.478,233,570,0.409,361,486,0.743,193.0,791,468,196,74,446,511.0,False
216,Prairie View,30,10,20,0.333,-23.99,-11.06,8.0,10.0,7.0,6.0,2.0,13.0,2192,2529,1210.0,785,1821,0.431,184,568,0.324,438,682,0.642,398.0,1217,352,198,103,621,589.0,False
217,Princeton,28,16,12,0.571,0.29,-0.41,11.0,3.0,11.0,2.0,5.0,7.0,1679,1606,1120.0,576,1285,0.448,219,631,0.347,308,425,0.725,215.0,780,384,214,70,376,509.0,False
218,Providence,31,15,16,0.484,6.19,4.55,6.0,10.0,11.0,5.0,2.0,9.0,2213,2162,1250.0,756,1863,0.406,219,696,0.315,482,712,0.677,408.0,1074,465,342,126,496,637.0,False
219,Purdue,31,13,18,0.419,8.26,8.58,5.0,11.0,11.0,4.0,1.0,8.0,2205,2215,1245.0,746,1685,0.443,229,635,0.361,484,688,0.703,341.0,989,433,192,98,464,578.0,False
220,Quinnipiac,30,14,16,0.467,-9.63,-9.86,10.0,10.0,8.0,4.0,5.0,12.0,2370,2363,1215.0,867,1876,0.462,195,529,0.369,441,692,0.637,377.0,1139,530,203,67,462,671.0,False
221,Radford,31,15,16,0.484,-3.7,-6.1,9.0,5.0,9.0,3.0,4.0,10.0,2204,2093,1260.0,767,1778,0.431,204,562,0.363,466,721,0.646,422.0,1235,396,253,160,530,587.0,False
222,Rhode Island,28,8,20,0.286,-5.49,3.68,4.0,12.0,5.0,7.0,3.0,12.0,1731,1988,1125.0,602,1578,0.381,156,504,0.31,371,538,0.69,361.0,983,337,174,74,386,507.0,False
223,Rice,29,10,19,0.345,-3.0,1.31,5.0,13.0,8.0,7.0,2.0,11.0,1907,2032,1165.0,663,1581,0.419,153,446,0.343,428,608,0.704,340.0,1085,344,168,115,486,586.0,False
224,Richmond,36,22,14,0.611,5.53,4.22,11.0,5.0,11.0,5.0,8.0,7.0,2260,2213,1455.0,773,1934,0.4,279,893,0.312,435,617,0.705,331.0,1090,506,262,132,370,540.0,False
225,Rider,28,17,11,0.607,-1.51,-5.94,13.0,5.0,10.0,3.0,7.0,7.0,1979,1855,1130.0,703,1663,0.423,202,610,0.331,371,530,0.7,346.0,1050,414,237,101,418,530.0,False
226,Robert Morris,30,12,18,0.4,-13.5,-8.44,11.0,9.0,8.0,7.0,4.0,10.0,2076,2228,1200.0,735,1679,0.438,211,585,0.361,395,561,0.704,345.0,1022,457,191,64,467,602.0,False
227,Rutgers,31,18,13,0.581,4.53,2.92,8.0,8.0,15.0,2.0,2.0,8.0,2097,2047,1250.0,749,1852,0.404,178,562,0.317,421,722,0.583,473.0,1224,419,324,215,526,609.0,False
228,Sacramento State,28,9,19,0.321,-12.71,-5.33,3.0,11.0,9.0,5.0,0.0,12.0,2054,2174,1135.0,711,1682,0.423,175,517,0.338,457,694,0.659,367.0,979,385,252,81,466,599.0,False
229,Sacred Heart,28,8,20,0.286,-14.74,-9.84,7.0,13.0,4.0,7.0,3.0,11.0,2108,2245,1145.0,786,1815,0.433,144,449,0.321,392,610,0.643,437.0,1145,406,199,88,473,556.0,False
230,Saint Francis (PA),27,6,21,0.222,-14.69,-7.83,5.0,15.0,4.0,9.0,2.0,12.0,1702,1887,1085.0,598,1468,0.407,137,481,0.285,369,539,0.685,312.0,907,339,180,41,421,434.0,False
231,Saint Joseph's,31,19,12,0.613,7.01,3.33,12.0,4.0,9.0,3.0,8.0,5.0,2361,2247,1250.0,841,1831,0.459,243,686,0.354,436,633,0.689,383.0,1140,473,163,95,381,562.0,False
232,Saint Louis,31,15,16,0.484,6.86,6.34,9.0,7.0,10.0,6.0,3.0,8.0,1955,1939,1240.0,701,1651,0.425,169,473,0.357,384,567,0.677,311.0,1008,384,217,85,476,617.0,False
233,Saint Mary's (CA),29,9,20,0.31,-4.56,0.66,3.0,11.0,5.0,8.0,2.0,11.0,1770,1860,1165.0,616,1543,0.399,121,440,0.275,417,616,0.677,362.0,958,313,210,80,479,615.0,False
234,Saint Peter's,28,4,24,0.143,-16.75,-4.14,3.0,15.0,0.0,9.0,3.0,15.0,1824,2177,1120.0,676,1612,0.419,120,387,0.31,352,565,0.623,372.0,994,368,234,103,530,568.0,False
235,Sam Houston,28,14,14,0.5,-4.96,-6.38,9.0,11.0,6.0,4.0,5.0,9.0,2090,2050,1130.0,707,1640,0.431,188,541,0.348,488,725,0.673,380.0,1138,477,183,136,498,576.0,False
236,Samford,29,15,14,0.517,-3.83,-4.07,12.0,8.0,9.0,3.0,5.0,9.0,1755,1748,1165.0,614,1285,0.478,249,680,0.366,278,396,0.702,187.0,782,441,180,70,431,431.0,False
237,San Diego,29,16,13,0.552,4.45,1.56,7.0,7.0,10.0,7.0,5.0,6.0,2189,2048,1175.0,753,1672,0.45,153,485,0.315,530,775,0.684,390.0,1102,404,184,52,419,623.0,False
238,San Diego State,33,21,12,0.636,7.69,6.02,7.0,7.0,12.0,3.0,6.0,8.0,2455,2339,1335.0,906,1902,0.476,147,409,0.359,496,752,0.66,400.0,1219,472,225,123,508,689.0,True
239,San Francisco,28,13,15,0.464,0.12,1.12,8.0,6.0,7.0,6.0,5.0,9.0,1992,1985,1120.0,704,1621,0.434,161,487,0.331,423,586,0.722,334.0,1037,383,157,125,399,563.0,False
240,San Jose State,32,10,22,0.313,-5.81,1.54,4.0,14.0,6.0,8.0,2.0,11.0,1986,2194,1285.0,695,1706,0.407,183,561,0.326,413,627,0.659,372.0,1062,365,146,67,443,523.0,False
241,Santa Clara,28,13,15,0.464,-4.47,0.39,8.0,6.0,9.0,4.0,4.0,8.0,1883,1989,1125.0,628,1550,0.405,207,580,0.357,420,610,0.689,331.0,1033,333,146,61,403,526.0,False
242,Seton Hall,30,12,18,0.4,5.93,6.66,5.0,11.0,6.0,7.0,4.0,7.0,2115,2124,1210.0,744,1873,0.397,247,722,0.342,380,554,0.686,432.0,1146,394,243,113,454,598.0,False
243,Siena,36,17,19,0.472,-2.74,-3.71,9.0,9.0,12.0,5.0,3.0,11.0,2517,2482,1480.0,853,2044,0.417,250,722,0.346,561,754,0.744,402.0,1361,465,199,149,550,765.0,True
244,South Alabama,28,7,21,0.25,-7.45,-0.25,2.0,13.0,6.0,9.0,1.0,11.0,1806,1974,1135.0,654,1499,0.436,181,486,0.372,317,494,0.642,292.0,888,353,230,66,513,620.0,False
245,South Carolina,37,22,15,0.595,16.32,9.79,6.0,10.0,12.0,6.0,6.0,5.0,2527,2279,1485.0,902,2098,0.43,259,760,0.341,464,699,0.664,443.0,1225,558,356,104,514,617.0,False
246,South Carolina State,31,15,16,0.484,-11.22,-7.01,11.0,7.0,6.0,4.0,7.0,9.0,2160,2271,1255.0,777,1818,0.427,118,416,0.284,488,739,0.66,468.0,1197,320,269,90,483,634.0,False
247,South Florida,32,19,13,0.594,7.87,4.96,8.0,8.0,10.0,5.0,6.0,8.0,2466,2373,1290.0,901,1970,0.457,211,566,0.373,453,745,0.608,469.0,1262,555,293,141,532,647.0,False
248,Southeast Missouri State,28,6,22,0.214,-10.67,-3.07,4.0,12.0,5.0,9.0,1.0,13.0,1991,2176,1120.0,690,1516,0.455,183,512,0.357,428,560,0.764,238.0,852,383,159,75,419,489.0,False
249,Southeastern Louisiana,27,7,20,0.259,-14.57,-7.37,6.0,14.0,3.0,9.0,4.0,9.0,1543,1697,1085.0,541,1325,0.408,141,429,0.329,320,481,0.665,252.0,851,276,171,75,414,569.0,False
250,Southern,27,7,20,0.259,-21.98,-12.56,6.0,12.0,3.0,8.0,4.0,12.0,1995,2249,1085.0,736,1796,0.41,230,702,0.328,293,475,0.617,374.0,983,389,239,85,431,551.0,False
251,Southern California,32,22,10,0.688,16.49,8.31,12.0,6.0,13.0,2.0,9.0,6.0,2494,2232,1295.0,909,2063,0.441,201,580,0.347,475,686,0.692,455.0,1231,504,287,129,389,634.0,True
252,Southern Illinois,36,28,8,0.778,9.77,1.66,14.0,4.0,13.0,0.0,9.0,5.0,2717,2425,1440.0,976,2115,0.461,220,601,0.366,545,880,0.619,483.0,1396,547,262,171,493,747.0,True
253,Southern Methodist,29,15,14,0.517,4.23,3.58,10.0,8.0,8.0,6.0,6.0,7.0,2101,2063,1160.0,716,1634,0.438,163,515,0.317,506,765,0.661,382.0,1131,300,177,119,397,524.0,False
254,Southern Mississippi,27,10,17,0.37,-0.84,3.55,4.0,12.0,8.0,5.0,2.0,10.0,1676,1777,1085.0,592,1457,0.406,120,392,0.306,372,556,0.669,315.0,923,322,187,107,414,540.0,False
255,Southern Utah,27,11,16,0.407,-4.68,-1.44,8.0,6.0,8.0,3.0,3.0,12.0,1747,1801,1095.0,617,1371,0.45,195,496,0.393,318,455,0.699,252.0,795,370,252,64,427,530.0,False
