rank,Team,Conf,record,AdjOE,oe Rank,AdjDE,de Rank,Barthag,rank.1,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,AdjTempo
77,Nevada,MWC,22-12,114.50495122767649,86,103.67069408465528,80,0.758245379383988,77,22.80909963530278,12.19090036469722,12.0,8.0,12-8,0.6359615378429122,0.5926400918459681,0.6632709979787297,0.6320621381863522,0.5926400918459681,0.6632709979787297,0.7739192516746224,0.8272505035078397,111.96679367308604,105.62660433579822,112.0119105682829,105.85345344453144,115.00078150784825,103.8685496869812,112.3483747269133,105.75069980864536,0.6672961319642852,7.0,0.054866352073602,1501.0,1428.0,1337.7624999999998,1.122022780575775,1.0674540510740884,0.0,0.6,-1.923177175105784,68,58,66.02073504590241
78,Georgetown,BE,16-18,113.89598639343872,91,103.20399140044624,71,0.7565115304712815,78,16.0,18.0,6.0,14.0,6-14,0.6899868799285883,0.4613100016062033,0.79366379540674,0.6899868799285883,0.4613100016062033,0.79366379540674,0.6883032800529816,0.811365548661306,113.03254477518512,104.02035891209412,113.03254477518512,104.02035891209412,115.12505802122068,103.68221983234676,112.50886346900177,100.06789087128276,0.7937379820059073,12.0,-0.0312333374635581,1432.0,1484.0,1338.075,1.070194122153093,1.1090559198849093,0.0,0.3,-4.94021646616759,97,249,66.19623878338156
79,Oklahoma St.,B12,20-14,118.4149658352704,51,107.3252532655682,147,0.7559880046217995,79,20.0,14.0,6.0,12.0,6-12,0.7052738863990173,0.4991935282789954,0.8495038318982382,0.7052738863990173,0.4991935282789954,0.8495038318982382,0.6785784309731007,0.852592307474374,114.39903460893277,103.39757614006304,114.39903460893277,103.39757614006304,116.25645045682442,107.28422721805956,116.69321149340593,106.92404298786688,0.7321270233210393,13.0,0.0907012580081333,1415.0,1540.0,1320.1250000000002,1.071868194299782,1.1665561973297982,0.0,0.3333333333333333,-0.8601762730485184,57,16,72.30336096657004
80,Belmont,MVC,26-6,120.00823268679156,38,108.89699649311991,180,0.7534904884284789,80,26.0,6.0,16.0,4.0,16-4,0.4700603892930696,0.3552125279764629,0.5365611375881756,0.4700603892930696,0.3552125279764629,0.5365611375881756,0.8795352694815342,0.9160074521693494,107.38167742838068,108.39038149969772,107.38167742838068,108.39038149969772,122.67788954318858,110.99424821132612,0.0,0.0,0.0,0.0,0.0745570503071059,1665.0,1522.0,1385.65,1.2016021361815756,1.098401472233248,0.0,0.8,-0.6547545813567563,55,27,68.95221870508105
81,Dayton,A10,23-11,109.95646997917623,146,99.96820435738816,34,0.7493544629096331,81,23.545587494300985,11.454412505699016,12.0,6.0,12-6,0.5934656948773495,0.5373268246776655,0.6098144451169961,0.5950436092312467,0.5373268246776655,0.6098144451169961,0.7834618219508348,0.7801679297063491,111.51918997127326,107.14423939433864,111.53618225981344,107.11987522462816,109.65625928356144,101.62517461519651,103.38117526549202,102.08337601940472,0.5362561192826549,7.0,0.0662948330720165,1293.0,1260.0,1211.975,1.0668536892262628,1.0396254048144555,0.0,0.6666666666666666,-1.5516393309757042,66,42,66.99939972036296
82,Syracuse,ACC,15-17,115.0489885184191,76,104.61832685261572,91,0.7489371411957754,82,15.0,17.0,6.0,12.0,6-12,0.6790535909938002,0.4965628498109318,0.8007696493585944,0.6790535909938002,0.4965628498109318,0.8007696493585944,0.6759456468698761,0.7646999523318555,113.5837947575638,103.70938494439646,113.5837947575638,103.70938494439646,116.222490753952,105.89869642827418,110.44472239303823,103.0189609272086,0.6900651740859176,13.0,-0.0342435027608047,1361.0,1447.0,1258.05,1.0818329955089223,1.1501927586343943,0.0,0.3333333333333333,-4.571103069557766,95,255,67.36653925298003
83,George Washington,A10,18-15,117.21842426612504,60,106.89503540740884,138,0.742729617609846,83,18.38426056484805,15.615739435151951,8.0,10.0,8-10,0.5127390369402767,0.4198694508733874,0.5631482750840251,0.5204316874080144,0.4198694508733874,0.5631482750840251,0.8252275390821902,0.8546194412385293,109.0713567234974,107.29661177560166,109.21231215625698,107.1410620136871,117.64336730582885,108.03515119558595,118.2639487829466,102.42960666877045,0.8393023812965774,5.0,-0.1339771456629571,1422.0,1336.0,1235.45,1.1509976122060788,1.0813873487393255,0.0,0.4444444444444444,-7.76651830825592,150,364,69.31382195244042
84,Wichita St.,Amer,23-11,110.83701383910494,130,101.41742566341904,46,0.7352417653929615,84,23.0,11.0,13.0,5.0,13-5,0.5222099681638331,0.4408790594270818,0.5435483717849101,0.5222099681638331,0.4408790594270818,0.5435483717849101,0.835421166000172,0.8466283998623406,110.21445665586567,108.33065855741138,110.21445665586567,108.33065855741138,111.6992086358182,103.05444242221635,103.67576574987822,94.36135779560264,0.7469805160347008,4.0,0.0074994627651786,1413.0,1322.0,1269.9999999999998,1.1125984251968506,1.040944881889764,0.0,0.7222222222222222,-3.787342723689804,85,152,66.5008304761913
85,Creighton,BE,15-17,114.80239558840996,81,105.20311512985408,102,0.73187835813778,85,15.615119851993796,17.384880148006207,9.0,11.0,9-11,0.7157893878665262,0.5619061429880076,0.7961111960097453,0.713211397463433,0.5619061429880076,0.7961111960097453,0.6724005654656156,0.7182374362668287,114.02816011694632,102.96974638759444,113.93196514202128,103.05587783244954,116.71954435074308,104.73642373277087,111.09002798759188,104.74916156679436,0.662819068621941,11.0,0.0082794642271839,1505.0,1534.0,1383.6125,1.087732294988662,1.1086919206063837,0.0,0.45,-4.063443563383055,89,149,67.34115902850169
86,Colorado St.,MWC,21-12,118.30460111706334,52,109.02433814529454,185,0.7189890495718281,86,21.684268344505636,12.315731655494362,11.0,9.0,11-9,0.5902361175376886,0.4321206519488051,0.663909783520586,0.5909410094487452,0.4321206519488051,0.663909783520586,0.7899866786476634,0.8808310393081851,111.82540194471216,106.80903253402316,111.67397548573724,106.68132877605868,116.11652586874456,109.41236318843823,114.52931449809851,103.46206091974886,0.7629094149573175,8.0,0.0516957493720997,1438.0,1447.0,1280.5375,1.1229659420360592,1.1299942406997063,0.0,0.55,-2.925577487945252,78,65,62.95087035223163
87,Utah Valley,WAC,25-8,112.26346116720748,110,103.50908762631124,75,0.7178200312857863,87,25.61573943515195,8.384260564848047,14.0,4.0,14-4,0.4395825324049065,0.4228503771185578,0.4363753960215722,0.4467010322750089,0.4228503771185578,0.4363753960215722,0.8818446087229459,0.8571090488642876,106.44111327111308,106.93177481888156,106.73961235406009,106.97541662427572,112.78986613314908,106.10948264679224,110.47207729791508,112.56514888157092,0.4462466256261428,2.0,0.0320942321215321,1429.0,1299.0,1276.075,1.1198401347883158,1.017965244989519,0.0,0.7777777777777778,-2.733006450912356,76,99,68.61835297507528
88,Miami OH,MAC,31-1,116.58979766917524,68,107.50912575561084,150,0.7175800625094875,88,31.291661616585337,1.7083383834146624,18.0,0.0,18-0,0.3452049064000288,0.2256863502575307,0.4239552797528259,0.3608212478971428,0.2256863502575307,0.4239552797528259,0.9149911251359062,0.9523696124988518,106.8537079659906,112.18499947108828,107.38892235825618,111.94286919183564,117.49121534220686,107.48785910305646,0.0,0.0,0.0,0.0,0.171112897052012,1579.0,1401.0,1313.3874999999998,1.202234679407258,1.0667072741289223,0.0,1.0,2.4296047508244936,34,1,69.92723225907538
89,Stephen F. Austin,Slnd,28-6,112.4339511479264,109,103.74464430154404,83,0.7160565884900537,89,28.0,6.0,20.0,2.0,20-2,0.3879534063517886,0.3172082627550808,0.3760474235234844,0.3879534063517886,0.3172082627550808,0.3760474235234844,0.900995151749508,0.9243029496335092,105.77478137405627,109.56110049843164,105.77478137405627,109.56110049843164,113.33156510189828,102.34858733612452,0.0,0.0,0.0,0.0,0.0658591631545461,1650.0,1429.0,1444.3500000000004,1.1423823865406582,0.989372382040364,0.0,0.9090909090909092,-0.8686666334926043,58,43,65.78091604705119
90,Oregon,B10,12-20,111.72591322785355,116,103.3965904440982,74,0.7090927479194149,90,12.0,20.0,5.0,15.0,5-15,0.7393647659008737,0.5564807597731956,0.844315509691896,0.7393647659008737,0.5564807597731956,0.844315509691896,0.6447109046453248,0.8129616877152279,116.57387900196,103.1799747381289,116.57387900196,103.1799747381289,111.0981617725289,103.05758583429665,112.68355812565908,106.49785718182493,0.6568469620830151,16.0,-0.0435392021825221,1331.0,1494.0,1301.6750000000002,1.0225286649893406,1.147751935006818,0.0,0.25,-6.309425855279662,128,280,65.9219415552774
91,Hofstra,CAA,24-10,113.0683024290623,99,104.79610919133988,95,0.7055186490385246,91,24.14336535081973,10.856634649180268,12.0,6.0,12-6,0.4297184174539952,0.453928817713504,0.4016112259286203,0.4441466356724709,0.453928817713504,0.4016112259286203,0.8732309904379063,0.848447691685004,107.14501478787768,108.87918404259244,107.82169464691472,108.69274196372088,112.77626563753635,105.1360359587633,112.85406946270722,100.3850417713024,0.7935481600189381,1.0,-0.0112599393918372,1327.0,1190.0,1166.475,1.1376154653978867,1.0201675989626866,0.0,0.6666666666666666,-4.718380694713325,96,209,64.69917750884566
92,High Point,BSth,30-4,115.58831170107558,74,107.42857344889732,149,0.6988651106439909,92,30.14880377767165,4.851196222328351,15.0,1.0,15-1,0.2782882412882259,0.2730730139619501,0.2825738988837103,0.2969071339338461,0.2730730139619501,0.2825738988837103,0.9328894304945802,0.947353033322882,103.19804073297018,112.51864718540452,103.94602688965298,112.17532210803525,114.62738673579176,107.77265002184096,0.0,0.0,0.0,0.0,0.0402003007743271,1382.0,1148.0,1147.0125,1.2048691709985724,1.0008609322043134,0.0,0.9375,-1.4551913978094968,64,84,69.87641730378432
93,Yale,Ivy,24-7,118.141282355102,54,109.98940424991127,204,0.6947068663073178,93,24.0,7.0,11.0,3.0,11-3,0.4276074141929535,0.4346239443999559,0.3999813929101948,0.4276074141929535,0.4346239443999559,0.3999813929101948,0.8907603588662928,0.8626583326500121,108.17142951594796,109.54285418945666,108.17142951594796,109.54285418945666,112.7605102294223,106.20149980067563,121.0760171408195,123.13081619468184,0.4517677986226079,1.0,0.0516339946923763,1069.0,929.0,916.025,1.1669987172839171,1.0141644605769495,0.0,0.7857142857142857,-1.5305081286141389,65,66,64.71140792951113
94,Xavier,BE,15-18,117.18792191641236,61,109.19159920242842,188,0.692697096347238,94,15.0,18.0,6.0,14.0,6-14,0.7166260114029277,0.539813748175356,0.7999891067583977,0.7166260114029277,0.539813748175356,0.7999891067583977,0.6810645124332263,0.7934127070906732,113.60688209927731,102.76011067706628,113.60688209927731,102.76011067706628,117.28527145606138,110.64933091406432,113.03702047251971,107.5508165934428,0.6392584853676078,12.0,0.022312825856272,1567.0,1695.0,1443.8,1.0853303781687214,1.1739853165258347,0.0,0.3,-5.02637492920797,98,117,70.29655814040042
95,Wyoming,MWC,18-15,114.53638977927248,85,106.7889677453548,136,0.6911362174664689,95,18.0,15.0,9.0,11.0,9-11,0.5744156750118931,0.3716928673253618,0.6701792878084339,0.5744156750118931,0.3716928673253618,0.6701792878084339,0.7809497200902619,0.875340216813613,111.69239313650534,107.1548180489454,111.69239313650534,107.1548180489454,114.75849267541405,108.74488496105528,112.92201219722595,106.12392041744596,0.671292009311065,7.0,-0.0244381726761427,1430.0,1473.0,1300.4875,1.099587654629514,1.132652178509982,0.0,0.45,-5.30269210403609,105,238,66.31624685912081
96,Cal Baptist,WAC,25-8,107.41535984989744,194,100.22359467536354,37,0.6893205717244717,96,25.14698303839415,8.853016961605848,13.0,5.0,13-5,0.4522086807343765,0.4476693383948644,0.4401851758012798,0.4662006585197019,0.4476693383948644,0.4401851758012798,0.8605846193708769,0.8516613485977815,106.6705465138666,108.85754687288184,106.9955880348225,108.4283717442196,106.8407649261282,99.33162866643922,94.17321544352929,111.54351627023502,0.12491271759419,1.0,0.0700967084629718,1281.0,1179.0,1214.8750000000002,1.0544294680522686,0.9704702129848748,0.0,0.7222222222222222,-2.3515233478011015,74,38,65.91461337034632
97,Notre Dame,ACC,13-18,114.95762549374824,78,107.3255740905966,148,0.6878337285800418,97,13.0,18.0,4.0,14.0,4-14,0.6895898194428904,0.5386520078174521,0.7986004611723734,0.6895898194428904,0.5386520078174521,0.7986004611723734,0.6717631523496704,0.7521874570456821,114.5271388986904,104.08722732589328,114.5271388986904,104.08722732589328,114.69449010685778,108.97861936478404,111.25813065061304,102.94376016306512,0.7095515593860683,13.0,-0.0214907301999788,1311.0,1446.0,1226.6375,1.068775412458856,1.1788323771285325,0.0,0.2222222222222222,-5.678315096081565,113,230,66.0280459730439
98,Mississippi St.,SEC,13-19,112.78304701845896,105,105.47250184156913,108,0.683668247391179,98,13.0,19.0,5.0,13.0,5-13,0.7255654498051864,0.5164173014106271,0.8693379014481113,0.7255654498051864,0.5164173014106271,0.8693379014481113,0.6576020737219568,0.8278210027940586,116.90036941905603,104.59167711345648,116.90036941905603,104.59167711345648,114.7479627839694,105.52032536402788,110.71053435502073,104.65516751953098,0.6563011581576204,14.0,0.0025362030757998,1384.0,1553.0,1298.1749999999995,1.0661120419049823,1.196294798467079,0.0,0.2777777777777778,-5.6403538205537815,111,166,69.48695184388481
99,Saint Joseph's,A10,22-11,108.23538876129332,177,101.27819210960018,43,0.6822277556602402,99,22.315731655494364,11.684268344505638,13.0,5.0,13-5,0.4965718021057222,0.3609250372491874,0.5656262913705375,0.5047696156716404,0.3609250372491874,0.5656262913705375,0.836348557481867,0.877702348514991,108.50005021437732,107.68141954532524,108.8545036702154,107.67909461745585,110.69743496155282,99.68296232125552,107.62328262632067,114.89069337206688,0.3205036818755771,4.0,0.0302031848137679,1310.0,1246.0,1219.6374999999998,1.0740896372897686,1.0216150290557646,0.0,0.7222222222222222,-4.087101264937074,90,103,67.93453000669012
100,South Carolina,SEC,13-19,111.69636000369388,118,104.53888371253322,90,0.6816983557196674,100,13.0,19.0,4.0,14.0,4-14,0.66890596438298,0.3771324061865372,0.8682279092811539,0.66890596438298,0.3771324061865372,0.8682279092811539,0.6660974030540711,0.878325835223627,115.92994885585026,106.24388270082848,115.92994885585026,106.24388270082848,111.17607117715278,104.30940683730218,109.18778440291568,104.68171912872396,0.6188485950854485,15.0,-0.039912970919532,1271.0,1474.0,1238.8875,1.025920432646225,1.1897771185842136,0.0,0.2222222222222222,-6.183095855114162,124,270,66.29065916321815
101,Kansas St.,B12,12-20,112.68182769841223,107,105.54956774542887,112,0.6796047669614689,101,12.0,20.0,3.0,15.0,3-15,0.7124298102104738,0.5114474649290585,0.8478884137578906,0.7124298102104738,0.5114474649290585,0.8478884137578906,0.6549534053264737,0.8121889720023763,115.00447326527704,103.95903334292905,115.00447326527704,103.95903334292905,109.98281178109586,104.6101843819725,113.138106711692,108.49701454698403,0.6181482536557596,14.0,-0.0383172012877412,1305.0,1505.0,1313.8375,0.9932735212688024,1.145499348283178,0.0,0.1666666666666666,-6.707307009010614,132,265,72.65341538732966
102,DePaul,BE,16-16,106.68842243805976,208,99.93970399172592,33,0.6794998852421674,102,16.0,16.0,8.0,12.0,8-12,0.6495154731877052,0.3638318894223201,0.8012916412292803,0.6495154731877052,0.3638318894223201,0.8012916412292803,0.7299538900267756,0.9036726507225992,112.51909674089312,105.68137122304108,112.51909674089312,105.68137122304108,107.80700155718588,98.89259623046657,104.33669044237624,95.10717683004908,0.7436667039747582,7.0,0.0146758917483066,1341.0,1417.0,1333.45,1.0056620045745996,1.0626570175109675,0.0,0.4,-5.191987473022937,102,136,66.43695076998442
103,Pittsburgh,ACC,13-20,112.5892709907496,108,105.52080153981262,110,0.6782280902217878,103,13.0,20.0,5.0,13.0,5-13,0.7012055265353704,0.5263441730162552,0.8123258701461749,0.7012055265353704,0.5263441730162552,0.8123258701461749,0.6879866010646881,0.8109239320733631,114.53099772444924,104.2688473555492,114.53099772444924,104.2688473555492,110.84137210658916,104.70599054139484,110.72483019904534,107.76260046027012,0.577336932517964,12.0,-0.0370039544439326,1213.0,1328.0,1171.15,1.035734107501174,1.1339281902403622,0.0,0.2777777777777778,-7.288042082102433,141,262,63.64101478456986
104,Seattle,WCC,21-13,102.02303801349008,294,95.61829486783404,14,0.6782184468298521,104,21.0,13.0,8.0,10.0,8-10,0.516001033647643,0.3745293660331196,0.61293135106834,0.516001033647643,0.3745293660331196,0.61293135106834,0.8203340616005063,0.9034965525371385,111.02469537406874,107.99591075698116,111.02469537406874,107.99591075698116,101.95678217573531,95.12563840577336,111.86507310328663,98.65892763128096,0.8091789808330607,6.0,-0.0046514183409852,1204.0,1229.0,1234.7875,0.9750665600356336,0.99531295870747,0.0,0.4444444444444444,-5.376919222714914,108,186,67.72753436063374
105,UNLV,MWC,18-16,115.62255277481232,73,108.53448982699436,170,0.6742618804073118,105,18.0,16.0,11.0,9.0,11-9,0.6248783984373004,0.499011584743215,0.6730558905926274,0.6248783984373004,0.499011584743215,0.6730558905926274,0.762465068207141,0.8298921663928308,112.09623596583444,105.3732703776832,112.09623596583444,105.3732703776832,117.61573087915215,109.87547668176344,117.911693457362,105.4512993972395,0.7831974284635185,8.0,0.0205152128226651,1589.0,1570.0,1396.575,1.1377835060773678,1.124178794550955,0.0,0.55,-6.006603533577211,120,126,69.91657226925584
106,Sam Houston St.,CUSA,22-11,113.9400909664372,90,107.03745740013528,141,0.6723163716538244,106,22.19744300331136,11.80255699668864,13.0,7.0,13-7,0.4591588387722231,0.4385453615564543,0.4668765810729463,0.4709720468626442,0.4385453615564543,0.4668765810729463,0.8607460470005857,0.8233136323644351,109.7708585585584,109.12820698962048,110.03453166142816,108.8551408611689,114.15605727383377,108.3245741662272,126.9913788274945,114.7863433816083,0.7617026273713738,1.0,-0.0026815652736384,1593.0,1497.0,1388.975,1.146888892888641,1.0777731780629602,0.0,0.65,-5.284857669464762,103,183,70.00425912652261
107,Davidson,A10,20-14,110.17637196541958,144,103.54978133969644,76,0.6711398279271832,107,20.0,14.0,10.0,8.0,10-8,0.5236327335751745,0.440557486304366,0.5729961610026298,0.5236327335751745,0.440557486304366,0.5729961610026298,0.8294615287047448,0.8352956829257241,109.62949061208056,106.96016475874691,109.62949061208056,106.96016475874691,110.975734611881,103.60952172219392,100.98455638458724,107.57314496460076,0.3258886561101605,3.0,-0.0206398027694124,1243.0,1214.0,1154.6125,1.0765516569411815,1.0514350052506791,0.0,0.5555555555555556,-5.880425929055344,117,228,63.679240823968726
108,Pacific,WCC,18-15,110.42700444530487,138,103.97603790302963,86,0.6664636575162217,108,18.0,15.0,8.0,10.0,8-10,0.5265966508996163,0.4049236922593749,0.585532543225333,0.5265966508996163,0.4049236922593749,0.585532543225333,0.805331255997844,0.8469509164382425,110.484155274692,106.88051484799074,110.484155274692,106.88051484799074,110.71268283755494,103.68656968524114,109.12329059399671,104.00889229976394,0.6346046843440619,6.0,-0.0420204899517121,1278.0,1260.0,1181.95,1.081264012860104,1.0660349422564406,0.0,0.4444444444444444,-6.823263351638332,134,278,64.38429594736384
109,Maryland,B10,12-21,111.72431215371036,117,105.78524301128238,116,0.6520739567500713,109,12.0,21.0,4.0,16.0,4-16,0.7359615084841723,0.5274886811158882,0.8433965585392172,0.7359615084841723,0.5274886811158882,0.8433965585392172,0.5989762402183055,0.7402822428896417,116.83435413545187,103.12007379892567,116.83435413545187,103.12007379892567,111.82723918660758,107.37151939954158,112.88479078846728,108.92934981760074,0.6011321877383948,18.0,0.0102584963403855,1314.0,1552.0,1286.975,1.020998853901591,1.20592863109229,0.0,0.2,-5.444398241309349,109,146,66.27480812628194
110,Illinois St.,MVC,20-12,109.16024131248147,161,103.38864056151836,73,0.6512869181192644,110,20.760833169994054,12.239166830005944,12.0,8.0,12-8,0.5048039634673805,0.4040594578338812,0.5466676446447545,0.502897180598094,0.4040594578338812,0.5466676446447545,0.8596920311917429,0.8847729222932679,109.33336000142772,108.51122652005677,109.32765248198308,108.60118651521586,108.89963139690197,102.84193837381548,122.57238184117092,111.57950643428654,0.7466055774631161,1.0,0.0067382218425134,1459.0,1374.0,1349.0875,1.081471735524938,1.0184661854772206,0.0,0.6,-5.802548687834187,115,155,66.8061321216913
111,Illinois Chicago,MVC,19-15,109.54140963581324,152,103.78930792996294,84,0.6502882365729258,111,19.228621794751668,15.771378205248332,12.0,8.0,12-8,0.4921497028524416,0.3677258205784471,0.5467659021784356,0.5016050352946054,0.3677258205784471,0.5467659021784356,0.8553826671367888,0.8956183850244138,109.3015681809476,108.5477485760625,109.4781596208549,108.31061335742297,109.92464380762138,101.311602495231,0.0,0.0,0.0,0.0,-0.0632807223103749,1461.0,1354.0,1340.9875000000004,1.089495614239506,1.0097036698701514,0.0,0.6,-8.620574068692243,171,325,66.26127979491946
112,St. Thomas,Sum,24-10,112.91022522059389,103,107.24500592371876,144,0.6438206977597005,112,24.0,10.0,12.0,4.0,12-4,0.3582133234274889,0.3764311468963034,0.3202444417428429,0.3582133234274889,0.3764311468963034,0.3202444417428429,0.9052535870194438,0.8813179748989962,106.90120252583966,111.73445723231453,106.90120252583966,111.73445723231453,115.56991812449074,110.0364246061683,107.08312236597271,111.92601596261856,0.3755039312013304,1.0,-0.0230278058481682,1371.0,1181.0,1118.2,1.226077624754069,1.0561616884278304,0.0,0.75,-5.028098384249278,99,235,68.39109073537855
113,UC Irvine,BW,23-12,103.85783267368971,266,98.71713337024508,26,0.6419392848252835,113,23.0,12.0,15.0,5.0,15-5,0.4555485168743161,0.4386831358984254,0.4474117684267829,0.4555485168743161,0.4386831358984254,0.4474117684267829,0.8941366783415571,0.8928097166323311,107.97513331181612,108.89735051252524,107.97513331181612,108.89735051252524,105.47901342715048,98.78785773196012,0.0,0.0,0.0,0.0,-0.0081580840192015,1537.0,1379.0,1440.6750000000002,1.0668610200079822,0.9571902059798356,0.0,0.75,-5.9415808919730475,118,199,68.21343414127062
114,Utah,B12,10-22,114.766162505161,82,109.2783399746492,190,0.6372579542461617,114,10.0,22.0,2.0,16.0,2-16,0.7245725865655042,0.5400308005423722,0.8486797007986513,0.7245725865655042,0.5400308005423722,0.8486797007986513,0.6631862116812763,0.8330877318755301,115.29950590798568,103.60244044270462,115.29950590798568,103.60244044270462,114.71722990510914,109.76854979127522,114.36138435525228,106.78387621621694,0.687487694910344,13.0,-0.0659036139857933,1259.0,1438.0,1191.5749999999998,1.0565847722552086,1.2068061179531295,0.0,0.1111111111111111,-8.86613454235067,175,330,66.2883993306293
115,North Dakota St.,Sum,27-7,111.3014893332048,122,106.00562040723896,120,0.6365985350165483,115,27.09385990821507,7.90614009178493,14.0,2.0,14-2,0.3392386161039158,0.370230320622374,0.3211319310329421,0.3565224101507859,0.370230320622374,0.3211319310329421,0.9097632731537872,0.9109825488678857,106.00892918942216,111.8906733411664,106.53576126113744,111.39662250458794,113.97465930390292,109.32311954243426,0.0,0.0,0.0,0.0,0.0492396010272427,1312.0,1136.0,1088.4375000000002,1.205397645707723,1.043697961527419,0.0,0.875,-3.4149706470789996,83,70,66.34185100296514
116,Liberty,CUSA,26-7,118.0579254452016,56,112.62443654228424,262,0.6322407803521343,116,26.0,7.0,17.0,3.0,17-3,0.433742841121882,0.3642303348685056,0.4592082005520453,0.433742841121882,0.3642303348685056,0.4592082005520453,0.88567115907259,0.8759212750710179,107.59026796764992,108.67518793938316,107.59026796764992,108.67518793938316,118.8966010013575,112.91914083850652,73.65174243379136,107.93167948154178,0.0121917123925012,1.0,0.1231949161655673,1550.0,1458.0,1308.0625,1.184958669788332,1.1146256390654117,0.0,0.85,-2.1739169267451466,72,4,63.94924392445961
117,Rutgers,B10,14-19,110.85372591248677,129,105.81208409932825,117,0.6307157029950619,117,14.384880148006204,19.615119851993793,6.0,14.0,6-14,0.684604915372795,0.3971984615038569,0.824954377133154,0.6859953107963923,0.3971984615038569,0.824954377133154,0.6561391634771829,0.8533444552133367,114.80527033310156,104.34370125215128,114.80518578290008,104.36897812968216,114.17364896919102,106.7581238228951,112.642872252552,111.05564537181412,0.5407088324366149,15.0,0.0256315702177507,1430.0,1599.0,1352.1375,1.0575847500716458,1.1825720387164766,0.0,0.3,-5.368217471372596,107,110,66.67572536787996
118,Hawaii,BW,24-8,106.68745969103703,209,101.8443239843576,53,0.6304783356330015,118,24.10736342319108,8.892636576808918,14.0,6.0,14-6,0.3978567313750565,0.2678066089359966,0.4485381360450663,0.4141079899072868,0.2678066089359966,0.4485381360450663,0.8917367002420877,0.9348449192604258,105.7993998664346,109.7001182944719,106.51170127008388,109.4369433334386,107.80381782419842,103.86516557533186,0.0,0.0,0.0,0.0,0.0478291855625726,1578.0,1475.0,1461.9624999999996,1.0793710508990486,1.0089178073993008,0.0,0.7,-3.8430550544049833,86,71,69.56159977510887
119,UT Rio Grande Valley,Slnd,19-14,111.29026860016236,123,106.38087032499456,127,0.6268752104340044,119,19.0,14.0,14.0,8.0,14-8,0.4231405420674212,0.4920111347582079,0.3840395662048909,0.4231405420674212,0.4920111347582079,0.3840395662048909,0.8624084516403028,0.7569603242014462,107.5601561324827,108.81497837120804,107.5601561324827,108.81497837120804,111.2570672752172,108.1397603222594,107.63730028770397,102.04782267813972,0.6486807774428981,3.0,-0.0820374008414971,1626.0,1515.0,1446.725,1.1239178143738444,1.0471927975254454,0.0,0.6363636363636364,-8.151854633325625,157,346,66.38111294774471
120,George Mason,A10,23-10,110.49066380277414,137,106.21450884037344,123,0.6115681256668662,120,23.0,10.0,11.0,7.0,11-7,0.503390746343074,0.33706424640008,0.6195681876580021,0.503390746343074,0.33706424640008,0.6195681876580021,0.8633791099971289,0.9232859628170764,109.70508690750628,109.01859872974129,109.70508690750628,109.01859872974129,111.21469012689997,107.53137637856165,108.51811682011828,104.06391982919862,0.6182166869856247,2.0,0.096057062487967,1247.0,1225.0,1137.525,1.0962396430847674,1.0768994088042023,0.0,0.6111111111111112,-3.031327935042717,81,13,63.61656777938755
121,UC San Diego,BW,23-11,106.10966394844786,224,102.20959580321212,61,0.6060281386951757,121,23.0,11.0,12.0,8.0,12-8,0.4415669615835215,0.4250395538855309,0.4509381942058705,0.4415669615835215,0.4250395538855309,0.4509381942058705,0.8939602723839469,0.8876744961364461,107.17636113413133,108.61543853551125,107.17636113413133,108.61543853551125,103.95747985104676,102.12714093875812,0.0,0.0,0.0,0.0,0.0345886308273963,1435.0,1398.0,1392.3375,1.0306409185991183,1.0040669018826256,0.0,0.6,-5.949784700397449,119,95,67.180509125786
122,Duquesne,A10,18-15,110.67924585747738,132,106.61677065805443,130,0.6058852410260607,122,18.0,15.0,9.0,9.0,9-9,0.5126705738693267,0.3392610448880513,0.6191186892032062,0.5126705738693267,0.3392610448880513,0.6191186892032062,0.8288040538663104,0.8705878288526782,109.75537151755962,107.80037106132576,109.75537151755962,107.80037106132576,110.92304903599084,107.04129314891487,115.00246129558256,110.20327973388538,0.6201556748694953,4.0,-0.0220954703425451,1329.0,1357.0,1241.7249999999997,1.0702852886106025,1.092834564819103,0.0,0.5,-7.610241013714551,148,232,68.81080633831925
123,Florida Atlantic,Amer,18-15,109.49881924142518,155,105.5382414090602,111,0.604359825718833,123,18.0,15.0,9.0,9.0,9-9,0.5107429940524482,0.4696186022727574,0.5362872134443103,0.5107429940524482,0.4696186022727574,0.5362872134443103,0.8482195704076554,0.8500489030488713,109.59243200100605,107.71143862319096,109.59243200100605,107.71143862319096,108.89563538147311,104.4068043374822,115.34756041169672,108.07191318906824,0.6790172427002071,2.0,-0.0274544799491903,1385.0,1363.0,1294.1249999999998,1.0702211919250462,1.0532212885154064,0.0,0.5,-8.311466889434737,160,242,69.78116168466339
