rank,Team,Conf,record,AdjOE,oe Rank,AdjDE,de Rank,Barthag,rank.1,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,AdjTempo
189,Siena,MAAC,23-11,107.03077367907537,199,108.87047887396037,177,0.4511590197350887,189,23.015287546301316,11.984712453698684,13.0,7.0,13-7,0.2944262876461279,0.3234258119570657,0.2696495813996405,0.3140559322902796,0.3234258119570657,0.2696495813996405,0.9099560326204538,0.8959323490579565,102.63216037350996,112.04949333992104,103.35978004640914,111.43973173542209,109.2594122002796,111.64598619331434,91.49221811703532,106.3400003138245,0.150657011719336,1.0,0.0174528826517965,1448.0,1327.0,1282.1625,1.1293420295789338,1.0349702163337329,0.0,0.65,-7.8320779615834,152,131,64.61554892151379
190,Portland,WCC,15-19,106.22096719439556,221,108.0528354586722,159,0.4509987258500194,190,15.0,19.0,6.0,12.0,6-12,0.5556892235506801,0.4448743988749608,0.6441897828445823,0.5556892235506801,0.4448743988749608,0.6441897828445823,0.8055491092716812,0.869045100096175,111.25033095264132,106.60363054832676,111.25033095264132,106.60363054832676,107.84343924497696,108.70396947764904,115.19694025901693,110.0007678013058,0.6296678567870722,6.0,0.0228191767772729,1252.0,1386.0,1222.8875,1.023806359947256,1.1333830789831445,0.0,0.3333333333333333,-10.500219955983408,217,114,68.477110466319
191,New Mexico St.,CUSA,16-16,108.12355704308604,180,109.9936850826134,205,0.4508576937792938,191,16.0,16.0,8.0,12.0,8-12,0.4377858232165971,0.3516676680313809,0.4693156566207948,0.4377858232165971,0.3516676680313809,0.4693156566207948,0.8979000346272403,0.9104293087364508,108.33077901199046,108.97375657194088,108.33077901199046,108.97375657194088,109.74185114416544,112.38138568788384,0.0,0.0,0.0,0.0,-0.023244426834898,1508.0,1528.0,1368.675,1.101795532175279,1.1164082050158,0.0,0.4,-11.386062499858118,231,236,66.58483838758043
192,Youngstown St.,Horz,15-17,106.22707194983276,220,108.175755433729,164,0.4479269528507829,192,15.0,17.0,8.0,12.0,8-12,0.3843967973952285,0.3374057197926882,0.3993853537719918,0.3843967973952285,0.3374057197926882,0.3993853537719918,0.9011507352727716,0.8822821803781217,109.2359078337127,112.71927382605188,109.2359078337127,112.71927382605188,107.03442046061204,110.04930552780702,138.85970440717554,110.08244463288472,0.93527523682549,1.0,-0.099236641244815,1531.0,1515.0,1372.5375,1.1154522189739806,1.103794978279282,0.0,0.4,-12.623881665031416,253,356,67.24113083859623
193,Charleston,CAA,21-11,106.69326996851365,207,108.6559125345847,173,0.447785440260142,193,21.0,11.0,14.0,4.0,14-4,0.4267427600884876,0.4381693009605932,0.4155469922496964,0.4267427600884876,0.4381693009605932,0.4155469922496964,0.8928163439293734,0.8729718252449001,108.07254631822076,110.92575253548982,108.07254631822076,110.92575253548982,107.40208497823193,105.96722258294758,121.87743978789992,108.62679474085894,0.7897842103804252,1.0,0.1225370432751223,1377.0,1299.0,1251.225,1.100521488940838,1.0381825810705507,0.0,0.7777777777777778,-6.267155561981271,126,5,67.70901090883714
194,Furman,SC,22-12,106.82706261593296,202,108.95384594895008,184,0.4435664047079746,194,22.03874005729051,12.961259942709493,10.0,8.0,10-8,0.3175603633591098,0.3636573373032062,0.2798119948292404,0.3356836890576533,0.3636573373032062,0.2798119948292404,0.9150122914303208,0.9080153525591614,107.18766903158335,114.39804612879529,107.68303060557874,113.78915648200612,104.42067190309496,107.65819193741666,0.0,0.0,0.0,0.0,0.0063244234082227,1335.0,1265.0,1199.7875,1.1126970401008511,1.0543533750768364,0.0,0.5555555555555556,-8.75990770174605,173,158,65.82752514264571
195,Missouri St.,CUSA,16-18,109.3103444258708,158,111.50880862990152,231,0.4430002662271886,195,16.0,18.0,8.0,12.0,8-12,0.4362338238046161,0.3465836803130073,0.4724854894631181,0.4362338238046161,0.3465836803130073,0.4724854894631181,0.8919536711085374,0.8991518900781337,108.17334207869926,108.96330479534622,108.17334207869926,108.96330479534622,110.65283428106196,110.52734458839376,0.0,0.0,0.0,0.0,-0.0524034293829442,1514.0,1499.0,1366.4250000000002,1.1080008050203998,1.0970232541120075,0.0,0.4,-12.8963023606032,260,305,65.24958298254987
196,East Tennessee St.,SC,23-11,107.75908549738648,186,109.9758555140177,203,0.4417230141043576,196,23.0,11.0,13.0,5.0,13-5,0.312937197498229,0.3591926980932064,0.2800124793918661,0.312937197498229,0.3591926980932064,0.2800124793918661,0.9230747526882468,0.8818937729651495,106.34130481679878,114.28775861058604,106.34130481679878,114.28775861058604,107.75995264021462,108.62678677050472,109.23765599013552,109.299946600656,0.4983610612857675,1.0,0.0311500472620288,1404.0,1259.0,1206.025,1.1641549719118591,1.0439252917642667,0.0,0.7222222222222222,-7.459936266839958,144,101,66.00406396739616
197,Cal St. Fullerton,BW,18-16,107.46678290219964,192,109.71915956445528,195,0.4406473269932052,197,18.0,16.0,12.0,8.0,12-8,0.4926391719353468,0.5227853055392396,0.4671241248434811,0.4926391719353468,0.5227853055392396,0.4671241248434811,0.8582174595023646,0.8058495446258042,108.74145243056012,107.7646431837195,108.74145243056012,107.7646431837195,108.16838635245612,109.9919834386448,91.72564106943476,122.23192625618746,0.035507413838935,1.0,0.0735471483806652,1599.0,1573.0,1480.1624999999997,1.0802867928352464,1.0627211539273562,0.0,0.6,-9.471669433103862,190,31,72.84188424482431
198,Queens,ASun,21-13,114.58668141768965,84,117.03506762667224,316,0.4395143218139627,198,21.028499950584543,13.971500049415452,13.0,5.0,13-5,0.3827810840961221,0.519996561698678,0.2758960719451673,0.3993855855618886,0.519996561698678,0.2758960719451673,0.8417315725212586,0.7191842753880647,108.63704457849234,113.19069639008325,109.36141808838182,112.80701077579477,114.18696919919256,116.0369788194718,109.96426757856548,122.88988153940863,0.2178854223607965,4.0,0.0492428506407216,1554.0,1424.0,1264.5625,1.228883507141798,1.1260811545494984,0.0,0.7222222222222222,-7.010477650203323,136,69,69.49114950809492
199,Howard,MEAC,24-10,104.42252063153823,254,106.65382790689875,131,0.4395116707677583,199,24.015684554879765,10.984315445120236,11.0,3.0,11-3,0.2248815867514597,0.3448737738778141,0.0836828664693414,0.2464588046800715,0.3448737738778141,0.0836828664693414,0.9020390910631988,0.8634873262471047,101.33439812589968,114.00595945799908,102.18108368727157,113.2612012485644,104.22349064178093,105.22653548033568,101.3416856156762,111.21442626907412,0.2555807194922078,2.0,-0.0354353361324957,1131.0,886.0,983.2875,1.1502231036192363,0.9010589476628148,0.0,0.7857142857142857,-6.876891572247241,135,258,69.06453109542254
200,UMBC,AE,24-9,107.88991404722704,183,110.2003879938904,211,0.4393812041716959,200,24.0,9.0,14.0,2.0,14-2,0.2272338152780351,0.3271005276358202,0.1472149401039072,0.2272338152780351,0.3271005276358202,0.1472149401039072,0.9317977238118136,0.864108032004389,101.06968133908391,114.3235740349442,101.06968133908391,114.3235740349442,107.3401433852698,107.5625541377985,105.04292646116632,116.69459474117012,0.2297544903755117,1.0,-0.0104410944611912,1213.0,1015.0,1051.8125000000002,1.153247370610256,0.965000891318557,0.0,0.875,-5.15009106221914,101,206,66.02501340672865
201,New Orleans,Slnd,15-18,108.58235071275216,172,110.97437772468308,224,0.4376781983336622,201,15.0,18.0,12.0,10.0,12-10,0.4873097446382487,0.7309896657308245,0.4008784060023394,0.4873097446382487,0.7309896657308245,0.4008784060023394,0.8226758342031931,0.607527786997904,107.96411707754714,107.5947757866208,107.96411707754714,107.5947757866208,110.32235111831736,112.7910759376273,105.43972084570125,99.53584572099832,0.659855026028626,3.0,0.0027683477587705,1694.0,1676.0,1536.1375000000005,1.1027658656858514,1.0910481646336996,0.0,0.5454545454545454,-10.581847700832292,218,165,69.7421671247038
202,Jacksonville St.,CUSA,15-17,105.30795030711316,236,107.77403486917436,154,0.4338401650620168,202,15.0,17.0,10.0,10.0,10-10,0.4058885870355745,0.2696856253433295,0.4785517607998513,0.4058885870355745,0.2696856253433295,0.4785517607998513,0.9073346594625132,0.9411090173946274,107.76446266219132,110.07969803241495,107.76446266219132,110.07969803241495,107.91349853077529,107.10871348527104,0.0,0.0,0.0,0.0,-0.0731565721440303,1441.0,1424.0,1333.6750000000002,1.080473128760755,1.0677263951112526,0.0,0.5,-12.802707041181865,259,339,65.08221060369897
203,Tulane,Amer,18-15,107.42780431464038,193,109.97413484776116,202,0.4330541763028664,203,18.0,15.0,8.0,10.0,8-10,0.5019862720018791,0.4073712676146658,0.5667062792887023,0.5019862720018791,0.4073712676146658,0.5667062792887023,0.8693413136390368,0.9029030639263896,108.19024287930972,107.27705073553832,108.19024287930972,107.27705073553832,106.47707251460604,108.40190872220992,110.61744005899295,113.82374448858056,0.4185827719450041,2.0,0.0871744101169663,1294.0,1372.0,1246.675,1.0379609761966833,1.100527402891692,0.0,0.4444444444444444,-9.109328967453246,182,18,66.83796005017497
204,Drexel,CAA,17-16,102.53054403594308,286,105.07267527653816,99,0.4300487193372735,204,17.0,16.0,10.0,8.0,10-8,0.3879059506087902,0.3292297956317295,0.4331999629075833,0.3879059506087902,0.3292297956317295,0.4331999629075833,0.9104349763016888,0.9238709509395668,105.85388376916688,110.40512334501416,105.85388376916688,110.40512334501416,101.41299808695138,101.85238044302211,0.0,0.0,0.0,0.0,-0.0420155748173324,1174.0,1169.0,1150.8,1.0201598887730274,1.0158150851581509,0.0,0.5555555555555556,-11.84464769327592,240,277,64.17879926877326
205,Weber St.,BSky,16-16,110.97573133732942,127,113.75386356541844,280,0.4293893447866606,205,16.0,16.0,10.0,8.0,10-8,0.4354975823508609,0.4065603572879827,0.4513209409887743,0.4354975823508609,0.4065603572879827,0.4513209409887743,0.8775252194661611,0.849535495096928,108.06372543128754,109.91402708163386,108.06372543128754,109.91402708163386,111.96959380318128,114.42028351641528,112.6045817060099,100.98176964346492,0.7777906827744128,1.0,-0.0120052318793417,1433.0,1428.0,1259.4125,1.1378321241054856,1.1338620189969528,0.0,0.5555555555555556,-10.707802005917166,220,211,68.5191297478882
206,Indiana St.,MVC,11-21,105.79022173540284,231,108.64946453066295,172,0.4239229062919012,206,11.0,21.0,4.0,16.0,4-16,0.4835371771569957,0.3260283687190843,0.5689369909348007,0.4835371771569957,0.3260283687190843,0.5689369909348007,0.850171334686735,0.8669270492430201,108.21616082312998,107.14911809596988,108.21616082312998,107.14911809596988,107.4164699737836,110.4912425632854,105.96858859751586,104.53069229942967,0.5391975997188821,1.0,-0.1143130454356466,1463.0,1561.0,1401.5500000000002,1.0438443152224322,1.1137669009311115,0.0,0.2,-14.716359566722032,291,361,68.2003822233427
207,Columbia,Ivy,16-12,107.72056294636698,187,110.77316139318503,219,0.4203452448679985,207,16.0,12.0,5.0,9.0,5-9,0.3864773250276446,0.3345445750913955,0.4384100749638934,0.3864773250276446,0.3345445750913955,0.4384100749638934,0.8870679353567908,0.8762820379116578,107.69070343835324,110.8888661069114,107.69070343835324,110.8888661069114,106.45932250084547,114.72671351196551,109.30611965783386,115.87657051591889,0.3382076605616526,1.0,0.0214280158340289,1008.0,1067.0,936.4625,1.07639120626827,1.1393942629843692,0.0,0.3571428571428571,-7.847880392302274,153,120,66.8102672027211
208,James Madison,SB,18-15,109.03326883428242,162,112.24218406270836,248,0.4173729317570955,208,18.0,15.0,9.0,9.0,9-9,0.3852503577416331,0.4018208504861983,0.3804167511123225,0.3852503577416331,0.4018208504861983,0.3804167511123225,0.895823890934286,0.8523740151662255,106.32044894500746,110.82449703057549,106.32044894500746,110.82449703057549,106.95688452592518,110.74184192646815,118.25485650436376,121.50558865358168,0.422661074951863,1.0,0.0011480544391341,1320.0,1289.0,1205.1750000000002,1.0952766195780694,1.0695542141182814,0.0,0.5,-10.388965571464867,214,170,65.95121745359536
209,Mercer,SC,19-13,110.5959921030294,135,113.91536677696872,285,0.4157907386625158,209,19.0,13.0,11.0,7.0,11-7,0.3403850199548384,0.4167653251533033,0.2828342093215274,0.3403850199548384,0.4167653251533033,0.2828342093215274,0.8913541801925612,0.8096897546833897,107.7957773643286,113.31206846988694,107.7957773643286,113.31206846988694,111.94276948395284,115.63343301266984,103.08580768760868,98.77011461257572,0.6205342551556966,3.0,-0.0007621675457128,1485.0,1384.0,1235.3000000000002,1.2021371326803203,1.1203756172589652,0.0,0.6111111111111112,-8.534131421172313,170,174,68.93051549557423
210,Marist,MAAC,19-12,99.4371193918869,330,102.46131289029974,64,0.4147076002472854,210,19.0,12.0,12.0,8.0,12-8,0.2990361397198176,0.3089432530933648,0.2807472888787589,0.2990361397198176,0.3089432530933648,0.2807472888787589,0.9395127631042832,0.9230893008390716,103.54499714018328,112.44186248517688,103.54499714018328,112.44186248517688,98.22363017042754,102.29527759352564,0.0,0.0,0.0,0.0,-0.0213365163182813,1360.0,1275.0,1324.9,1.0264925654766397,0.9623367801343496,0.0,0.6,-9.3134078836789,186,229,66.21352036007734
211,Rice,Amer,13-18,108.91485111605448,163,112.43081005214547,256,0.4096593975634203,211,13.0,18.0,7.0,11.0,7-11,0.4699577750765599,0.3992810328420861,0.5210020889125688,0.4699577750765599,0.3992810328420861,0.5210020889125688,0.8612735664034312,0.8687426355304599,108.68422791174072,108.33080628346498,108.68422791174072,108.33080628346498,110.36799326614432,113.43840217082771,114.89912665402596,114.5224505000096,0.5094395327268999,1.0,-0.0470014998530445,1301.0,1372.0,1196.1124999999995,1.0876903301319902,1.147049295112291,0.0,0.3888888888888889,-12.298331722271987,246,292,65.59701210532003
212,San Jose St.,MWC,9-24,112.73469327447044,106,116.42949325152414,311,0.4083333012556618,212,9.0,24.0,3.0,17.0,3-17,0.6334242140067503,0.5047826962134453,0.6855415459044911,0.6334242140067503,0.5047826962134453,0.6855415459044911,0.762282081089686,0.8203880400340128,112.67005008908028,105.5740990003804,112.67005008908028,105.5740990003804,111.95966657710666,118.2004155751948,111.400070977172,113.84058584303604,0.4380159714470411,5.0,-0.0460847636532743,1382.0,1612.0,1305.4875,1.0586083742663182,1.2347877708518848,0.0,0.15,-13.942212209698956,281,289,64.98371246384787
213,Marshall,SB,19-13,111.89344199784378,115,115.6152997077868,305,0.4070208471324136,213,19.0,13.0,11.0,7.0,11-7,0.4029459293944968,0.445593840511723,0.3746466078180778,0.4029459293944968,0.445593840511723,0.3746466078180778,0.8961942234059466,0.8568688067247805,107.39790254533744,110.76987804363613,107.39790254533744,110.76987804363613,113.92345440597045,116.94536163624352,115.86828079194024,122.82813264853256,0.3383135796260798,1.0,0.0706013174733943,1468.0,1422.0,1259.1374999999998,1.1658774359432549,1.1293444917651965,0.0,0.6111111111111112,-8.519715743192714,168,37,69.38689999324693
214,Drake,MVC,14-20,109.43194048542615,156,113.22088377462214,269,0.403371900421708,214,14.0,20.0,6.0,14.0,6-14,0.5058022273592248,0.3441208222972529,0.570950814328021,0.5058022273592248,0.3441208222972529,0.570950814328021,0.864314608141843,0.9262947883214202,108.4303468756885,107.3840853524612,108.4303468756885,107.3840853524612,107.5822559740602,113.95776615782052,0.0,0.0,0.0,0.0,-0.0172486987930071,1444.0,1577.0,1378.1625,1.047771942713577,1.1442772532266696,0.0,0.3,-13.66117904987632,274,220,67.06482934814996
215,San Diego,WCC,12-21,108.4538195321817,175,112.21576325739818,247,0.4032025518380059,215,12.0,21.0,5.0,13.0,5-13,0.5281115052151951,0.3968545947014376,0.6144470486410853,0.5281115052151951,0.3968545947014376,0.6144470486410853,0.8234456241986823,0.8868484590969109,109.59177078924276,106.41638578044888,109.59177078924276,106.41638578044888,109.4836455470084,111.35757496045046,104.89365877842592,111.23421343805616,0.3373902622186975,5.0,-0.0439950415371612,1341.0,1459.0,1270.9875000000002,1.0550851208214085,1.1479263171352982,0.0,0.2777777777777778,-13.424425421677686,271,283,68.1224201117285
216,La Salle,A10,9-23,105.84311858884756,230,109.62096054187172,194,0.4005168325799763,216,9.0,23.0,5.0,13.0,5-13,0.583163604847575,0.5259812952779911,0.6281142323169457,0.583163604847575,0.5259812952779911,0.6281142323169457,0.8066423422027122,0.8022714406958518,110.45396313026326,105.72107209770076,110.45396313026326,105.72107209770076,107.1504213821402,108.75425841021242,95.46898184337245,105.25204243440476,0.2456591107241098,3.0,-0.0591113284185846,1206.0,1341.0,1191.5625,1.0121164437450827,1.1254130605822188,0.0,0.2777777777777778,-14.922223920061567,297,320,65.74359245904446
217,Cal Poly,BW,14-19,109.30841596370207,159,113.30224143327224,271,0.398268737528585,217,14.0,19.0,10.0,10.0,10-10,0.4898350055484465,0.5110840427264329,0.471275927023433,0.4898350055484465,0.5110840427264329,0.471275927023433,0.8539707538328217,0.7986363808951292,107.86459366527096,106.8891323607606,107.86459366527096,106.8891323607606,110.42766586900524,115.48175976744304,125.4896686538333,114.3587396768255,0.7442459847351869,1.0,-0.0022381732750347,1661.0,1689.0,1509.1125000000002,1.100646903395207,1.1192008548070471,0.0,0.5,-12.543199717971484,251,181,74.0832250732806
218,Tennessee St.,OVC,23-9,107.70434752233204,188,111.73163620127494,237,0.3959989648847692,218,23.02276802744025,9.97723197255975,15.0,5.0,15-5,0.2717572968175706,0.3977627366550479,0.2090561286200724,0.292785356175522,0.3977627366550479,0.2090561286200724,0.8995984873423265,0.8205630803537491,102.63864563205196,111.7473643408511,103.33977597453055,111.10651707632636,109.13225604986977,115.66070840108132,86.16593821717844,100.53049699161056,0.145152136930113,1.0,0.0745465757627883,1621.0,1474.0,1411.7375000000002,1.1482304606911695,1.0441034540769796,0.0,0.75,-5.651346128190491,112,28,70.1207442233955
219,Southern Miss,SB,19-16,104.6108249320004,251,108.67977063641196,174,0.3920211391062433,219,19.0,16.0,9.0,9.0,9-9,0.3995584122685884,0.4217982332544376,0.3729548753124272,0.3995584122685884,0.4217982332544376,0.3729548753124272,0.8938087433279799,0.8447168082262275,106.94093234856024,110.09529104929976,106.94093234856024,110.09529104929976,100.50938850643652,107.43942992768352,102.56907111259868,99.51328780170375,0.5860889403112635,1.0,0.0344531302795966,1318.0,1326.0,1275.8249999999998,1.0330570415221525,1.0393274939744872,0.0,0.5,-10.950558441669669,224,96,69.07814732591075
220,Buffalo,MAC,17-15,111.08278450736204,126,115.57255011045751,304,0.3880155306105856,220,17.0,15.0,7.0,11.0,7-11,0.3977788323754734,0.3030002662977933,0.4454186550072735,0.3977788323754734,0.3030002662977933,0.4454186550072735,0.8971899609722161,0.931138726237653,107.00572625723312,110.51546451256576,107.00572625723312,110.51546451256576,112.77648526433885,116.3995436100234,0.0,0.0,0.0,0.0,0.0140245546268291,1414.0,1436.0,1242.4,1.138119768190599,1.1558274307791372,0.0,0.3888888888888889,-10.461412975660236,215,141,66.45718373621094
221,Quinnipiac,MAAC,19-13,103.5891144523615,269,107.8821023657258,155,0.3853318901039189,221,19.0,13.0,12.0,8.0,12-8,0.34052794992621,0.4569277314141832,0.2727990870530963,0.34052794992621,0.4569277314141832,0.2727990870530963,0.8967804746826616,0.800159203642483,103.96867589377663,110.79253035611627,103.96867589377663,110.79253035611627,102.3940116600341,107.76969795907748,117.07949278052372,114.1759357048594,0.5717010090253322,2.0,0.0203315500620708,1473.0,1397.0,1382.4,1.0655381944444446,1.0105613425925928,0.0,0.6,-8.675205602279057,172,127,70.07944308569765
222,Western Carolina,SC,15-16,109.24791887585587,160,113.85808095151994,283,0.3833556432591543,222,15.0,16.0,10.0,8.0,10-8,0.3722211358568433,0.5024284868520386,0.2863682279261779,0.3722211358568433,0.5024284868520386,0.2863682279261779,0.8636186530079799,0.7166817494336086,108.3262335544786,112.39259821253466,108.3262335544786,112.39259821253466,111.89656810085644,115.47537990098176,101.30211128324798,114.18852636582656,0.2014830315966758,4.0,-0.0567280083209493,1438.0,1360.0,1209.3875,1.1890316379158872,1.124536180504594,0.0,0.5555555555555556,-10.74800707466877,222,315,67.88251600155942
223,South Dakota St.,Sum,14-18,107.39864978255424,195,111.93882621830284,241,0.3831601095954794,223,14.0,18.0,7.0,9.0,7-9,0.4031005626213228,0.4413905239142625,0.3521587159198423,0.4031005626213228,0.4413905239142625,0.3521587159198423,0.875324344403182,0.8287885122430506,107.70223710102732,109.9378201240198,107.70223710102732,109.9378201240198,107.80492423513928,113.81587995678044,112.11821338210352,106.38097675715171,0.6465847874686639,1.0,-0.0726538144692513,1225.0,1186.0,1078.8625000000002,1.135455166900323,1.0993059819949251,0.0,0.4375,-12.799285881217516,258,338,66.98945946152645
224,Bethune Cookman,SWAC,17-15,104.10535909192252,260,108.50747594520897,169,0.3831310236863559,224,17.0,15.0,14.0,4.0,14-4,0.3821643372984152,0.6315448569013249,0.2085005877312118,0.3821643372984152,0.6315448569013249,0.2085005877312118,0.8328235737639406,0.6369025520566916,106.2241112599684,110.04320009452648,106.2241112599684,110.04320009452648,104.30649937883636,106.67431809881955,100.1614994547796,113.90200353182698,0.1856725829648033,6.0,-0.0044630260120451,1420.0,1278.0,1302.975,1.089813695581266,0.9808323260231394,0.0,0.7777777777777778,-8.51083117666162,167,185,68.98119759830674
225,Tarleton St.,WAC,14-18,103.25318239430018,278,107.6876318181112,152,0.3814064391586488,225,14.0,18.0,5.0,13.0,5-13,0.4437218604455885,0.3881278997426601,0.4912254202658108,0.4437218604455885,0.3881278997426601,0.4912254202658108,0.8537964550690974,0.8180774069893452,107.32414486434112,106.75190734684188,107.32414486434112,106.75190734684188,102.69232343231576,108.07123511667317,108.8397420545197,108.84470310270358,0.4998689569831759,3.0,-0.0391795808825793,1259.0,1344.0,1261.175,0.9982754177651794,1.0656728844133447,0.0,0.2777777777777778,-11.904651110120856,242,269,69.49702713297677
226,Ohio,MAC,15-17,108.19342667045544,178,113.10173105329972,266,0.3751416327877245,226,15.0,17.0,9.0,9.0,9-9,0.4415109537379871,0.4406140604698106,0.4380001749373656,0.4415109537379871,0.4406140604698106,0.4380001749373656,0.8711898337791965,0.8354623656814332,108.53675394038268,109.4731650642146,108.53675394038268,109.4731650642146,107.62915001604252,112.3963627293691,111.77992325338218,115.9415595477326,0.3964271512852437,2.0,0.0006207477522246,1401.0,1424.0,1276.375,1.097639800215454,1.1156595828028597,0.0,0.5,-11.595009416576726,234,172,68.85254549436927
227,Stony Brook,CAA,17-15,105.11122645131708,241,110.12896559669876,210,0.3690534768924802,227,17.0,15.0,9.0,9.0,9-9,0.3969156332475304,0.3525036045340127,0.425932495903398,0.3969156332475304,0.3525036045340127,0.425932495903398,0.9046843624623752,0.9062849054891126,106.07522335648076,109.59448297085687,106.07522335648076,109.59448297085687,105.19528288600112,109.70358313388522,0.0,0.0,0.0,0.0,0.0316727491417009,1277.0,1302.0,1203.9499999999998,1.060675277212509,1.0814402591469747,0.0,0.5,-10.7222907027654,221,100,66.15318056587557
228,Texas St.,SB,19-13,104.43872837367756,253,109.4872600089022,193,0.3675160820803624,228,19.0,13.0,11.0,7.0,11-7,0.3421440179147264,0.2782875862008774,0.3854916007611774,0.3421440179147264,0.2782875862008774,0.3854916007611774,0.9290055078511408,0.940385313868256,105.24557845684927,111.42053750551416,105.24557845684927,111.42053750551416,104.6570705191633,110.74634867149496,0.0,0.0,0.0,0.0,0.0392955600540385,1316.0,1326.0,1226.1749999999995,1.073256264399454,1.0814117071380516,0.0,0.6111111111111112,-9.739193035954138,200,86,66.13981256315083
229,Georgia Southern,SB,21-16,109.99298734702,145,115.72743794948173,307,0.3579108733435471,229,21.0,16.0,8.0,10.0,8-10,0.3565350729061111,0.3061231974071601,0.3647575989808028,0.3565350729061111,0.3061231974071601,0.3647575989808028,0.9230486607504672,0.9147100353117102,105.69309623839872,110.98646168958768,105.69309623839872,110.98646168958768,107.72666330936484,115.9616358098432,95.12208688633696,103.66188029825705,0.2711704126202014,1.0,0.0467794311212584,1419.0,1453.0,1290.35,1.0997016313403338,1.1260510714147325,0.0,0.4444444444444444,-11.980883977498689,243,75,70.08964819427737
230,Coastal Carolina,SB,19-13,101.72649410315891,297,107.3043789026666,146,0.3511725099434022,230,19.0,13.0,11.0,7.0,11-7,0.3785644752160375,0.4072831760307717,0.358970613625948,0.3785644752160375,0.4072831760307717,0.358970613625948,0.9088300922768096,0.8738739854318172,106.5337546438752,111.38910836724038,106.5337546438752,111.38910836724038,102.7744767327401,107.27853138998933,98.12935195634904,120.71972074656334,0.0845070877950651,1.0,0.1050353963075585,1286.0,1287.0,1223.7,1.0509111710386532,1.0517283647952929,0.0,0.6111111111111112,-8.943010214738587,177,10,67.07059232744425
231,Samford,SC,18-14,107.67286782323046,190,113.73886465304064,279,0.3474455532287547,231,18.0,14.0,11.0,7.0,11-7,0.3472100817912775,0.4186115734347119,0.2902892087122128,0.3472100817912775,0.4186115734347119,0.2902892087122128,0.9005143606858462,0.8365078148549367,107.50611405546942,113.55755881123152,107.50611405546942,113.55755881123152,108.73668092141251,113.8212166679858,102.9077629901089,97.08371293956318,0.6614995185950588,2.0,0.0284750960969381,1440.0,1337.0,1226.2875,1.1742760160239747,1.0902826621000377,0.0,0.6111111111111112,-9.796304496433995,202,108,67.32431962796068
232,Denver,Sum,15-17,114.90901172324678,79,121.39481876623223,353,0.3471847199579743,232,15.0,17.0,8.0,8.0,8-8,0.4225942692343418,0.502119637161719,0.3565779129292366,0.4225942692343418,0.502119637161719,0.3565779129292366,0.8530936470603433,0.7743582211476168,108.8061006916754,110.03748285838782,108.8061006916754,110.03748285838782,116.32678867652314,120.90065902294616,111.16399584186124,112.1465749119936,0.4747210848693535,2.0,0.0017491971310992,1321.0,1288.0,1101.05,1.1997638617683122,1.1697924708233052,0.0,0.5,-10.958692910910212,225,167,68.02050812167835
233,Lipscomb,ASun,19-13,104.9272050899608,245,110.95061890914675,222,0.3448145403392721,233,19.0,13.0,12.0,6.0,12-6,0.3625934496909896,0.4619001930899402,0.292261315409186,0.3625934496909896,0.4619001930899402,0.292261315409186,0.8686103499882755,0.755692579772193,109.12238365455757,113.21835073326828,109.12238365455757,113.21835073326828,106.1809673153178,112.50551506067669,104.68053202875812,108.05982817223648,0.4096586687240992,3.0,0.0785036310893287,1434.0,1362.0,1247.2,1.1497754971135343,1.09204618345093,0.0,0.6666666666666666,-7.81538434009869,151,25,69.43900146950557
234,Old Dominion,SB,12-21,106.15921501769476,222,112.3339716706349,252,0.3429517299081587,234,12.0,21.0,7.0,11.0,7-11,0.4213912415752328,0.5208763259526227,0.3708227591323382,0.4213912415752328,0.5208763259526227,0.3708227591323382,0.8760853733640892,0.7954413081613079,107.83591026403406,111.0268793871738,107.83591026403406,111.0268793871738,106.16490141792352,111.54653482338688,125.95991387561604,119.07837393512278,0.6561290530753847,1.0,-0.0826521289167706,1393.0,1398.0,1287.0749999999998,1.0822990113241266,1.0861837888234953,0.0,0.3888888888888889,-15.480297147386846,311,348,68.87706972726633
235,LIU,NEC,24-10,103.53251836202156,271,109.7589948181038,198,0.3381354353597181,235,24.011497065811355,10.988502934188643,15.0,3.0,15-3,0.3023000269370284,0.5255643592206687,0.1668158019489863,0.3215983323426114,0.5255643592206687,0.1668158019489863,0.8822708752477253,0.78506064661489,103.96036292043487,112.66988590406922,104.61406317280984,112.05896007755156,101.41324103286618,108.42652869755312,103.38415254585952,102.79995541623695,0.5162861930001753,2.0,0.132506139870637,1301.0,1161.0,1192.2375,1.091225531825664,0.9737992639889284,0.0,0.8333333333333334,-5.805385419245065,116,3,67.82164766811086
