Rk,School,G,W,L,W-L%,SRS,SOS,W_1,L_1,W_2,L_2,W_3,L_3,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,in_tourney
19,Ball State,30,7,23,0.233,-5.06,0.04,2.0,16.0,6,9,1,14,1961,2070,64.1,99.9,0.355,0.433,0.531,50.2,57.2,8.1,6.8,0.497,18.7,30.2,0.246,False
20,Baylor,34,24,10,0.706,17.85,9.33,11.0,7.0,16,2,6,5,2349,2048,62.8,109.2,0.386,0.334,0.53,55.9,61.1,12.2,11.2,0.497,16.4,42.4,0.26,True
21,Belmont,33,22,11,0.667,0.35,-2.77,11.0,5.0,12,2,7,8,2450,2330,67.5,109.9,0.324,0.48,0.589,50.3,58.7,9.4,5.5,0.567,17.8,29.0,0.225,True
22,Bethune-Cookman,32,11,21,0.344,-15.52,-10.45,7.0,9.0,6,8,4,11,1899,2003,61.3,96.8,0.429,0.346,0.503,51.1,42.1,8.9,8.1,0.452,19.2,35.6,0.308,False
23,Binghamton,32,6,26,0.188,-13.45,-3.49,5.0,11.0,5,9,1,15,1845,2124,63.4,90.7,0.387,0.347,0.488,46.9,43.9,9.1,7.8,0.45,18.6,26.5,0.255,False
24,Boise State,34,25,9,0.735,10.01,1.38,14.0,4.0,13,1,8,5,2390,2045,62.4,110.6,0.324,0.416,0.568,52.1,49.2,9.5,7.0,0.537,14.2,28.4,0.236,True
25,Boston College,32,13,19,0.406,6.32,7.94,4.0,14.0,9,8,2,7,2105,2157,63.9,101.4,0.35,0.382,0.541,48.0,56.7,8.8,7.5,0.507,16.7,26.1,0.247,False
26,Boston University,30,13,17,0.433,-5.63,-3.12,9.0,9.0,8,6,5,10,2037,2087,63.7,105.7,0.45,0.421,0.56,50.7,55.1,8.8,5.8,0.523,16.9,28.5,0.313,False
27,Bowling Green,33,21,12,0.636,2.93,-1.25,11.0,7.0,11,6,10,5,2196,2076,63.8,103.9,0.326,0.358,0.527,51.0,52.2,10.4,11.2,0.491,15.6,31.4,0.233,False
28,Bradley,33,9,24,0.273,-4.3,1.52,3.0,15.0,7,9,1,10,1882,2026,61.1,91.9,0.377,0.349,0.469,50.5,48.2,11.1,9.6,0.429,17.3,32.5,0.25,False
29,Brigham Young,35,25,10,0.714,13.53,5.02,13.0,5.0,13,3,8,3,2931,2561,70.7,116.7,0.424,0.365,0.584,53.2,60.9,10.2,7.4,0.539,14.2,34.1,0.325,True
30,Brown,31,13,18,0.419,-7.23,-1.99,4.0,10.0,9,6,3,11,2048,2144,67.6,97.3,0.448,0.338,0.52,51.1,53.8,6.6,11.1,0.477,18.9,30.6,0.309,False
31,Bryant,31,16,15,0.516,-6.28,-4.93,12.0,6.0,9,5,7,10,2058,2100,63.8,102.9,0.328,0.388,0.529,49.0,53.7,7.8,7.0,0.488,15.8,29.5,0.246,False
32,Bucknell,34,19,15,0.559,-3.66,-2.75,13.0,5.0,12,4,6,11,2339,2346,64.1,105.8,0.397,0.331,0.538,51.6,55.8,6.3,7.3,0.501,14.8,29.9,0.277,False
33,Buffalo,33,23,10,0.697,7.93,1.6,12.0,6.0,11,2,9,7,2462,2253,68.7,108.5,0.426,0.303,0.533,52.0,51.7,10.9,11.3,0.487,14.1,34.5,0.306,True
34,Butler,34,23,11,0.676,16.64,8.62,12.0,6.0,13,3,7,4,2346,2073,64.2,105.9,0.408,0.287,0.522,54.2,47.5,9.8,8.8,0.484,14.3,34.7,0.279,True
35,Cal Poly,29,13,16,0.448,-0.57,0.43,6.0,10.0,7,4,5,10,1752,1721,59.3,101.0,0.318,0.335,0.479,51.0,47.6,9.1,8.9,0.442,12.2,32.6,0.218,False
36,Cal State Bakersfield,33,14,19,0.424,-6.4,-5.8,7.0,7.0,9,5,3,10,2100,2028,61.2,102.1,0.393,0.325,0.52,53.8,59.7,9.2,6.1,0.474,16.8,34.2,0.284,False
37,Cal State Fullerton,31,9,22,0.29,-8.58,-1.06,1.0,15.0,6,9,1,13,1991,2155,65.6,96.7,0.368,0.309,0.5,50.7,43.7,7.6,5.5,0.461,16.4,29.2,0.253,False
38,Cal State Northridge,33,9,24,0.273,-6.61,0.39,4.0,12.0,7,9,1,14,2148,2325,65.9,98.0,0.418,0.193,0.514,50.4,59.9,8.2,11.0,0.456,17.2,29.7,0.32,False
39,California,33,18,15,0.545,5.36,6.15,7.0,11.0,11,7,5,6,2195,2221,66.3,99.6,0.304,0.276,0.513,50.6,50.2,6.2,9.2,0.489,14.6,26.0,0.197,False
40,Campbell,32,10,22,0.313,-11.13,-5.3,4.0,14.0,9,6,1,15,2045,2124,63.3,100.6,0.361,0.445,0.528,48.4,59.4,11.1,8.3,0.505,17.2,28.5,0.226,False
41,Canisius,33,18,15,0.545,-0.04,-2.79,11.0,9.0,10,5,8,8,2168,2077,64.2,101.5,0.32,0.363,0.505,50.4,61.0,10.4,10.1,0.466,15.5,34.0,0.23,False
42,Central Arkansas,29,2,27,0.069,-22.84,-5.94,2.0,16.0,2,11,0,16,1894,2384,71.3,91.6,0.393,0.365,0.524,45.8,55.9,8.8,9.4,0.488,22.6,28.0,0.266,False
43,Central Connecticut State,31,5,26,0.161,-16.56,-5.62,3.0,15.0,4,9,1,13,1834,2173,64.0,92.1,0.286,0.271,0.482,48.9,50.4,7.7,9.3,0.446,18.3,30.9,0.203,False
44,Central Michigan,32,23,9,0.719,5.56,-1.1,12.0,6.0,16,1,6,7,2504,2187,66.6,117.0,0.369,0.476,0.587,50.0,52.7,10.6,7.5,0.556,13.2,30.3,0.268,False
45,Charleston Southern,31,19,12,0.613,-4.48,-5.23,13.0,5.0,13,2,6,9,2277,2130,66.5,108.8,0.343,0.458,0.53,52.3,51.1,10.2,6.8,0.499,14.2,34.1,0.236,False
46,Charlotte,32,14,18,0.438,1.76,0.35,7.0,11.0,7,6,5,9,2362,2317,67.2,106.5,0.37,0.288,0.542,51.4,50.9,9.3,6.8,0.517,16.6,33.8,0.24,False
47,Chattanooga,32,22,10,0.688,-1.63,-4.06,15.0,3.0,15,2,7,7,2325,2141,66.2,107.7,0.434,0.354,0.549,51.0,48.4,9.7,16.2,0.514,16.5,33.9,0.298,False
48,Chicago State,32,8,24,0.25,-14.76,-2.48,4.0,10.0,7,5,1,16,1855,2115,64.5,89.5,0.294,0.369,0.466,48.8,44.8,12.9,9.8,0.433,19.1,33.4,0.196,False
49,Cincinnati,34,23,11,0.676,10.72,4.4,13.0,5.0,15,3,6,5,2113,1898,59.6,102.8,0.371,0.297,0.527,53.5,51.8,10.8,15.4,0.495,17.7,37.3,0.249,True
50,Clemson,31,16,15,0.516,7.73,7.18,8.0,10.0,11,6,3,7,1944,1927,62.8,99.1,0.344,0.339,0.496,51.5,47.9,8.6,12.9,0.46,15.7,34.1,0.234,False
51,Cleveland State,34,19,15,0.559,3.07,-0.78,11.0,5.0,12,3,6,12,2296,2098,61.5,108.6,0.316,0.355,0.548,50.9,54.3,12.6,10.7,0.527,16.3,33.2,0.217,False
52,Coastal Carolina,34,24,10,0.706,-1.02,-6.18,12.0,6.0,14,2,8,7,2438,2121,65.2,110.0,0.411,0.333,0.537,55.7,46.1,10.8,10.2,0.5,15.0,37.5,0.283,True
53,Colgate,33,16,17,0.485,-2.91,-3.41,12.0,6.0,10,5,6,12,2177,2125,60.5,107.1,0.273,0.391,0.58,49.3,55.5,8.4,7.6,0.56,16.8,24.1,0.19,False
54,College of Charleston,33,9,24,0.273,-7.23,-1.26,3.0,15.0,5,9,2,12,1934,2131,61.7,94.2,0.324,0.337,0.491,47.4,46.2,8.9,8.5,0.459,16.8,27.6,0.214,False
55,Colorado,34,16,18,0.471,7.01,6.19,7.0,11.0,12,5,2,11,2345,2317,65.6,103.6,0.408,0.287,0.528,53.6,49.3,8.6,11.1,0.484,16.8,34.4,0.291,False
56,Colorado State,34,27,7,0.794,8.12,0.69,13.0,5.0,15,2,8,4,2454,2181,65.3,110.1,0.418,0.368,0.539,54.3,59.6,8.5,9.8,0.505,13.7,34.3,0.281,False
57,Columbia,28,13,15,0.464,-0.38,-1.49,5.0,9.0,9,7,4,7,1816,1737,60.6,107.0,0.286,0.461,0.55,51.9,52.3,8.1,10.1,0.522,16.6,32.5,0.205,False
58,Connecticut,35,20,15,0.571,8.28,4.22,10.0,8.0,11,5,4,7,2243,2101,61.9,103.2,0.323,0.349,0.533,50.8,52.0,7.6,14.8,0.501,16.1,30.1,0.229,False
59,Coppin State,31,8,23,0.258,-17.84,-4.78,6.0,10.0,4,7,3,15,2219,2558,73.6,97.3,0.31,0.433,0.507,42.8,51.5,9.1,7.6,0.475,16.1,25.8,0.214,False
60,Cornell,30,13,17,0.433,-3.58,-1.92,5.0,9.0,8,5,5,9,1868,1838,64.4,95.9,0.392,0.372,0.505,47.3,50.7,9.6,14.6,0.453,16.3,24.2,0.293,False
61,Creighton,33,14,19,0.424,7.48,7.05,4.0,14.0,9,8,3,9,2221,2207,63.3,104.8,0.363,0.427,0.533,51.5,60.2,6.9,6.7,0.494,15.8,31.3,0.263,False
62,Dartmouth,29,14,15,0.483,-3.11,-3.32,7.0,7.0,8,4,6,11,1835,1829,62.9,99.8,0.357,0.331,0.52,50.7,54.3,12.1,11.6,0.492,17.4,30.9,0.23,False
63,Davidson,32,24,8,0.75,11.97,3.19,14.0,4.0,14,1,9,4,2529,2221,67.2,117.1,0.287,0.456,0.578,50.3,60.9,7.9,7.5,0.556,12.2,30.0,0.203,True
64,Dayton,36,27,9,0.75,10.98,4.06,13.0,5.0,16,0,5,6,2439,2190,64.2,105.1,0.482,0.382,0.565,48.6,60.5,10.8,7.2,0.53,16.1,23.3,0.33,True
65,Delaware,30,10,20,0.333,-7.76,-1.69,9.0,9.0,5,8,5,10,1979,2161,65.7,99.1,0.381,0.35,0.509,48.7,55.7,6.4,9.8,0.471,15.9,28.8,0.261,False
66,Delaware State,36,18,18,0.5,-10.78,-6.75,9.0,7.0,6,6,9,11,2533,2607,69.2,101.3,0.317,0.376,0.519,50.7,48.4,7.2,10.3,0.485,16.6,31.8,0.224,False
67,Denver,30,12,18,0.4,-3.96,-3.13,6.0,10.0,9,7,3,10,1865,1890,58.2,105.5,0.312,0.43,0.593,45.5,69.6,10.1,5.9,0.562,17.7,19.3,0.239,False
68,DePaul,32,12,20,0.375,3.3,7.49,6.0,12.0,9,7,3,9,2220,2354,67.3,102.7,0.365,0.405,0.544,45.9,52.2,9.8,10.3,0.507,17.3,27.4,0.263,False
69,Detroit Mercy,33,15,18,0.455,-2.25,0.13,7.0,9.0,10,6,3,11,2334,2335,68.2,102.5,0.328,0.319,0.535,49.8,52.9,11.2,10.9,0.506,16.6,30.1,0.224,False
70,Drake,31,9,22,0.29,-6.04,2.22,6.0,12.0,8,7,1,11,1844,2070,58.9,100.1,0.345,0.351,0.567,47.1,58.1,7.5,6.0,0.528,20.1,23.4,0.265,False
71,Drexel,30,11,19,0.367,-5.71,-0.85,9.0,9.0,5,9,5,6,1787,1930,61.4,96.6,0.328,0.344,0.493,47.7,51.6,8.4,10.1,0.447,14.7,28.0,0.244,False
72,Duke,39,35,4,0.897,24.97,9.87,15.0,3.0,15,1,9,2,3091,2502,65.9,119.4,0.398,0.334,0.593,53.9,53.5,10.7,9.0,0.566,13.9,35.8,0.278,True
73,Duquesne,31,12,19,0.387,-2.93,1.41,6.0,12.0,9,7,2,10,2213,2303,67.2,105.9,0.323,0.371,0.537,50.0,58.0,7.6,9.4,0.518,15.6,32.3,0.202,False
74,East Carolina,33,14,19,0.424,-2.84,1.0,6.0,12.0,11,5,1,11,2116,2176,63.1,101.3,0.317,0.373,0.518,47.6,59.1,10.0,5.7,0.488,15.6,29.8,0.216,False
75,East Tennessee State,30,16,14,0.533,-4.8,-4.01,8.0,10.0,10,4,6,9,2201,2140,68.8,105.8,0.386,0.446,0.543,49.3,52.9,11.3,9.1,0.504,15.8,30.8,0.279,False
76,Eastern Illinois,33,18,15,0.545,-5.52,-2.42,9.0,7.0,9,5,7,8,2097,2136,63.2,99.8,0.329,0.379,0.535,45.9,58.3,8.9,12.0,0.511,16.8,24.3,0.215,False
77,Eastern Kentucky,33,21,12,0.636,-0.03,-4.16,11.0,5.0,13,4,8,7,2373,2100,65.5,108.9,0.319,0.475,0.584,44.3,60.5,14.7,10.1,0.549,15.6,22.7,0.248,False
78,Eastern Michigan,35,21,14,0.6,1.96,-0.14,8.0,10.0,16,3,4,10,2429,2230,66.7,102.9,0.416,0.378,0.517,49.4,46.0,12.9,13.5,0.469,14.9,31.7,0.299,False
79,Eastern Washington,35,26,9,0.743,0.79,-3.84,14.0,4.0,13,2,11,6,2820,2588,68.3,117.1,0.352,0.421,0.591,50.0,46.5,9.1,13.0,0.562,13.6,29.9,0.255,True
80,Elon,33,15,18,0.455,-5.91,-2.69,6.0,12.0,8,6,5,10,2329,2329,69.4,100.5,0.365,0.359,0.521,48.4,48.8,9.2,3.8,0.486,16.4,28.8,0.249,False
81,Evansville,36,24,12,0.667,3.36,-0.07,9.0,9.0,14,5,8,5,2552,2361,66.1,106.1,0.433,0.232,0.571,50.8,63.8,8.7,9.9,0.526,16.9,26.5,0.324,False
82,Fairfield,31,7,24,0.226,-8.63,-2.31,5.0,15.0,4,11,2,11,1845,2041,62.1,93.9,0.371,0.389,0.497,46.7,52.8,7.8,9.1,0.452,17.6,27.3,0.266,False
83,FDU,29,8,21,0.276,-12.22,-4.54,3.0,15.0,4,9,4,12,1956,2130,67.7,98.3,0.336,0.379,0.509,43.1,47.7,12.7,9.4,0.473,16.2,28.1,0.233,False
84,Florida,33,16,17,0.485,13.27,9.67,8.0,10.0,11,5,2,9,2101,1982,62.8,100.6,0.314,0.382,0.519,50.9,56.3,10.9,10.5,0.496,16.8,31.7,0.199,False
85,Florida A&M,29,2,27,0.069,-26.04,-8.52,2.0,14.0,2,9,0,17,1607,2115,65.7,84.3,0.378,0.281,0.454,45.1,43.0,7.5,6.1,0.413,19.0,26.8,0.245,False
86,Florida Atlantic,29,9,20,0.31,-7.8,-2.06,2.0,16.0,7,7,2,13,1815,1934,64.2,97.1,0.286,0.391,0.511,47.0,45.6,6.7,8.1,0.485,17.1,26.9,0.193,False
87,Florida Gulf Coast,33,22,11,0.667,-1.81,-4.98,11.0,3.0,14,4,6,6,2224,2085,64.9,103.5,0.32,0.311,0.513,52.0,57.4,8.6,10.6,0.485,15.1,34.3,0.212,False
88,Florida International,33,16,17,0.485,-7.78,-3.23,8.0,10.0,8,4,6,10,2060,2153,65.5,94.3,0.382,0.287,0.515,49.7,49.9,10.3,13.3,0.487,19.8,29.0,0.243,False
89,Florida State,33,17,16,0.515,6.69,7.02,8.0,10.0,12,6,3,7,2199,2210,65.7,100.6,0.469,0.282,0.539,50.9,49.8,8.3,12.7,0.501,19.0,31.8,0.314,False
90,Fordham,31,10,21,0.323,-2.15,2.72,4.0,14.0,8,8,1,11,2015,2144,66.3,97.6,0.326,0.358,0.509,52.2,54.9,10.1,11.3,0.47,18.6,34.2,0.237,False
91,Fresno State,32,15,17,0.469,-2.23,1.3,10.0,8.0,11,3,4,10,2086,2123,64.3,100.1,0.391,0.33,0.52,47.6,46.3,12.0,10.4,0.481,15.1,27.0,0.27,False
92,Furman,33,11,22,0.333,-10.55,-3.46,5.0,13.0,7,7,1,14,2098,2245,63.1,99.9,0.438,0.402,0.531,49.4,48.8,8.7,8.2,0.494,18.1,29.7,0.293,False
93,Gardner-Webb,35,20,15,0.571,-5.24,-3.11,10.0,8.0,12,2,5,11,2619,2595,68.4,107.8,0.378,0.406,0.547,49.9,62.2,9.6,5.7,0.519,15.2,31.2,0.253,False
94,George Mason,31,9,22,0.29,-1.43,4.6,4.0,14.0,7,8,2,9,1996,2147,65.1,97.7,0.406,0.244,0.503,52.2,44.5,9.2,11.3,0.465,18.3,36.0,0.271,False
95,George Washington,35,22,13,0.629,8.07,2.79,10.0,8.0,12,2,5,10,2354,2169,63.4,105.0,0.4,0.289,0.524,52.7,49.3,8.8,10.6,0.489,15.8,35.6,0.269,False
96,Georgetown,33,22,11,0.667,15.48,9.81,12.0,6.0,13,3,5,4,2340,2153,64.6,108.1,0.439,0.325,0.552,52.2,53.4,11.6,14.1,0.513,16.4,34.3,0.309,True
97,Georgia,33,21,12,0.636,12.42,8.6,11.0,7.0,12,4,8,4,2250,2124,64.9,102.8,0.477,0.311,0.53,53.0,55.0,8.4,12.4,0.485,16.5,32.2,0.331,True
98,Georgia Southern,31,22,9,0.71,-0.4,-4.72,14.0,6.0,13,2,8,6,2112,1865,65.0,104.0,0.349,0.419,0.513,51.3,49.2,11.1,9.4,0.482,15.1,34.2,0.233,False
99,Georgia State,35,25,10,0.714,5.47,-2.03,15.0,5.0,12,1,8,8,2499,2184,64.3,109.8,0.383,0.278,0.563,48.9,53.1,14.1,13.5,0.527,14.2,30.0,0.277,True
100,Georgia Tech,31,12,19,0.387,7.16,8.45,3.0,15.0,8,8,2,9,1962,2002,63.9,97.4,0.311,0.273,0.475,55.2,49.3,8.8,9.4,0.444,16.0,38.7,0.202,False
101,Gonzaga,38,35,3,0.921,21.12,5.12,17.0,1.0,15,1,11,1,2989,2343,65.2,120.3,0.387,0.317,0.606,55.5,57.2,9.1,8.4,0.584,13.9,34.1,0.267,True
102,Grambling,29,2,27,0.069,-30.67,-8.0,0.0,18.0,2,9,0,17,1509,2105,65.7,79.2,0.412,0.258,0.445,47.3,43.9,8.1,4.9,0.398,22.3,29.9,0.268,False
103,Grand Canyon,32,17,15,0.531,-6.62,-5.45,8.0,6.0,13,8,4,7,2198,2188,64.7,106.2,0.4,0.353,0.549,47.4,51.1,8.3,7.9,0.51,15.2,27.2,0.286,False
104,Green Bay,33,24,9,0.727,5.7,-0.4,12.0,4.0,13,1,6,7,2252,2006,65.0,104.6,0.39,0.265,0.525,51.9,56.0,11.4,13.5,0.498,15.4,32.9,0.251,False
105,Hampton,35,17,18,0.486,-8.25,-7.08,8.0,8.0,6,5,5,12,2346,2387,69.5,96.1,0.438,0.326,0.496,50.1,46.7,9.6,10.5,0.456,17.3,31.8,0.286,True
106,Hartford,30,14,16,0.467,-8.58,-5.16,7.0,9.0,7,7,7,8,1858,1924,63.4,96.5,0.299,0.452,0.51,47.2,56.1,9.7,4.9,0.478,16.6,25.7,0.209,False
107,Harvard,30,22,8,0.733,4.47,-0.25,12.0,3.0,12,2,9,4,1926,1727,61.2,103.2,0.393,0.266,0.524,52.5,57.2,11.4,13.1,0.481,16.0,32.7,0.283,True
108,Hawaii,35,22,13,0.629,2.65,-0.83,8.0,8.0,13,5,3,5,2551,2387,69.9,103.5,0.371,0.341,0.528,49.3,51.6,13.7,11.1,0.493,16.2,33.0,0.254,False
109,High Point,33,23,10,0.697,-2.47,-4.61,13.0,5.0,12,2,9,7,2407,2231,63.7,110.4,0.357,0.295,0.567,50.3,56.5,9.4,8.5,0.531,15.0,30.8,0.263,False
110,Hofstra,34,20,14,0.588,3.78,-4.46,10.0,8.0,8,7,10,6,2668,2388,69.2,112.6,0.398,0.416,0.557,51.6,58.2,10.7,7.2,0.523,13.7,32.7,0.279,False
111,Holy Cross,30,14,16,0.467,-6.23,-3.82,8.0,10.0,10,4,3,12,1981,2020,63.6,102.0,0.346,0.339,0.518,48.7,48.3,11.7,14.1,0.479,14.6,29.8,0.247,False
112,Houston,32,13,19,0.406,-2.06,-0.91,4.0,14.0,9,8,2,9,2060,2097,63.9,99.2,0.32,0.451,0.498,49.2,53.3,8.9,10.4,0.465,17.0,33.6,0.218,False
113,Houston Christian,28,12,16,0.429,-13.18,-5.63,7.0,11.0,10,3,2,13,2028,2063,69.3,104.0,0.383,0.25,0.538,54.6,47.8,8.5,10.6,0.497,18.5,38.4,0.278,False
114,Howard,32,16,16,0.5,-9.89,-7.86,10.0,6.0,9,3,7,12,2032,2004,64.8,96.4,0.435,0.309,0.519,51.2,38.8,11.5,12.6,0.475,20.9,34.2,0.304,False
115,Idaho,30,13,17,0.433,-5.75,-4.79,8.0,10.0,11,3,2,12,2301,2269,68.2,110.7,0.372,0.331,0.566,52.9,50.3,6.7,6.0,0.535,15.1,31.2,0.264,False
116,Idaho State,30,7,23,0.233,-11.52,-5.45,4.0,14.0,6,7,1,14,1937,2075,64.0,100.5,0.378,0.264,0.517,48.7,48.2,10.7,8.3,0.487,15.9,29.9,0.246,False
117,Illinois,33,19,14,0.576,12.42,6.93,9.0,9.0,14,3,2,9,2281,2100,65.0,105.5,0.312,0.352,0.522,50.4,49.5,9.6,9.2,0.476,13.1,30.2,0.248,False
118,Illinois State,35,22,13,0.629,7.96,2.87,11.0,7.0,11,5,7,6,2385,2170,64.1,105.2,0.347,0.316,0.526,53.1,48.2,11.2,12.7,0.489,16.5,36.4,0.247,False
119,Illinois-Chicago,34,10,24,0.294,-7.86,-0.36,4.0,12.0,7,9,2,11,2201,2389,64.9,99.4,0.398,0.336,0.495,49.5,57.0,9.3,7.3,0.442,14.4,31.1,0.294,False
120,Incarnate Word,29,18,11,0.621,-6.15,-6.47,10.0,8.0,11,3,7,8,2298,2180,69.6,111.0,0.454,0.334,0.574,48.2,49.4,11.1,10.5,0.531,14.1,27.2,0.333,False
121,Indiana,34,20,14,0.588,12.94,7.2,9.0,9.0,15,4,3,6,2633,2438,66.9,115.3,0.327,0.395,0.573,52.2,51.2,7.4,7.8,0.544,14.6,35.2,0.235,True
122,Indiana State,31,15,16,0.484,-0.49,1.21,11.0,7.0,10,6,5,7,2060,2101,66.0,98.6,0.421,0.394,0.536,48.2,58.4,8.4,8.3,0.496,18.5,26.5,0.295,False
123,Iona,35,26,9,0.743,3.71,-2.52,17.0,3.0,13,0,10,8,2782,2564,70.6,112.1,0.374,0.424,0.576,48.8,60.3,9.1,9.0,0.547,15.0,28.7,0.262,False
124,Iowa,34,22,12,0.647,15.83,8.39,12.0,6.0,14,4,7,4,2372,2119,64.5,107.4,0.38,0.302,0.527,52.9,58.7,9.9,13.1,0.481,14.4,35.6,0.282,True
125,Iowa State,34,25,9,0.735,17.94,9.15,12.0,6.0,15,1,6,5,2645,2346,69.8,111.4,0.365,0.368,0.571,50.5,58.1,9.2,9.7,0.543,13.9,28.3,0.254,True
126,IU Indy,31,10,21,0.323,-8.28,-1.93,6.0,10.0,5,8,5,12,1883,2080,64.0,92.3,0.328,0.262,0.502,50.8,50.3,10.7,6.0,0.465,20.4,31.1,0.23,False
127,Jackson State,32,11,21,0.344,-12.36,-9.52,9.0,9.0,6,6,5,14,1941,2032,64.9,92.8,0.329,0.308,0.463,53.2,46.2,9.7,8.5,0.429,18.0,37.7,0.213,False
128,Jacksonville,32,10,22,0.313,-16.7,-6.46,4.0,10.0,8,7,2,15,2058,2303,65.1,97.2,0.401,0.331,0.506,46.9,48.6,9.8,7.4,0.469,16.2,28.3,0.265,False
129,Jacksonville State,31,12,19,0.387,-12.65,-4.52,5.0,11.0,11,3,1,16,1939,2126,64.8,95.4,0.383,0.352,0.483,47.3,57.3,9.4,11.0,0.434,15.8,30.0,0.274,False
130,James Madison,33,19,14,0.576,-2.65,-1.53,12.0,6.0,12,7,7,6,2217,2254,64.2,104.2,0.422,0.369,0.556,49.4,56.0,10.0,6.9,0.519,17.8,29.0,0.297,False
131,Kansas,36,27,9,0.75,18.47,12.13,13.0,5.0,15,0,5,6,2561,2333,66.7,106.3,0.426,0.284,0.539,52.6,54.7,9.8,12.3,0.494,16.3,34.9,0.309,True
132,Kansas City,33,14,19,0.424,-8.01,-5.07,8.0,6.0,9,4,4,13,2164,2202,65.0,99.1,0.408,0.365,0.51,46.9,52.0,12.2,10.1,0.468,17.3,32.2,0.283,False
