season,round,round_num,team1,team2,seed1,seed2,seed_diff,seed_sum,seed_diff_sq,abs_seed_diff,higher_seed_is_team1,round_x_seeddiff,is_upset_seed,seed1_sq,seed2_sq,seed_product,log_seed_ratio,target,score_diff,SRS_diff,SOS_diff,eFG%_diff,TOV%_diff,SRS_sum,AdjOE_diff,AdjDE_diff,Barthag_diff,AdjTempo_diff,WAB_diff,AdjOE_avg,OE_vs_DE_1,OE_vs_DE_2,AdjDE_avg,AdjTempo_avg,ORtg_diff,Pace_diff,ORB%_diff,Pace_avg,ORtg_avg
2009,F4,5,Villanova,UNC,3.0,1.0,2.0,4.0,4.0,2.0,0,10.0,1,9.0,1.0,3.0,-1.0986122886681098,0,-14.0,,,,,,-9.274288912524113,-1.5056679539837603,-0.03311485886680543,-5.587316863683014,-1.6751562345155753,119.20199565967599,21.858633794401328,32.6385906609092,91.95338343202071,70.3332953746705,,,,,
2009,F4,5,Michigan State,UConn,2.0,1.0,1.0,3.0,1.0,1.0,0,5.0,1,4.0,1.0,2.0,-0.6931471805599453,1,9.0,-4.460000000000001,0.7999999999999989,-0.015000000000000013,2.200000000000001,39.88,-2.2605645767584406,3.161333105603731,-0.028945799262172,-0.6940557557962563,-1.394954389859726,115.12474384779026,26.915257470889372,26.014488942044082,88.65987064132352,67.03039572926065,,,,,
2009,Championship,6,UNC,Michigan State,1.0,2.0,-1.0,3.0,1.0,1.0,1,-6.0,0,1.0,4.0,2.0,0.6931471805599453,1,17.0,,,,,,9.844678556527,2.4656802148872003,0.029168958675129475,6.443585955149487,0.3315228181234726,118.91680083767454,33.59860292181264,21.28824415039844,91.473377301569,69.90516082893726,,,,,
2010,R64,1,Kentucky,ETSU,1.0,16.0,-15.0,17.0,225.0,15.0,1,-15.0,0,1.0,256.0,16.0,2.772588722239781,1,29.0,,,,,,16.40475454965879,-9.689616392778817,0.44218042526536383,1.0423351042754234,16.578149821005262,107.31816899812634,16.74390500022659,10.028766843346617,93.93183307633973,67.55083758625167,,,,,
2010,R64,1,Texas,Wake Forest,8.0,9.0,-1.0,17.0,1.0,1.0,1,-1.0,0,64.0,81.0,72.0,0.11778303565638346,0,-1.0,7.109999999999999,-1.4699999999999998,0.041000000000000036,-2.099999999999998,30.009999999999998,6.5002286612108975,0.3728129195542351,0.07096774862756039,2.676614467704468,2.786099503194591,110.82527397649022,20.447303609137137,13.574262028372004,93.81449115773566,69.87904573570599,8.299999999999997,3.1999999999999886,0.10000000000000142,72.0,105.05000000000001
2010,R64,1,Temple,Cornell,5.0,12.0,-7.0,17.0,49.0,7.0,1,-7.0,0,25.0,144.0,60.0,0.8754687373538999,0,-13.0,3.6799999999999997,5.18,-0.07699999999999996,-2.1000000000000014,21.2,-9.790544094093079,-12.913251938341702,0.060622800184888304,-4.147784935922367,3.417968772782922,113.14134184037158,6.345628189666073,29.049424222100853,95.44381563448812,62.08798658555001,-13.0,-2.8000000000000043,-0.8999999999999986,63.3,110.6
2010,R64,1,Wisconsin,Wofford,4.0,13.0,-9.0,17.0,81.0,9.0,1,-9.0,0,16.0,169.0,52.0,1.1786549963416462,1,4.0,13.41,10.23,0.019000000000000017,-3.0,22.27,11.30759313313473,-2.960505996503855,0.18046360969262654,-4.17011214039848,5.535201154905479,110.4178351729542,21.052052337418303,12.704965200787427,93.53932640385133,60.92938502262234,5.8999999999999915,-5.299999999999997,-3.400000000000002,62.449999999999996,108.35
2010,R64,1,Marquette,Washington,6.0,11.0,-5.0,17.0,25.0,5.0,1,-5.0,0,36.0,121.0,66.0,0.6061358035703155,0,-2.0,-0.47000000000000064,0.7400000000000002,0.031000000000000028,-1.0,30.810000000000002,2.3674400145663412,1.7883946560980775,0.0019495481607463283,-9.140427257411531,0.5151353774601064,114.20468613639369,21.651394703215104,17.495560032550685,94.63120876851079,67.11310219216494,3.4000000000000057,-8.399999999999991,-5.699999999999999,68.6,110.2
2010,R64,1,New Mexico,Montana,3.0,14.0,-11.0,17.0,121.0,11.0,1,-11.0,0,9.0,196.0,42.0,1.540445040947149,1,5.0,8.56,6.1899999999999995,-0.04200000000000004,-3.299999999999999,16.42,9.368811369811198,-2.678436910464029,0.23620521890191148,5.295101693107988,9.483608074592699,110.15969473456188,13.693516506769058,7.003142047421889,99.81136545746641,64.23391035166587,1.5,4.300000000000004,4.799999999999997,65.55,110.55
2010,R64,1,Clemson,Missouri,7.0,10.0,-3.0,17.0,9.0,3.0,1,-3.0,0,49.0,100.0,70.0,0.3566749439387324,0,-8.0,-1.6799999999999997,1.54,0.010000000000000009,3.0,33.1,-0.725747102088846,-0.7455725584653266,0.0016052135315596239,-1.1363103333323181,-0.09740394471326264,111.77294660418727,19.135191710161436,20.60651137071561,91.90209506374873,68.53839938628671,-3.200000000000003,-0.9000000000000057,1.7999999999999972,70.55,106.4
2010,R64,1,West Virginia,Morgan State,2.0,15.0,-13.0,17.0,169.0,13.0,1,-13.0,0,4.0,225.0,30.0,2.0149030205422647,1,27.0,20.34,16.41,0.014000000000000012,-0.7999999999999989,17.98,12.891826625509125,-11.415172519188516,0.43320259690483576,-6.490023495192638,11.77269408437638,110.8098399438698,12.997445341981845,11.520791235661235,98.55072165504825,65.2925991551396,4.200000000000003,-6.0,2.299999999999997,67.0,109.30000000000001
2010,R32,2,Kentucky,Wake Forest,1.0,9.0,-8.0,10.0,64.0,8.0,1,-16.0,0,1.0,81.0,9.0,2.1972245773362196,1,30.0,9.68,-2.0299999999999994,0.06000000000000005,-0.6999999999999993,32.58,7.9453866270709455,-4.541059818008222,0.12045131614791604,-0.46873336346436645,7.6315435841369395,111.54785295942025,21.892461574997185,18.48813476593446,91.35755478895443,68.30637182012157,11.199999999999989,-0.4000000000000057,1.7000000000000028,70.2,106.5
2010,R32,2,Cornell,Wisconsin,12.0,4.0,8.0,16.0,64.0,8.0,0,16.0,1,144.0,16.0,48.0,-1.0986122886681098,1,18.0,-9.08,-8.57,0.05399999999999994,3.6000000000000014,26.6,1.9649821478965492,9.841368198059556,-0.09066825813606594,5.317550101088095,-1.8159437184164768,117.05412281346983,25.977540481818707,14.171190135862602,96.97975750462919,61.50310400296715,5.799999999999997,4.900000000000006,2.8000000000000007,62.25,114.19999999999999
2010,R32,2,Washington,New Mexico,11.0,3.0,8.0,14.0,64.0,8.0,0,16.0,1,121.0,9.0,33.0,-1.2992829841302609,1,18.0,3.1500000000000004,3.6500000000000004,-0.009000000000000008,1.200000000000001,28.130000000000003,-1.8231342903569612,-4.735135561772637,0.04150310577926286,4.8018546226508505,-3.7948768374493107,113.932533274289,14.548819126876126,21.107088979005724,96.10457922134808,69.28238850954529,-2.799999999999997,5.099999999999994,1.5,70.25,109.9
2010,R32,2,Missouri,West Virginia,10.0,2.0,8.0,12.0,64.0,8.0,0,16.0,1,100.0,4.0,20.0,-1.6094379124341003,0,-9.0,-1.7699999999999996,-3.8999999999999995,0.01200000000000001,0.1999999999999993,36.55,-5.119933101392675,-0.5682540524725965,-0.03217301135375017,7.058967145409589,-6.416385801384806,114.69578670592801,19.292684759777686,24.980871913642957,92.55900836921771,65.57707098024808,-3.4000000000000057,7.0,-7.299999999999997,67.5,109.7
2010,S16,3,Kentucky,Cornell,1.0,12.0,-11.0,13.0,121.0,11.0,1,-33.0,0,1.0,144.0,12.0,2.4849066497880004,1,17.0,12.37,7.73,-0.03799999999999992,0.5999999999999979,29.89,-2.5160676144623864,-12.813416723708642,0.10774580775160114,3.9101260848781862,6.65935835261568,116.77858008018691,13.620104669296765,28.949589007467793,95.49373324180465,66.1169420959503,-5.0,5.299999999999997,7.5,67.35,114.6
2010,S16,3,Washington,West Virginia,11.0,2.0,9.0,13.0,81.0,9.0,0,27.0,1,121.0,4.0,22.0,-1.7047480922384253,0,-13.0,-3.5199999999999996,-2.7699999999999996,0.008000000000000007,0.0,34.8,-4.23478712751384,0.8938760450077581,-0.04031195917219765,9.635728413327435,-6.8227986602612685,115.13835969286744,20.17783073365652,23.518741816162603,93.29007341795787,66.865451614207,-2.9000000000000057,8.799999999999997,-5.100000000000001,68.4,109.95
2010,E8,4,Kentucky,West Virginia,1.0,2.0,-1.0,3.0,1.0,1.0,1,-4.0,0,1.0,4.0,2.0,0.6931471805599453,0,-7.0,1.9699999999999989,-3.4399999999999995,0.041000000000000036,1.8999999999999986,40.29,-1.7352069836686326,-3.7561105155036785,0.015919974842684037,6.024417730846103,0.6532723341035673,116.38814976479004,22.67741087750173,28.16872837667404,90.96508013770216,65.05979627296634,0.6999999999999886,6.0,-1.5,67.0,111.75
2010,R64,1,Kansas,Lehigh,1.0,16.0,-15.0,17.0,225.0,15.0,1,-15.0,0,1.0,256.0,16.0,2.772588722239781,1,16.0,28.009999999999998,16.04,0.03700000000000003,-0.40000000000000213,21.35,15.227913268516275,-15.294938192868926,0.47881856336290146,-2.09648917672358,18.314115085231553,113.38078409911898,14.659966771557635,14.726991695910286,98.68730486538502,68.03271669660668,10.299999999999997,-0.5999999999999943,8.599999999999998,69.7,111.65
2010,R64,1,UNLV,Northern Iowa,8.0,9.0,-1.0,17.0,1.0,1.0,1,-1.0,0,64.0,81.0,72.0,0.11778303565638346,0,-3.0,0.5400000000000009,0.5500000000000007,0.02400000000000002,-0.5,24.6,2.0691461346586237,2.554740142502112,-0.010056285671394383,7.468006631697364,-2.8722494056125685,110.51726741338226,20.804004367923355,16.18011809076262,92.02520618403926,62.447442428563676,1.1000000000000085,8.000000000000007,-1.3999999999999986,63.400000000000006,107.15
2010,R64,1,Michigan State,New Mexico State,5.0,12.0,-7.0,17.0,49.0,7.0,1,-7.0,0,25.0,144.0,60.0,0.8754687373538999,1,3.0,13.27,6.51,-0.016000000000000014,1.9000000000000004,17.39,2.3659304045882408,-11.794948437585091,0.255604964859788,-4.903153407453416,5.69462273406916,112.33124426115711,7.98025854583004,17.40927657882689,99.63647669882866,67.73236895253254,0.10000000000000853,-6.199999999999989,9.899999999999999,69.0,108.65
2010,R64,1,Maryland,Houston,4.0,13.0,-9.0,17.0,81.0,9.0,1,-9.0,0,16.0,169.0,52.0,1.1786549963416462,1,12.0,11.01,4.470000000000001,0.03500000000000003,3.3000000000000007,24.490000000000002,5.7625281504816,-6.233178307844867,0.17460866193176316,-2.3628093535886876,9.558568214883362,115.41506144626752,15.339789312919962,15.810439470283228,99.83994705466593,69.96120744981859,2.9000000000000057,-1.2000000000000028,5.300000000000001,70.80000000000001,110.75
2010,R64,1,Tennessee,San Diego State,6.0,11.0,-5.0,17.0,25.0,5.0,1,-5.0,0,36.0,121.0,66.0,0.6061358035703155,1,3.0,4.710000000000001,3.54,-0.016000000000000014,-0.9000000000000021,27.39,-1.981093461117581,-3.8105534334812035,0.029128007472846273,4.833509072771413,2.454478314523051,110.46076623024992,14.156105093500841,19.947751988099625,93.40883768944968,65.10298304313717,-3.799999999999997,5.899999999999999,-6.700000000000003,66.85,106.9
2010,R64,1,Georgetown,Ohio,3.0,14.0,-11.0,17.0,121.0,11.0,1,-11.0,0,9.0,196.0,42.0,1.540445040947149,0,-14.0,12.470000000000002,9.59,0.06300000000000006,2.6000000000000014,21.59,9.301532676459601,-4.220077812976498,0.21262023686199305,-3.5096916780753276,11.84705024247642,112.10097248069783,16.66354127223643,11.582086408753327,97.97815864020296,66.91621519831597,4.700000000000003,-2.6000000000000085,0.7000000000000028,67.9,108.05000000000001
2010,R64,1,Oklahoma State,Georgia Tech,7.0,10.0,-3.0,17.0,9.0,3.0,1,-3.0,0,49.0,100.0,70.0,0.3566749439387324,0,-5.0,-1.7699999999999996,-2.05,0.013000000000000012,-3.0,26.45,4.56976699348111,3.3869582323162035,0.00501705686402143,-2.0805020226132456,0.4434902149777864,112.09169495810343,22.703692375120355,14.74696714932304,93.36636519588174,67.0804081815181,4.1000000000000085,-1.8000000000000114,-8.299999999999997,69.5,105.15
2010,R64,1,Ohio State,UC Santa Barbara,2.0,15.0,-13.0,17.0,169.0,13.0,1,-13.0,0,4.0,225.0,30.0,2.0149030205422647,1,17.0,19.619999999999997,8.46,0.051000000000000045,-4.899999999999999,19.36,17.37663599241057,-4.619466485503679,0.34763955394557255,-1.3884146169393716,9.626867517410496,109.32322250209741,20.627343132938208,7.870173626031317,95.07446412261265,65.24231432624431,13.599999999999994,-2.6000000000000085,1.5,66.4,106.2
2010,R32,2,Kansas,Northern Iowa,1.0,9.0,-8.0,10.0,64.0,8.0,1,-16.0,0,1.0,81.0,9.0,2.1972245773362196,0,-2.0,12.65,3.9800000000000004,0.05500000000000005,0.29999999999999893,36.71,11.512046387324176,0.29199965616234635,0.0669808752496428,8.271032995529907,7.806761760807342,115.23871753971503,30.246904620588907,18.442858577102385,90.89383594086938,62.84895561047995,10.200000000000003,10.000000000000007,7.699999999999999,64.4,111.69999999999999
2010,R32,2,Michigan State,Maryland,5.0,4.0,1.0,9.0,1.0,1.0,0,2.0,1,25.0,16.0,20.0,-0.2231435513142097,1,2.0,-2.42,0.21999999999999975,-0.0020000000000000018,3.5999999999999996,33.08,-4.782116058057085,-2.984355420707388,-0.009780837576718215,-3.4990105242184057,0.18596174974739155,115.90526749247978,16.790851562707743,24.557323041472216,95.23118019038981,67.03029751091503,-3.5,-4.299999999999997,4.199999999999996,68.05000000000001,110.45
2010,R32,2,Tennessee,Ohio,6.0,14.0,-8.0,20.0,64.0,8.0,1,-16.0,0,36.0,196.0,84.0,0.8472978603872037,1,15.0,11.490000000000002,7.78,0.01200000000000001,0.6999999999999993,20.61,2.0200133572230925,-8.584636573982124,0.19368671075811927,-1.151323457830756,11.478184833364267,108.46021282107958,9.38202195299992,15.946645169758952,95.79587925970014,68.09539930843826,-0.7000000000000028,0.5999999999999943,1.1000000000000014,69.5,105.35
2010,R32,2,Georgia Tech,Ohio State,10.0,2.0,8.0,12.0,64.0,8.0,0,16.0,1,100.0,4.0,20.0,-1.6094379124341003,0,-9.0,-5.379999999999999,1.6499999999999995,-0.050000000000000044,4.100000000000001,33.599999999999994,-8.20472903693981,-1.0918448001371672,-0.052415749604356576,3.5725521750500917,-4.2740124203975025,113.90917597983278,17.042080581502077,26.338654418579054,92.21880847979222,66.33438310529968,-9.900000000000006,5.300000000000011,8.5,67.75,108.05
2010,S16,3,Northern Iowa,Michigan State,9.0,5.0,4.0,14.0,16.0,4.0,0,12.0,1,81.0,25.0,45.0,-0.587786664902119,0,-7.0,-3.3000000000000007,-3.9000000000000004,-0.020000000000000018,-2.0999999999999996,27.36,-4.0315151173983,-2.9911663672478994,-0.003916667149932773,-6.567353136090844,0.38018717430783733,111.49845190475209,15.743691866016832,22.76637335066303,92.24341929641216,61.997115680760416,-2.1000000000000085,-6.500000000000007,-9.099999999999998,62.650000000000006,107.65
2010,S16,3,Tennessee,Ohio State,6.0,2.0,4.0,8.0,16.0,4.0,0,12.0,1,36.0,4.0,12.0,-1.0986122886681098,1,3.0,-3.4399999999999977,0.3799999999999999,-0.05500000000000005,1.1999999999999993,35.54,-8.541320998611567,-1.261169907151725,-0.05381449789501991,2.971630561748256,-1.733065947621693,113.74087999899692,16.70548861983032,26.507979525593612,92.13414592628494,66.03392229864875,-8.0,4.700000000000003,4.600000000000001,67.44999999999999,109.0
2010,E8,4,Michigan State,Tennessee,5.0,6.0,-1.0,11.0,1.0,1.0,1,-4.0,0,25.0,36.0,30.0,0.1823215567939546,1,1.0,-0.7200000000000006,0.41999999999999993,0.010000000000000009,1.3000000000000007,31.380000000000003,4.0439899637601116,2.2354415073270246,0.013241994663484746,-2.238945330717044,-0.38393051003679135,111.49221448157118,22.010648490742156,15.73121701965502,92.62128172637259,66.40026491416435,3.700000000000003,-3.8999999999999915,6.299999999999997,67.85,106.85
2010,R64,1,Duke,Arkansas-Pine Bluff,1.0,16.0,-15.0,17.0,225.0,15.0,1,-15.0,0,1.0,256.0,16.0,2.772588722239781,1,29.0,33.5,16.89,0.057999999999999996,-7.300000000000001,16.92,29.94269052140372,-9.078278436708985,0.6572149114229606,-0.5927046596848982,16.342554550661884,106.80573871645174,23.55929167309992,2.694879588405186,93.67865308569918,65.06403692823423,22.60000000000001,-0.9000000000000057,4.699999999999996,66.95,104.4
2010,R64,1,California,Louisville,8.0,9.0,-1.0,17.0,1.0,1.0,1,-1.0,0,64.0,81.0,72.0,0.11778303565638346,1,15.0,3.209999999999999,0.2699999999999996,0.019000000000000017,-1.4000000000000004,31.369999999999997,5.608203348619554,-0.7543192445716898,0.06363323957606104,1.0138597669738232,1.8266412337869509,117.64282871776294,21.85708071445687,17.003196610409006,98.21269005533,66.33535133284542,2.8000000000000114,0.0,-5.099999999999994,67.9,112.0
2010,R64,1,Texas A&M,Utah State,5.0,12.0,-7.0,17.0,49.0,7.0,1,-7.0,0,25.0,144.0,60.0,0.8754687373538999,1,16.0,1.620000000000001,8.57,-0.05400000000000005,1.5,28.86,-3.9794493224567447,-5.020981583793159,0.01803655370127044,4.304619276653064,4.535371428332585,114.26549344272834,16.13474325789666,25.135174164146562,93.63053473170675,62.428193463361325,-10.299999999999997,4.200000000000003,-0.5,64.6,111.35
2010,R64,1,Purdue,Siena,4.0,13.0,-9.0,17.0,81.0,9.0,1,-9.0,0,16.0,169.0,52.0,1.1786549963416462,1,8.0,9.04,9.98,-0.0020000000000000018,-0.5999999999999996,26.0,0.5106539467196427,-8.89725945800636,0.129934526665059,-3.287332433546524,5.446133378708366,108.98469638840501,12.655773825487728,21.042379336774445,92.13561980727394,67.6425784604821,-1.2999999999999972,-3.299999999999997,-6.100000000000001,68.35,105.94999999999999
2010,R64,1,Notre Dame,Old Dominion,6.0,11.0,-5.0,17.0,25.0,5.0,1,-5.0,0,36.0,121.0,66.0,0.6061358035703155,0,-1.0,1.75,4.4399999999999995,0.049000000000000044,-2.5999999999999996,24.53,12.203336551749715,9.089257702500802,0.014529129536002827,1.084403006679139,-0.31417464672655104,114.17341161025946,28.96103312173544,7.668438867484923,95.85867561564928,62.60626613910253,10.100000000000009,1.1000000000000014,-7.699999999999996,63.45,111.35
2010,R64,1,Baylor,Sam Houston,3.0,14.0,-11.0,17.0,121.0,11.0,1,-11.0,0,9.0,196.0,42.0,1.540445040947149,1,9.0,14.259999999999998,11.399999999999999,0.013000000000000012,1.0,21.68,9.844425949626299,-6.665519837645007,0.218586442965778,-4.6671296490910095,7.857268454555143,115.47503207808411,18.476194694575767,15.297288582594476,98.58829043949899,66.39642372688108,2.200000000000003,-3.3999999999999915,3.6000000000000014,68.9,112.6
2010,R64,1,Richmond,Saint Mary's,7.0,10.0,-3.0,17.0,9.0,3.0,1,-3.0,0,49.0,100.0,70.0,0.3566749439387324,0,-9.0,25.9,10.51,0.029000000000000026,-6.4,-5.84,-6.778209154981084,-4.703768358298717,-0.016116558173572493,-3.797773401318956,0.683201146543587,112.48063547775742,10.468366019483398,21.9503435327632,96.27128070163411,64.17956390478199,9.0,-0.20000000000000284,-4.399999999999999,65.1,100.0
2010,R64,1,Villanova,Robert Morris,2.0,15.0,-13.0,17.0,169.0,13.0,1,-13.0,0,4.0,225.0,30.0,2.0149030205422647,1,3.0,20.43,13.9,0.03300000000000003,-2.6000000000000014,13.009999999999998,17.122619137574603,-4.791370372778459,0.4343685906529506,5.07076935505151,11.850594069367915,108.9051999276893,16.076570600870085,3.7453218360739413,98.99425370921729,68.26071761080347,11.900000000000006,4.300000000000011,3.1000000000000014,69.75,106.95
2010,R32,2,Duke,California,1.0,8.0,-7.0,9.0,49.0,7.0,1,-14.0,0,1.0,64.0,8.0,2.0794415416798357,1,15.0,7.920000000000002,0.9500000000000011,-0.028000000000000025,-1.799999999999999,42.5,1.330153585080879,-8.696016565699466,0.05694154778084215,-2.074596617940543,6.693439643751148,121.11200718461316,23.94155354410944,31.307416524728026,93.48752215019442,65.80498290736205,2.299999999999997,-1.4000000000000057,5.599999999999994,67.2,114.55000000000001
2010,R32,2,Texas A&M,Purdue,5.0,4.0,1.0,9.0,1.0,1.0,0,2.0,1,25.0,16.0,20.0,-0.2231435513142097,0,-2.0,-2.2799999999999994,0.9900000000000002,0.006000000000000005,1.4000000000000004,32.76,3.035745419735136,3.433053861539406,-0.009139047889313634,-1.418409142020991,-2.2038526743944447,110.75789607163242,24.588778703229224,18.11997942195468,89.40351700904046,65.28970767269834,0.9000000000000057,0.0,3.8999999999999986,66.7,105.75
2010,R32,2,Old Dominion,Baylor,11.0,3.0,8.0,14.0,64.0,8.0,0,16.0,1,121.0,9.0,33.0,-1.2992829841302609,0,-8.0,-6.579999999999998,-6.249999999999999,-0.061000000000000054,-0.9000000000000021,29.36,-12.325501718512655,-3.9414837562776057,-0.06256010762911068,-1.9987942665726166,-4.788937498508788,114.23449419364093,12.81621281370812,29.08319828849838,93.28478864253768,63.06346176904927,-7.400000000000006,-4.300000000000004,3.8999999999999986,65.05,110.0
2010,R32,2,Saint Mary's,Villanova,10.0,2.0,8.0,12.0,64.0,8.0,0,16.0,1,100.0,4.0,20.0,-1.6094379124341003,1,7.0,-32.589999999999996,-14.83,-0.040000000000000036,5.0,0.8499999999999996,-1.5967694412286448,2.024596357955417,-0.04006879566162458,-4.717651682887762,-3.4603844756632243,116.66812477586228,19.2711715324199,18.843344615693127,97.61086670180578,68.43727644688533,-17.400000000000006,-6.700000000000003,-7.300000000000004,68.55000000000001,104.2
2010,S16,3,Duke,Purdue,1.0,4.0,-3.0,5.0,9.0,3.0,1,-9.0,0,1.0,16.0,4.0,1.3862943611198906,1,13.0,7.690000000000001,0.40000000000000036,0.014000000000000012,-0.7999999999999989,42.730000000000004,12.537060615388754,1.4525237890739362,0.047046870746510594,-1.2312276453170625,1.8758996717544587,115.50855366945922,34.09009389888284,20.10050949442015,88.41325197280773,65.38329842105031,10.400000000000006,-0.20000000000000284,10.899999999999999,66.6,110.5
2010,S16,3,Baylor,Saint Mary's,3.0,10.0,-7.0,13.0,49.0,7.0,1,-21.0,0,9.0,100.0,30.0,1.2039728043259361,1,23.0,33.839999999999996,15.11,0.06700000000000006,-3.8999999999999986,2.0999999999999996,4.527504997649302,-3.3676343601069902,0.0721336496214805,-2.0155917031058834,3.5160446751255354,118.1334925540726,21.774080172113784,20.614209534571472,96.93934770072998,65.07065475388852,18.200000000000003,2.0,8.100000000000001,66.2,104.6
2010,E8,4,Duke,Baylor,1.0,3.0,-2.0,4.0,4.0,2.0,1,-8.0,0,1.0,9.0,3.0,1.0986122886681098,1,7.0,7.240000000000002,1.1800000000000015,-0.04400000000000004,-3.8000000000000007,43.18,1.3798389242563331,-6.116016653331798,0.036434345143052216,0.7048256960562043,2.8663188354909908,121.08716451502542,26.521553456477108,31.257731185552572,92.19752219401059,64.41527175036367,2.0,-0.7000000000000028,1.7999999999999972,66.85,114.7
2010,R64,1,Syracuse,Vermont,1.0,16.0,-15.0,17.0,225.0,15.0,1,-15.0,0,1.0,256.0,16.0,2.772588722239781,1,23.0,22.98,13.9,0.09399999999999997,1.0,20.459999999999997,15.02775452381212,-9.869630205050669,0.3895410713149293,3.083458665332145,12.413231384791066,111.03392453936434,17.26744428518623,12.109319966424778,96.34554241355883,67.94907321588826,10.400000000000006,3.5,0.8000000000000043,69.25,108.8
2010,R64,1,Gonzaga,Florida State,8.0,9.0,-1.0,17.0,1.0,1.0,1,-1.0,0,64.0,81.0,72.0,0.11778303565638346,1,7.0,-2.530000000000001,-2.96,0.03500000000000003,-4.300000000000001,26.75,7.904562176576221,7.686956330086829,-0.013824952277833091,2.1900508435371364,-0.2333947310425306,108.46596512922622,25.13209405798021,9.540575551317161,91.12963032457753,66.70248987907362,9.0,1.8000000000000114,-6.0,68.5,105.1
2010,R64,1,Butler,UTEP,5.0,12.0,-7.0,17.0,49.0,7.0,1,-7.0,0,25.0,144.0,60.0,0.8754687373538999,1,18.0,1.709999999999999,3.12,-0.018000000000000016,0.0,27.03,1.4099259874001007,-1.3002821840989327,0.02858096613952177,-4.938047126046186,2.3784392040366713,109.09850371451093,18.94857485082538,18.838931047524213,90.20475076533613,65.33047977066718,0.20000000000000284,-5.700000000000003,1.5,66.94999999999999,106.69999999999999
2010,R64,1,Vanderbilt,Murray State,4.0,13.0,-9.0,17.0,81.0,9.0,1,-9.0,0,16.0,169.0,52.0,1.1786549963416462,0,-1.0,6.550000000000001,11.75,-0.031000000000000028,-1.6000000000000014,23.93,6.473333655038857,0.8623820084385443,0.07756227904653545,2.6391682852909497,3.029313811773701,110.84372087928159,18.43825156022902,11.102535896751618,96.07332715079127,66.7706887713806,-2.8000000000000114,1.9000000000000057,-6.600000000000001,68.95,111.0
2010,R64,1,Xavier,Minnesota,6.0,11.0,-5.0,17.0,25.0,5.0,1,-5.0,0,36.0,121.0,66.0,0.6061358035703155,1,11.0,0.5899999999999999,-1.38,-0.009000000000000008,-0.5999999999999996,31.87,2.1487729288803195,1.0955313503934008,0.0072423170080822,2.6948041742838313,3.240395393705104,115.5446627890112,21.873408648674484,18.629104369400764,95.29340627997358,66.98158234530477,2.0,4.0,2.3000000000000043,67.7,110.0
2010,R64,1,Pitt,Oakland,3.0,14.0,-11.0,17.0,121.0,11.0,1,-11.0,0,9.0,196.0,42.0,1.540445040947149,1,23.0,14.940000000000001,10.35,-0.0010000000000000009,-0.1999999999999993,13.66,4.394707068776427,-10.749375090746426,0.3050700213764542,-7.915738219392672,4.624481362500113,109.5837376747333,7.310073823583849,13.664741845553849,99.09632984016446,64.83330074709137,-0.9000000000000057,-7.899999999999999,-0.6000000000000014,66.55,107.95
2010,R64,1,BYU,Florida,7.0,10.0,-3.0,17.0,9.0,3.0,1,-3.0,0,49.0,100.0,70.0,0.3566749439387324,1,7.0,6.93,-4.16,0.05800000000000005,-1.200000000000001,30.71,4.325113067669747,-3.561305467671559,0.08537267215796529,6.185600904405689,4.1090686228942275,115.49940104973588,19.51002266400465,18.746215064006464,96.37128218573032,67.21301543973865,8.799999999999997,4.5,-5.800000000000001,68.75,111.80000000000001
2010,R64,1,Kansas State,North Texas,2.0,15.0,-13.0,17.0,169.0,13.0,1,-13.0,0,4.0,225.0,30.0,2.0149030205422647,1,20.0,22.369999999999997,15.0,0.0,-1.8000000000000007,17.39,14.260358714906474,-11.550256691718118,0.46428102504969326,1.9559974236545656,10.440224524708903,109.81314177172752,13.407222308535594,10.69712028534724,97.7609704747861,67.95722669111386,4.799999999999997,2.4000000000000057,7.100000000000001,70.0,108.1
2010,R32,2,Syracuse,Gonzaga,1.0,8.0,-7.0,9.0,49.0,7.0,1,-14.0,0,1.0,64.0,8.0,2.0794415416798357,1,22.0,9.61,3.38,0.03599999999999992,2.1000000000000014,33.83,6.129555583756073,-3.5623811785874437,0.07782358770174436,1.6932872477121492,4.9629957258387325,115.48302400939235,23.574693311649455,21.007518906480826,93.19191790032721,68.64415892469827,4.400000000000006,1.5999999999999943,5.0,70.2,111.8
2010,R32,2,Butler,Murray State,5.0,13.0,-8.0,18.0,64.0,8.0,1,-16.0,0,25.0,169.0,65.0,0.9555114450274363,1,2.0,5.68,8.97,-0.04600000000000004,-2.0,23.06,2.196412656448814,-6.087526473285337,0.11743884585678199,-2.5896484210910558,4.414247243241865,108.70526037998657,14.161330561638977,18.0524443784755,92.59837290992934,64.15628041818961,-5.6000000000000085,-3.9000000000000057,-9.300000000000004,66.05,109.6
2010,R32,2,Xavier,Pitt,6.0,3.0,3.0,9.0,9.0,3.0,0,6.0,1,36.0,9.0,18.0,-0.6931471805599453,1,3.0,1.9299999999999997,-1.4499999999999993,0.025000000000000022,-0.8999999999999986,30.53,4.837958044329852,2.119529660379044,0.021665993918289828,7.453552795051657,-0.7945526410375776,114.20007023128645,22.897406958660127,15.939919253951231,94.78140712498076,64.60220803492086,3.5,7.100000000000001,-1.7999999999999972,66.15,109.25
