Rk,School,G,W,L,W-L%,SRS,SOS,W_1,L_1,W_2,L_2,W_3,L_3,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,in_tourney
12,Arizona State,33,17,16,0.515,10.79,12.79,7,11,10,5,2,9,2519,2585,70.6,108.1,0.395,0.384,0.556,47.8,53.0,9.9,12.8,0.511,14.9,29.8,0.298,False
13,Arkansas,34,26,8,0.765,22.43,12.57,13,5,17,1,5,5,3058,2723,72.4,122.5,0.364,0.334,0.597,51.1,53.0,9.9,13.0,0.565,10.7,32.2,0.272,True
14,Arkansas State,32,20,12,0.625,-0.65,-4.39,11,7,11,4,9,7,2655,2471,72.5,113.1,0.386,0.451,0.564,55.3,56.2,10.2,7.0,0.526,16.2,38.1,0.283,False
15,Arkansas-Pine Bluff,32,13,19,0.406,-14.79,-6.92,10,8,7,4,6,14,2472,2593,72.4,106.4,0.363,0.372,0.556,48.2,58.1,9.9,7.8,0.515,16.2,29.3,0.274,False
16,Army,32,11,21,0.344,-15.28,-7.14,5,13,6,10,5,10,2309,2471,67.6,104.8,0.256,0.534,0.526,50.4,59.7,8.5,4.8,0.498,14.8,31.1,0.183,False
17,Auburn,33,17,16,0.515,17.02,13.69,7,11,11,4,2,8,2730,2620,69.2,118.6,0.447,0.392,0.568,52.4,46.2,10.7,11.7,0.523,12.3,37.6,0.332,False
18,Austin Peay,31,22,9,0.71,-2.25,-6.7,15,3,12,1,9,7,2530,2269,71.0,115.0,0.377,0.388,0.575,50.8,57.4,13.0,7.0,0.538,13.2,30.5,0.28,False
19,Ball State,31,12,19,0.387,-9.58,-4.27,7,11,7,7,4,11,2093,2154,65.8,101.7,0.321,0.39,0.515,47.5,53.0,11.4,8.3,0.482,14.0,27.0,0.223,False
20,Baylor,32,16,16,0.5,15.33,11.78,6,12,11,6,3,7,2642,2469,70.0,117.9,0.349,0.389,0.579,53.4,53.9,9.4,10.0,0.546,13.9,37.7,0.256,False
21,Bellarmine,32,13,19,0.406,-9.0,-4.64,7,11,9,5,2,13,2561,2614,66.4,119.6,0.346,0.406,0.632,46.5,53.4,9.1,6.0,0.599,13.9,23.1,0.274,False
22,Belmont,32,26,6,0.813,8.95,-0.41,16,4,13,2,11,3,2684,2347,70.2,118.6,0.319,0.461,0.622,52.2,61.8,8.7,11.2,0.607,15.7,29.2,0.218,False
23,Bethune-Cookman,32,17,15,0.531,-9.38,-6.45,14,4,10,1,7,11,2412,2462,71.2,104.7,0.411,0.298,0.55,50.1,51.1,9.8,11.4,0.516,16.8,30.4,0.284,False
24,Binghamton,31,8,23,0.258,-20.67,-10.78,4,12,7,8,1,14,2105,2321,65.1,102.3,0.417,0.318,0.556,48.1,49.8,7.8,8.5,0.511,16.8,21.8,0.311,False
25,Boise State,32,20,12,0.625,12.04,7.84,12,8,12,4,6,5,2502,2351,67.1,113.9,0.417,0.428,0.576,55.7,50.5,6.7,6.0,0.526,14.6,33.7,0.327,False
26,Boston College,31,11,20,0.355,3.39,6.65,4,14,10,7,1,10,2090,2191,66.4,100.0,0.324,0.424,0.499,49.4,47.4,7.2,11.6,0.47,13.3,28.3,0.212,False
27,Boston University,34,17,17,0.5,-8.08,-8.23,10,8,10,5,6,12,2566,2514,63.7,115.4,0.315,0.44,0.606,51.5,53.3,7.3,9.6,0.581,15.7,28.1,0.23,False
28,Bowling Green,32,18,14,0.563,0.47,-3.57,9,9,10,7,6,6,2602,2290,71.9,112.6,0.377,0.34,0.57,51.9,49.3,13.5,10.9,0.535,13.9,29.3,0.275,False
29,Bradley,33,21,12,0.636,3.83,0.54,13,7,14,2,4,7,2560,2422,67.9,110.5,0.369,0.406,0.55,48.8,50.7,11.4,9.3,0.511,12.1,27.7,0.27,False
30,Brigham Young,34,23,11,0.676,21.04,12.45,9,9,12,3,3,6,2853,2561,70.5,118.7,0.342,0.398,0.58,52.8,45.4,10.2,11.9,0.547,13.0,34.6,0.255,True
31,Brown,27,9,18,0.333,-9.9,-4.66,3,11,6,8,3,10,1900,1892,67.3,102.7,0.277,0.37,0.528,50.5,59.5,11.7,12.1,0.503,16.2,30.3,0.189,False
32,Bryant,31,9,22,0.29,-18.19,-7.92,5,11,8,5,1,17,2010,2246,65.0,98.6,0.302,0.478,0.517,48.7,54.5,9.0,11.4,0.479,17.3,28.5,0.225,False
33,Bucknell,33,10,23,0.303,-14.38,-5.44,6,12,6,8,4,12,2223,2518,66.9,99.5,0.298,0.427,0.525,47.3,54.0,10.7,5.9,0.485,16.7,27.0,0.229,False
34,Buffalo,32,17,15,0.531,-3.52,-3.99,7,11,7,8,8,6,2497,2438,67.4,114.9,0.394,0.454,0.593,48.7,55.5,11.1,8.1,0.56,14.2,27.8,0.289,False
35,Butler,32,16,16,0.5,10.47,8.63,7,13,10,7,3,8,2540,2481,70.0,111.7,0.421,0.349,0.55,52.4,57.2,9.1,8.0,0.509,13.6,34.6,0.303,False
36,Cal Poly,33,14,19,0.424,-4.17,-0.2,10,10,8,6,6,11,2710,2805,76.3,107.2,0.35,0.524,0.563,50.3,50.6,8.6,5.8,0.519,17.2,30.2,0.275,False
37,Cal State Bakersfield,32,8,24,0.25,-12.69,-1.26,2,18,6,11,2,13,2339,2629,73.0,100.2,0.425,0.288,0.515,47.6,44.7,10.5,13.3,0.462,16.0,30.7,0.313,False
38,Cal State Fullerton,34,18,16,0.529,-1.75,0.12,12,8,10,4,6,10,2822,2778,76.3,108.8,0.381,0.43,0.56,48.0,57.0,10.7,8.6,0.525,13.4,25.4,0.273,False
39,Cal State Northridge,34,20,14,0.588,-1.96,-1.27,12,8,12,3,7,8,2767,2713,75.6,107.3,0.337,0.338,0.535,53.4,56.7,9.1,8.9,0.509,14.7,33.3,0.224,False
40,California,32,21,11,0.656,11.67,7.61,9,9,16,4,4,6,2492,2344,69.4,111.3,0.375,0.425,0.565,48.7,52.8,8.4,9.0,0.52,13.0,26.3,0.292,False
41,California Baptist,33,25,8,0.758,2.52,-2.93,13,5,15,0,7,7,2410,2230,67.4,107.1,0.361,0.321,0.526,55.1,40.4,8.0,7.5,0.486,15.1,37.8,0.26,True
42,Campbell,34,16,18,0.471,-2.85,-0.1,8,10,10,4,3,13,2691,2639,70.8,111.8,0.424,0.368,0.557,51.9,46.6,9.5,4.4,0.515,14.8,35.4,0.308,False
43,Canisius,31,10,21,0.323,-16.98,-7.85,5,15,7,8,3,13,1951,2184,64.5,97.1,0.311,0.397,0.504,49.5,55.0,7.6,8.4,0.467,16.9,29.7,0.224,False
44,Central Arkansas,34,22,12,0.647,-1.34,-4.66,15,3,14,1,6,10,2749,2541,69.7,113.9,0.301,0.492,0.569,50.9,57.2,12.4,6.7,0.543,13.2,29.7,0.213,False
45,Central Connecticut State,30,18,12,0.6,-11.33,-9.94,12,6,10,4,8,8,2215,2127,66.0,111.4,0.298,0.349,0.569,51.0,51.6,8.5,11.2,0.536,14.0,28.5,0.229,False
46,Central Michigan,31,10,21,0.323,-8.48,-2.48,6,12,8,5,1,15,2275,2384,69.3,105.9,0.319,0.339,0.551,48.1,56.0,9.5,11.9,0.523,16.0,29.8,0.223,False
47,Charleston Southern,32,15,17,0.469,-6.7,-6.66,6,10,10,4,5,11,2670,2563,74.1,110.1,0.302,0.515,0.567,51.6,56.9,6.4,10.8,0.55,15.9,30.5,0.196,False
48,Charlotte,34,17,17,0.5,-0.2,1.08,9,9,11,6,4,8,2492,2530,64.5,111.6,0.366,0.453,0.567,51.5,52.1,7.0,9.9,0.535,15.6,34.2,0.262,False
49,Chattanooga,32,13,19,0.406,-10.89,-6.96,7,11,7,8,6,9,2454,2408,68.1,112.7,0.278,0.506,0.581,48.2,56.8,7.8,8.0,0.551,12.7,24.1,0.213,False
50,Chicago State,32,7,25,0.219,-16.28,-4.93,5,13,5,6,2,19,2105,2434,65.9,99.4,0.302,0.313,0.496,46.2,49.9,12.3,4.8,0.455,13.6,29.4,0.224,False
51,Cincinnati,33,18,15,0.545,15.5,9.95,9,9,15,3,2,8,2413,2230,69.2,105.3,0.294,0.438,0.531,51.6,63.7,9.0,12.1,0.505,14.6,30.6,0.2,False
52,Clemson,34,24,10,0.706,16.99,9.57,12,6,13,3,6,5,2521,2269,65.5,112.4,0.371,0.429,0.562,51.4,50.2,9.6,9.1,0.526,12.5,28.1,0.27,True
53,Cleveland State,33,11,22,0.333,-13.07,-3.04,6,14,7,8,3,13,2633,2836,71.5,111.6,0.366,0.496,0.583,47.4,58.4,7.9,7.8,0.547,15.8,29.1,0.276,False
54,Coastal Carolina,32,19,13,0.594,-7.52,-5.78,11,7,8,5,10,7,2346,2323,68.9,104.0,0.318,0.433,0.523,51.1,41.5,6.2,8.3,0.486,13.3,27.7,0.232,False
55,Colgate,33,18,15,0.545,-5.99,-5.38,11,7,9,5,6,10,2522,2462,66.9,111.7,0.292,0.35,0.572,50.0,51.9,8.7,8.7,0.542,13.2,27.1,0.218,False
56,College of Charleston,32,21,11,0.656,-1.17,-2.59,14,4,11,4,8,4,2413,2348,68.5,109.2,0.409,0.378,0.545,50.0,52.2,8.1,12.5,0.501,13.4,30.2,0.3,False
57,Colorado,32,17,15,0.531,10.89,10.36,7,11,13,5,2,8,2559,2542,70.1,113.2,0.358,0.351,0.57,49.7,55.7,9.0,8.8,0.532,12.7,29.0,0.271,False
58,Colorado State,33,21,12,0.636,8.56,5.03,11,9,12,5,6,5,2510,2347,64.6,117.8,0.394,0.489,0.62,52.1,63.0,8.3,6.7,0.585,16.2,30.0,0.304,False
59,Columbia,28,16,12,0.571,-2.56,-3.95,5,9,9,5,7,7,2146,2007,67.6,112.4,0.282,0.372,0.563,56.2,55.4,8.6,8.1,0.541,16.1,37.5,0.194,False
60,Connecticut,34,29,5,0.853,22.92,10.53,17,3,15,2,9,2,2635,2214,66.0,116.5,0.3,0.403,0.578,54.2,65.0,10.3,15.2,0.553,14.3,35.7,0.215,True
61,Coppin State,31,7,24,0.226,-24.84,-8.11,5,9,3,6,4,15,2032,2493,69.4,94.0,0.378,0.352,0.5,47.7,51.4,9.2,10.7,0.463,19.0,31.4,0.255,False
62,Cornell,28,15,13,0.536,-1.67,-2.83,8,6,7,4,8,8,2477,2335,72.1,121.5,0.29,0.526,0.621,51.2,68.7,8.2,7.4,0.599,14.1,31.2,0.215,False
63,Creighton,32,15,17,0.469,10.57,10.47,9,11,10,6,4,8,2404,2401,68.5,109.2,0.275,0.482,0.562,49.6,58.4,8.5,6.2,0.531,14.5,27.5,0.209,False
64,Dartmouth,27,11,16,0.407,-8.24,-2.92,5,9,5,8,6,8,2047,2071,69.7,108.2,0.37,0.491,0.567,49.7,55.5,7.1,9.8,0.529,15.4,25.8,0.276,False
65,Davidson,33,20,13,0.606,4.27,2.76,10,8,11,7,7,4,2367,2225,64.5,109.9,0.325,0.442,0.556,49.7,53.9,10.1,12.6,0.535,13.8,29.2,0.212,False
66,Dayton,34,23,11,0.676,8.85,4.37,12,6,14,3,6,5,2528,2376,68.1,108.0,0.471,0.415,0.567,49.3,59.9,12.1,12.4,0.517,15.4,27.0,0.353,False
67,Delaware,31,10,21,0.323,-8.65,-2.45,6,14,5,10,4,10,2098,2293,64.2,103.3,0.306,0.46,0.566,46.9,52.2,8.6,9.1,0.528,16.8,21.0,0.241,False
68,Delaware State,31,8,23,0.258,-22.55,-10.81,2,12,5,7,2,14,1896,2185,66.5,91.2,0.321,0.285,0.478,47.6,47.9,11.4,5.4,0.44,17.1,28.2,0.221,False
69,Denver,32,15,17,0.469,-5.76,-2.04,8,8,9,5,6,11,2650,2650,69.5,119.2,0.344,0.386,0.59,49.8,40.0,6.6,5.2,0.553,12.3,30.8,0.266,False
70,DePaul,32,16,16,0.5,7.45,6.76,8,12,11,7,4,7,2248,2226,67.7,103.7,0.353,0.39,0.531,49.2,60.9,10.2,9.4,0.498,15.4,30.0,0.244,False
71,Detroit Mercy,32,17,15,0.531,-5.62,-3.19,12,8,9,5,7,9,2471,2475,70.0,110.2,0.343,0.308,0.543,52.1,48.0,8.5,9.3,0.498,13.7,34.1,0.266,False
72,Drake,34,14,20,0.412,-0.93,1.44,6,14,6,11,4,7,2552,2544,68.1,109.5,0.335,0.457,0.553,49.3,52.0,8.0,9.2,0.521,13.1,27.1,0.241,False
73,Drexel,33,17,16,0.515,-4.73,-4.48,10,8,12,4,4,9,2247,2221,65.7,103.6,0.312,0.401,0.532,50.9,54.4,9.3,9.9,0.508,16.4,31.7,0.206,False
74,Duke,34,32,2,0.941,31.55,12.41,17,1,15,0,10,1,2798,2147,67.1,122.6,0.378,0.444,0.597,57.8,59.2,11.6,10.4,0.568,13.3,38.1,0.273,True
75,Duquesne,33,18,15,0.545,3.38,2.34,9,9,12,6,5,7,2584,2481,69.7,110.6,0.378,0.438,0.566,50.9,56.2,11.0,8.9,0.532,15.3,31.1,0.27,False
76,East Carolina,31,11,20,0.355,-5.73,0.43,6,12,7,10,4,8,2217,2401,69.3,102.0,0.393,0.313,0.507,50.4,47.3,9.2,10.6,0.464,14.8,33.8,0.276,False
77,East Tennessee State,34,23,11,0.676,-0.64,-7.33,13,5,13,4,8,6,2638,2356,66.9,115.1,0.339,0.379,0.585,51.2,50.7,13.0,11.3,0.553,13.3,29.4,0.252,False
78,East Texas A&M,32,11,21,0.344,-11.01,-2.05,6,16,6,8,4,13,2246,2385,69.3,101.2,0.311,0.464,0.534,47.2,64.9,10.5,8.7,0.508,16.5,26.6,0.211,False
79,Eastern Illinois,33,13,20,0.394,-13.46,-5.83,8,12,9,6,3,13,2214,2321,66.6,99.6,0.332,0.301,0.517,48.1,51.1,11.5,9.4,0.476,16.1,29.4,0.244,False
80,Eastern Kentucky,32,11,21,0.344,-10.18,-4.58,7,11,8,7,3,13,2568,2619,69.8,113.3,0.312,0.507,0.557,50.3,53.4,9.9,9.0,0.527,14.0,33.7,0.226,False
81,Eastern Michigan,31,10,21,0.323,-5.71,-1.51,4,14,7,7,3,14,2191,2279,68.4,102.4,0.295,0.319,0.53,50.0,48.5,8.6,10.9,0.497,15.2,28.4,0.215,False
82,Eastern Washington,33,14,19,0.424,-1.98,-0.48,11,7,8,4,5,13,2576,2606,69.1,112.2,0.357,0.348,0.574,50.3,49.0,8.5,9.6,0.539,15.3,31.5,0.265,False
83,Elon,32,14,18,0.438,-5.48,-3.01,6,12,8,8,6,9,2500,2492,68.1,113.0,0.337,0.431,0.557,50.1,54.5,10.0,8.9,0.525,13.4,33.3,0.243,False
84,Evansville,32,7,25,0.219,-8.81,3.69,3,17,5,10,1,12,2143,2447,67.5,98.5,0.297,0.433,0.532,46.7,55.6,7.7,10.0,0.499,17.0,23.0,0.217,False
85,Fairfield,34,21,13,0.618,-8.06,-9.06,11,9,12,4,7,8,2528,2432,67.6,109.6,0.277,0.359,0.521,52.7,45.0,9.8,9.6,0.491,12.5,36.1,0.197,False
86,FDU,32,11,21,0.344,-14.99,-7.43,8,10,8,6,3,15,2150,2245,64.5,103.8,0.321,0.455,0.517,52.5,51.9,7.8,4.9,0.483,15.4,33.6,0.226,False
87,Florida,33,26,7,0.788,27.9,13.11,16,2,14,1,8,2,2864,2376,72.5,119.8,0.391,0.371,0.568,59.5,54.0,9.2,12.4,0.535,13.5,43.2,0.277,True
88,Florida A&M,31,15,16,0.484,-14.02,-8.95,11,7,8,4,5,11,2183,2312,70.3,99.7,0.374,0.376,0.532,49.9,52.4,11.5,8.1,0.497,18.6,30.9,0.261,False
89,Florida Atlantic,33,18,15,0.545,3.77,1.93,9,9,11,4,4,8,2596,2453,70.4,110.5,0.33,0.386,0.555,52.8,46.8,8.3,14.0,0.525,14.8,32.9,0.234,False
90,Florida Gulf Coast,34,16,18,0.471,-6.41,-5.03,8,10,11,6,3,11,2631,2598,69.3,110.5,0.287,0.393,0.546,52.0,52.0,11.0,11.5,0.518,13.4,32.6,0.206,False
91,Florida International,32,15,17,0.469,-1.82,-0.47,8,12,12,6,3,10,2580,2492,72.8,109.5,0.39,0.334,0.548,50.9,52.4,12.4,13.6,0.515,15.0,35.4,0.268,False
92,Florida State,33,18,15,0.545,11.66,9.24,10,8,11,6,6,5,2652,2572,71.8,111.9,0.347,0.506,0.555,48.0,52.5,11.0,11.6,0.523,13.1,30.8,0.247,False
93,Fordham,32,17,15,0.531,0.25,-0.96,8,10,11,7,4,6,2235,2095,65.7,105.9,0.257,0.384,0.522,54.5,54.7,11.1,6.8,0.496,14.6,34.8,0.179,False
94,Fresno State,32,13,19,0.406,3.5,4.66,7,13,10,8,2,10,2331,2330,69.4,104.9,0.343,0.407,0.549,49.5,50.3,9.6,6.6,0.51,16.0,28.3,0.256,False
95,Furman,34,22,12,0.647,-3.24,-6.14,10,8,11,5,7,5,2600,2397,66.7,113.4,0.317,0.47,0.575,54.2,57.0,7.1,9.6,0.553,15.2,32.7,0.219,True
96,Gardner-Webb,33,4,29,0.121,-22.36,-1.86,1,15,3,10,0,16,2248,2820,71.0,96.0,0.307,0.387,0.517,43.8,41.3,8.9,6.8,0.487,17.1,23.8,0.21,False
97,George Mason,32,23,9,0.719,6.45,1.19,11,7,17,2,4,6,2347,2160,64.9,113.0,0.421,0.351,0.573,52.9,50.1,7.7,9.0,0.535,14.2,31.4,0.307,False
98,George Washington,33,18,15,0.545,9.05,2.24,8,10,12,4,3,7,2708,2433,70.3,116.2,0.35,0.466,0.578,54.2,55.4,10.6,10.5,0.549,15.2,36.3,0.251,False
99,Georgetown,34,16,18,0.471,9.22,8.51,6,14,10,7,4,8,2503,2479,67.0,108.7,0.373,0.352,0.539,50.8,57.8,9.6,10.3,0.496,13.5,32.5,0.276,False
100,Georgia,32,22,10,0.688,19.57,8.91,10,8,14,4,6,4,2874,2533,73.4,120.5,0.37,0.439,0.583,50.5,48.4,11.2,15.1,0.546,12.2,35.2,0.278,True
101,Georgia Southern,37,21,16,0.568,-6.48,-6.02,8,10,9,5,7,8,2994,2949,71.3,112.3,0.39,0.488,0.561,46.8,42.0,11.2,10.2,0.52,12.6,28.9,0.291,False
102,Georgia State,32,10,22,0.313,-11.59,-4.59,7,11,7,7,3,12,2253,2391,69.3,101.3,0.367,0.432,0.508,47.5,51.2,9.9,8.6,0.452,13.6,28.4,0.287,False
103,Georgia Tech,31,11,20,0.355,3.1,6.74,2,16,10,9,1,9,2287,2400,71.6,102.6,0.333,0.332,0.534,50.3,59.9,8.4,11.4,0.5,16.2,29.9,0.237,False
104,Gonzaga,33,30,3,0.909,25.11,5.98,16,2,15,0,8,2,2809,2178,70.4,120.5,0.311,0.31,0.585,55.4,56.7,12.1,11.4,0.563,11.7,34.8,0.217,True
105,Grambling,33,14,19,0.424,-12.21,-9.99,7,11,7,5,4,13,2321,2314,69.9,100.7,0.41,0.38,0.536,49.8,50.8,11.5,8.0,0.49,18.2,30.8,0.3,False
106,Grand Canyon,32,20,12,0.625,11.03,4.06,13,7,13,4,6,5,2420,2197,69.0,109.2,0.395,0.389,0.56,53.6,49.6,9.5,10.5,0.517,15.3,31.3,0.298,False
107,Green Bay,33,18,15,0.545,-5.0,-3.04,12,8,10,4,6,9,2469,2470,65.2,114.0,0.416,0.371,0.595,49.9,54.6,6.8,8.6,0.553,14.2,25.7,0.318,False
108,Hampton,32,13,19,0.406,-8.65,-4.55,7,11,10,2,2,12,2237,2264,66.5,104.3,0.373,0.376,0.512,51.0,50.3,9.7,9.0,0.47,14.1,33.6,0.268,False
109,Harvard,29,17,12,0.586,-1.61,-4.08,10,4,8,4,9,6,2032,1934,64.0,108.1,0.265,0.401,0.567,50.3,55.4,11.1,10.6,0.532,15.3,26.9,0.212,False
110,Hawaii,32,24,8,0.75,4.85,-3.59,14,6,16,3,6,5,2548,2231,72.1,109.6,0.429,0.401,0.566,54.5,51.1,9.1,10.1,0.522,16.1,32.3,0.318,True
111,High Point,34,30,4,0.882,6.76,-7.89,15,1,17,1,7,2,3059,2389,71.8,124.5,0.433,0.42,0.603,51.5,53.6,15.1,11.4,0.566,11.1,33.1,0.322,True
112,Hofstra,34,24,10,0.706,4.48,-2.46,12,6,10,2,9,8,2571,2246,65.6,114.4,0.319,0.437,0.557,53.7,49.0,7.5,10.6,0.522,13.5,35.5,0.238,True
113,Holy Cross,33,11,22,0.333,-13.67,-6.8,5,13,6,8,4,14,2251,2418,66.1,103.3,0.319,0.374,0.535,47.7,45.0,8.7,5.1,0.496,13.7,23.0,0.241,False
114,Houston,34,28,6,0.824,26.23,11.93,14,4,15,1,6,3,2623,2137,64.9,118.4,0.269,0.408,0.554,52.2,52.9,11.9,12.5,0.521,10.9,35.9,0.208,True
115,Houston Christian,32,12,20,0.375,-9.76,-3.63,8,14,9,5,3,13,2147,2309,65.2,102.5,0.364,0.365,0.532,48.8,58.8,10.2,11.2,0.497,16.5,30.5,0.254,False
116,Howard,33,23,10,0.697,-4.64,-11.85,11,3,11,4,7,6,2556,2236,69.9,110.4,0.45,0.34,0.562,53.6,62.2,12.3,10.1,0.517,16.4,37.2,0.329,True
117,Idaho,35,21,14,0.6,-0.05,-2.7,9,9,9,4,7,9,2753,2540,69.6,112.7,0.34,0.468,0.565,53.1,46.7,8.4,6.4,0.531,13.2,30.0,0.25,True
118,Idaho State,33,13,20,0.394,-5.54,-1.61,5,13,8,6,3,12,2459,2513,66.9,111.0,0.382,0.412,0.56,53.1,46.7,7.8,12.0,0.52,14.3,34.2,0.282,False
119,Illinois,32,24,8,0.75,26.45,11.89,15,5,14,3,8,2,2700,2234,66.2,125.5,0.329,0.507,0.588,56.7,51.2,5.6,12.6,0.551,11.0,38.7,0.26,True
120,Illinois State,32,20,12,0.625,6.3,0.85,12,8,13,2,5,7,2404,2190,67.4,111.0,0.314,0.423,0.567,52.5,50.2,8.5,6.3,0.541,14.6,29.4,0.221,False
121,Illinois-Chicago,34,19,15,0.559,3.81,0.46,12,8,9,5,7,8,2567,2379,67.2,110.7,0.363,0.326,0.546,52.8,54.1,11.7,11.7,0.507,14.8,37.0,0.265,False
122,Incarnate Word,31,12,19,0.387,-7.09,-2.51,7,15,9,6,2,12,2302,2285,66.3,112.0,0.33,0.392,0.552,51.3,45.0,8.1,7.0,0.521,14.2,34.1,0.237,False
123,Indiana,32,18,14,0.563,16.7,10.7,9,11,14,4,3,8,2501,2309,66.6,116.0,0.35,0.505,0.598,50.0,62.5,6.9,7.4,0.561,13.5,26.9,0.273,False
124,Indiana State,32,11,21,0.344,-2.7,0.7,4,16,8,7,3,12,2354,2383,68.9,104.7,0.282,0.449,0.557,49.4,64.7,8.8,7.9,0.536,17.2,27.4,0.19,False
125,Iona,32,18,14,0.563,-7.27,-7.99,10,10,11,3,6,8,2363,2340,68.4,105.8,0.293,0.459,0.546,48.8,53.7,9.5,8.1,0.519,15.1,27.8,0.207,False
126,Iowa,33,21,12,0.636,19.0,9.76,10,10,14,3,3,8,2482,2177,63.4,118.2,0.345,0.416,0.6,50.8,58.0,11.2,6.7,0.566,13.4,30.1,0.266,True
127,Iowa State,34,27,7,0.794,27.15,10.5,12,6,16,1,5,5,2781,2215,68.2,120.0,0.34,0.388,0.585,53.5,58.4,13.2,8.6,0.565,12.8,35.3,0.229,True
128,IU Indy,32,7,25,0.219,-12.45,-4.15,3,17,5,9,2,15,2673,2825,76.1,109.3,0.211,0.429,0.551,45.9,64.0,11.6,8.4,0.529,13.7,29.4,0.154,False
129,Jackson State,33,12,21,0.364,-19.48,-5.96,10,8,7,3,4,15,2318,2764,71.0,98.1,0.374,0.433,0.508,45.8,45.8,8.8,8.1,0.457,16.8,29.7,0.284,False
130,Jacksonville,32,12,20,0.375,-10.72,-5.05,7,11,8,4,3,14,2339,2349,66.0,109.8,0.336,0.379,0.549,52.4,46.2,10.0,8.4,0.517,14.4,33.6,0.241,False
131,Jacksonville State,32,15,17,0.469,-3.46,-2.8,10,10,10,7,5,8,2325,2188,66.7,108.2,0.426,0.391,0.544,52.4,49.6,9.2,9.6,0.509,14.6,31.5,0.292,False
132,James Madison,33,18,15,0.545,-4.96,-5.24,9,9,11,4,5,10,2460,2437,67.0,110.5,0.359,0.424,0.56,51.5,48.4,7.7,11.6,0.529,14.9,30.9,0.253,False
133,Kansas,33,23,10,0.697,21.1,14.86,12,6,14,2,5,6,2496,2290,68.2,110.0,0.326,0.357,0.555,51.5,53.3,8.0,15.6,0.516,13.5,29.5,0.25,True
134,Kansas City,31,4,27,0.129,-19.67,-1.92,1,15,3,11,1,15,2149,2600,71.9,96.1,0.31,0.369,0.499,45.5,47.5,8.7,8.1,0.468,15.9,27.5,0.209,False
135,Kansas State,32,12,20,0.375,8.58,10.86,3,15,10,8,1,10,2546,2619,73.8,107.8,0.269,0.409,0.557,47.7,57.7,9.5,9.1,0.533,15.3,29.2,0.191,False
136,Kennesaw State,34,21,13,0.618,0.13,-2.0,10,10,13,3,4,8,2834,2586,72.4,114.2,0.436,0.434,0.557,53.3,51.6,9.7,14.3,0.522,13.7,36.6,0.301,True
137,Kent State,33,24,9,0.727,-0.1,-2.45,14,4,14,3,7,5,2808,2628,72.8,114.7,0.429,0.447,0.574,53.7,57.6,9.3,9.8,0.531,15.1,35.8,0.318,False
138,Kentucky,34,21,13,0.618,19.8,12.86,10,8,14,4,4,6,2746,2510,69.8,115.7,0.375,0.392,0.567,52.1,57.0,10.2,12.3,0.531,12.8,33.8,0.273,True
